Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -34622.0010  -34622.4576       0.4567   441.6
0.0500      -34622.0009  -34622.4027       0.4018   388.6
0.1000      -34622.0009  -34622.4358       0.4349   420.6
0.1500      -34622.0009  -34622.3191       0.3183   307.8
0.2000      -34622.0010  -34622.4719       0.4709   455.4
0.2500      -34622.0008  -34622.3831       0.3823   369.7
0.3000      -34622.0011  -34622.6128       0.6117   591.5
0.3500      -34622.0009  -34622.4863       0.4855   469.5
0.4000      -34622.0011  -34622.5877       0.5867   567.4
0.4500      -34622.0010  -34622.4811       0.4801   464.3
0.5000      -34622.0012  -34622.6680       0.6668   644.9
0.5500      -34622.0010  -34622.5758       0.5748   555.9
0.6000      -34622.0013  -34622.7296       0.7283   704.3
0.6500      -34622.0010  -34622.6059       0.6050   585.0
0.7000      -34622.0011  -34622.5015       0.5004   484.0
0.7500      -34622.0009  -34622.4545       0.4536   438.7
0.8000      -34622.0011  -34622.5844       0.5833   564.1
0.8500      -34622.0009  -34622.5754       0.5745   555.5
0.9000      -34622.0009  -34622.4015       0.4006   387.4
0.9500      -34622.0009  -34622.4997       0.4988   482.3
1.0000      -34622.0008  -34622.3826       0.3818   369.2
1.0500      -34622.0011  -34622.5676       0.5665   547.8
1.1000      -34622.0007  -34622.3129       0.3122   301.9
1.1500      -34622.0010  -34622.4638       0.4628   447.5
1.2000      -34622.0008  -34622.3245       0.3237   313.0
1.2500      -34622.0009  -34622.3910       0.3901   377.2
1.3000      -34622.0008  -34622.3544       0.3536   342.0
1.3500      -34622.0009  -34622.5023       0.5014   484.9
1.4000      -34622.0009  -34622.4997       0.4988   482.3
1.4500      -34622.0009  -34622.4735       0.4727   457.1
1.5000      -34622.0010  -34622.5167       0.5157   498.7
1.5500      -34622.0011  -34622.5896       0.5885   569.1
1.6000      -34622.0009  -34622.5202       0.5194   502.3
1.6500      -34622.0012  -34622.6440       0.6428   621.6
1.7000      -34622.0012  -34622.5075       0.5064   489.7
1.7500      -34622.0011  -34622.6311       0.6300   609.3
1.8000      -34622.0010  -34622.6546       0.6535   632.0
1.8500      -34622.0011  -34622.7125       0.7114   687.9
1.9000      -34622.0010  -34622.5223       0.5214   504.2
1.9500      -34622.0008  -34622.4250       0.4242   410.2
2.0000      -34622.0011  -34622.5636       0.5625   544.0
2.0500      -34622.0009  -34622.4353       0.4344   420.1
2.1000      -34622.0009  -34622.4682       0.4673   451.9
2.1500      -34622.0008  -34622.4266       0.4258   411.7
2.2000      -34622.0011  -34622.5623       0.5613   542.8
2.2500      -34622.0008  -34622.3022       0.3015   291.5
2.3000      -34622.0010  -34622.4736       0.4726   457.0
2.3500      -34622.0008  -34622.4862       0.4854   469.4
2.4000      -34622.0010  -34622.6537       0.6527   631.2
2.4500      -34622.0011  -34622.4306       0.4295   415.4
2.5000      -34622.0010  -34622.4101       0.4091   395.6
2.5500      -34622.0010  -34622.5247       0.5237   506.5
2.6000      -34622.0008  -34622.4961       0.4953   479.0
2.6500      -34622.0011  -34622.5081       0.5069   490.2
2.7000      -34622.0010  -34622.4267       0.4257   411.7
2.7500      -34622.0012  -34622.6490       0.6479   626.5
2.8000      -34622.0012  -34622.6291       0.6278   607.1
2.8500      -34622.0013  -34622.6650       0.6638   641.9
2.9000      -34622.0010  -34622.5012       0.5002   483.7
2.9500      -34622.0011  -34622.6355       0.6344   613.5
3.0000      -34622.0011  -34622.5365       0.5354   517.8
3.0500      -34622.0009  -34622.4577       0.4568   441.7
3.1000      -34622.0012  -34622.5830       0.5818   562.6
3.1500      -34622.0010  -34622.5423       0.5413   523.5
3.2000      -34622.0011  -34622.5955       0.5943   574.8
3.2500      -34622.0009  -34622.4133       0.4123   398.7
3.3000      -34622.0011  -34622.6720       0.6708   648.7
3.3500      -34622.0011  -34622.7100       0.7089   685.6
3.4000      -34622.0011  -34622.5943       0.5932   573.6
3.4500      -34622.0008  -34622.3288       0.3280   317.2
3.5000      -34622.0010  -34622.5350       0.5340   516.4
3.5500      -34622.0009  -34622.5180       0.5171   500.1
3.6000      -34622.0009  -34622.4911       0.4902   474.0
3.6500      -34622.0008  -34622.5250       0.5242   506.9
3.7000      -34622.0012  -34622.6943       0.6930   670.2
3.7500      -34622.0009  -34622.5742       0.5733   554.4
3.8000      -34622.0009  -34622.4899       0.4890   472.9
3.8500      -34622.0009  -34622.4560       0.4551   440.1
3.9000      -34622.0010  -34622.5710       0.5700   551.2
3.9500      -34622.0010  -34622.5661       0.5651   546.4
4.0000      -34622.0008  -34622.2885       0.2877   278.3
4.0500      -34622.0011  -34622.3961       0.3951   382.1
4.1000      -34622.0007  -34622.4524       0.4517   436.8
4.1500      -34622.0012  -34622.6316       0.6304   609.7
4.2000      -34622.0008  -34622.3619       0.3612   349.3
4.2500      -34622.0010  -34622.4462       0.4452   430.5
4.3000      -34622.0011  -34622.6150       0.6139   593.7
4.3500      -34622.0010  -34622.5538       0.5528   534.6
4.4000      -34622.0010  -34622.4526       0.4516   436.8
4.4500      -34622.0009  -34622.4300       0.4291   414.9
4.5000      -34622.0012  -34622.6441       0.6430   621.8
4.5500      -34622.0009  -34622.4343       0.4334   419.1
4.6000      -34622.0008  -34622.5059       0.5051   488.5
4.6500      -34622.0012  -34622.6846       0.6834   660.9
4.7000      -34622.0010  -34622.5910       0.5901   570.6
4.7500      -34622.0010  -34622.5497       0.5487   530.6
4.8000      -34622.0010  -34622.5847       0.5837   564.5
4.8500      -34622.0009  -34622.5835       0.5826   563.4
4.9000      -34622.0010  -34622.5642       0.5633   544.7
4.9500      -34622.0009  -34622.4828       0.4819   466.0
5.0000      -34622.0008  -34622.3086       0.3078   297.7
5.0500      -34622.0010  -34622.5406       0.5397   521.9
5.1000      -34622.0010  -34622.5881       0.5871   567.8
5.1500      -34622.0009  -34622.5481       0.5471   529.1
5.2000      -34622.0008  -34622.3695       0.3687   356.6
5.2500      -34622.0010  -34622.5049       0.5039   487.3
5.3000      -34622.0009  -34622.3673       0.3664   354.3
5.3500      -34622.0008  -34622.4342       0.4333   419.1
5.4000      -34622.0008  -34622.4451       0.4443   429.7
5.4500      -34622.0010  -34622.4695       0.4685   453.0
5.5000      -34622.0011  -34622.4502       0.4491   434.3
5.5500      -34622.0008  -34622.3564       0.3557   344.0
5.6000      -34622.0009  -34622.5280       0.5271   509.7
5.6500      -34622.0011  -34622.6201       0.6190   598.6
5.7000      -34622.0012  -34622.6089       0.6077   587.7
5.7500      -34622.0008  -34622.4166       0.4158   402.1
5.8000      -34622.0008  -34622.3675       0.3667   354.6
5.8500      -34622.0010  -34622.6026       0.6016   581.8
5.9000      -34622.0011  -34622.6131       0.6120   591.8
5.9500      -34622.0012  -34622.5101       0.5090   492.2
6.0000      -34622.0010  -34622.5269       0.5259   508.6
6.0500      -34622.0013  -34622.7291       0.7278   703.9
6.1000      -34622.0012  -34622.6277       0.6265   605.9
6.1500      -34622.0009  -34622.4291       0.4282   414.1
6.2000      -34622.0009  -34622.4964       0.4955   479.2
6.2500      -34622.0009  -34622.4396       0.4387   424.2
6.3000      -34622.0010  -34622.5072       0.5062   489.5
6.3500      -34622.0010  -34622.5460       0.5450   527.0
6.4000      -34622.0009  -34622.5025       0.5015   485.0
6.4500      -34622.0009  -34622.3910       0.3901   377.2
6.5000      -34622.0010  -34622.5161       0.5151   498.1
6.5500      -34622.0009  -34622.3322       0.3313   320.4
6.6000      -34622.0009  -34622.4805       0.4796   463.8
6.6500      -34622.0009  -34622.4769       0.4761   460.4
6.7000      -34622.0009  -34622.5463       0.5454   527.4
6.7500      -34622.0011  -34622.4558       0.4547   439.7
6.8000      -34622.0008  -34622.4395       0.4387   424.2
6.8500      -34622.0010  -34622.5676       0.5666   547.9
6.9000      -34622.0009  -34622.5433       0.5424   524.5
6.9500      -34622.0010  -34622.5134       0.5125   495.6
7.0000      -34622.0009  -34622.5416       0.5407   522.9
7.0500      -34622.0010  -34622.5852       0.5842   565.0
7.1000      -34622.0010  -34622.5404       0.5393   521.5
7.1500      -34622.0009  -34622.5788       0.5779   558.9
7.2000      -34622.0008  -34622.5454       0.5446   526.6
7.2500      -34622.0010  -34622.5901       0.5891   569.7
7.3000      -34622.0009  -34622.3944       0.3935   380.6
7.3500      -34622.0010  -34622.4757       0.4747   459.0
7.4000      -34622.0011  -34622.5399       0.5389   521.1
7.4500      -34622.0009  -34622.5341       0.5332   515.6
7.5000      -34622.0009  -34622.3472       0.3463   334.9
7.5500      -34622.0011  -34622.4317       0.4305   416.4
