Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.2932    -159.0905       0.7972   385.5
0.0500        -158.2182    -159.1038       0.8856   428.2
0.1000        -158.1608    -159.0588       0.8980   434.2
0.1500        -158.1660    -159.1007       0.9346   451.9
0.2000        -158.1038    -159.1270       1.0233   494.8
0.2500        -158.2632    -159.1144       0.8512   411.6
0.3000        -158.1672    -159.0828       0.9156   442.7
0.3500        -157.9184    -159.0728       1.1544   558.2
0.4000        -157.9279    -159.0886       1.1608   561.3
0.4500        -157.9034    -159.0881       1.1847   572.8
0.5000        -157.8411    -159.0680       1.2270   593.3
0.5500        -157.7330    -159.0965       1.3635   659.3
0.6000        -157.8712    -159.1127       1.2416   600.3
0.6500        -157.7582    -159.0917       1.3334   644.7
0.7000        -157.8999    -159.0881       1.1883   574.6
0.7500        -157.8316    -159.1009       1.2692   613.7
0.8000        -157.7500    -159.0728       1.3228   639.6
0.8500        -157.7078    -159.0764       1.3686   661.7
0.9000        -157.8326    -159.0987       1.2660   612.2
0.9500        -157.7981    -159.1119       1.3139   635.3
1.0000        -157.6285    -159.0898       1.4613   706.6
1.0500        -158.1213    -159.0926       0.9713   469.7
1.1000        -157.8338    -159.1039       1.2701   614.1
1.1500        -157.8672    -159.0899       1.2227   591.2
1.2000        -157.7546    -159.0725       1.3179   637.2
1.2500        -157.5263    -159.0723       1.5461   747.6
1.3000        -157.6523    -159.0653       1.4130   683.2
1.3500        -157.7182    -159.1027       1.3844   669.4
1.4000        -157.4937    -159.0818       1.5882   767.9
1.4500        -157.8893    -159.1024       1.2131   586.6
1.5000        -157.8558    -159.0981       1.2424   600.7
1.5500        -157.4921    -159.1082       1.6161   781.4
1.6000        -157.3769    -159.0880       1.7111   827.3
1.6500        -157.7940    -159.0863       1.2922   624.8
1.7000        -157.5681    -159.1061       1.5380   743.6
1.7500        -157.8771    -159.1211       1.2440   601.5
1.8000        -157.6343    -159.0666       1.4323   692.5
1.8500        -157.5904    -159.0793       1.4889   719.9
1.9000        -157.4769    -159.0729       1.5961   771.7
1.9500        -157.7597    -159.1080       1.3483   651.9
2.0000        -157.6021    -159.1224       1.5203   735.1
2.0500        -157.8613    -159.0674       1.2060   583.1
2.1000        -157.6683    -159.1114       1.4430   697.7
2.1500        -157.6405    -159.1378       1.4973   724.0
2.2000        -157.7626    -159.0814       1.3188   637.7
2.2500        -157.6474    -159.0824       1.4350   693.8
2.3000        -157.8336    -159.0695       1.2359   597.6
2.3500        -157.5469    -159.1037       1.5569   752.8
2.4000        -157.7176    -159.0852       1.3676   661.3
2.4500        -157.4103    -159.1130       1.7027   823.3
2.5000        -157.3794    -159.1297       1.7502   846.3
2.5500        -158.0455    -159.0459       1.0005   483.7
2.6000        -157.3415    -159.0897       1.7482   845.3
