Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.1520    -158.9187       0.7667   395.4
0.0500        -157.5810    -158.9557       1.3748   709.0
0.1000        -157.7856    -158.9205       1.1349   585.3
0.1500        -157.6010    -158.9074       1.3065   673.8
0.2000        -157.7355    -158.9599       1.2243   631.4
0.2500        -157.8683    -158.8939       1.0256   529.0
0.3000        -157.6270    -158.9364       1.3095   675.4
0.3500        -157.8230    -158.9393       1.1163   575.7
0.4000        -157.5932    -158.8866       1.2934   667.1
0.4500        -157.8356    -158.9371       1.1015   568.1
0.5000        -157.6720    -158.9540       1.2820   661.2
0.5500        -157.9439    -158.9117       0.9678   499.2
0.6000        -157.6767    -158.9595       1.2828   661.6
0.6500        -157.7513    -158.9214       1.1702   603.5
0.7000        -157.7035    -158.9350       1.2315   635.2
0.7500        -157.5608    -158.8733       1.3125   676.9
0.8000        -157.6189    -158.9429       1.3240   682.8
0.8500        -157.8618    -158.9356       1.0738   553.8
0.9000        -157.6970    -158.9447       1.2477   643.5
0.9500        -157.4588    -158.9802       1.5214   784.7
1.0000        -157.5720    -158.9451       1.3731   708.2
1.0500        -157.6615    -158.9350       1.2736   656.8
1.1000        -157.6899    -158.9039       1.2141   626.2
1.1500        -157.6930    -158.9270       1.2340   636.5
1.2000        -157.2365    -158.9173       1.6809   866.9
1.2500        -157.6445    -158.9307       1.2862   663.4
1.3000        -157.6830    -158.9236       1.2406   639.8
1.3500        -157.4705    -158.9393       1.4689   757.6
1.4000        -157.5138    -158.9294       1.4157   730.1
1.4500        -157.5403    -158.8894       1.3491   695.8
1.5000        -157.7757    -158.9681       1.1924   615.0
1.5500        -157.2686    -158.9372       1.6686   860.6
1.6000        -157.1265    -158.9371       1.8106   933.8
1.6500        -157.6171    -158.9480       1.3308   686.4
