Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -155.5147    -157.0108       1.4961   321.5
0.0500        -155.6216    -157.7169       2.0953   450.3
0.1000        -155.8641    -157.7048       1.8408   395.6
0.1500        -155.7419    -157.8093       2.0674   444.3
0.2000        -154.7110    -157.2715       2.5605   550.2
0.2500        -154.4139    -157.2796       2.8657   615.8
0.3000        -154.0090    -157.3606       3.3516   720.2
0.3500        -153.9543    -157.6229       3.6686   788.4
0.4000        -154.6315    -157.9945       3.3630   722.7
0.4500        -154.9153    -158.1263       3.2109   690.0
0.5000        -154.8508    -158.1395       3.2887   706.7
0.5500        -154.6213    -158.1801       3.5588   764.8
0.6000        -154.5066    -158.1565       3.6500   784.4
0.6500        -154.7495    -158.5032       3.7537   806.7
0.7000        -154.7892    -158.7028       3.9135   841.0
0.7500        -154.8519    -159.0180       4.1661   895.3
0.8000        -154.9110    -158.9358       4.0247   864.9
