Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.6502    -158.9101       0.2600   335.2
0.0500        -158.6300    -159.0597       0.4297   554.1
0.1000        -158.6645    -159.0877       0.4232   545.7
0.1500        -158.8498    -159.1543       0.3046   392.7
0.2000        -158.6765    -158.9513       0.2748   354.3
0.2500        -158.6169    -158.9616       0.3447   444.5
0.3000        -158.7011    -159.1460       0.4449   573.7
0.3500        -158.8247    -159.1091       0.2845   366.8
0.4000        -158.6324    -158.9930       0.3606   464.9
0.4500        -158.3287    -158.8985       0.5697   734.6
0.5000        -158.5569    -159.1254       0.5685   733.0
0.5500        -158.6131    -159.1077       0.4946   637.8
0.6000        -158.4838    -159.1072       0.6235   803.9
0.6500        -158.1397    -158.7592       0.6195   798.8
