Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.3302    -159.0969       0.7667   395.4
0.0500        -158.4145    -159.0599       0.6454   332.9
0.1000        -158.3975    -159.0813       0.6838   352.7
0.1500        -158.1933    -159.0755       0.8822   455.0
0.2000        -158.2202    -159.0958       0.8756   451.6
0.2500        -158.3804    -159.1053       0.7249   373.9
0.3000        -158.2893    -159.0638       0.7745   399.4
0.3500        -158.2773    -159.0888       0.8115   418.5
0.4000        -158.2968    -159.0762       0.7794   402.0
0.4500        -158.1823    -159.1108       0.9285   478.9
0.5000        -158.1832    -159.0903       0.9071   467.8
0.5500        -158.3072    -159.0630       0.7558   389.8
0.6000        -158.1014    -159.0866       0.9853   508.2
0.6500        -158.0027    -159.1218       1.1192   577.2
0.7000        -158.1092    -159.0574       0.9482   489.0
0.7500        -158.0010    -159.0654       1.0644   549.0
0.8000        -158.0653    -159.1127       1.0474   540.2
0.8500        -158.0027    -159.0854       1.0828   558.4
0.9000        -157.9866    -159.1084       1.1217   578.5
0.9500        -158.0268    -159.0805       1.0537   543.5
1.0000        -158.0907    -159.0732       0.9825   506.7
1.0500        -157.8326    -159.1021       1.2695   654.8
1.1000        -157.9025    -159.0988       1.1963   617.0
1.1500        -157.8357    -159.0924       1.2567   648.2
1.2000        -157.7916    -159.0981       1.3065   673.8
1.2500        -157.7571    -159.0775       1.3204   681.0
1.3000        -158.0072    -159.1270       1.1198   577.5
1.3500        -157.8105    -159.0769       1.2664   653.1
1.4000        -157.6305    -159.0762       1.4457   745.6
1.4500        -157.7389    -159.1224       1.3835   713.5
1.5000        -157.6754    -159.0596       1.3842   713.9
1.5500        -157.6559    -159.1060       1.4501   747.9
1.6000        -157.5368    -159.0694       1.5326   790.4
1.6500        -157.7311    -159.0616       1.3306   686.2
1.7000        -157.7814    -159.0917       1.3103   675.8
1.7500        -157.8040    -159.0793       1.2754   657.8
1.8000        -157.7320    -159.0941       1.3621   702.5
1.8500        -157.5962    -159.0989       1.5027   775.0
1.9000        -157.8525    -159.0973       1.2448   642.0
1.9500        -157.8228    -159.1034       1.2806   660.5
2.0000        -157.6974    -159.1181       1.4206   732.7
2.0500        -157.9551    -159.1143       1.1592   597.9
2.1000        -157.7291    -159.0767       1.3476   695.0
2.1500        -157.8006    -159.1047       1.3041   672.6
2.2000        -157.7850    -159.0668       1.2818   661.1
2.2500        -157.7560    -159.0436       1.2875   664.1
2.3000        -157.6699    -159.0573       1.3874   715.6
2.3500        -157.4571    -159.0961       1.6389   845.3
2.4000        -157.7977    -159.1054       1.3077   674.4
2.4500        -157.7405    -159.0905       1.3500   696.3
