Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.4129    -158.6728       0.2600   335.2
0.0500        -158.3937    -158.6367       0.2430   313.3
0.1000        -158.3947    -158.6865       0.2917   376.2
0.1500        -158.3452    -158.6436       0.2984   384.8
0.2000        -158.3586    -158.6656       0.3070   395.8
0.2500        -158.2625    -158.6676       0.4051   522.3
0.3000        -158.2404    -158.6719       0.4315   556.4
0.3500        -158.2113    -158.6538       0.4425   570.5
0.4000        -158.1136    -158.6370       0.5234   674.8
0.4500        -158.0565    -158.6799       0.6234   803.8
0.5000        -157.9924    -158.6582       0.6658   858.4
