Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.4934    -159.2907       0.7972   385.5
0.0500        -158.6601    -159.2923       0.6322   305.7
0.1000        -158.5713    -159.2927       0.7215   348.9
0.1500        -158.6568    -159.2779       0.6211   300.3
0.2000        -158.4330    -159.2794       0.8465   409.3
0.2500        -158.6507    -159.2867       0.6359   307.5
0.3000        -158.7116    -159.2701       0.5585   270.1
0.3500        -158.7005    -159.2884       0.5878   284.2
0.4000        -158.7017    -159.2794       0.5777   279.3
0.4500        -158.6128    -159.2877       0.6749   326.3
0.5000        -158.3976    -159.2890       0.8914   431.0
0.5500        -158.5629    -159.2795       0.7166   346.5
0.6000        -158.6681    -159.2875       0.6194   299.5
0.6500        -158.6627    -159.2941       0.6314   305.3
0.7000        -158.6955    -159.2847       0.5893   284.9
0.7500        -158.7251    -159.2733       0.5481   265.0
0.8000        -158.6887    -159.2861       0.5974   288.9
0.8500        -158.7277    -159.2950       0.5673   274.3
0.9000        -158.6412    -159.2821       0.6409   309.9
0.9500        -158.4731    -159.2955       0.8224   397.6
1.0000        -158.4555    -159.2841       0.8285   400.6
1.0500        -158.3521    -159.2892       0.9371   453.1
1.1000        -158.4642    -159.2795       0.8153   394.2
1.1500        -158.6131    -159.2899       0.6768   327.2
1.2000        -158.5787    -159.2777       0.6989   338.0
1.2500        -158.4052    -159.2833       0.8781   424.6
1.3000        -158.6964    -159.2785       0.5821   281.5
1.3500        -158.4369    -159.2806       0.8437   407.9
1.4000        -158.4714    -159.2823       0.8109   392.1
1.4500        -158.3899    -159.2908       0.9010   435.7
1.5000        -158.4616    -159.2878       0.8262   399.5
1.5500        -158.4626    -159.2862       0.8236   398.2
1.6000        -158.6538    -159.2791       0.6253   302.3
1.6500        -158.6074    -159.2663       0.6589   318.6
1.7000        -158.5990    -159.2817       0.6827   330.1
1.7500        -158.5594    -159.2775       0.7180   347.2
1.8000        -158.4567    -159.2845       0.8278   400.3
1.8500        -158.5642    -159.2860       0.7219   349.0
1.9000        -158.4753    -159.2848       0.8096   391.4
1.9500        -158.5019    -159.2889       0.7870   380.5
2.0000        -158.3746    -159.2826       0.9080   439.1
2.0500        -158.5540    -159.2857       0.7317   353.8
2.1000        -158.4893    -159.2742       0.7850   379.5
2.1500        -158.5752    -159.2823       0.7071   341.9
2.2000        -158.5457    -159.2813       0.7356   355.7
2.2500        -158.3589    -159.2768       0.9179   443.8
2.3000        -158.3239    -159.2996       0.9757   471.8
2.3500        -158.3151    -159.2743       0.9592   463.8
2.4000        -158.5576    -159.2953       0.7377   356.7
2.4500        -158.3938    -159.2702       0.8765   423.8
2.5000        -158.4726    -159.2961       0.8235   398.2
2.5500        -158.3987    -159.2720       0.8733   422.3
2.6000        -158.4623    -159.2976       0.8353   403.9
2.6500        -158.6107    -159.2835       0.6728   325.3
2.7000        -158.4969    -159.2671       0.7702   372.4
2.7500        -158.3516    -159.2917       0.9401   454.5
2.8000        -158.3219    -159.2750       0.9531   460.8
2.8500        -158.5670    -159.2973       0.7303   353.1
2.9000        -158.3232    -159.2780       0.9548   461.7
2.9500        -158.3934    -159.2852       0.8918   431.2
3.0000        -158.3136    -159.2818       0.9682   468.2
3.0500        -158.4588    -159.2706       0.8118   392.5
3.1000        -158.4216    -159.2951       0.8734   422.3
3.1500        -158.3278    -159.2654       0.9377   453.4
3.2000        -158.3651    -159.2905       0.9254   447.5
3.2500        -158.2921    -159.2705       0.9784   473.1
3.3000        -158.4282    -159.2837       0.8555   413.6
3.3500        -158.1589    -159.2744       1.1155   539.4
3.4000        -158.2741    -159.2957       1.0216   494.0
3.4500        -158.0706    -159.2810       1.2104   585.3
3.5000        -158.2840    -159.2823       0.9983   482.7
3.5500        -158.2118    -159.2812       1.0693   517.0
3.6000        -158.2331    -159.2840       1.0509   508.1
3.6500        -158.3458    -159.2818       0.9361   452.6
3.7000        -158.2529    -159.2697       1.0168   491.7
3.7500        -158.2830    -159.2924       1.0094   488.1
3.8000        -158.1117    -159.2704       1.1588   560.3
3.8500        -158.2317    -159.2855       1.0539   509.6
3.9000        -158.1308    -159.2729       1.1421   552.2
3.9500        -158.1735    -159.2872       1.1136   538.5
4.0000        -158.0170    -159.2760       1.2590   608.7
4.0500        -157.9171    -159.2817       1.3646   659.8
4.1000        -158.1043    -159.2826       1.1783   569.7
4.1500        -158.3324    -159.2745       0.9420   455.5
4.2000        -158.1863    -159.2875       1.1012   532.5
4.2500        -158.1558    -159.2737       1.1178   540.5
4.3000        -158.0666    -159.2858       1.2192   589.5
4.3500        -158.0683    -159.2732       1.2049   582.6
4.4000        -158.0492    -159.2809       1.2317   595.5
4.4500        -157.9048    -159.2823       1.3775   666.1
4.5000        -158.0560    -159.2788       1.2227   591.2
4.5500        -157.9871    -159.2850       1.2979   627.6
4.6000        -158.0624    -159.2827       1.2204   590.1
4.6500        -158.2717    -159.2721       1.0004   483.7
4.7000        -158.2118    -159.2762       1.0644   514.7
4.7500        -157.9835    -159.2785       1.2950   626.1
4.8000        -157.9512    -159.2801       1.3290   642.6
4.8500        -158.0607    -159.2864       1.2256   592.6
4.9000        -157.9904    -159.2709       1.2805   619.1
4.9500        -158.0792    -159.2875       1.2084   584.3
5.0000        -157.9614    -159.2743       1.3129   634.8
5.0500        -157.9813    -159.2792       1.2978   627.5
5.1000        -158.0233    -159.2702       1.2469   602.9
5.1500        -158.0684    -159.2924       1.2240   591.8
5.2000        -157.9942    -159.2802       1.2860   621.8
5.2500        -157.9510    -159.2853       1.3343   645.2
5.3000        -157.9002    -159.2824       1.3822   668.3
5.3500        -157.8932    -159.2843       1.3911   672.6
5.4000        -158.0602    -159.2784       1.2182   589.0
5.4500        -157.8891    -159.2733       1.3842   669.3
5.5000        -157.9681    -159.2768       1.3087   632.8
5.5500        -157.9472    -159.2811       1.3340   645.0
5.6000        -157.9364    -159.2783       1.3419   648.8
5.6500        -158.1303    -159.2818       1.1515   556.8
5.7000        -157.9934    -159.2840       1.2906   624.0
5.7500        -157.9714    -159.2808       1.3095   633.2
5.8000        -157.9131    -159.2893       1.3762   665.4
5.8500        -157.9329    -159.2791       1.3462   650.9
5.9000        -157.9124    -159.2912       1.3787   666.7
5.9500        -157.9651    -159.2797       1.3146   635.6
6.0000        -158.0672    -159.2784       1.2113   585.7
6.0500        -157.9608    -159.2922       1.3314   643.8
6.1000        -157.8625    -159.2781       1.4156   684.5
6.1500        -158.0291    -159.2823       1.2532   606.0
6.2000        -157.9594    -159.2724       1.3131   634.9
6.2500        -157.8951    -159.2876       1.3925   673.3
6.3000        -157.9109    -159.2785       1.3677   661.3
6.3500        -157.6565    -159.2876       1.6311   788.7
6.4000        -157.8575    -159.2868       1.4293   691.1
6.4500        -158.0067    -159.2715       1.2648   611.6
6.5000        -158.1284    -159.2823       1.1539   557.9
6.5500        -157.9239    -159.2711       1.3472   651.4
6.6000        -157.9070    -159.2983       1.3913   672.7
6.6500        -157.8729    -159.2834       1.4104   682.0
6.7000        -158.0467    -159.2775       1.2307   595.1
6.7500        -157.9733    -159.2927       1.3194   638.0
6.8000        -157.7730    -159.2787       1.5057   728.0
6.8500        -158.0030    -159.2959       1.2929   625.2
6.9000        -158.0790    -159.2657       1.1867   573.8
6.9500        -157.8796    -159.2949       1.4153   684.3
7.0000        -157.8850    -159.2811       1.3961   675.1
7.0500        -157.9529    -159.2853       1.3324   644.2
7.1000        -157.9311    -159.2753       1.3442   650.0
7.1500        -158.0657    -159.2861       1.2204   590.1
7.2000        -157.8787    -159.2774       1.3988   676.3
7.2500        -157.8654    -159.2837       1.4182   685.8
7.3000        -158.0106    -159.2821       1.2715   614.8
7.3500        -157.8877    -159.2837       1.3960   675.0
7.4000        -158.0770    -159.2864       1.2095   584.8
7.4500        -157.9192    -159.2841       1.3649   660.0
7.5000        -157.7791    -159.2924       1.5134   731.7
7.5500        -157.9480    -159.2766       1.3285   642.4
7.6000        -158.0978    -159.2938       1.1960   578.3
7.6500        -157.8147    -159.2790       1.4643   708.0
7.7000        -158.0351    -159.2975       1.2624   610.4
7.7500        -158.1282    -159.2791       1.1509   556.5
7.8000        -157.9923    -159.2900       1.2978   627.5
7.8500        -157.9016    -159.2890       1.3873   670.8
7.9000        -157.8566    -159.2814       1.4249   688.9
7.9500        -158.0661    -159.2969       1.2309   595.1
8.0000        -158.0449    -159.2728       1.2279   593.7
8.0500        -158.1388    -159.3009       1.1621   561.9
8.1000        -158.0137    -159.2712       1.2575   608.0
8.1500        -158.1585    -159.2976       1.1391   550.8
8.2000        -158.1058    -159.2828       1.1770   569.1
8.2500        -158.1130    -159.2947       1.1817   571.4
8.3000        -158.0537    -159.2843       1.2306   595.0
8.3500        -158.0568    -159.2856       1.2288   594.2
8.4000        -157.9520    -159.3046       1.3526   654.0
8.4500        -158.1839    -159.2775       1.0936   528.8
8.5000        -158.1824    -159.2972       1.1147   539.0
8.5500        -158.1728    -159.2806       1.1078   535.7
8.6000        -158.2834    -159.2929       1.0094   488.1
8.6500        -158.2995    -159.2779       0.9784   473.1
8.7000        -158.2231    -159.2903       1.0672   516.0
8.7500        -158.1981    -159.2820       1.0839   524.1
8.8000        -158.0946    -159.2886       1.1940   577.3
8.8500        -158.0659    -159.2966       1.2307   595.1
