Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -7577.3803   -7577.8370       0.4567   441.6
0.0500       -7577.3779   -7577.6804       0.3026   292.6
0.1000       -7577.3793   -7577.7816       0.4023   389.0
0.1500       -7577.3787   -7577.8074       0.4287   414.6
0.2000       -7577.3794   -7577.8246       0.4452   430.5
0.2500       -7577.3783   -7577.6994       0.3211   310.5
0.3000       -7577.3785   -7577.7494       0.3709   358.7
0.3500       -7577.3792   -7577.8017       0.4225   408.6
0.4000       -7577.3772   -7577.6363       0.2591   250.5
0.4500       -7577.3793   -7577.8231       0.4438   429.2
0.5000       -7577.3782   -7577.7636       0.3854   372.7
0.5500       -7577.3792   -7577.8061       0.4269   412.8
0.6000       -7577.3779   -7577.7244       0.3464   335.0
0.6500       -7577.3792   -7577.7530       0.3738   361.5
0.7000       -7577.3778   -7577.7344       0.3566   344.9
0.7500       -7577.3789   -7577.7660       0.3872   374.4
0.8000       -7577.3794   -7577.7474       0.3680   355.9
0.8500       -7577.3785   -7577.7695       0.3910   378.1
0.9000       -7577.3789   -7577.7460       0.3671   355.0
0.9500       -7577.3782   -7577.7906       0.4124   398.8
1.0000       -7577.3798   -7577.8190       0.4392   424.8
1.0500       -7577.3784   -7577.7547       0.3764   364.0
1.1000       -7577.3785   -7577.7268       0.3483   336.9
1.1500       -7577.3791   -7577.7729       0.3939   380.9
1.2000       -7577.3781   -7577.7123       0.3342   323.1
1.2500       -7577.3792   -7577.7195       0.3403   329.1
1.3000       -7577.3796   -7577.8983       0.5188   501.7
1.3500       -7577.3793   -7577.7691       0.3899   377.0
1.4000       -7577.3776   -7577.7121       0.3345   323.5
1.4500       -7577.3794   -7577.7603       0.3809   368.4
1.5000       -7577.3797   -7577.8421       0.4624   447.2
1.5500       -7577.3783   -7577.6739       0.2956   285.9
1.6000       -7577.3784   -7577.7475       0.3691   356.9
1.6500       -7577.3790   -7577.7523       0.3734   361.1
1.7000       -7577.3792   -7577.8737       0.4945   478.2
1.7500       -7577.3783   -7577.7418       0.3634   351.5
1.8000       -7577.3789   -7577.7216       0.3426   331.4
1.8500       -7577.3782   -7577.7312       0.3530   341.3
1.9000       -7577.3788   -7577.7486       0.3697   357.5
1.9500       -7577.3790   -7577.8318       0.4528   437.9
2.0000       -7577.3790   -7577.7757       0.3967   383.7
2.0500       -7577.3783   -7577.7465       0.3682   356.1
2.1000       -7577.3784   -7577.7278       0.3494   337.8
2.1500       -7577.3791   -7577.7636       0.3845   371.9
2.2000       -7577.3781   -7577.7245       0.3464   334.9
2.2500       -7577.3783   -7577.8126       0.4343   420.0
2.3000       -7577.3787   -7577.7857       0.4070   393.6
2.3500       -7577.3792   -7577.7314       0.3522   340.5
2.4000       -7577.3776   -7577.6391       0.2615   252.9
2.4500       -7577.3792   -7577.7982       0.4190   405.2
2.5000       -7577.3788   -7577.8132       0.4344   420.1
2.5500       -7577.3783   -7577.7326       0.3543   342.6
2.6000       -7577.3792   -7577.7919       0.4127   399.1
2.6500       -7577.3790   -7577.7720       0.3930   380.0
2.7000       -7577.3782   -7577.6765       0.2982   288.4
2.7500       -7577.3780   -7577.7580       0.3800   367.5
2.8000       -7577.3792   -7577.7537       0.3745   362.1
2.8500       -7577.3785   -7577.8133       0.4348   420.5
2.9000       -7577.3787   -7577.7666       0.3880   375.2
2.9500       -7577.3783   -7577.6988       0.3205   309.9
3.0000       -7577.3794   -7577.8447       0.4653   450.0
3.0500       -7577.3778   -7577.6785       0.3007   290.7
3.1000       -7577.3792   -7577.8550       0.4758   460.1
3.1500       -7577.3790   -7577.7523       0.3734   361.1
3.2000       -7577.3784   -7577.7108       0.3324   321.5
3.2500       -7577.3785   -7577.7578       0.3794   366.8
3.3000       -7577.3788   -7577.7365       0.3576   345.8
3.3500       -7577.3792   -7577.8094       0.4302   416.0
3.4000       -7577.3778   -7577.7034       0.3257   314.9
3.4500       -7577.3794   -7577.8592       0.4797   463.9
3.5000       -7577.3787   -7577.7799       0.4012   388.0
3.5500       -7577.3784   -7577.6586       0.2802   271.0
3.6000       -7577.3783   -7577.7714       0.3931   380.1
3.6500       -7577.3790   -7577.7409       0.3619   349.9
3.7000       -7577.3781   -7577.7843       0.4062   392.8
3.7500       -7577.3784   -7577.7465       0.3681   356.0
3.8000       -7577.3786   -7577.7210       0.3425   331.2
3.8500       -7577.3787   -7577.7919       0.4132   399.6
