Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -159.1054    -159.7819       0.6765   373.8
0.0500        -158.9154    -159.4389       0.5236   289.3
0.1000        -159.2475    -159.8075       0.5600   309.5
0.1500        -158.9874    -159.4251       0.4377   241.9
0.2000        -159.2035    -159.6368       0.4333   239.4
0.2500        -158.9880    -159.5908       0.6028   333.1
0.3000        -158.8858    -159.3896       0.5038   278.4
0.3500        -159.1902    -159.6514       0.4612   254.8
0.4000        -159.3178    -159.7972       0.4794   264.9
0.4500        -159.1801    -159.6888       0.5086   281.1
0.5000        -158.9850    -159.5787       0.5937   328.1
0.5500        -158.9735    -159.4442       0.4707   260.1
0.6000        -159.0162    -159.4380       0.4219   233.1
0.6500        -159.3163    -159.7825       0.4662   257.6
0.7000        -158.9922    -159.5470       0.5548   306.6
0.7500        -158.9059    -159.4022       0.4963   274.3
0.8000        -159.2059    -159.6957       0.4898   270.7
0.8500        -159.1822    -159.6918       0.5096   281.6
0.9000        -159.3203    -159.9212       0.6008   332.0
0.9500        -158.9356    -159.4698       0.5342   295.2
1.0000        -158.9031    -159.3938       0.4907   271.2
1.0500        -159.1570    -159.6297       0.4727   261.2
1.1000        -159.2542    -159.7130       0.4588   253.5
1.1500        -159.3360    -159.9012       0.5652   312.3
1.2000        -158.9749    -159.4731       0.4983   275.3
1.2500        -159.0318    -159.4789       0.4471   247.1
1.3000        -159.2541    -159.7631       0.5090   281.3
1.3500        -159.1339    -159.7216       0.5877   324.8
1.4000        -159.2348    -159.7673       0.5325   294.2
1.4500        -158.9801    -159.4778       0.4977   275.0
1.5000        -159.0892    -159.4496       0.3604   199.2
1.5500        -159.3279    -159.8025       0.4746   262.2
1.6000        -159.2194    -159.7891       0.5698   314.8
1.6500        -159.0570    -159.6374       0.5804   320.7
1.7000        -158.9675    -159.4557       0.4882   269.8
1.7500        -159.1708    -159.6165       0.4458   246.3
1.8000        -159.1714    -159.6792       0.5078   280.6
1.8500        -159.2269    -159.7557       0.5288   292.2
1.9000        -158.9088    -159.4449       0.5361   296.3
1.9500        -159.1149    -159.6661       0.5512   304.6
2.0000        -159.1940    -159.7070       0.5130   283.5
2.0500        -159.1837    -159.7428       0.5591   309.0
2.1000        -159.2609    -159.8318       0.5710   315.5
2.1500        -158.8112    -159.2511       0.4398   243.1
2.2000        -159.1629    -159.6460       0.4831   267.0
2.2500        -159.2038    -159.7504       0.5466   302.0
2.3000        -159.0898    -159.5976       0.5078   280.6
2.3500        -159.2041    -159.7761       0.5719   316.0
2.4000        -158.8437    -159.3179       0.4742   262.0
2.4500        -159.2348    -159.7390       0.5041   278.6
2.5000        -159.2023    -159.7595       0.5572   307.9
2.5500        -159.0954    -159.6762       0.5808   320.9
2.6000        -158.8956    -159.3707       0.4751   262.5
2.6500        -158.9422    -159.3703       0.4282   236.6
2.7000        -159.1354    -159.5457       0.4103   226.7
2.7500        -159.2132    -159.7727       0.5595   309.2
2.8000        -159.0914    -159.6709       0.5795   320.2
2.8500        -158.8327    -159.3447       0.5120   282.9
2.9000        -159.0895    -159.5706       0.4811   265.9
2.9500        -159.0369    -159.4557       0.4187   231.4
3.0000        -159.2390    -159.8374       0.5984   330.7
3.0500        -158.8854    -159.4013       0.5159   285.1
3.1000        -158.8224    -159.3158       0.4934   272.7
3.1500        -159.2055    -159.6216       0.4161   230.0
3.2000        -159.0172    -159.4919       0.4747   262.3
3.2500        -159.2737    -159.9740       0.7003   387.0
3.3000        -158.9247    -159.4497       0.5249   290.1
3.3500        -159.0085    -159.5648       0.5563   307.4
3.4000        -158.9832    -159.3927       0.4095   226.3
3.4500        -159.0124    -159.4900       0.4775   263.9
3.5000        -159.1693    -159.7428       0.5735   316.9
3.5500        -158.8465    -159.3500       0.5035   278.2
3.6000        -159.2495    -159.7962       0.5467   302.1
3.6500        -158.9684    -159.4504       0.4819   266.3
3.7000        -159.0044    -159.5812       0.5768   318.7
3.7500        -159.1930    -159.7678       0.5748   317.6
3.8000        -158.7859    -159.3252       0.5393   298.0
3.8500        -159.0114    -159.5090       0.4976   274.9
3.9000        -159.1464    -159.6612       0.5148   284.5
3.9500        -159.0625    -159.6366       0.5741   317.2
4.0000        -158.9986    -159.5290       0.5304   293.1
4.0500        -159.0528    -159.5037       0.4509   249.2
4.1000        -159.1466    -159.6598       0.5133   283.6
4.1500        -158.9749    -159.5521       0.5772   319.0
4.2000        -159.0622    -159.5721       0.5098   281.7
4.2500        -158.8826    -159.4585       0.5760   318.3
4.3000        -159.0048    -159.5333       0.5285   292.1
4.3500        -159.1378    -159.6411       0.5034   278.2
4.4000        -159.0984    -159.6273       0.5289   292.3
4.4500        -159.0305    -159.5137       0.4832   267.0
4.5000        -159.0009    -159.5652       0.5643   311.8
4.5500        -159.0806    -159.5294       0.4488   248.0
4.6000        -159.1387    -159.7264       0.5877   324.8
4.6500        -159.1184    -159.7417       0.6234   344.5
4.7000        -158.9312    -159.4828       0.5516   304.8
4.7500        -159.0385    -159.5641       0.5257   290.5
4.8000        -159.2516    -159.7812       0.5296   292.7
4.8500        -159.1618    -159.6456       0.4839   267.4
4.9000        -159.2335    -159.7574       0.5239   289.5
4.9500        -158.9251    -159.4214       0.4964   274.3
5.0000        -159.1368    -159.5791       0.4423   244.4
5.0500        -159.0449    -159.5011       0.4562   252.1
5.1000        -159.2568    -159.8204       0.5637   311.5
5.1500        -159.1272    -159.7197       0.5924   327.4
5.2000        -158.9693    -159.5560       0.5866   324.2
5.2500        -159.1652    -159.7234       0.5582   308.5
5.3000        -159.0684    -159.5882       0.5198   287.2
5.3500        -159.2380    -159.8060       0.5680   313.9
5.4000        -159.1088    -159.6755       0.5667   313.1
5.4500        -158.9146    -159.4841       0.5695   314.7
5.5000        -159.1374    -159.6236       0.4862   268.7
5.5500        -159.0417    -159.5282       0.4865   268.8
5.6000        -159.1780    -159.8154       0.6374   352.2
5.6500        -159.0588    -159.6438       0.5850   323.3
5.7000        -158.9503    -159.5560       0.6057   334.7
5.7500        -159.1541    -159.6868       0.5326   294.3
5.8000        -159.0335    -159.4702       0.4368   241.4
5.8500        -159.1122    -159.5543       0.4421   244.3
5.9000        -158.9146    -159.4840       0.5694   314.6
5.9500        -158.9579    -159.5583       0.6004   331.8
6.0000        -159.1586    -159.6710       0.5123   283.1
6.0500        -159.1050    -159.6285       0.5235   289.3
6.1000        -159.1393    -159.7113       0.5721   316.1
6.1500        -158.8861    -159.4889       0.6028   333.1
6.2000        -159.1538    -159.7542       0.6004   331.8
6.2500        -159.1022    -159.7242       0.6220   343.7
6.3000        -159.1307    -159.7038       0.5732   316.7
6.3500        -159.1990    -159.6959       0.4969   274.6
6.4000        -158.8895    -159.3852       0.4957   273.9
6.4500        -159.3072    -159.7835       0.4763   263.2
6.5000        -159.2187    -159.7240       0.5054   279.3
6.5500        -159.0151    -159.5289       0.5139   284.0
6.6000        -158.9834    -159.5924       0.6090   336.5
6.6500        -159.0055    -159.5937       0.5882   325.1
6.7000        -159.0773    -159.5810       0.5038   278.4
6.7500        -159.2904    -159.8150       0.5246   289.9
6.8000        -159.1884    -159.7802       0.5918   327.0
6.8500        -158.9284    -159.4942       0.5658   312.6
6.9000        -159.1527    -159.6196       0.4669   258.0
6.9500        -159.2361    -159.7062       0.4702   259.8
7.0000        -159.0378    -159.5898       0.5519   305.0
7.0500        -159.0352    -159.6521       0.6169   340.9
7.1000        -159.0032    -159.6689       0.6657   367.8
7.1500        -159.0956    -159.6298       0.5342   295.2
7.2000        -159.3225    -159.8421       0.5196   287.1
7.2500        -159.1482    -159.6605       0.5123   283.1
7.3000        -159.0622    -159.6781       0.6160   340.4
7.3500        -158.8723    -159.4199       0.5476   302.6
7.4000        -159.1263    -159.6387       0.5125   283.2
7.4500        -159.1561    -159.7501       0.5940   328.2
7.5000        -159.2039    -159.8379       0.6340   350.4
7.5500        -159.0898    -159.6918       0.6020   332.6
7.6000        -159.0215    -159.6628       0.6413   354.4
7.6500        -159.1951    -159.8328       0.6376   352.4
7.7000        -159.1148    -159.6882       0.5734   316.9
7.7500        -159.1375    -159.7211       0.5836   322.5
7.8000        -158.8850    -159.3711       0.4862   268.6
7.8500        -158.9368    -159.4095       0.4727   261.2
7.9000        -159.2773    -159.7515       0.4742   262.0
7.9500        -159.1048    -159.6319       0.5270   291.2
8.0000        -159.2178    -159.7920       0.5743   317.3
8.0500        -158.9262    -159.4146       0.4884   269.9
8.1000        -158.9722    -159.5400       0.5678   313.8
8.1500        -159.1903    -159.7319       0.5416   299.3
8.2000        -159.1001    -159.6767       0.5766   318.6
8.2500        -159.0535    -159.6310       0.5775   319.1
8.3000        -159.0126    -159.5765       0.5639   311.6
8.3500        -159.2051    -159.6964       0.4913   271.5
8.4000        -159.2426    -159.7838       0.5412   299.0
8.4500        -159.0493    -159.7129       0.6636   366.7
8.5000        -159.0217    -159.5964       0.5747   317.6
8.5500        -158.9360    -159.5175       0.5815   321.3
8.6000        -159.0507    -159.6663       0.6156   340.2
8.6500        -159.2435    -159.8528       0.6093   336.7
8.7000        -158.9423    -159.5185       0.5762   318.4
8.7500        -158.9706    -159.5176       0.5470   302.3
8.8000        -159.2145    -159.7968       0.5823   321.8
8.8500        -159.1630    -159.6534       0.4903   271.0
8.9000        -159.1421    -159.6806       0.5384   297.5
8.9500        -158.9201    -159.4986       0.5785   319.7
9.0000        -158.8288    -159.4327       0.6039   333.7
9.0500        -159.1952    -159.8968       0.7016   387.7
9.1000        -159.1454    -159.7471       0.6017   332.5
9.1500        -159.0966    -159.6132       0.5166   285.5
9.2000        -159.0625    -159.5444       0.4819   266.3
9.2500        -158.9207    -159.3836       0.4629   255.8
9.3000        -159.2747    -159.8358       0.5611   310.1
9.3500        -159.1523    -159.7023       0.5500   303.9
9.4000        -158.9357    -159.4984       0.5627   310.9
9.4500        -158.9858    -159.5521       0.5663   313.0
9.5000        -159.0145    -159.6325       0.6180   341.5
9.5500        -159.1964    -159.8849       0.6885   380.5
9.6000        -159.1914    -159.8307       0.6393   353.3
9.6500        -158.9713    -159.6357       0.6643   367.1
9.7000        -159.0975    -159.6598       0.5623   310.7
9.7500        -159.0048    -159.5671       0.5623   310.7
9.8000        -159.1699    -159.7487       0.5788   319.8
9.8500        -159.0984    -159.7613       0.6629   366.3
9.9000        -158.8327    -159.4098       0.5771   318.9
9.9500        -159.1059    -159.6600       0.5541   306.2
10.0000       -159.1687    -159.7217       0.5529   305.6
10.0500       -159.2112    -159.8004       0.5892   325.6
10.1000       -159.0512    -159.6814       0.6302   348.3
10.1500       -158.8966    -159.4221       0.5255   290.4
10.2000       -159.0853    -159.6955       0.6102   337.2
10.2500       -159.0249    -159.5406       0.5157   285.0
10.3000       -159.2351    -159.7279       0.4929   272.3
10.3500       -159.0145    -159.6483       0.6338   350.3
10.4000       -158.9508    -159.4556       0.5049   279.0
10.4500       -159.1595    -159.8339       0.6744   372.7
10.5000       -159.2198    -159.8298       0.6101   337.1
10.5500       -158.8357    -159.4464       0.6107   337.5
10.6000       -158.9341    -159.5414       0.6073   335.6
10.6500       -159.0199    -159.6100       0.5901   326.1
10.7000       -159.0256    -159.7229       0.6973   385.3
10.7500       -159.3185    -159.8613       0.5428   300.0
10.8000       -158.9564    -159.4883       0.5320   294.0
10.8500       -159.1776    -159.7802       0.6025   333.0
10.9000       -158.9320    -159.5282       0.5962   329.4
10.9500       -159.0769    -159.7166       0.6398   353.5
11.0000       -159.0556    -159.8146       0.7590   419.4
11.0500       -158.8719    -159.5671       0.6953   384.2
11.1000       -159.0533    -159.6405       0.5872   324.5
11.1500       -159.0526    -159.7247       0.6721   371.4
11.2000       -159.1636    -159.7822       0.6185   341.8
11.2500       -159.1557    -159.8000       0.6444   356.1
11.3000       -158.9003    -159.4682       0.5679   313.8
11.3500       -158.9285    -159.5459       0.6174   341.2
11.4000       -158.9626    -159.5369       0.5744   317.4
11.4500       -159.0885    -159.6542       0.5657   312.6
11.5000       -159.0802    -159.7599       0.6797   375.6
11.5500       -158.8592    -159.5245       0.6653   367.7
11.6000       -158.9164    -159.5208       0.6045   334.0
11.6500       -159.0836    -159.6621       0.5786   319.7
11.7000       -159.0924    -159.6007       0.5083   280.9
11.7500       -159.0135    -159.6040       0.5905   326.3
11.8000       -158.8348    -159.3633       0.5285   292.0
11.8500       -158.9148    -159.6203       0.7055   389.8
11.9000       -159.1247    -159.7675       0.6429   355.2
11.9500       -158.9369    -159.5587       0.6218   343.6
12.0000       -159.0407    -159.7740       0.7333   405.2
12.0500       -158.8711    -159.5455       0.6744   372.7
12.1000       -158.8876    -159.5795       0.6918   382.3
12.1500       -159.2232    -159.9073       0.6840   378.0
12.2000       -158.9407    -159.5717       0.6310   348.7
12.2500       -158.8853    -159.3831       0.4978   275.1
12.3000       -158.8475    -159.4263       0.5788   319.8
12.3500       -158.9959    -159.6208       0.6249   345.3
12.4000       -159.0676    -159.6584       0.5908   326.5
12.4500       -158.9650    -159.6104       0.6454   356.7
12.5000       -158.9640    -159.6161       0.6521   360.3
12.5500       -158.9619    -159.6331       0.6712   370.9
12.6000       -159.0747    -159.7552       0.6805   376.0
12.6500       -159.1416    -159.8472       0.7056   389.9
12.7000       -158.9298    -159.5504       0.6206   342.9
12.7500       -158.9423    -159.4753       0.5330   294.5
12.8000       -158.9649    -159.6220       0.6571   363.1
12.8500       -159.1465    -159.7770       0.6305   348.4
12.9000       -159.1760    -159.8315       0.6555   362.2
12.9500       -158.8840    -159.5779       0.6939   383.5
13.0000       -158.9044    -159.6301       0.7256   401.0
13.0500       -159.0726    -159.7869       0.7143   394.7
13.1000       -158.9477    -159.5516       0.6039   333.7
13.1500       -159.0467    -159.6375       0.5908   326.4
13.2000       -158.9667    -159.6141       0.6474   357.8
13.2500       -159.0088    -159.6377       0.6288   347.5
13.3000       -159.2761    -159.9152       0.6391   353.2
13.3500       -159.1125    -159.6615       0.5489   303.3
13.4000       -159.0407    -159.7174       0.6767   373.9
13.4500       -158.8344    -159.4885       0.6541   361.4
13.5000       -158.9272    -159.7224       0.7952   439.4
13.5500       -159.0703    -159.7700       0.6997   386.7
13.6000       -159.0544    -159.6855       0.6310   348.7
13.6500       -159.0064    -159.5681       0.5616   310.4
13.7000       -158.9696    -159.4733       0.5037   278.3
13.7500       -159.0237    -159.7184       0.6946   383.8
13.8000       -158.9434    -159.6103       0.6668   368.5
13.8500       -159.0464    -159.6815       0.6351   351.0
13.9000       -158.9468    -159.6181       0.6713   370.9
13.9500       -158.8815    -159.5738       0.6924   382.6
14.0000       -159.1167    -159.8317       0.7150   395.1
14.0500       -159.0995    -159.8308       0.7313   404.1
14.1000       -158.8415    -159.4977       0.6562   362.6
14.1500       -159.2118    -159.7991       0.5873   324.5
14.2000       -158.8676    -159.4890       0.6213   343.3
14.2500       -158.9702    -159.6120       0.6418   354.7
14.3000       -159.1081    -159.7022       0.5941   328.3
14.3500       -158.8642    -159.6270       0.7628   421.5
14.4000       -158.9935    -159.7509       0.7574   418.6
