Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -26118.7812  -26119.0308       0.2496   386.2
0.0500      -26118.7806  -26118.9868       0.2062   319.1
0.1000      -26118.7812  -26119.0457       0.2645   409.3
0.1500      -26118.7810  -26119.0257       0.2448   378.8
0.2000      -26118.7806  -26118.9886       0.2079   321.7
0.2500      -26118.7812  -26119.0013       0.2201   340.6
0.3000      -26118.7810  -26118.9695       0.1885   291.7
0.3500      -26118.7808  -26119.0209       0.2401   371.4
0.4000      -26118.7810  -26119.0095       0.2284   353.4
0.4500      -26118.7812  -26119.0571       0.2759   426.9
0.5000      -26118.7806  -26119.0050       0.2244   347.2
0.5500      -26118.7810  -26119.0004       0.2194   339.4
0.6000      -26118.7810  -26118.9757       0.1947   301.2
0.6500      -26118.7808  -26118.9857       0.2049   317.1
0.7000      -26118.7810  -26119.0181       0.2371   366.8
0.7500      -26118.7811  -26119.0200       0.2389   369.6
0.8000      -26118.7808  -26119.0623       0.2815   435.5
0.8500      -26118.7809  -26119.0067       0.2258   349.4
0.9000      -26118.7812  -26119.0110       0.2298   355.5
0.9500      -26118.7806  -26118.9592       0.1786   276.3
1.0000      -26118.7811  -26118.9933       0.2122   328.3
1.0500      -26118.7811  -26119.0152       0.2341   362.2
1.1000      -26118.7808  -26119.0268       0.2461   380.7
1.1500      -26118.7811  -26119.0609       0.2798   432.9
1.2000      -26118.7810  -26119.0218       0.2408   372.5
1.2500      -26118.7808  -26118.9890       0.2082   322.2
1.3000      -26118.7809  -26118.9669       0.1860   287.7
1.3500      -26118.7812  -26119.0046       0.2234   345.7
1.4000      -26118.7807  -26118.9778       0.1971   305.0
1.4500      -26118.7812  -26119.0661       0.2849   440.8
1.5000      -26118.7812  -26119.0552       0.2740   424.0
1.5500      -26118.7807  -26119.0084       0.2277   352.4
1.6000      -26118.7810  -26119.0089       0.2279   352.7
1.6500      -26118.7811  -26118.9680       0.1870   289.3
1.7000      -26118.7807  -26118.9669       0.1862   288.1
1.7500      -26118.7809  -26118.9990       0.2181   337.4
1.8000      -26118.7813  -26119.0628       0.2816   435.7
1.8500      -26118.7807  -26119.0151       0.2344   362.6
1.9000      -26118.7810  -26119.0453       0.2643   409.0
1.9500      -26118.7811  -26118.9948       0.2137   330.6
2.0000      -26118.7807  -26118.9613       0.1806   279.5
2.0500      -26118.7809  -26118.9757       0.1948   301.4
2.1000      -26118.7811  -26119.0102       0.2290   354.4
2.1500      -26118.7809  -26119.0432       0.2623   405.9
2.2000      -26118.7809  -26119.0200       0.2391   369.9
2.2500      -26118.7812  -26119.0582       0.2770   428.6
2.3000      -26118.7808  -26118.9725       0.1917   296.7
2.3500      -26118.7809  -26118.9709       0.1900   294.0
2.4000      -26118.7812  -26118.9852       0.2041   315.7
2.4500      -26118.7808  -26119.0065       0.2257   349.2
2.5000      -26118.7809  -26119.0248       0.2439   377.4
2.5500      -26118.7813  -26119.0441       0.2628   406.6
2.6000      -26118.7808  -26119.0318       0.2510   388.3
2.6500      -26118.7809  -26118.9617       0.1808   279.8
2.7000      -26118.7812  -26119.0055       0.2243   347.0
2.7500      -26118.7807  -26118.9595       0.1788   276.7
2.8000      -26118.7808  -26119.0118       0.2310   357.4
2.8500      -26118.7812  -26119.0388       0.2576   398.5
2.9000      -26118.7808  -26119.0220       0.2412   373.2
2.9500      -26118.7809  -26119.0158       0.2349   363.5
3.0000      -26118.7812  -26118.9833       0.2020   312.6
3.0500      -26118.7808  -26118.9862       0.2055   317.9
3.1000      -26118.7808  -26118.9736       0.1928   298.3
3.1500      -26118.7811  -26119.0357       0.2546   393.9
3.2000      -26118.7808  -26119.0095       0.2287   353.9
3.2500      -26118.7809  -26119.0380       0.2572   397.9
3.3000      -26118.7812  -26119.0060       0.2248   347.8
3.3500      -26118.7809  -26118.9804       0.1995   308.8
3.4000      -26118.7809  -26118.9983       0.2174   336.4
3.4500      -26118.7812  -26118.9907       0.2095   324.1
3.5000      -26118.7808  -26119.0320       0.2512   388.7
3.5500      -26118.7807  -26119.0162       0.2355   364.3
3.6000      -26118.7812  -26119.0341       0.2530   391.4
3.6500      -26118.7808  -26118.9855       0.2046   316.6
3.7000      -26118.7808  -26118.9917       0.2109   326.2
3.7500      -26118.7813  -26119.0016       0.2204   341.0
3.8000      -26118.7809  -26118.9997       0.2189   338.7
3.8500      -26118.7808  -26119.0265       0.2457   380.2
3.9000      -26118.7812  -26119.0363       0.2551   394.7
3.9500      -26118.7809  -26119.0180       0.2371   366.9
4.0000      -26118.7807  -26118.9702       0.1894   293.1
4.0500      -26118.7812  -26119.0182       0.2370   366.7
4.1000      -26118.7809  -26118.9815       0.2006   310.3
4.1500      -26118.7809  -26119.0131       0.2323   359.4
4.2000      -26118.7812  -26119.0499       0.2688   415.8
4.2500      -26118.7808  -26119.0209       0.2401   371.4
4.3000      -26118.7807  -26118.9933       0.2126   329.0
4.3500      -26118.7811  -26119.0022       0.2211   342.1
4.4000      -26118.7810  -26118.9875       0.2065   319.6
4.4500      -26118.7807  -26118.9689       0.1882   291.3
4.5000      -26118.7814  -26119.0562       0.2748   425.2
4.5500      -26118.7809  -26119.0248       0.2439   377.4
4.6000      -26118.7808  -26119.0321       0.2514   388.9
4.6500      -26118.7812  -26119.0079       0.2267   350.7
4.7000      -26118.7809  -26118.9869       0.2060   318.8
4.7500      -26118.7808  -26118.9721       0.1913   296.0
4.8000      -26118.7811  -26118.9971       0.2160   334.1
4.8500      -26118.7810  -26119.0399       0.2589   400.5
4.9000      -26118.7807  -26119.0122       0.2315   358.2
4.9500      -26118.7812  -26119.0529       0.2717   420.4
5.0000      -26118.7809  -26118.9956       0.2147   332.2
5.0500      -26118.7808  -26118.9822       0.2014   311.6
5.1000      -26118.7810  -26118.9638       0.1828   282.8
5.1500      -26118.7810  -26119.0171       0.2361   365.3
5.2000      -26118.7808  -26119.0258       0.2450   379.1
5.2500      -26118.7810  -26119.0266       0.2456   380.0
5.3000      -26118.7812  -26119.0617       0.2805   434.1
5.3500      -26118.7805  -26118.9679       0.1873   289.9
5.4000      -26118.7812  -26118.9959       0.2147   332.3
5.4500      -26118.7810  -26118.9634       0.1824   282.2
5.5000      -26118.7807  -26119.0008       0.2201   340.6
5.5500      -26118.7812  -26119.0315       0.2503   387.3
