Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -159.1428    -159.3617       0.2189   423.4
0.0500        -159.1623    -159.5407       0.3784   731.9
0.1000        -159.1065    -159.3384       0.2319   448.6
0.1500        -159.1518    -159.4895       0.3378   653.3
0.2000        -159.1709    -159.4743       0.3034   586.7
0.2500        -159.1166    -159.4307       0.3141   607.5
0.3000        -159.2149    -159.5220       0.3072   594.1
0.3500        -159.0781    -159.3678       0.2898   560.5
0.4000        -159.1731    -159.5403       0.3671   710.0
0.4500        -159.1157    -159.5567       0.4410   853.0
0.5000        -159.0333    -159.3721       0.3388   655.2
0.5500        -159.1720    -159.5531       0.3812   737.2
0.6000        -159.0752    -159.4854       0.4102   793.4
0.6500        -159.0157    -159.4971       0.4814   931.0
0.7000        -159.1269    -159.5376       0.4107   794.3
