Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -10869.3790  -10869.5762       0.1972   508.7
0.0500      -10869.3791  -10869.6052       0.2262   583.3
0.1000      -10869.3788  -10869.6125       0.2337   602.7
0.1500      -10869.3781  -10869.5375       0.1593   410.9
0.2000      -10869.3778  -10869.5028       0.1250   322.3
0.2500      -10869.3779  -10869.5416       0.1636   422.0
0.3000      -10869.3782  -10869.5511       0.1728   445.7
0.3500      -10869.3786  -10869.5462       0.1676   432.3
0.4000      -10869.3790  -10869.6107       0.2317   597.5
0.4500      -10869.3790  -10869.6173       0.2383   614.5
0.5000      -10869.3786  -10869.5484       0.1697   437.7
0.5500      -10869.3783  -10869.5452       0.1669   430.3
0.6000      -10869.3780  -10869.5699       0.1919   494.8
0.6500      -10869.3780  -10869.5367       0.1588   409.4
0.7000      -10869.3783  -10869.5344       0.1561   402.6
0.7500      -10869.3789  -10869.6082       0.2293   591.4
0.8000      -10869.3790  -10869.6146       0.2356   607.5
0.8500      -10869.3789  -10869.5630       0.1841   474.8
0.9000      -10869.3787  -10869.5710       0.1923   496.0
0.9500      -10869.3782  -10869.5613       0.1831   472.1
1.0000      -10869.3778  -10869.4996       0.1218   314.1
1.0500      -10869.3780  -10869.5256       0.1476   380.7
1.1000      -10869.3786  -10869.6033       0.2247   579.6
1.1500      -10869.3790  -10869.6002       0.2212   570.5
1.2000      -10869.3791  -10869.5791       0.2000   515.8
1.2500      -10869.3790  -10869.6137       0.2346   605.0
1.3000      -10869.3786  -10869.5909       0.2123   547.5
1.3500      -10869.3779  -10869.5064       0.1285   331.4
1.4000      -10869.3778  -10869.5175       0.1397   360.2
1.4500      -10869.3782  -10869.5611       0.1830   471.8
1.5000      -10869.3785  -10869.5516       0.1731   446.5
1.5500      -10869.3788  -10869.5748       0.1960   505.3
1.6000      -10869.3791  -10869.6279       0.2488   641.5
1.6500      -10869.3789  -10869.5986       0.2197   566.4
1.7000      -10869.3784  -10869.5336       0.1551   400.1
1.7500      -10869.3781  -10869.5545       0.1764   454.8
1.8000      -10869.3780  -10869.5590       0.1811   466.9
1.8500      -10869.3781  -10869.5229       0.1448   373.5
1.9000      -10869.3786  -10869.5630       0.1845   475.7
1.9500      -10869.3790  -10869.6231       0.2441   629.5
2.0000      -10869.3789  -10869.5940       0.2151   554.7
2.0500      -10869.3787  -10869.5527       0.1741   449.0
2.1000      -10869.3784  -10869.5651       0.1867   481.3
2.1500      -10869.3779  -10869.5357       0.1578   406.9
2.2000      -10869.3777  -10869.4948       0.1171   301.9
2.2500      -10869.3782  -10869.5538       0.1756   452.9
2.3000      -10869.3788  -10869.6125       0.2337   602.8
2.3500      -10869.3790  -10869.5881       0.2091   539.3
2.4000      -10869.3791  -10869.5936       0.2146   553.4
2.4500      -10869.3788  -10869.6147       0.2359   608.4
2.5000      -10869.3782  -10869.5530       0.1748   450.8
2.5500      -10869.3778  -10869.4961       0.1183   305.2
2.6000      -10869.3779  -10869.5339       0.1560   402.2
2.6500      -10869.3783  -10869.5647       0.1864   480.6
2.7000      -10869.3786  -10869.5480       0.1694   436.9
2.7500      -10869.3790  -10869.5964       0.2174   560.6
2.8000      -10869.3791  -10869.6231       0.2440   629.2
2.8500      -10869.3786  -10869.5573       0.1786   460.6
2.9000      -10869.3782  -10869.5312       0.1530   394.6
2.9500      -10869.3780  -10869.5656       0.1876   483.8
3.0000      -10869.3780  -10869.5536       0.1755   452.7
3.0500      -10869.3783  -10869.5326       0.1543   397.8
3.1000      -10869.3789  -10869.5995       0.2206   568.9
3.1500      -10869.3791  -10869.6273       0.2482   639.9
3.2000      -10869.3789  -10869.5691       0.1902   490.4
3.2500      -10869.3786  -10869.5577       0.1791   461.8
3.3000      -10869.3783  -10869.5633       0.1850   477.2
3.3500      -10869.3778  -10869.5125       0.1347   347.3
3.4000      -10869.3779  -10869.5136       0.1357   350.0
3.4500      -10869.3786  -10869.5971       0.2185   563.5
3.5000      -10869.3790  -10869.6151       0.2361   608.9
3.5500      -10869.3791  -10869.5783       0.1993   513.8
3.6000      -10869.3790  -10869.6010       0.2219   572.2
3.6500      -10869.3787  -10869.6012       0.2225   573.8
3.7000      -10869.3780  -10869.5208       0.1428   368.2
3.7500      -10869.3778  -10869.5069       0.1292   333.1
3.8000      -10869.3782  -10869.5630       0.1848   476.6
3.8500      -10869.3786  -10869.5679       0.1893   488.2
3.9000      -10869.3789  -10869.5688       0.1900   489.9
3.9500      -10869.3791  -10869.6183       0.2392   616.8
4.0000      -10869.3790  -10869.6095       0.2305   594.5
4.0500      -10869.3784  -10869.5323       0.1539   397.0
4.1000      -10869.3781  -10869.5384       0.1603   413.4
4.1500      -10869.3780  -10869.5677       0.1897   489.2
4.2000      -10869.3782  -10869.5399       0.1617   416.9
4.2500      -10869.3786  -10869.5562       0.1776   457.9
4.3000      -10869.3790  -10869.6215       0.2425   625.3
4.3500      -10869.3790  -10869.6112       0.2322   598.7
4.4000      -10869.3786  -10869.5484       0.1697   437.7
4.4500      -10869.3784  -10869.5534       0.1750   451.3
4.5000      -10869.3780  -10869.5460       0.1680   433.2
4.5500      -10869.3777  -10869.4990       0.1213   312.7
4.6000      -10869.3781  -10869.5400       0.1619   417.5
4.6500      -10869.3788  -10869.6157       0.2369   611.0
4.7000      -10869.3791  -10869.6042       0.2251   580.6
4.7500      -10869.3791  -10869.5846       0.2055   530.0
4.8000      -10869.3788  -10869.6097       0.2309   595.4
4.8500      -10869.3782  -10869.5683       0.1900   490.0
4.9000      -10869.3777  -10869.4963       0.1186   305.8
4.9500      -10869.3779  -10869.5234       0.1456   375.4
5.0000      -10869.3783  -10869.5743       0.1959   505.2
5.0500      -10869.3786  -10869.5583       0.1797   463.3
5.1000      -10869.3789  -10869.5830       0.2041   526.2
5.1500      -10869.3791  -10869.6228       0.2437   628.4
5.2000      -10869.3787  -10869.5696       0.1909   492.3
5.2500      -10869.3782  -10869.5213       0.1431   369.0
5.3000      -10869.3780  -10869.5540       0.1760   453.8
5.3500      -10869.3781  -10869.5671       0.1890   487.4
5.4000      -10869.3784  -10869.5387       0.1603   413.4
5.4500      -10869.3789  -10869.5884       0.2095   540.3
5.5000      -10869.3791  -10869.6355       0.2563   661.0
5.5500      -10869.3789  -10869.5813       0.2024   522.0
5.6000      -10869.3785  -10869.5464       0.1679   432.9
5.6500      -10869.3782  -10869.5585       0.1802   464.7
5.7000      -10869.3778  -10869.5270       0.1491   384.6
5.7500      -10869.3779  -10869.5073       0.1294   333.8
5.8000      -10869.3785  -10869.5840       0.2054   529.8
5.8500      -10869.3791  -10869.6266       0.2475   638.3
5.9000      -10869.3791  -10869.5844       0.2053   529.4
5.9500      -10869.3790  -10869.5874       0.2083   537.2
6.0000      -10869.3787  -10869.6050       0.2263   583.7
6.0500      -10869.3780  -10869.5396       0.1616   416.7
6.1000      -10869.3777  -10869.5003       0.1226   316.1
6.1500      -10869.3782  -10869.5584       0.1802   464.7
6.2000      -10869.3786  -10869.5841       0.2054   529.7
6.2500      -10869.3789  -10869.5693       0.1904   490.9
6.3000      -10869.3791  -10869.6051       0.2260   582.8
6.3500      -10869.3790  -10869.6161       0.2371   611.5
6.4000      -10869.3784  -10869.5388       0.1604   413.6
6.4500      -10869.3780  -10869.5222       0.1442   371.8
6.5000      -10869.3780  -10869.5696       0.1916   494.1
6.5500      -10869.3783  -10869.5594       0.1811   467.1
6.6000      -10869.3786  -10869.5539       0.1752   451.9
6.6500      -10869.3791  -10869.6140       0.2349   605.9
6.7000      -10869.3791  -10869.6257       0.2467   636.1
6.7500      -10869.3786  -10869.5521       0.1734   447.3
6.8000      -10869.3783  -10869.5391       0.1608   414.7
6.8500      -10869.3780  -10869.5514       0.1734   447.3
6.9000      -10869.3778  -10869.5096       0.1318   339.9
6.9500      -10869.3781  -10869.5292       0.1511   389.7
7.0000      -10869.3788  -10869.6121       0.2333   601.8
7.0500      -10869.3791  -10869.6204       0.2413   622.3
7.1000      -10869.3790  -10869.5805       0.2015   519.6
7.1500      -10869.3788  -10869.5981       0.2193   565.4
7.2000      -10869.3783  -10869.5801       0.2018   520.3
7.2500      -10869.3777  -10869.5041       0.1264   325.9
7.3000      -10869.3778  -10869.5132       0.1354   349.1
7.3500      -10869.3784  -10869.5781       0.1998   515.2
7.4000      -10869.3787  -10869.5743       0.1956   504.5
7.4500      -10869.3789  -10869.5740       0.1951   503.2
7.5000      -10869.3791  -10869.6157       0.2367   610.4
7.5500      -10869.3787  -10869.5820       0.2033   524.2
7.6000      -10869.3781  -10869.5172       0.1391   358.8
7.6500      -10869.3779  -10869.5374       0.1595   411.3
7.7000      -10869.3781  -10869.5750       0.1969   507.7
7.7500      -10869.3784  -10869.5521       0.1736   447.8
7.8000      -10869.3789  -10869.5785       0.1996   514.6
7.8500      -10869.3792  -10869.6377       0.2585   666.6
7.9000      -10869.3789  -10869.5971       0.2181   562.5
7.9500      -10869.3785  -10869.5397       0.1612   415.8
8.0000      -10869.3782  -10869.5474       0.1692   436.4
8.0500      -10869.3779  -10869.5393       0.1614   416.3
8.1000      -10869.3779  -10869.5084       0.1305   336.5
8.1500      -10869.3785  -10869.5670       0.1885   486.0
8.2000      -10869.3791  -10869.6324       0.2533   653.1
8.2500      -10869.3791  -10869.5961       0.2169   559.4
8.3000      -10869.3790  -10869.5758       0.1968   507.5
8.3500      -10869.3787  -10869.6014       0.2227   574.2
8.4000      -10869.3781  -10869.5584       0.1803   465.0
8.4500      -10869.3777  -10869.5000       0.1222   315.3
8.5000      -10869.3782  -10869.5484       0.1702   439.0
8.5500      -10869.3787  -10869.5970       0.2183   563.0
8.6000      -10869.3789  -10869.5765       0.1975   509.3
8.6500      -10869.3791  -10869.5915       0.2123   547.6
8.7000      -10869.3790  -10869.6169       0.2379   613.4
8.7500      -10869.3784  -10869.5506       0.1721   443.9
8.8000      -10869.3779  -10869.5097       0.1317   339.8
8.8500      -10869.3780  -10869.5640       0.1860   479.6
8.9000      -10869.3783  -10869.5776       0.1992   513.7
8.9500      -10869.3787  -10869.5577       0.1790   461.6
9.0000      -10869.3791  -10869.6029       0.2238   577.1
9.0500      -10869.3792  -10869.6352       0.2560   660.3
9.1000      -10869.3787  -10869.5636       0.1850   477.0
9.1500      -10869.3782  -10869.5262       0.1480   381.7
9.2000      -10869.3780  -10869.5506       0.1726   445.2
9.2500      -10869.3779  -10869.5239       0.1460   376.6
9.3000      -10869.3781  -10869.5240       0.1459   376.3
9.3500      -10869.3788  -10869.6024       0.2236   576.7
9.4000      -10869.3792  -10869.6331       0.2540   655.0
9.4500      -10869.3791  -10869.5829       0.2038   525.6
9.5000      -10869.3788  -10869.5822       0.2033   524.4
9.5500      -10869.3783  -10869.5860       0.2077   535.6
9.6000      -10869.3778  -10869.5183       0.1405   362.3
9.6500      -10869.3778  -10869.5063       0.1285   331.3
9.7000      -10869.3784  -10869.5758       0.1975   509.2
9.7500      -10869.3788  -10869.5919       0.2132   549.7
9.8000      -10869.3789  -10869.5719       0.1930   497.7
9.8500      -10869.3790  -10869.6029       0.2238   577.2
9.9000      -10869.3787  -10869.5911       0.2124   547.8
9.9500      -10869.3781  -10869.5197       0.1416   365.2
10.0000     -10869.3779  -10869.5196       0.1418   365.6
10.0500     -10869.3781  -10869.5761       0.1980   510.7
10.1000     -10869.3785  -10869.5700       0.1915   493.8
10.1500     -10869.3789  -10869.5730       0.1941   500.4
10.2000     -10869.3792  -10869.6334       0.2542   655.6
10.2500     -10869.3790  -10869.6127       0.2338   602.8
10.3000     -10869.3784  -10869.5393       0.1609   414.9
10.3500     -10869.3781  -10869.5324       0.1543   397.9
10.4000     -10869.3779  -10869.5468       0.1689   435.6
10.4500     -10869.3779  -10869.5167       0.1388   357.8
10.5000     -10869.3784  -10869.5505       0.1720   443.6
10.5500     -10869.3791  -10869.6314       0.2523   650.7
10.6000     -10869.3792  -10869.6107       0.2315   597.1
10.6500     -10869.3790  -10869.5688       0.1898   489.5
10.7000     -10869.3787  -10869.5906       0.2119   546.3
10.7500     -10869.3782  -10869.5728       0.1947   502.0
10.8000     -10869.3778  -10869.5068       0.1291   332.8
10.8500     -10869.3781  -10869.5357       0.1576   406.4
10.9000     -10869.3787  -10869.6045       0.2257   582.1
10.9500     -10869.3790  -10869.5892       0.2102   542.0
11.0000     -10869.3791  -10869.5806       0.2015   519.7
11.0500     -10869.3790  -10869.6113       0.2323   598.9
11.1000     -10869.3785  -10869.5638       0.1853   477.9
11.1500     -10869.3779  -10869.5036       0.1258   324.3
11.2000     -10869.3780  -10869.5516       0.1736   447.7
11.2500     -10869.3784  -10869.5907       0.2123   547.6
11.3000     -10869.3788  -10869.5677       0.1890   487.3
11.3500     -10869.3791  -10869.5913       0.2122   547.2
11.4000     -10869.3792  -10869.6381       0.2589   667.7
11.4500     -10869.3787  -10869.5805       0.2018   520.3
11.5000     -10869.3782  -10869.5187       0.1405   362.4
11.5500     -10869.3780  -10869.5434       0.1654   426.5
11.6000     -10869.3779  -10869.5384       0.1605   413.9
11.6500     -10869.3781  -10869.5260       0.1478   381.2
11.7000     -10869.3787  -10869.5886       0.2099   541.2
11.7500     -10869.3792  -10869.6399       0.2607   672.2
11.8000     -10869.3791  -10869.5913       0.2122   547.2
11.8500     -10869.3788  -10869.5657       0.1869   482.1
11.9000     -10869.3783  -10869.5849       0.2066   532.7
11.9500     -10869.3778  -10869.5360       0.1582   408.0
