Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -4748.8093   -4749.5151       0.7057   420.0
0.0500       -4748.8129   -4750.0585       1.2456   741.2
0.1000       -4748.8104   -4749.6712       0.8608   512.3
0.1500       -4748.8119   -4749.8795       1.0676   635.3
0.2000       -4748.8129   -4749.8615       1.0486   624.0
0.2500       -4748.8107   -4749.7734       0.9627   572.9
0.3000       -4748.8070   -4749.5975       0.7905   470.4
0.3500       -4748.8083   -4749.4597       0.6513   387.6
0.4000       -4748.8104   -4749.8069       0.9965   593.0
0.4500       -4748.8117   -4749.9277       1.1159   664.1
0.5000       -4748.8112   -4749.9289       1.1177   665.1
0.5500       -4748.8090   -4749.6696       0.8607   512.2
0.6000       -4748.8089   -4749.6623       0.8535   507.9
0.6500       -4748.8107   -4749.8808       1.0701   636.8
0.7000       -4748.8095   -4749.7337       0.9242   550.0
0.7500       -4748.8105   -4749.8400       1.0295   612.7
0.8000       -4748.8125   -4749.8861       1.0736   638.9
0.8500       -4748.8089   -4749.6576       0.8487   505.1
0.9000       -4748.8104   -4749.7977       0.9873   587.6
0.9500       -4748.8105   -4749.7829       0.9724   578.7
1.0000       -4748.8085   -4749.6949       0.8863   527.5
1.0500       -4748.8112   -4750.0209       1.2097   719.9
1.1000       -4748.8109   -4749.8405       1.0296   612.7
1.1500       -4748.8095   -4749.7359       0.9264   551.3
1.2000       -4748.8067   -4749.6504       0.8437   502.1
1.2500       -4748.8098   -4749.6959       0.8861   527.3
1.3000       -4748.8103   -4749.9429       1.1326   674.0
1.3500       -4748.8122   -4749.8326       1.0204   607.2
1.4000       -4748.8121   -4749.8817       1.0697   636.6
1.4500       -4748.8089   -4749.5533       0.7444   443.0
1.5000       -4748.8073   -4749.7054       0.8981   534.5
1.5500       -4748.8101   -4749.7996       0.9896   588.9
1.6000       -4748.8117   -4749.9000       1.0883   647.7
1.6500       -4748.8109   -4749.8774       1.0665   634.7
1.7000       -4748.8091   -4749.6852       0.8761   521.4
1.7500       -4748.8088   -4749.8044       0.9956   592.5
1.8000       -4748.8086   -4749.6438       0.8352   497.0
1.8500       -4748.8128   -4749.9944       1.1816   703.1
1.9000       -4748.8117   -4749.7921       0.9804   583.4
1.9500       -4748.8087   -4749.5291       0.7204   428.7
2.0000       -4748.8110   -4749.9478       1.1368   676.5
2.0500       -4748.8109   -4749.9513       1.1404   678.6
2.1000       -4748.8102   -4749.6396       0.8294   493.6
2.1500       -4748.8094   -4749.7403       0.9309   554.0
2.2000       -4748.8088   -4749.8269       1.0181   605.9
2.2500       -4748.8099   -4749.5315       0.7216   429.4
2.3000       -4748.8104   -4749.8209       1.0105   601.4
2.3500       -4748.8086   -4749.6636       0.8550   508.8
2.4000       -4748.8079   -4749.6120       0.8041   478.5
2.4500       -4748.8117   -4749.8405       1.0288   612.2
2.5000       -4748.8137   -4750.0408       1.2270   730.2
2.5500       -4748.8091   -4749.7033       0.8942   532.1
2.6000       -4748.8097   -4749.6825       0.8728   519.4
2.6500       -4748.8084   -4749.6540       0.8456   503.2
2.7000       -4748.8110   -4749.9093       1.0983   653.6
2.7500       -4748.8102   -4749.7842       0.9740   579.6
2.8000       -4748.8087   -4749.6014       0.7927   471.7
2.8500       -4748.8099   -4749.7894       0.9795   582.9
2.9000       -4748.8123   -4749.9871       1.1748   699.2
2.9500       -4748.8105   -4749.7202       0.9097   541.4
3.0000       -4748.8083   -4749.5805       0.7722   459.6
3.0500       -4748.8103   -4749.7232       0.9129   543.3
3.1000       -4748.8104   -4749.9071       1.0967   652.7
3.1500       -4748.8096   -4749.5555       0.7459   443.9
3.2000       -4748.8106   -4749.7404       0.9298   553.3
3.2500       -4748.8117   -4749.9791       1.1674   694.7
3.3000       -4748.8080   -4749.6643       0.8563   509.6
3.3500       -4748.8113   -4749.7583       0.9470   563.5
3.4000       -4748.8118   -4749.9211       1.1093   660.2
