Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.3668    -159.0018       0.6350   377.9
0.0500        -158.2338    -158.9928       0.7590   451.7
0.1000        -158.2060    -158.9628       0.7568   450.3
0.1500        -158.2618    -158.9547       0.6929   412.3
0.2000        -158.3155    -158.9811       0.6656   396.1
0.2500        -158.3617    -158.9725       0.6109   363.5
0.3000        -158.3921    -158.9771       0.5850   348.1
0.3500        -158.3512    -158.9875       0.6363   378.7
0.4000        -158.3814    -159.0069       0.6255   372.3
0.4500        -158.2619    -158.9745       0.7126   424.1
0.5000        -158.2122    -158.9547       0.7425   441.8
0.5500        -158.3147    -158.9860       0.6713   399.5
0.6000        -158.3214    -158.9585       0.6371   379.1
0.6500        -158.2537    -158.9939       0.7402   440.5
0.7000        -158.3606    -158.9966       0.6360   378.5
0.7500        -158.1822    -159.0104       0.8282   492.9
0.8000        -158.2681    -158.9854       0.7173   426.9
0.8500        -158.4111    -159.0036       0.5925   352.6
0.9000        -158.3371    -158.9739       0.6368   379.0
0.9500        -158.3016    -158.9795       0.6778   403.4
1.0000        -158.3029    -158.9455       0.6426   382.4
1.0500        -158.3950    -158.9912       0.5962   354.8
1.1000        -158.1908    -158.9534       0.7626   453.8
1.1500        -158.4276    -158.9710       0.5434   323.4
1.2000        -158.2759    -158.9596       0.6838   406.9
1.2500        -158.3010    -159.0237       0.7227   430.1
1.3000        -158.3109    -159.0037       0.6928   412.3
1.3500        -158.3568    -159.0112       0.6543   389.4
1.4000        -158.2867    -159.0296       0.7428   442.1
1.4500        -158.2107    -159.0404       0.8297   493.7
1.5000        -158.2397    -158.9975       0.7578   451.0
1.5500        -158.3533    -158.9923       0.6390   380.3
1.6000        -158.2170    -158.9341       0.7171   426.8
1.6500        -158.2937    -158.9917       0.6980   415.4
1.7000        -158.2448    -159.0052       0.7604   452.5
1.7500        -158.2814    -158.9807       0.6993   416.2
1.8000        -158.2282    -158.9519       0.7236   430.6
1.8500        -158.0902    -158.9922       0.9019   536.7
1.9000        -158.2268    -158.9963       0.7695   457.9
1.9500        -158.1160    -159.0186       0.9026   537.1
2.0000        -158.1344    -158.9776       0.8433   501.8
2.0500        -158.0982    -158.9806       0.8824   525.1
2.1000        -158.0957    -159.0098       0.9142   544.0
2.1500        -157.9154    -159.0099       1.0945   651.3
2.2000        -157.9543    -158.9915       1.0372   617.2
2.2500        -158.2872    -159.0391       0.7519   447.4
2.3000        -158.1068    -158.9958       0.8891   529.1
2.3500        -158.1570    -158.9785       0.8215   488.9
2.4000        -158.1546    -158.9662       0.8116   483.0
2.4500        -158.0503    -158.9384       0.8881   528.5
2.5000        -157.9415    -158.9654       1.0240   609.4
2.5500        -157.9351    -158.9714       1.0363   616.7
2.6000        -157.9871    -158.9710       0.9839   585.5
2.6500        -157.7541    -158.9773       1.2232   727.9
2.7000        -157.9228    -159.0068       1.0840   645.1
2.7500        -157.9030    -158.9884       1.0855   646.0
2.8000        -158.0803    -158.9683       0.8880   528.4
2.8500        -158.0614    -158.9941       0.9327   555.1
2.9000        -157.9779    -158.9898       1.0119   602.2
2.9500        -158.0550    -159.1000       1.0450   621.9
3.0000        -157.9440    -159.0602       1.1161   664.2
3.0500        -157.9098    -159.0027       1.0929   650.4
3.1000        -157.9751    -159.0039       1.0287   612.2
3.1500        -158.0828    -158.9718       0.8890   529.0
3.2000        -157.8666    -158.9752       1.1086   659.7
3.2500        -157.9073    -158.9957       1.0885   647.7
3.3000        -157.8404    -158.9710       1.1306   672.8
3.3500        -158.1012    -158.9668       0.8655   515.1
3.4000        -158.0132    -158.9434       0.9302   553.6
3.4500        -158.1411    -158.9652       0.8241   490.4
3.5000        -157.9694    -158.9752       1.0058   598.5
3.5500        -157.8946    -159.0017       1.1071   658.8
3.6000        -157.9332    -158.9923       1.0592   630.3
3.6500        -157.8920    -159.0109       1.1189   665.9
3.7000        -158.0088    -159.0963       1.0875   647.2
3.7500        -157.8580    -158.9545       1.0966   652.6
3.8000        -157.9970    -159.0389       1.0419   620.1
3.8500        -157.9030    -158.9593       1.0562   628.6
3.9000        -158.1424    -159.0161       0.8737   519.9
3.9500        -157.9898    -158.9699       0.9801   583.2
4.0000        -157.9552    -158.9854       1.0302   613.1
4.0500        -157.9402    -158.9507       1.0106   601.4
4.1000        -157.9247    -159.0150       1.0903   648.9
4.1500        -157.9410    -158.9918       1.0508   625.3
4.2000        -157.8982    -158.9882       1.0900   648.6
4.2500        -157.7880    -158.9745       1.1865   706.1
4.3000        -157.7634    -159.0220       1.2586   749.0
4.3500        -157.7675    -158.9552       1.1877   706.8
4.4000        -157.7811    -159.0723       1.2911   768.4
4.4500        -157.7426    -158.9444       1.2018   715.2
4.5000        -157.9812    -159.0227       1.0414   619.7
4.5500        -157.6847    -158.9714       1.2867   765.7
4.6000        -157.7501    -158.9540       1.2039   716.5
4.6500        -157.6009    -158.9736       1.3727   816.9
4.7000        -157.3177    -158.9855       1.6678   992.5
4.7500        -157.6970    -158.9880       1.2910   768.3
4.8000        -157.5261    -158.9809       1.4548   865.8
4.8500        -157.4835    -159.0089       1.5254   907.8
4.9000        -157.7453    -158.9834       1.2381   736.8
4.9500        -157.7880    -159.0206       1.2327   733.6
5.0000        -157.6677    -158.9418       1.2741   758.2
5.0500        -157.7712    -159.0117       1.2405   738.2
5.1000        -157.5854    -158.9714       1.3860   824.8
5.1500        -157.6277    -158.9718       1.3441   799.9
5.2000        -157.6584    -158.9602       1.3018   774.7
5.2500        -157.6606    -158.9660       1.3054   776.8
5.3000        -157.5901    -158.9833       1.3932   829.1
5.3500        -157.5059    -159.0167       1.5108   899.1
5.4000        -157.7583    -158.9778       1.2195   725.7
5.4500        -157.6498    -158.9492       1.2994   773.3
5.5000        -157.6420    -158.9567       1.3147   782.4
5.5500        -157.6058    -158.9738       1.3680   814.1
5.6000        -157.6976    -158.9548       1.2572   748.2
5.6500        -157.4433    -159.0071       1.5639   930.7
5.7000        -157.3665    -159.0024       1.6360   973.6
5.7500        -157.6861    -158.9573       1.2712   756.5
5.8000        -157.6552    -159.0183       1.3631   811.2
5.8500        -157.6885    -158.9673       1.2789   761.0
