Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -17635.8145  -17637.3008       1.4863   547.5
0.0500      -17637.1221  -17638.1035       0.9815   361.6
0.1000      -17636.2903  -17637.7383       1.4480   533.4
0.1500      -17636.7396  -17638.1719       1.4322   527.6
0.2000      -17636.9837  -17637.9160       0.9323   343.4
0.2500      -17636.3931  -17637.9277       1.5346   565.3
0.3000      -17637.0202  -17638.0859       1.0657   392.6
0.3500      -17636.0260  -17637.4160       1.3900   512.1
0.4000      -17636.7300  -17638.0488       1.3188   485.8
0.4500      -17636.4612  -17637.6914       1.2302   453.2
0.5000      -17636.2866  -17638.0156       1.7290   637.0
0.5500      -17636.7839  -17638.0664       1.2825   472.5
0.6000      -17636.3436  -17637.6348       1.2912   475.7
0.6500      -17636.9756  -17638.0781       1.1026   406.2
0.7000      -17636.4514  -17637.4609       1.0096   371.9
0.7500      -17636.2923  -17637.5898       1.2976   478.0
0.8000      -17636.6298  -17638.0664       1.4367   529.3
0.8500      -17637.0054  -17638.1914       1.1860   436.9
0.9000      -17636.6302  -17637.9609       1.3307   490.2
0.9500      -17636.3529  -17637.9805       1.6275   599.6
1.0000      -17636.5526  -17637.9824       1.4298   526.7
1.0500      -17636.5023  -17638.1016       1.5993   589.2
1.1000      -17636.7570  -17637.6758       0.9187   338.5
1.1500      -17636.6017  -17637.7246       1.1230   413.7
1.2000      -17636.2533  -17637.6367       1.3834   509.7
1.2500      -17636.5008  -17637.8828       1.3820   509.1
1.3000      -17636.3967  -17637.8809       1.4841   546.8
1.3500      -17637.0455  -17638.3594       1.3138   484.0
1.4000      -17636.1190  -17637.9473       1.8283   673.5
1.4500      -17636.7737  -17638.1660       1.3923   512.9
1.5000      -17636.5454  -17637.9844       1.4390   530.1
1.5500      -17636.2867  -17637.8691       1.5824   583.0
1.6000      -17636.5387  -17637.8359       1.2972   477.9
1.6500      -17636.4688  -17637.9180       1.4491   533.9
1.7000      -17637.1990  -17638.1094       0.9104   335.4
1.7500      -17636.1086  -17637.6328       1.5242   561.5
1.8000      -17636.9587  -17638.0020       1.0433   384.3
1.8500      -17636.0887  -17637.4668       1.3781   507.7
1.9000      -17637.0875  -17638.1250       1.0375   382.2
1.9500      -17636.0707  -17637.7637       1.6930   623.7
2.0000      -17636.4244  -17637.6348       1.2104   445.9
2.0500      -17636.8210  -17637.9512       1.1302   416.4
2.1000      -17635.8742  -17637.4863       1.6122   593.9
2.1500      -17636.9529  -17637.9551       1.0022   369.2
2.2000      -17636.1558  -17637.7480       1.5923   586.6
2.2500      -17636.5432  -17638.2852       1.7420   641.7
2.3000      -17636.6978  -17638.0938       1.3959   514.3
2.3500      -17635.7078  -17637.5645       1.8566   684.0
2.4000      -17637.2411  -17638.2266       0.9855   363.0
2.4500      -17636.0223  -17637.8984       1.8762   691.2
2.5000      -17636.9512  -17638.0254       1.0742   395.7
2.5500      -17636.9268  -17637.9980       1.0713   394.7
2.6000      -17636.1567  -17637.7832       1.6265   599.2
2.6500      -17637.3131  -17638.3164       1.0033   369.6
2.7000      -17636.0150  -17637.4277       1.4127   520.4
2.7500      -17636.8981  -17637.9551       1.0569   389.4
2.8000      -17636.7855  -17637.6895       0.9039   333.0
2.8500      -17636.0116  -17637.8555       1.8438   679.3
2.9000      -17637.1531  -17638.1445       0.9915   365.2
2.9500      -17635.6109  -17637.2285       1.6176   595.9
3.0000      -17636.8856  -17638.1113       1.2257   451.5
3.0500      -17636.8791  -17637.9863       1.1072   407.9
3.1000      -17636.0694  -17637.6094       1.5399   567.3
3.1500      -17636.6960  -17637.8906       1.1946   440.1
3.2000      -17636.3347  -17637.6191       1.2844   473.2
3.2500      -17636.9007  -17638.1152       1.2145   447.4
3.3000      -17636.6259  -17638.1328       1.5069   555.1
3.3500      -17636.1694  -17637.7305       1.5610   575.1
3.4000      -17636.3329  -17637.8789       1.5460   569.5
3.4500      -17637.2259  -17638.1934       0.9674   356.4
3.5000      -17636.3037  -17637.8926       1.5889   585.4
3.5500      -17636.6029  -17638.0391       1.4361   529.1
3.6000      -17636.8633  -17637.7461       0.8827   325.2
3.6500      -17635.9387  -17637.4648       1.5261   562.2
3.7000      -17637.0471  -17638.3086       1.2615   464.7
3.7500      -17636.1659  -17637.7148       1.5489   570.6
3.8000      -17636.3488  -17637.9180       1.5691   578.1
3.8500      -17637.1403  -17638.0820       0.9417   346.9
3.9000      -17636.1648  -17637.6953       1.5306   563.9
3.9500      -17636.6657  -17637.9336       1.2679   467.1
4.0000      -17636.6238  -17637.9297       1.3058   481.1
4.0500      -17636.5830  -17638.1582       1.5752   580.3
4.1000      -17636.3404  -17637.9141       1.5736   579.7
