Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.3243    -159.1215       0.7972   385.5
0.0500        -158.4992    -159.1341       0.6349   307.0
0.1000        -158.4014    -159.1086       0.7072   341.9
0.1500        -158.3911    -159.1399       0.7487   362.0
0.2000        -158.5268    -159.1084       0.5816   281.2
0.2500        -158.4383    -159.1472       0.7090   342.8
0.3000        -158.5411    -159.1108       0.5697   275.5
0.3500        -158.4052    -159.1300       0.7248   350.5
0.4000        -158.3052    -159.0982       0.7930   383.4
0.4500        -158.3025    -159.1275       0.8250   398.9
0.5000        -158.1313    -159.1268       0.9955   481.4
0.5500        -158.3841    -159.1208       0.7367   356.2
0.6000        -158.3974    -159.1484       0.7510   363.1
0.6500        -158.3401    -159.1084       0.7682   371.5
0.7000        -158.4058    -159.1306       0.7248   350.4
0.7500        -158.2749    -159.1228       0.8479   410.0
0.8000        -158.3439    -159.1368       0.7929   383.4
0.8500        -158.2981    -159.1153       0.8172   395.1
0.9000        -158.3061    -159.1127       0.8065   390.0
0.9500        -158.5306    -159.1265       0.5959   288.1
1.0000        -158.3685    -159.1395       0.7710   372.8
1.0500        -158.4156    -159.1276       0.7120   344.3
1.1000        -158.3177    -159.1129       0.7952   384.5
1.1500        -158.2899    -159.1150       0.8251   398.9
1.2000        -158.2964    -159.1308       0.8344   403.5
1.2500        -158.4140    -159.1238       0.7098   343.2
1.3000        -158.3877    -159.1336       0.7459   360.7
1.3500        -158.3323    -159.1032       0.7710   372.8
1.4000        -158.5000    -159.1557       0.6557   317.1
1.4500        -158.2581    -159.1109       0.8528   412.3
1.5000        -158.3130    -159.1699       0.8569   414.3
1.5500        -158.4191    -159.1087       0.6896   333.5
1.6000        -158.3217    -159.1098       0.7881   381.0
1.6500        -158.3496    -159.1283       0.7786   376.5
1.7000        -158.1517    -159.1255       0.9738   470.8
1.7500        -158.2517    -159.1325       0.8808   425.9
1.8000        -158.1373    -159.1112       0.9740   470.9
1.8500        -158.2488    -159.1393       0.8905   430.6
1.9000        -158.2364    -159.1247       0.8884   429.5
1.9500        -158.1499    -159.1073       0.9574   462.9
2.0000        -158.1513    -159.1207       0.9693   468.7
2.0500        -157.9901    -159.1143       1.1242   543.6
2.1000        -158.0610    -159.1173       1.0562   510.7
2.1500        -157.9714    -159.1152       1.1437   553.0
2.2000        -158.1056    -159.1603       1.0547   510.0
2.2500        -158.1977    -159.1167       0.9189   444.3
2.3000        -158.0710    -159.1608       1.0897   526.9
2.3500        -158.0634    -159.1097       1.0462   505.9
2.4000        -157.7951    -159.1118       1.3167   636.6
2.4500        -157.8155    -159.1345       1.3189   637.7
2.5000        -157.8550    -159.1340       1.2790   618.4
2.5500        -157.9433    -159.1262       1.1828   571.9
2.6000        -158.1020    -159.1312       1.0292   497.6
2.6500        -158.0245    -159.1623       1.1377   550.1
2.7000        -157.8720    -159.1315       1.2595   609.0
2.7500        -157.8647    -159.1493       1.2846   621.1
2.8000        -157.7414    -159.1027       1.3612   658.2
2.8500        -157.7379    -159.1075       1.3696   662.2
2.9000        -157.8302    -159.1084       1.2781   618.0
2.9500        -157.8556    -159.1196       1.2640   611.2
3.0000        -157.9482    -159.1479       1.1997   580.1
3.0500        -157.8639    -159.1435       1.2796   618.7
3.1000        -157.6523    -159.1155       1.4632   707.5
3.1500        -157.7044    -159.1148       1.4105   682.0
3.2000        -157.7569    -159.1149       1.3579   656.6
3.2500        -157.4909    -159.1268       1.6359   791.0
3.3000        -157.7242    -159.1151       1.3909   672.5
3.3500        -157.5642    -159.1286       1.5644   756.4
3.4000        -157.5771    -159.1234       1.5463   747.7
3.4500        -157.6787    -159.1499       1.4712   711.4
3.5000        -157.4509    -159.1189       1.6680   806.5
3.5500        -157.6067    -159.1418       1.5350   742.2
3.6000        -157.4470    -159.1122       1.6652   805.2
3.6500        -157.4730    -159.1164       1.6434   794.6
3.7000        -157.5272    -159.1269       1.5997   773.5
3.7500        -157.3151    -159.1286       1.8135   876.9
3.8000        -157.6144    -159.1375       1.5232   736.5
3.8500        -157.5480    -159.1304       1.5824   765.1
3.9000        -157.4080    -159.1592       1.7512   846.8
3.9500        -157.4247    -159.1114       1.6867   815.5
4.0000        -157.5259    -159.1085       1.5826   765.2
4.0500        -157.3630    -159.1161       1.7531   847.7
4.1000        -157.4220    -159.1306       1.7087   826.2
4.1500        -157.4433    -159.1328       1.6895   816.9
4.2000        -157.4271    -159.1314       1.7043   824.1
4.2500        -157.6947    -159.1351       1.4404   696.5
4.3000        -157.5089    -159.1375       1.6286   787.5
4.3500        -157.5182    -159.1327       1.6145   780.7
4.4000        -157.4249    -159.1331       1.7082   826.0
4.4500        -157.3817    -159.1307       1.7491   845.7
4.5000        -157.6020    -159.1227       1.5206   735.3
4.5500        -157.5186    -159.0954       1.5767   762.4
4.6000        -157.5628    -159.1392       1.5764   762.2
4.6500        -157.7211    -159.1438       1.4227   687.9
4.7000        -157.5461    -159.1951       1.6490   797.3
4.7500        -157.3261    -159.1080       1.7819   861.6
4.8000        -157.4758    -159.1308       1.6549   800.2
4.8500        -157.3967    -159.0970       1.7003   822.1
4.9000        -157.4227    -159.1366       1.7139   828.7
4.9500        -157.4537    -159.1200       1.6662   805.7
5.0000        -157.1859    -159.1227       1.9368   936.5
5.0500        -157.4791    -159.1371       1.6579   801.6
5.1000        -157.2857    -159.1283       1.8426   891.0
5.1500        -157.3609    -159.1458       1.7849   863.1
5.2000        -157.2964    -159.1343       1.8379   888.7
5.2500        -157.1706    -159.1508       1.9802   957.5
5.3000        -157.2968    -159.1125       1.8157   877.9
