Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -12808.4242  -12810.1265       1.7022   387.3
0.0500      -12808.4244  -12810.3140       1.8896   430.0
0.1000      -12808.4222  -12809.9852       1.5630   355.6
0.1500      -12808.4233  -12810.3577       1.9344   440.2
0.2000      -12808.4221  -12810.3431       1.9210   437.1
0.2500      -12808.4228  -12810.2743       1.8514   421.3
0.3000      -12808.4215  -12810.3595       1.9380   441.0
0.3500      -12808.4213  -12810.4291       2.0079   456.9
0.4000      -12808.4234  -12810.3296       1.9063   433.7
0.4500      -12808.4201  -12810.2237       1.8035   410.4
0.5000      -12808.4213  -12810.1972       1.7760   404.1
0.5500      -12808.4253  -12810.5322       2.1069   479.4
0.6000      -12808.4260  -12810.7702       2.3442   533.4
0.6500      -12808.4251  -12810.6363       2.2112   503.1
0.7000      -12808.4233  -12810.1746       1.7512   398.5
0.7500      -12808.4220  -12810.2049       1.7829   405.7
0.8000      -12808.4221  -12810.3827       1.9607   446.1
0.8500      -12808.4257  -12810.6020       2.1763   495.2
0.9000      -12808.4258  -12810.4835       2.0576   468.2
0.9500      -12808.4219  -12810.4043       1.9823   451.1
1.0000      -12808.4209  -12810.2284       1.8075   411.3
1.0500      -12808.4220  -12810.0656       1.6436   374.0
1.1000      -12808.4232  -12810.2496       1.8264   415.6
1.1500      -12808.4234  -12810.6427       2.2193   505.0
1.2000      -12808.4223  -12810.3587       1.9363   440.6
1.2500      -12808.4219  -12810.2618       1.8399   418.7
1.3000      -12808.4248  -12810.2446       1.8199   414.1
1.3500      -12808.4251  -12810.3335       1.9085   434.3
1.4000      -12808.4230  -12810.2585       1.8355   417.7
1.4500      -12808.4226  -12810.4227       2.0001   455.1
1.5000      -12808.4243  -12810.5278       2.1035   478.6
1.5500      -12808.4228  -12810.3004       1.8777   427.2
1.6000      -12808.4219  -12810.1127       1.6908   384.7
1.6500      -12808.4249  -12810.3245       1.8995   432.2
1.7000      -12808.4223  -12810.0791       1.6568   377.0
1.7500      -12808.4254  -12810.7539       2.3285   529.8
1.8000      -12808.4244  -12810.5957       2.1714   494.1
1.8500      -12808.4250  -12810.5427       2.1177   481.9
1.9000      -12808.4221  -12810.2450       1.8229   414.8
1.9500      -12808.4213  -12810.2967       1.8754   426.7
2.0000      -12808.4231  -12810.3585       1.9354   440.4
2.0500      -12808.4240  -12810.4402       2.0163   458.8
2.1000      -12808.4208  -12809.9835       1.5627   355.6
2.1500      -12808.4230  -12810.3963       1.9732   449.0
2.2000      -12808.4243  -12810.0457       1.6214   368.9
2.2500      -12808.4210  -12810.0868       1.6658   379.0
2.3000      -12808.4203  -12810.1627       1.7424   396.5
2.3500      -12808.4215  -12810.4458       2.0242   460.6
2.4000      -12808.4227  -12810.4756       2.0530   467.1
2.4500      -12808.4222  -12810.2734       1.8513   421.2
2.5000      -12808.4230  -12810.0969       1.6739   380.9
2.5500      -12808.4228  -12810.4620       2.0392   464.0
2.6000      -12808.4244  -12810.1966       1.7722   403.3
2.6500      -12808.4236  -12810.5427       2.1191   482.2
2.7000      -12808.4237  -12810.2410       1.8173   413.5
2.7500      -12808.4260  -12810.4553       2.0293   461.8
2.8000      -12808.4230  -12810.1985       1.7755   404.0
2.8500      -12808.4220  -12810.3466       1.9245   437.9
2.9000      -12808.4225  -12810.1745       1.7520   398.6
2.9500      -12808.4235  -12810.5814       2.1578   491.0
3.0000      -12808.4239  -12810.2814       1.8574   422.6
3.0500      -12808.4266  -12810.6354       2.2089   502.6
3.1000      -12808.4261  -12810.3699       1.9437   442.3
3.1500      -12808.4225  -12810.2570       1.8345   417.4
3.2000      -12808.4232  -12810.5094       2.0862   474.7
3.2500      -12808.4227  -12810.5426       2.1199   482.4
3.3000      -12808.4242  -12810.5653       2.1411   487.2
3.3500      -12808.4209  -12809.8920       1.4711   334.7
3.4000      -12808.4247  -12810.0737       1.6490   375.2
3.4500      -12808.4233  -12810.5691       2.1458   488.3
3.5000      -12808.4220  -12809.9953       1.5734   358.0
3.5500      -12808.4231  -12810.4870       2.0639   469.6
3.6000      -12808.4249  -12810.2607       1.8358   417.7
3.6500      -12808.4217  -12810.2626       1.8409   418.9
3.7000      -12808.4229  -12810.5273       2.1043   478.8
3.7500      -12808.4240  -12810.0837       1.6597   377.7
3.8000      -12808.4212  -12810.2373       1.8161   413.2
3.8500      -12808.4216  -12810.4321       2.0105   457.5
3.9000      -12808.4261  -12810.3094       1.8833   428.5
3.9500      -12808.4198  -12810.1872       1.7674   402.2
4.0000      -12808.4212  -12810.0828       1.6616   378.1
4.0500      -12808.4245  -12810.4647       2.0402   464.2
4.1000      -12808.4220  -12810.1791       1.7572   399.8
4.1500      -12808.4213  -12810.2747       1.8534   421.7
4.2000      -12808.4229  -12810.2958       1.8729   426.2
4.2500      -12808.4221  -12810.3660       1.9439   442.3
4.3000      -12808.4235  -12810.1664       1.7430   396.6
4.3500      -12808.4230  -12810.2064       1.7834   405.8
4.4000      -12808.4225  -12810.2222       1.7997   409.5
4.4500      -12808.4218  -12809.9551       1.5334   348.9
