Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -6387.1166   -6387.9542       0.8376   405.0
0.0500       -6387.1148   -6387.5772       0.4625   223.6
0.1000       -6387.1142   -6387.5661       0.4519   218.5
0.1500       -6387.1150   -6387.7045       0.5895   285.0
0.2000       -6387.1156   -6387.6433       0.5276   255.1
0.2500       -6387.1166   -6387.8620       0.7454   360.4
0.3000       -6387.1156   -6387.6519       0.5363   259.3
0.3500       -6387.1152   -6387.6738       0.5586   270.1
0.4000       -6387.1149   -6387.6286       0.5137   248.4
0.4500       -6387.1145   -6387.6137       0.4992   241.4
0.5000       -6387.1144   -6387.6044       0.4901   237.0
0.5500       -6387.1164   -6387.6766       0.5603   270.9
0.6000       -6387.1163   -6387.8121       0.6958   336.4
0.6500       -6387.1152   -6387.7125       0.5973   288.8
0.7000       -6387.1153   -6387.6025       0.4872   235.6
0.7500       -6387.1146   -6387.5810       0.4664   225.5
0.8000       -6387.1152   -6387.6616       0.5464   264.2
0.8500       -6387.1158   -6387.7021       0.5863   283.5
0.9000       -6387.1155   -6387.6924       0.5769   278.9
0.9500       -6387.1170   -6387.7868       0.6698   323.9
1.0000       -6387.1159   -6387.6944       0.5785   279.7
1.0500       -6387.1141   -6387.5714       0.4573   221.1
1.1000       -6387.1156   -6387.7121       0.5964   288.4
1.1500       -6387.1154   -6387.6718       0.5564   269.0
1.2000       -6387.1153   -6387.6171       0.5018   242.6
1.2500       -6387.1166   -6387.7672       0.6506   314.6
1.3000       -6387.1158   -6387.7805       0.6647   321.4
1.3500       -6387.1160   -6387.7049       0.5890   284.8
1.4000       -6387.1154   -6387.6608       0.5454   263.7
1.4500       -6387.1145   -6387.6514       0.5369   259.6
1.5000       -6387.1160   -6387.6988       0.5827   281.8
1.5500       -6387.1159   -6387.7003       0.5844   282.6
1.6000       -6387.1151   -6387.6438       0.5287   255.7
1.6500       -6387.1157   -6387.6857       0.5701   275.6
1.7000       -6387.1152   -6387.6320       0.5168   249.9
1.7500       -6387.1150   -6387.6138       0.4988   241.2
1.8000       -6387.1155   -6387.6949       0.5794   280.2
1.8500       -6387.1151   -6387.6208       0.5057   244.5
1.9000       -6387.1163   -6387.7538       0.6376   308.3
1.9500       -6387.1154   -6387.6828       0.5674   274.4
2.0000       -6387.1152   -6387.6799       0.5646   273.0
2.0500       -6387.1154   -6387.6563       0.5408   261.5
2.1000       -6387.1156   -6387.7752       0.6596   318.9
2.1500       -6387.1148   -6387.5438       0.4290   207.4
2.2000       -6387.1155   -6387.5866       0.4711   227.8
2.2500       -6387.1160   -6387.7907       0.6747   326.2
2.3000       -6387.1151   -6387.6763       0.5612   271.4
2.3500       -6387.1157   -6387.7555       0.6398   309.4
2.4000       -6387.1157   -6387.7309       0.6151   297.4
2.4500       -6387.1154   -6387.7244       0.6089   294.4
2.5000       -6387.1152   -6387.5998       0.4847   234.4
2.5500       -6387.1151   -6387.6049       0.4898   236.8
2.6000       -6387.1160   -6387.6966       0.5806   280.7
2.6500       -6387.1149   -6387.6452       0.5303   256.4
2.7000       -6387.1144   -6387.6017       0.4873   235.6
2.7500       -6387.1157   -6387.7190       0.6033   291.7
2.8000       -6387.1152   -6387.6069       0.4916   237.7
2.8500       -6387.1157   -6387.7196       0.6039   292.0
2.9000       -6387.1164   -6387.7326       0.6162   297.9
2.9500       -6387.1159   -6387.6437       0.5278   255.2
3.0000       -6387.1154   -6387.6566       0.5412   261.7
3.0500       -6387.1148   -6387.6556       0.5408   261.5
3.1000       -6387.1149   -6387.6677       0.5528   267.3
3.1500       -6387.1157   -6387.7333       0.6176   298.6
3.2000       -6387.1152   -6387.7618       0.6467   312.7
3.2500       -6387.1160   -6387.6980       0.5820   281.4
3.3000       -6387.1160   -6387.7144       0.5985   289.4
3.3500       -6387.1146   -6387.6143       0.4998   241.7
3.4000       -6387.1150   -6387.5427       0.4276   206.8
3.4500       -6387.1151   -6387.7302       0.6151   297.4
3.5000       -6387.1155   -6387.6704       0.5549   268.3
3.5500       -6387.1162   -6387.8340       0.7178   347.1
3.6000       -6387.1154   -6387.6890       0.5736   277.4
3.6500       -6387.1162   -6387.7166       0.6004   290.3
3.7000       -6387.1153   -6387.7253       0.6100   294.9
3.7500       -6387.1145   -6387.5360       0.4216   203.8
3.8000       -6387.1153   -6387.6100       0.4946   239.2
3.8500       -6387.1157   -6387.7445       0.6288   304.0
3.9000       -6387.1154   -6387.6088       0.4935   238.6
3.9500       -6387.1161   -6387.7130       0.5969   288.6
4.0000       -6387.1158   -6387.6610       0.5452   263.6
4.0500       -6387.1153   -6387.6993       0.5839   282.3
4.1000       -6387.1154   -6387.7648       0.6494   314.0
4.1500       -6387.1148   -6387.5638       0.4490   217.1
4.2000       -6387.1152   -6387.6935       0.5783   279.6
4.2500       -6387.1155   -6387.7399       0.6244   301.9
4.3000       -6387.1159   -6387.7163       0.6004   290.3
4.3500       -6387.1157   -6387.7217       0.6059   293.0
4.4000       -6387.1146   -6387.5816       0.4670   225.8
4.4500       -6387.1154   -6387.7918       0.6765   327.1
4.5000       -6387.1150   -6387.6313       0.5164   249.7
4.5500       -6387.1155   -6387.6241       0.5086   245.9
4.6000       -6387.1160   -6387.7192       0.6032   291.7
4.6500       -6387.1162   -6387.7079       0.5917   286.1
4.7000       -6387.1158   -6387.7527       0.6368   307.9
4.7500       -6387.1148   -6387.5606       0.4457   215.5
4.8000       -6387.1151   -6387.6404       0.5253   254.0
4.8500       -6387.1150   -6387.6858       0.5709   276.0
4.9000       -6387.1160   -6387.7874       0.6714   324.6
4.9500       -6387.1151   -6387.6162       0.5011   242.3
5.0000       -6387.1156   -6387.6684       0.5528   267.3
5.0500       -6387.1163   -6387.7894       0.6731   325.4
5.1000       -6387.1146   -6387.6236       0.5090   246.1
5.1500       -6387.1151   -6387.5620       0.4469   216.1
5.2000       -6387.1154   -6387.7007       0.5854   283.0
5.2500       -6387.1147   -6387.7085       0.5939   287.1
