Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -4624.7583   -4625.1351       0.3768   485.8
0.0500       -4624.7574   -4625.0907       0.3333   429.8
0.1000       -4624.7577   -4625.0573       0.2995   386.2
0.1500       -4624.7573   -4625.0666       0.3093   398.8
0.2000       -4624.7573   -4625.0671       0.3099   399.5
0.2500       -4624.7583   -4625.0718       0.3135   404.2
0.3000       -4624.7562   -4625.0364       0.2802   361.3
0.3500       -4624.7588   -4625.1300       0.3711   478.5
0.4000       -4624.7566   -4625.0432       0.2866   369.6
0.4500       -4624.7585   -4625.1154       0.3569   460.2
0.5000       -4624.7563   -4625.0611       0.3049   393.1
0.5500       -4624.7590   -4625.1368       0.3778   487.1
0.6000       -4624.7563   -4625.0236       0.2674   344.8
0.6500       -4624.7576   -4625.0662       0.3086   397.9
0.7000       -4624.7577   -4625.0844       0.3267   421.3
0.7500       -4624.7580   -4625.0892       0.3312   427.0
0.8000       -4624.7573   -4625.0509       0.2936   378.6
0.8500       -4624.7571   -4625.0707       0.3136   404.3
0.9000       -4624.7590   -4625.1468       0.3878   500.0
0.9500       -4624.7561   -4625.0475       0.2914   375.7
1.0000       -4624.7585   -4625.1115       0.3530   455.2
1.0500       -4624.7566   -4625.0454       0.2888   372.4
1.1000       -4624.7583   -4625.0958       0.3375   435.1
1.1500       -4624.7558   -4625.0198       0.2640   340.4
1.2000       -4624.7591   -4625.1221       0.3630   468.0
1.2500       -4624.7568   -4625.0523       0.2955   381.0
1.3000       -4624.7574   -4625.0670       0.3096   399.2
1.3500       -4624.7577   -4625.0873       0.3297   425.1
1.4000       -4624.7579   -4625.1227       0.3648   470.4
1.4500       -4624.7575   -4625.0824       0.3249   418.9
1.5000       -4624.7565   -4625.0138       0.2573   331.7
1.5500       -4624.7589   -4625.1231       0.3643   469.7
1.6000       -4624.7561   -4625.0516       0.2955   381.0
1.6500       -4624.7583   -4625.0750       0.3166   408.3
1.7000       -4624.7565   -4625.0342       0.2777   358.1
1.7500       -4624.7588   -4625.1451       0.3863   498.1
1.8000       -4624.7563   -4625.0444       0.2882   371.6
1.8500       -4624.7586   -4625.1119       0.3533   455.6
1.9000       -4624.7570   -4625.0861       0.3291   424.3
1.9500       -4624.7574   -4625.0734       0.3160   407.4
2.0000       -4624.7575   -4625.0430       0.2855   368.1
2.0500       -4624.7573   -4625.0730       0.3157   407.1
2.1000       -4624.7579   -4625.1001       0.3422   441.2
2.1500       -4624.7562   -4625.0099       0.2536   327.0
2.2000       -4624.7585   -4625.1004       0.3419   440.9
2.2500       -4624.7566   -4625.1002       0.3435   442.9
2.3000       -4624.7589   -4625.1298       0.3709   478.2
2.3500       -4624.7561   -4625.0078       0.2517   324.6
2.4000       -4624.7586   -4625.1347       0.3761   485.0
2.4500       -4624.7568   -4625.0689       0.3121   402.4
2.5000       -4624.7581   -4625.0535       0.2954   380.8
2.5500       -4624.7570   -4625.0492       0.2922   376.8
2.6000       -4624.7577   -4625.1014       0.3437   443.2
2.6500       -4624.7578   -4625.0690       0.3112   401.2
2.7000       -4624.7571   -4625.0698       0.3127   403.2
2.7500       -4624.7585   -4625.1434       0.3849   496.3
2.8000       -4624.7567   -4625.0516       0.2949   380.2
2.8500       -4624.7584   -4625.0891       0.3307   426.4
2.9000       -4624.7562   -4625.0590       0.3028   390.4
2.9500       -4624.7589   -4625.1218       0.3629   468.0
3.0000       -4624.7561   -4624.9871       0.2310   297.8
3.0500       -4624.7581   -4625.0787       0.3206   413.4
3.1000       -4624.7572   -4625.1009       0.3436   443.1
3.1500       -4624.7585   -4625.1097       0.3511   452.7
3.2000       -4624.7569   -4625.0418       0.2849   367.4
3.2500       -4624.7577   -4625.1127       0.3551   457.8
3.3000       -4624.7586   -4625.1287       0.3701   477.2
3.3500       -4624.7566   -4625.0340       0.2774   357.6
3.4000       -4624.7582   -4625.0962       0.3381   435.9
3.4500       -4624.7568   -4625.0503       0.2936   378.5
3.5000       -4624.7583   -4625.0662       0.3079   397.0
3.5500       -4624.7559   -4625.0318       0.2758   355.7
3.6000       -4624.7593   -4625.1627       0.4034   520.1
3.6500       -4624.7566   -4625.0437       0.2871   370.2
3.7000       -4624.7577   -4625.0768       0.3191   411.5
3.7500       -4624.7573   -4625.1002       0.3429   442.1
3.8000       -4624.7584   -4625.1266       0.3682   474.7
3.8500       -4624.7568   -4625.0268       0.2700   348.1
3.9000       -4624.7569   -4625.0356       0.2787   359.4
3.9500       -4624.7586   -4625.1144       0.3559   458.8
4.0000       -4624.7565   -4625.0425       0.2860   368.7
4.0500       -4624.7581   -4625.0763       0.3182   410.3
4.1000       -4624.7569   -4625.0784       0.3215   414.5
4.1500       -4624.7589   -4625.1406       0.3817   492.2
4.2000       -4624.7560   -4625.0344       0.2784   359.0
4.2500       -4624.7588   -4625.1331       0.3743   482.7
4.3000       -4624.7568   -4625.0623       0.3055   394.0
4.3500       -4624.7576   -4625.0563       0.2987   385.1
4.4000       -4624.7570   -4625.0416       0.2846   367.0
4.4500       -4624.7581   -4625.1015       0.3434   442.8
4.5000       -4624.7574   -4625.0638       0.3064   395.1
4.5500       -4624.7567   -4625.0409       0.2842   366.4
4.6000       -4624.7586   -4625.1255       0.3670   473.2
4.6500       -4624.7569   -4625.0959       0.3390   437.1
4.7000       -4624.7582   -4625.0983       0.3401   438.6
4.7500       -4624.7562   -4625.0219       0.2656   342.5
4.8000       -4624.7587   -4625.1275       0.3687   475.4
4.8500       -4624.7563   -4625.0353       0.2791   359.9
4.9000       -4624.7584   -4625.0764       0.3180   410.0
4.9500       -4624.7569   -4625.0535       0.2966   382.4
5.0000       -4624.7580   -4625.1049       0.3469   447.3
5.0500       -4624.7573   -4625.0683       0.3110   401.0
5.1000       -4624.7578   -4625.1090       0.3511   452.7
5.1500       -4624.7579   -4625.1070       0.3491   450.1
5.2000       -4624.7567   -4625.0414       0.2847   367.1
5.2500       -4624.7582   -4625.0910       0.3328   429.1
5.3000       -4624.7564   -4625.0555       0.2991   385.6
5.3500       -4624.7585   -4625.1002       0.3417   440.5
5.4000       -4624.7562   -4625.0075       0.2513   324.1
5.4500       -4624.7583   -4625.1021       0.3437   443.2
5.5000       -4624.7568   -4625.0869       0.3301   425.6
5.5500       -4624.7586   -4625.1212       0.3626   467.5
5.6000       -4624.7566   -4625.0362       0.2796   360.5
5.6500       -4624.7579   -4625.1012       0.3433   442.6
5.7000       -4624.7579   -4625.0950       0.3371   434.6
5.7500       -4624.7570   -4625.0430       0.2860   368.8
5.8000       -4624.7577   -4625.0786       0.3208   413.7
5.8500       -4624.7570   -4625.0628       0.3058   394.3
5.9000       -4624.7582   -4625.0808       0.3226   415.9
5.9500       -4624.7564   -4625.0529       0.2966   382.4
6.0000       -4624.7591   -4625.1558       0.3967   511.5
6.0500       -4624.7564   -4625.0442       0.2878   371.1
6.1000       -4624.7579   -4625.0773       0.3194   411.8
6.1500       -4624.7568   -4625.0675       0.3107   400.6
6.2000       -4624.7585   -4625.1176       0.3590   462.9
6.2500       -4624.7564   -4625.0154       0.2590   334.0
6.3000       -4624.7572   -4625.0476       0.2904   374.4
6.3500       -4624.7582   -4625.1171       0.3589   462.7
6.4000       -4624.7573   -4625.0803       0.3230   416.5
6.4500       -4624.7577   -4625.0679       0.3101   399.9
6.5000       -4624.7571   -4625.0866       0.3295   424.9
6.5500       -4624.7588   -4625.1397       0.3809   491.1
6.6000       -4624.7559   -4625.0118       0.2559   330.0
6.6500       -4624.7587   -4625.1073       0.3486   449.4
6.7000       -4624.7568   -4625.0644       0.3076   396.7
6.7500       -4624.7578   -4625.0609       0.3031   390.8
6.8000       -4624.7567   -4625.0413       0.2845   366.9
6.8500       -4624.7589   -4625.1473       0.3884   500.8
6.9000       -4624.7571   -4625.0678       0.3107   400.6
6.9500       -4624.7571   -4625.0461       0.2890   372.6
7.0000       -4624.7585   -4625.1253       0.3668   472.9
7.0500       -4624.7572   -4625.0982       0.3410   439.7
7.1000       -4624.7575   -4625.0468       0.2893   373.0
7.1500       -4624.7565   -4625.0176       0.2611   336.7
7.2000       -4624.7588   -4625.1345       0.3757   484.4
7.2500       -4624.7562   -4625.0377       0.2815   362.9
7.3000       -4624.7586   -4625.0852       0.3266   421.1
7.3500       -4624.7570   -4625.0853       0.3283   423.3
7.4000       -4624.7583   -4625.1227       0.3645   469.9
7.4500       -4624.7570   -4625.0468       0.2898   373.6
7.5000       -4624.7584   -4625.1250       0.3666   472.6
7.5500       -4624.7574   -4625.0882       0.3308   426.5
7.6000       -4624.7568   -4625.0114       0.2546   328.3
7.6500       -4624.7580   -4625.0714       0.3134   404.0
7.7000       -4624.7571   -4625.0983       0.3412   439.9
7.7500       -4624.7582   -4625.0888       0.3306   426.3
7.8000       -4624.7563   -4625.0150       0.2587   333.5
7.8500       -4624.7587   -4625.1453       0.3866   498.5
7.9000       -4624.7566   -4625.0894       0.3328   429.1
7.9500       -4624.7583   -4625.0883       0.3300   425.5
8.0000       -4624.7565   -4625.0348       0.2783   358.8
8.0500       -4624.7581   -4625.1059       0.3479   448.5
8.1000       -4624.7571   -4625.0374       0.2802   361.3
8.1500       -4624.7576   -4625.0579       0.3003   387.2
8.2000       -4624.7576   -4625.1035       0.3458   445.9
8.2500       -4624.7573   -4625.0697       0.3125   402.9
8.3000       -4624.7582   -4625.0836       0.3254   419.6
8.3500       -4624.7568   -4625.1004       0.3435   442.9
8.4000       -4624.7585   -4625.1342       0.3757   484.4
8.4500       -4624.7563   -4625.0117       0.2554   329.3
8.5000       -4624.7582   -4625.0895       0.3314   427.2
8.5500       -4624.7565   -4625.0584       0.3019   389.3
8.6000       -4624.7585   -4625.0837       0.3251   419.2
8.6500       -4624.7563   -4625.0189       0.2625   338.5
