Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -6328.7576   -6329.4633       0.7057   420.0
0.0500       -6328.7560   -6329.4448       0.6888   409.9
0.1000       -6328.7574   -6329.4408       0.6834   406.7
0.1500       -6328.7565   -6329.6359       0.8794   523.4
0.2000       -6328.7558   -6329.4174       0.6617   393.8
0.2500       -6328.7549   -6329.2953       0.5405   321.6
0.3000       -6328.7566   -6329.4415       0.6849   407.6
0.3500       -6328.7579   -6329.6284       0.8705   518.0
0.4000       -6328.7573   -6329.5316       0.7744   460.8
0.4500       -6328.7568   -6329.2510       0.4942   294.1
0.5000       -6328.7546   -6329.4007       0.6461   384.5
0.5500       -6328.7542   -6329.5014       0.7473   444.7
0.6000       -6328.7560   -6329.5375       0.7815   465.1
0.6500       -6328.7565   -6329.4447       0.6882   409.6
0.7000       -6328.7568   -6329.4556       0.6988   415.9
0.7500       -6328.7566   -6329.5042       0.7477   444.9
0.8000       -6328.7567   -6329.5489       0.7922   471.4
0.8500       -6328.7561   -6329.5851       0.8290   493.3
0.9000       -6328.7548   -6329.3977       0.6429   382.6
0.9500       -6328.7554   -6329.2916       0.5361   319.0
1.0000       -6328.7561   -6329.4007       0.6445   383.6
1.0500       -6328.7574   -6329.5757       0.8183   487.0
1.1000       -6328.7568   -6329.5940       0.8372   498.2
1.1500       -6328.7559   -6329.3870       0.6312   375.6
1.2000       -6328.7565   -6329.3313       0.5748   342.1
1.2500       -6328.7575   -6329.5308       0.7733   460.2
1.3000       -6328.7545   -6329.3201       0.5656   336.6
1.3500       -6328.7573   -6329.5561       0.7988   475.4
1.4000       -6328.7570   -6329.5746       0.8176   486.5
1.4500       -6328.7552   -6329.3480       0.5928   352.8
1.5000       -6328.7559   -6329.4397       0.6838   406.9
1.5500       -6328.7566   -6329.3709       0.6142   365.5
1.6000       -6328.7542   -6329.4406       0.6864   408.5
1.6500       -6328.7550   -6329.4377       0.6828   406.3
1.7000       -6328.7566   -6329.3805       0.6239   371.3
1.7500       -6328.7569   -6329.4372       0.6803   404.9
1.8000       -6328.7578   -6329.5216       0.7638   454.5
1.8500       -6328.7570   -6329.5830       0.8260   491.6
1.9000       -6328.7555   -6329.3828       0.6274   373.4
1.9500       -6328.7554   -6329.4533       0.6979   415.3
2.0000       -6328.7549   -6329.3407       0.5858   348.6
2.0500       -6328.7570   -6329.3637       0.6067   361.1
2.1000       -6328.7563   -6329.4237       0.6674   397.2
2.1500       -6328.7566   -6329.4660       0.7093   422.1
2.2000       -6328.7581   -6329.4567       0.6986   415.7
2.2500       -6328.7554   -6329.3361       0.5807   345.6
2.3000       -6328.7559   -6329.3858       0.6299   374.8
2.3500       -6328.7552   -6329.4103       0.6550   389.8
2.4000       -6328.7568   -6329.5541       0.7973   474.5
2.4500       -6328.7552   -6329.3522       0.5970   355.3
2.5000       -6328.7573   -6329.4653       0.7080   421.3
2.5500       -6328.7567   -6329.4760       0.7193   428.1
2.6000       -6328.7547   -6329.3880       0.6333   376.9
2.6500       -6328.7559   -6329.4307       0.6748   401.6
2.7000       -6328.7558   -6329.4414       0.6857   408.0
2.7500       -6328.7570   -6329.4732       0.7162   426.2
2.8000       -6328.7559   -6329.5181       0.7622   453.6
2.8500       -6328.7560   -6329.5268       0.7708   458.7
2.9000       -6328.7569   -6329.3376       0.5807   345.6
2.9500       -6328.7552   -6329.3118       0.5566   331.3
3.0000       -6328.7570   -6329.5556       0.7987   475.3
3.0500       -6328.7573   -6329.5187       0.7614   453.1
3.1000       -6328.7561   -6329.4098       0.6537   389.0
3.1500       -6328.7551   -6329.3533       0.5982   356.0
3.2000       -6328.7562   -6329.3982       0.6420   382.0
3.2500       -6328.7558   -6329.4445       0.6887   409.9
3.3000       -6328.7547   -6329.3202       0.5655   336.5
3.3500       -6328.7569   -6329.5696       0.8126   483.6
3.4000       -6328.7567   -6329.4081       0.6513   387.6
3.4500       -6328.7561   -6329.3947       0.6386   380.0
3.5000       -6328.7582   -6329.5819       0.8237   490.2
3.5500       -6328.7546   -6329.4113       0.6567   390.8
3.6000       -6328.7556   -6329.4338       0.6782   403.6
3.6500       -6328.7559   -6329.3970       0.6411   381.5
3.7000       -6328.7564   -6329.3758       0.6194   368.6
3.7500       -6328.7571   -6329.4975       0.7404   440.6
3.8000       -6328.7577   -6329.6490       0.8913   530.4
3.8500       -6328.7554   -6329.3528       0.5974   355.5
3.9000       -6328.7566   -6329.4046       0.6480   385.6
3.9500       -6328.7572   -6329.5422       0.7850   467.2
4.0000       -6328.7544   -6329.3050       0.5507   327.7
4.0500       -6328.7565   -6329.5317       0.7752   461.3
4.1000       -6328.7574   -6329.4683       0.7109   423.0
4.1500       -6328.7556   -6329.3711       0.6155   366.3
4.2000       -6328.7568   -6329.5067       0.7498   446.2
4.2500       -6328.7567   -6329.3694       0.6128   364.7
4.3000       -6328.7559   -6329.4481       0.6922   411.9
4.3500       -6328.7556   -6329.4852       0.7296   434.2
4.4000       -6328.7575   -6329.5097       0.7522   447.6
4.4500       -6328.7580   -6329.6289       0.8709   518.3
4.5000       -6328.7556   -6329.2558       0.5002   297.7
4.5500       -6328.7572   -6329.4166       0.6594   392.4
4.6000       -6328.7573   -6329.5307       0.7733   460.2
4.6500       -6328.7548   -6329.3848       0.6300   374.9
4.7000       -6328.7562   -6329.4147       0.6584   391.8
4.7500       -6328.7579   -6329.5256       0.7677   456.9
4.8000       -6328.7551   -6329.5057       0.7506   446.7
4.8500       -6328.7550   -6329.3931       0.6380   379.7
4.9000       -6328.7579   -6329.3996       0.6417   381.9
4.9500       -6328.7563   -6329.4009       0.6446   383.6
5.0000       -6328.7556   -6329.4533       0.6976   415.2
5.0500       -6328.7560   -6329.5034       0.7474   444.8
5.1000       -6328.7580   -6329.4738       0.7159   426.0
5.1500       -6328.7572   -6329.4826       0.7254   431.7
5.2000       -6328.7550   -6329.3627       0.6077   361.7
5.2500       -6328.7562   -6329.3711       0.6150   366.0
5.3000       -6328.7553   -6329.3924       0.6371   379.2
5.3500       -6328.7563   -6329.4384       0.6821   405.9
5.4000       -6328.7570   -6329.5646       0.8076   480.6
5.4500       -6328.7563   -6329.4261       0.6698   398.6
5.5000       -6328.7563   -6329.4335       0.6772   403.0
5.5500       -6328.7544   -6329.2754       0.5210   310.0
5.6000       -6328.7549   -6329.4364       0.6815   405.6
5.6500       -6328.7554   -6329.4793       0.7240   430.8
5.7000       -6328.7574   -6329.3861       0.6286   374.1
5.7500       -6328.7584   -6329.5875       0.8291   493.4
5.8000       -6328.7554   -6329.4047       0.6492   386.4
5.8500       -6328.7567   -6329.4729       0.7162   426.2
5.9000       -6328.7550   -6329.3610       0.6060   360.6
5.9500       -6328.7559   -6329.2912       0.5353   318.6
6.0000       -6328.7561   -6329.5593       0.8032   478.0
6.0500       -6328.7575   -6329.4710       0.7135   424.6
6.1000       -6328.7580   -6329.7015       0.9435   561.5
6.1500       -6328.7551   -6329.3372       0.5820   346.4
6.2000       -6328.7567   -6329.4253       0.6686   397.9
6.2500       -6328.7552   -6329.3905       0.6353   378.0
6.3000       -6328.7572   -6329.5038       0.7466   444.3
6.3500       -6328.7578   -6329.5645       0.8067   480.1
6.4000       -6328.7555   -6329.3804       0.6249   371.9
6.4500       -6328.7555   -6329.3366       0.5811   345.8
6.5000       -6328.7550   -6329.4415       0.6865   408.6
6.5500       -6328.7561   -6329.3894       0.6333   376.9
6.6000       -6328.7563   -6329.5533       0.7970   474.3
6.6500       -6328.7569   -6329.4227       0.6658   396.2
6.7000       -6328.7555   -6329.4362       0.6808   405.1
6.7500       -6328.7552   -6329.4957       0.7404   440.6
6.8000       -6328.7557   -6329.3449       0.5892   350.6
6.8500       -6328.7564   -6329.4765       0.7201   428.5
6.9000       -6328.7578   -6329.5634       0.8056   479.4
6.9500       -6328.7563   -6329.4441       0.6878   409.3
