Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.6752    -159.2174       0.5422   381.4
0.0500        -158.7385    -159.3094       0.5709   401.5
0.1000        -159.0062    -159.5544       0.5482   385.6
0.1500        -158.4988    -159.0151       0.5163   363.1
0.2000        -158.8207    -159.3296       0.5089   357.9
0.2500        -158.6068    -159.2529       0.6461   454.4
0.3000        -158.4183    -158.9758       0.5574   392.0
0.3500        -159.0462    -159.7068       0.6606   464.6
0.4000        -158.8278    -159.4179       0.5902   415.1
0.4500        -159.4658    -160.1162       0.6504   457.4
0.5000        -159.2161    -159.7826       0.5665   398.4
0.5500        -158.6173    -159.2373       0.6200   436.0
0.6000        -158.6987    -159.3266       0.6279   441.6
0.6500        -158.2252    -158.8443       0.6191   435.4
0.7000        -158.1483    -158.9034       0.7552   531.1
0.7500        -158.8456    -159.6994       0.8538   600.5
0.8000        -158.2010    -158.8179       0.6169   433.9
0.8500        -158.1786    -158.7825       0.6039   424.8
0.9000        -157.8584    -158.6584       0.8000   562.6
0.9500        -158.0806    -158.8401       0.7595   534.2
1.0000        -158.0384    -158.7959       0.7575   532.7
1.0500        -157.8974    -158.6698       0.7723   543.2
1.1000        -158.0205    -158.7721       0.7516   528.6
1.1500        -157.8956    -158.7755       0.8799   618.9
1.2000        -158.6804    -159.5552       0.8747   615.2
1.2500        -158.5719    -159.3087       0.7369   518.2
1.3000        -158.5195    -159.6015       1.0820   761.0
1.3500        -157.9702    -158.8894       0.9192   646.5
1.4000        -158.0770    -158.8224       0.7453   524.2
1.4500        -158.0081    -158.8186       0.8105   570.0
1.5000        -158.7872    -159.5975       0.8104   569.9
1.5500        -157.7000    -158.6841       0.9841   692.1
1.6000        -157.8007    -158.9497       1.1490   808.1
1.6500        -157.6199    -158.6949       1.0749   756.0
1.7000        -157.9117    -158.9976       1.0859   763.7
1.7500        -157.8711    -158.8134       0.9423   662.7
1.8000        -157.6983    -158.7075       1.0092   709.8
1.8500        -157.8260    -158.7705       0.9445   664.3
1.9000        -157.6539    -158.6946       1.0407   731.9
1.9500        -157.9526    -159.1127       1.1601   815.9
2.0000        -157.7460    -158.7254       0.9793   688.8
2.0500        -157.7074    -158.6683       0.9609   675.8
2.1000        -157.5038    -158.5670       1.0632   747.7
