Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -4313.5404   -4314.2941       0.7537   416.5
0.0500       -4313.5386   -4314.0444       0.5058   279.5
0.1000       -4313.5391   -4314.0994       0.5603   309.6
0.1500       -4313.5389   -4314.0661       0.5271   291.3
0.2000       -4313.5383   -4314.0498       0.5115   282.7
0.2500       -4313.5389   -4314.1431       0.6043   333.9
0.3000       -4313.5385   -4314.0286       0.4901   270.8
0.3500       -4313.5392   -4314.0830       0.5438   300.5
0.4000       -4313.5390   -4314.0207       0.4817   266.2
0.4500       -4313.5393   -4314.1640       0.6247   345.2
0.5000       -4313.5394   -4314.0700       0.5305   293.2
0.5500       -4313.5384   -4314.0084       0.4700   259.7
0.6000       -4313.5383   -4314.1199       0.5815   321.4
0.6500       -4313.5391   -4314.1263       0.5872   324.5
0.7000       -4313.5395   -4314.2606       0.7211   398.5
0.7500       -4313.5384   -4314.0626       0.5242   289.7
0.8000       -4313.5400   -4314.1598       0.6199   342.5
0.8500       -4313.5397   -4314.0907       0.5510   304.5
0.9000       -4313.5378   -4313.9541       0.4163   230.0
0.9500       -4313.5390   -4314.0916       0.5526   305.3
1.0000       -4313.5388   -4314.0465       0.5077   280.6
1.0500       -4313.5381   -4314.0079       0.4698   259.6
1.1000       -4313.5389   -4314.0556       0.5167   285.5
1.1500       -4313.5394   -4314.1735       0.6341   350.4
1.2000       -4313.5395   -4314.2005       0.6610   365.3
1.2500       -4313.5391   -4314.0690       0.5298   292.8
1.3000       -4313.5388   -4314.0251       0.4863   268.7
1.3500       -4313.5388   -4314.1110       0.5722   316.2
1.4000       -4313.5383   -4314.0147       0.4764   263.2
1.4500       -4313.5390   -4314.1205       0.5815   321.3
1.5000       -4313.5392   -4314.0620       0.5228   288.9
1.5500       -4313.5390   -4314.1953       0.6562   362.6
1.6000       -4313.5390   -4314.1641       0.6250   345.4
1.6500       -4313.5398   -4314.1653       0.6255   345.6
1.7000       -4313.5385   -4314.0268       0.4882   269.8
1.7500       -4313.5388   -4314.0334       0.4945   273.3
1.8000       -4313.5394   -4314.1146       0.5752   317.8
1.8500       -4313.5387   -4314.0226       0.4839   267.4
1.9000       -4313.5386   -4314.0281       0.4895   270.5
1.9500       -4313.5389   -4314.0653       0.5264   290.9
2.0000       -4313.5391   -4314.0861       0.5470   302.3
2.0500       -4313.5386   -4314.0849       0.5463   301.9
2.1000       -4313.5380   -4314.0053       0.4672   258.2
2.1500       -4313.5385   -4314.1252       0.5868   324.2
2.2000       -4313.5383   -4314.0201       0.4818   266.2
2.2500       -4313.5388   -4314.0370       0.4981   275.3
2.3000       -4313.5393   -4314.0630       0.5237   289.4
2.3500       -4313.5397   -4314.1554       0.6157   340.3
2.4000       -4313.5390   -4314.0987       0.5596   309.3
2.4500       -4313.5385   -4314.0579       0.5194   287.0
2.5000       -4313.5386   -4314.0849       0.5463   301.9
2.5500       -4313.5384   -4314.0959       0.5575   308.1
2.6000       -4313.5397   -4314.1086       0.5689   314.4
2.6500       -4313.5395   -4314.1155       0.5760   318.3
2.7000       -4313.5389   -4314.1034       0.5645   311.9
2.7500       -4313.5394   -4314.1177       0.5783   319.6
2.8000       -4313.5385   -4314.0058       0.4673   258.2
2.8500       -4313.5380   -4314.0510       0.5129   283.4
2.9000       -4313.5381   -4314.0518       0.5137   283.9
2.9500       -4313.5393   -4314.1026       0.5633   311.3
3.0000       -4313.5391   -4314.0683       0.5291   292.4
3.0500       -4313.5393   -4314.0873       0.5480   302.8
3.1000       -4313.5394   -4314.1474       0.6080   336.0
3.1500       -4313.5387   -4314.0840       0.5453   301.4
3.2000       -4313.5386   -4314.0614       0.5227   288.9
3.2500       -4313.5382   -4314.0140       0.4758   263.0
