Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.8481    -159.0670       0.2189   423.4
0.0500        -158.7334    -159.1191       0.3857   746.1
0.1000        -158.8161    -159.1573       0.3412   659.9
0.1500        -158.7307    -159.0489       0.3182   615.5
0.2000        -158.7995    -159.0345       0.2350   454.5
0.2500        -158.9911    -159.3011       0.3100   599.5
0.3000        -158.7290    -159.1102       0.3813   737.4
0.3500        -158.7400    -159.1460       0.4060   785.3
0.4000        -158.6767    -159.1503       0.4736   916.0
0.4500        -158.6897    -159.0603       0.3706   716.8
