Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.3681    -159.0032       0.6350   377.9
0.0500        -158.2485    -158.9453       0.6968   414.7
0.1000        -158.1395    -159.0206       0.8811   524.3
0.1500        -158.2657    -158.9897       0.7240   430.9
0.2000        -158.4202    -159.0480       0.6278   373.6
0.2500        -158.3474    -158.9554       0.6080   361.8
0.3000        -158.3417    -159.0427       0.7010   417.1
0.3500        -158.1076    -158.9124       0.8048   478.9
0.4000        -158.2559    -158.9967       0.7408   440.9
0.4500        -158.2761    -159.0285       0.7524   447.8
0.5000        -158.0249    -158.9757       0.9508   565.8
0.5500        -158.2855    -158.9569       0.6713   399.5
0.6000        -158.1681    -158.9622       0.7942   472.6
0.6500        -158.2884    -158.9972       0.7088   421.8
0.7000        -158.2669    -158.9390       0.6721   400.0
0.7500        -158.2339    -158.9785       0.7446   443.1
0.8000        -158.1803    -158.9440       0.7638   454.5
0.8500        -158.2578    -159.0374       0.7796   463.9
0.9000        -158.2955    -158.9861       0.6906   411.0
0.9500        -158.2569    -158.9796       0.7227   430.1
1.0000        -158.1673    -158.9867       0.8194   487.6
1.0500        -158.2145    -158.9283       0.7138   424.8
1.1000        -158.2517    -159.0256       0.7739   460.6
1.1500        -158.4177    -158.9901       0.5724   340.6
1.2000        -158.2249    -159.0268       0.8019   477.2
1.2500        -158.1492    -158.9393       0.7901   470.2
1.3000        -158.2994    -158.9610       0.6616   393.7
1.3500        -158.2608    -158.9280       0.6672   397.1
1.4000        -158.2563    -159.0000       0.7437   442.6
1.4500        -158.0724    -159.0103       0.9380   558.2
1.5000        -158.0509    -159.0093       0.9584   570.4
1.5500        -158.2434    -159.0133       0.7699   458.2
1.6000        -158.1106    -159.0020       0.8914   530.5
1.6500        -158.2324    -159.0154       0.7830   466.0
1.7000        -158.1904    -158.9721       0.7817   465.2
1.7500        -158.2044    -159.0070       0.8026   477.6
1.8000        -158.1778    -158.8625       0.6848   407.5
1.8500        -158.2384    -159.0252       0.7868   468.2
1.9000        -158.1985    -158.9074       0.7088   421.8
1.9500        -158.1140    -158.9960       0.8820   524.9
2.0000        -158.0868    -159.0025       0.9157   544.9
2.0500        -158.2445    -159.0113       0.7668   456.3
2.1000        -158.1135    -159.0178       0.9043   538.1
2.1500        -158.3164    -158.9478       0.6314   375.8
2.2000        -158.0102    -159.0025       0.9923   590.5
2.2500        -158.0981    -158.9591       0.8610   512.4
2.3000        -158.2321    -158.9918       0.7597   452.1
2.3500        -157.9082    -158.9271       1.0189   606.4
2.4000        -158.2160    -159.0327       0.8167   486.0
2.4500        -158.0131    -159.0301       1.0170   605.2
2.5000        -158.0429    -159.0031       0.9602   571.4
2.5500        -158.1708    -159.0099       0.8392   499.4
2.6000        -158.0904    -159.0157       0.9253   550.7
2.6500        -158.1631    -158.9973       0.8342   496.4
2.7000        -158.0148    -158.9640       0.9492   564.9
2.7500        -158.1988    -158.9716       0.7728   459.9
2.8000        -157.9857    -158.9431       0.9574   569.8
2.8500        -158.0123    -159.0261       1.0138   603.3
2.9000        -158.0190    -158.9045       0.8855   527.0
2.9500        -158.2018    -159.0689       0.8670   516.0
3.0000        -158.1039    -158.9129       0.8090   481.4
3.0500        -158.0418    -159.0013       0.9595   571.0
3.1000        -157.7032    -159.0338       1.3306   791.9
3.1500        -157.9877    -159.0088       1.0211   607.7
3.2000        -158.0049    -159.0028       0.9979   593.8
3.2500        -157.9383    -158.9355       0.9972   593.5
3.3000        -158.1810    -158.9739       0.7929   471.9
3.3500        -157.9759    -158.9082       0.9323   554.8
3.4000        -158.1496    -159.0306       0.8810   524.3
3.4500        -157.9618    -158.9703       1.0086   600.2
3.5000        -158.0200    -159.0675       1.0476   623.4
3.5500        -157.8892    -158.9843       1.0951   651.7
3.6000        -157.9217    -159.0025       1.0808   643.2
3.6500        -158.0256    -159.0240       0.9984   594.2
3.7000        -157.7824    -159.0200       1.2376   736.5
3.7500        -158.0467    -159.0139       0.9672   575.6
3.8000        -158.0194    -158.9236       0.9042   538.1
3.8500        -158.0219    -159.0058       0.9839   585.5
3.9000        -157.8637    -158.9124       1.0487   624.1
3.9500        -157.7499    -159.0172       1.2673   754.2
4.0000        -157.8003    -159.0433       1.2430   739.7
4.0500        -157.9638    -159.0164       1.0526   626.4
4.1000        -157.8722    -158.9973       1.1250   669.5
4.1500        -157.7776    -158.9550       1.1774   700.6
4.2000        -157.7535    -159.0326       1.2791   761.2
4.2500        -157.9443    -158.9338       0.9895   588.9
4.3000        -157.8001    -159.0210       1.2209   726.6
4.3500        -157.6921    -158.9793       1.2872   766.0
4.4000        -157.6994    -159.0340       1.3346   794.2
4.4500        -157.7809    -159.0555       1.2746   758.5
4.5000        -157.6779    -159.0205       1.3426   799.0
4.5500        -157.8484    -159.0310       1.1826   703.8
4.6000        -157.6244    -158.9206       1.2962   771.4
4.6500        -157.7016    -159.0338       1.3323   792.8
4.7000        -157.8345    -158.9873       1.1528   686.0
4.7500        -157.7360    -159.0389       1.3029   775.3
4.8000        -157.6860    -158.9579       1.2719   756.9
4.8500        -157.8557    -159.0485       1.1928   709.9
4.9000        -157.5432    -159.0072       1.4640   871.2
4.9500        -157.3566    -158.9956       1.6390   975.4
5.0000        -157.4998    -159.0138       1.5140   901.0
5.0500        -157.4664    -158.9652       1.4988   892.0
5.1000        -157.7360    -159.0138       1.2778   760.4
5.1500        -157.5044    -158.9805       1.4761   878.5
