Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -6453.4818   -6454.5883       1.1064   428.0
0.0500       -6453.4801   -6454.1463       0.6662   257.7
0.1000       -6453.4784   -6454.2060       0.7277   281.5
0.1500       -6453.4789   -6454.2110       0.7321   283.2
0.2000       -6453.4807   -6454.2460       0.7653   296.0
0.2500       -6453.4789   -6454.1364       0.6576   254.4
0.3000       -6453.4770   -6454.0949       0.6179   239.0
0.3500       -6453.4794   -6454.2233       0.7439   287.8
0.4000       -6453.4811   -6454.2971       0.8160   315.6
0.4500       -6453.4798   -6454.2669       0.7871   304.5
0.5000       -6453.4781   -6454.0280       0.5499   212.7
0.5500       -6453.4794   -6454.2603       0.7809   302.1
0.6000       -6453.4799   -6454.0729       0.5930   229.4
0.6500       -6453.4784   -6454.1635       0.6852   265.0
0.7000       -6453.4770   -6454.0465       0.5695   220.3
0.7500       -6453.4787   -6454.1366       0.6579   254.5
0.8000       -6453.4796   -6454.1579       0.6783   262.4
0.8500       -6453.4793   -6454.2601       0.7808   302.0
0.9000       -6453.4786   -6454.0545       0.5759   222.8
0.9500       -6453.4791   -6454.2051       0.7260   280.8
1.0000       -6453.4794   -6454.1318       0.6524   252.4
1.0500       -6453.4792   -6454.1467       0.6675   258.2
1.1000       -6453.4789   -6454.2352       0.7562   292.5
1.1500       -6453.4792   -6454.1340       0.6548   253.3
1.2000       -6453.4794   -6454.2042       0.7248   280.4
1.2500       -6453.4794   -6454.2551       0.7757   300.0
1.3000       -6453.4790   -6454.1376       0.6586   254.8
1.3500       -6453.4789   -6454.1718       0.6928   268.0
1.4000       -6453.4792   -6454.2915       0.8123   314.2
1.4500       -6453.4786   -6454.0288       0.5502   212.8
1.5000       -6453.4792   -6454.3568       0.8776   339.5
1.5500       -6453.4791   -6454.1468       0.6676   258.3
1.6000       -6453.4802   -6454.2885       0.8083   312.7
1.6500       -6453.4798   -6454.2299       0.7500   290.1
1.7000       -6453.4797   -6454.2951       0.8154   315.4
1.7500       -6453.4787   -6454.0897       0.6110   236.3
1.8000       -6453.4795   -6454.3070       0.8275   320.1
