Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -18831.3836  -18832.0732       0.6896   444.6
0.0500      -18831.3824  -18831.8958       0.5135   331.0
0.1000      -18831.3828  -18832.0566       0.6738   434.4
0.1500      -18831.3830  -18831.9152       0.5322   343.1
0.2000      -18831.3823  -18831.8930       0.5107   329.3
0.2500      -18831.3820  -18831.7776       0.3956   255.0
0.3000      -18831.3830  -18831.9932       0.6102   393.4
0.3500      -18831.3830  -18832.0040       0.6210   400.3
0.4000      -18831.3823  -18831.9883       0.6060   390.7
0.4500      -18831.3826  -18831.9918       0.6092   392.7
0.5000      -18831.3827  -18831.9515       0.5688   366.7
0.5500      -18831.3819  -18831.7317       0.3498   225.5
0.6000      -18831.3821  -18831.9145       0.5325   343.3
0.6500      -18831.3836  -18831.9517       0.5681   366.3
0.7000      -18831.3823  -18831.9375       0.5552   357.9
0.7500      -18831.3830  -18831.9578       0.5747   370.5
0.8000      -18831.3830  -18832.0425       0.6595   425.2
0.8500      -18831.3825  -18831.8970       0.5145   331.7
0.9000      -18831.3823  -18831.8617       0.4794   309.1
0.9500      -18831.3824  -18831.9023       0.5199   335.2
1.0000      -18831.3830  -18831.9132       0.5302   341.8
1.0500      -18831.3822  -18831.9129       0.5307   342.2
1.1000      -18831.3826  -18831.9068       0.5241   337.9
1.1500      -18831.3832  -18832.0196       0.6364   410.3
1.2000      -18831.3817  -18831.8472       0.4655   300.1
1.2500      -18831.3832  -18832.0426       0.6594   425.1
1.3000      -18831.3825  -18831.9343       0.5518   355.8
1.3500      -18831.3824  -18831.9675       0.5851   377.2
1.4000      -18831.3830  -18831.8780       0.4950   319.1
1.4500      -18831.3821  -18831.8982       0.5160   332.7
1.5000      -18831.3826  -18831.9031       0.5205   335.6
1.5500      -18831.3828  -18831.9048       0.5220   336.5
1.6000      -18831.3819  -18831.9186       0.5367   346.0
1.6500      -18831.3830  -18832.0399       0.6568   423.5
1.7000      -18831.3820  -18831.8586       0.4766   307.3
1.7500      -18831.3826  -18831.8905       0.5078   327.4
1.8000      -18831.3820  -18831.8494       0.4674   301.3
1.8500      -18831.3826  -18831.8840       0.5015   323.3
1.9000      -18831.3828  -18831.8572       0.4744   305.8
1.9500      -18831.3822  -18832.0378       0.6557   422.7
2.0000      -18831.3831  -18831.9612       0.5781   372.7
2.0500      -18831.3823  -18831.9404       0.5581   359.8
2.1000      -18831.3822  -18831.9122       0.5299   341.6
2.1500      -18831.3832  -18831.9789       0.5957   384.0
2.2000      -18831.3823  -18831.8692       0.4869   313.9
2.2500      -18831.3826  -18831.8829       0.5003   322.6
2.3000      -18831.3827  -18831.9932       0.6105   393.6
2.3500      -18831.3824  -18831.8658       0.4834   311.7
2.4000      -18831.3823  -18831.8867       0.5044   325.2
2.4500      -18831.3820  -18831.9057       0.5237   337.6
2.5000      -18831.3832  -18831.9398       0.5566   358.8
2.5500      -18831.3816  -18831.8628       0.4813   310.3
2.6000      -18831.3835  -18831.9128       0.5293   341.3
2.6500      -18831.3825  -18831.9676       0.5851   377.2
