Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -22534.0712  -22534.7608       0.6896   444.6
0.0500      -22534.0707  -22534.7045       0.6337   408.6
0.1000      -22534.0708  -22534.7496       0.6788   437.6
0.1500      -22534.0706  -22534.6930       0.6224   401.3
0.2000      -22534.0711  -22534.7268       0.6556   422.7
0.2500      -22534.0712  -22534.8372       0.7660   493.8
0.3000      -22534.0718  -22534.8926       0.8209   529.2
0.3500      -22534.0711  -22534.6981       0.6270   404.2
0.4000      -22534.0715  -22534.7866       0.7151   461.0
0.4500      -22534.0716  -22534.9024       0.8308   535.6
0.5000      -22534.0710  -22534.7493       0.6783   437.3
0.5500      -22534.0712  -22534.8296       0.7584   488.9
0.6000      -22534.0709  -22534.8121       0.7412   477.8
0.6500      -22534.0712  -22534.8051       0.7338   473.1
0.7000      -22534.0713  -22534.7982       0.7268   468.6
0.7500      -22534.0721  -22534.9485       0.8764   565.0
0.8000      -22534.0713  -22534.9636       0.8923   575.3
0.8500      -22534.0712  -22534.8692       0.7980   514.4
0.9000      -22534.0709  -22534.7343       0.6633   427.7
0.9500      -22534.0713  -22534.9633       0.8920   575.1
1.0000      -22534.0716  -22534.8650       0.7934   511.5
1.0500      -22534.0709  -22534.7643       0.6934   447.1
1.1000      -22534.0713  -22534.7750       0.7037   453.7
1.1500      -22534.0708  -22534.7770       0.7062   455.3
1.2000      -22534.0713  -22534.9128       0.8415   542.5
1.2500      -22534.0708  -22534.6683       0.5975   385.2
1.3000      -22534.0713  -22535.0109       0.9396   605.8
1.3500      -22534.0710  -22534.7672       0.6962   448.8
1.4000      -22534.0710  -22534.7365       0.6655   429.1
1.4500      -22534.0715  -22534.7931       0.7216   465.2
1.5000      -22534.0715  -22534.8857       0.8142   524.9
1.5500      -22534.0709  -22534.7937       0.7228   466.0
1.6000      -22534.0712  -22534.7820       0.7107   458.2
1.6500      -22534.0717  -22535.0207       0.9490   611.8
1.7000      -22534.0709  -22534.7819       0.7110   458.4
1.7500      -22534.0710  -22534.7803       0.7093   457.3
1.8000      -22534.0712  -22534.7948       0.7236   466.5
1.8500      -22534.0715  -22534.9520       0.8805   567.6
1.9000      -22534.0713  -22534.8645       0.7931   511.3
1.9500      -22534.0716  -22534.9164       0.8448   544.6
2.0000      -22534.0718  -22535.1014       1.0296   663.8
2.0500      -22534.0713  -22534.9031       0.8318   536.3
2.1000      -22534.0710  -22534.8557       0.7846   505.8
2.1500      -22534.0713  -22534.9167       0.8454   545.0
2.2000      -22534.0715  -22534.9643       0.8928   575.6
2.2500      -22534.0710  -22534.7538       0.6828   440.2
2.3000      -22534.0716  -22534.9123       0.8406   542.0
2.3500      -22534.0716  -22535.0278       0.9562   616.4
2.4000      -22534.0710  -22534.7176       0.6466   416.8
2.4500      -22534.0713  -22534.8323       0.7609   490.6
2.5000      -22534.0707  -22534.5868       0.5161   332.7
2.5500      -22534.0710  -22534.6565       0.5855   377.5
2.6000      -22534.0711  -22534.7034       0.6323   407.7
2.6500      -22534.0712  -22534.7434       0.6721   433.3
2.7000      -22534.0711  -22534.7910       0.7199   464.1
2.7500      -22534.0713  -22534.7358       0.6645   428.4
2.8000      -22534.0714  -22534.7791       0.7077   456.3
2.8500      -22534.0708  -22534.5882       0.5174   333.6
