Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.3398    -159.1817       0.8419   383.1
0.0500        -158.2318    -159.1731       0.9413   428.4
0.1000        -158.1955    -159.1687       0.9731   442.9
0.1500        -158.2183    -159.1869       0.9686   440.8
0.2000        -158.1044    -159.1870       1.0826   492.7
0.2500        -158.2460    -159.1680       0.9220   419.6
0.3000        -158.1827    -159.1768       0.9941   452.4
0.3500        -158.3521    -159.1378       0.7857   357.5
0.4000        -158.1805    -159.1972       1.0167   462.7
0.4500        -157.9802    -159.1731       1.1929   542.9
0.5000        -158.3419    -159.1624       0.8205   373.4
0.5500        -157.9543    -159.1686       1.2143   552.6
0.6000        -158.2392    -159.1892       0.9500   432.3
0.6500        -158.2514    -159.1755       0.9240   420.5
0.7000        -158.0547    -159.1873       1.1326   515.4
0.7500        -158.2427    -159.1723       0.9297   423.1
0.8000        -158.1898    -159.1620       0.9722   442.4
0.8500        -158.2389    -159.1789       0.9400   427.8
0.9000        -158.3258    -159.1663       0.8405   382.5
0.9500        -158.1239    -159.1645       1.0407   473.6
1.0000        -158.2623    -159.1669       0.9046   411.7
1.0500        -158.2175    -159.1758       0.9583   436.1
1.1000        -158.2479    -159.1673       0.9194   418.4
1.1500        -158.1938    -159.1819       0.9881   449.7
1.2000        -158.3585    -159.1647       0.8062   366.9
1.2500        -158.1182    -159.1817       1.0634   483.9
1.3000        -158.1395    -159.1674       1.0279   467.8
1.3500        -158.1213    -159.1642       1.0428   474.6
1.4000        -157.8891    -159.1906       1.3016   592.3
1.4500        -158.0697    -159.1941       1.1245   511.7
1.5000        -158.3591    -159.1749       0.8158   371.3
1.5500        -158.2165    -159.1729       0.9564   435.2
1.6000        -158.4323    -159.1700       0.7377   335.7
1.6500        -157.9936    -159.1735       1.1799   536.9
1.7000        -157.8107    -159.1650       1.3542   616.3
1.7500        -158.0656    -159.1983       1.1327   515.5
1.8000        -158.1925    -159.1909       0.9984   454.3
1.8500        -158.2265    -159.1689       0.9424   428.9
1.9000        -158.2393    -159.1583       0.9190   418.2
1.9500        -158.1121    -159.1866       1.0745   489.0
2.0000        -158.0805    -159.1702       1.0897   495.9
2.0500        -157.9583    -159.1859       1.2276   558.7
2.1000        -157.9907    -159.1730       1.1824   538.1
2.1500        -158.0419    -159.1850       1.1431   520.2
2.2000        -158.0132    -159.1570       1.1438   520.5
2.2500        -158.1867    -159.1686       0.9819   446.8
2.3000        -158.0554    -159.1719       1.1165   508.1
2.3500        -158.0447    -159.1675       1.1228   511.0
2.4000        -158.0060    -159.1787       1.1727   533.7
2.4500        -158.0702    -159.1751       1.1049   502.8
2.5000        -157.7934    -159.1647       1.3713   624.1
2.5500        -157.8595    -159.1719       1.3124   597.3
2.6000        -157.9409    -159.1707       1.2298   559.7
2.6500        -157.9542    -159.1588       1.2046   548.2
2.7000        -158.2739    -159.1731       0.8992   409.2
2.7500        -158.0135    -159.1789       1.1655   530.4
2.8000        -158.0845    -159.1449       1.0603   482.5
2.8500        -157.8541    -159.1689       1.3148   598.3
2.9000        -157.8574    -159.1791       1.3217   601.5
2.9500        -158.1248    -159.1591       1.0343   470.7
3.0000        -158.2907    -159.1679       0.8773   399.2
3.0500        -157.9543    -159.1417       1.1875   540.4
3.1000        -158.0126    -159.1775       1.1649   530.1
3.1500        -157.6323    -159.1795       1.5472   704.1
3.2000        -157.8348    -159.1703       1.3356   607.8
