Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.2757    -158.9107       0.6350   377.9
0.0500        -157.8158    -158.9314       1.1156   663.9
0.1000        -157.9118    -158.9399       1.0281   611.8
0.1500        -157.9324    -158.9034       0.9711   577.9
0.2000        -158.0273    -158.9059       0.8787   522.9
0.2500        -157.8773    -158.9357       1.0584   629.8
0.3000        -157.7171    -158.9026       1.1854   705.5
0.3500        -157.5209    -158.9220       1.4011   833.8
0.4000        -157.4727    -158.9258       1.4531   864.8
0.4500        -157.8280    -158.9224       1.0944   651.3
