Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.1911    -158.5460       0.3549   392.2
0.0500        -158.1287    -158.5153       0.3866   427.2
0.1000        -158.1067    -158.5226       0.4158   459.5
0.1500        -158.2010    -158.5236       0.3226   356.6
0.2000        -158.2390    -158.5420       0.3030   334.9
0.2500        -158.2060    -158.5285       0.3225   356.4
0.3000        -158.0966    -158.5225       0.4259   470.7
0.3500        -158.2264    -158.5336       0.3072   339.5
0.4000        -158.1295    -158.5342       0.4046   447.2
0.4500        -158.1353    -158.5236       0.3883   429.2
0.5000        -158.2804    -158.5272       0.2468   272.8
0.5500        -158.2906    -158.5363       0.2457   271.6
0.6000        -158.1893    -158.5166       0.3273   361.7
0.6500        -158.2397    -158.5068       0.2671   295.2
0.7000        -158.2315    -158.5249       0.2933   324.2
0.7500        -158.1800    -158.5367       0.3568   394.3
0.8000        -158.2117    -158.4926       0.2809   310.5
0.8500        -158.1887    -158.5319       0.3432   379.3
0.9000        -158.2273    -158.5436       0.3163   349.6
0.9500        -158.1648    -158.5201       0.3553   392.7
1.0000        -158.1522    -158.5146       0.3624   400.5
1.0500        -158.1587    -158.5300       0.3713   410.4
1.1000        -158.1339    -158.5295       0.3956   437.2
1.1500        -158.1231    -158.5016       0.3785   418.3
1.2000        -158.1952    -158.5248       0.3297   364.3
1.2500        -158.1802    -158.5213       0.3411   377.0
1.3000        -158.2010    -158.5241       0.3231   357.1
1.3500        -158.0617    -158.5211       0.4594   507.7
1.4000        -158.1562    -158.5292       0.3729   412.1
1.4500        -158.1031    -158.5426       0.4395   485.7
1.5000        -158.0381    -158.5208       0.4827   533.5
1.5500        -158.0001    -158.5407       0.5406   597.5
1.6000        -158.2197    -158.5277       0.3080   340.4
1.6500        -158.0521    -158.5283       0.4762   526.3
1.7000        -158.0268    -158.5238       0.4969   549.2
1.7500        -158.0847    -158.5285       0.4438   490.5
1.8000        -158.0465    -158.5312       0.4847   535.7
1.8500        -157.8839    -158.5178       0.6339   700.6
1.9000        -158.0711    -158.5318       0.4607   509.2
1.9500        -157.9348    -158.5281       0.5933   655.7
2.0000        -158.0405    -158.5166       0.4761   526.2
2.0500        -157.9549    -158.5350       0.5801   641.1
2.1000        -158.0787    -158.5234       0.4447   491.5
2.1500        -157.9246    -158.5282       0.6036   667.1
2.2000        -157.9834    -158.5236       0.5402   597.1
2.2500        -157.9387    -158.5265       0.5878   649.7
2.3000        -157.8526    -158.5365       0.6839   755.9
2.3500        -157.8965    -158.5120       0.6155   680.3
2.4000        -157.8990    -158.5313       0.6323   698.9
2.4500        -157.9743    -158.5215       0.5472   604.7
2.5000        -157.8773    -158.5354       0.6580   727.2
2.5500        -157.8406    -158.5110       0.6703   740.9
2.6000        -157.9209    -158.5323       0.6114   675.7
2.6500        -157.7976    -158.5309       0.7332   810.3
2.7000        -157.8520    -158.5208       0.6688   739.2
2.7500        -157.8462    -158.5326       0.6864   758.6
2.8000        -157.8926    -158.5264       0.6338   700.5
2.8500        -157.8858    -158.5220       0.6362   703.1
2.9000        -157.7601    -158.5220       0.7620   842.1
2.9500        -157.9655    -158.5416       0.5761   636.7
3.0000        -157.7923    -158.5262       0.7338   811.0
3.0500        -157.7623    -158.5142       0.7519   831.0
3.1000        -157.8070    -158.5328       0.7258   802.2
3.1500        -157.9238    -158.5361       0.6123   676.7
3.2000        -157.8815    -158.5155       0.6339   700.6
3.2500        -157.7192    -158.5224       0.8032   887.7
3.3000        -158.0052    -158.5136       0.5084   561.9
3.3500        -157.8401    -158.5294       0.6894   761.9
3.4000        -157.7727    -158.5117       0.7390   816.7
3.4500        -157.8726    -158.5264       0.6538   722.6
3.5000        -157.9158    -158.5204       0.6046   668.2
3.5500        -157.8791    -158.5252       0.6461   714.0
3.6000        -157.8306    -158.5128       0.6822   754.0
3.6500        -157.9318    -158.5220       0.5903   652.4
3.7000        -157.9057    -158.5189       0.6132   677.7
3.7500        -157.7264    -158.5217       0.7953   878.9
3.8000        -157.9387    -158.5176       0.5789   639.8
3.8500        -157.8268    -158.5306       0.7038   777.8
3.9000        -157.9292    -158.5112       0.5820   643.2
3.9500        -157.7984    -158.5104       0.7120   786.9
4.0000        -157.8281    -158.5403       0.7121   787.0
4.0500        -157.8098    -158.5194       0.7096   784.3
4.1000        -157.7910    -158.5189       0.7279   804.4
4.1500        -157.8420    -158.5233       0.6813   753.0
4.2000        -157.8337    -158.5325       0.6988   772.3
4.2500        -157.8096    -158.5088       0.6993   772.8
4.3000        -157.7031    -158.5247       0.8216   908.0
4.3500        -157.7454    -158.5282       0.7828   865.2
4.4000        -157.7570    -158.5339       0.7769   858.6
