Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -17276.2169  -17276.4665       0.2496   386.2
0.0500      -17276.2167  -17276.4380       0.2213   342.3
0.1000      -17276.2167  -17276.4422       0.2255   348.9
0.1500      -17276.2168  -17276.4016       0.1848   286.0
0.2000      -17276.2168  -17276.4250       0.2082   322.2
0.2500      -17276.2168  -17276.4548       0.2380   368.3
0.3000      -17276.2168  -17276.4691       0.2523   390.4
0.3500      -17276.2168  -17276.4561       0.2393   370.3
0.4000      -17276.2168  -17276.5071       0.2904   449.3
0.4500      -17276.2169  -17276.3960       0.1791   277.1
0.5000      -17276.2167  -17276.4390       0.2223   344.0
0.5500      -17276.2167  -17276.3828       0.1662   257.1
0.6000      -17276.2168  -17276.4703       0.2535   392.2
0.6500      -17276.2170  -17276.4723       0.2553   395.0
0.7000      -17276.2167  -17276.4344       0.2177   336.9
0.7500      -17276.2167  -17276.4149       0.1982   306.7
0.8000      -17276.2168  -17276.4967       0.2799   433.1
0.8500      -17276.2169  -17276.4347       0.2178   337.0
0.9000      -17276.2166  -17276.3988       0.1821   281.8
0.9500      -17276.2167  -17276.4404       0.2237   346.1
1.0000      -17276.2169  -17276.4230       0.2061   318.9
1.0500      -17276.2168  -17276.4756       0.2588   400.4
1.1000      -17276.2167  -17276.4337       0.2170   335.7
1.1500      -17276.2168  -17276.4839       0.2670   413.2
1.2000      -17276.2169  -17276.4671       0.2503   387.3
1.2500      -17276.2168  -17276.4766       0.2597   401.9
1.3000      -17276.2168  -17276.3668       0.1500   232.1
1.3500      -17276.2167  -17276.4554       0.2387   369.3
1.4000      -17276.2168  -17276.3995       0.1827   282.7
1.4500      -17276.2169  -17276.5051       0.2882   445.9
1.5000      -17276.2169  -17276.4837       0.2668   412.8
1.5500      -17276.2166  -17276.4184       0.2018   312.3
1.6000      -17276.2168  -17276.4275       0.2107   326.0
1.6500      -17276.2169  -17276.4634       0.2465   381.4
1.7000      -17276.2169  -17276.4419       0.2249   348.0
1.7500      -17276.2166  -17276.3860       0.1695   262.2
1.8000      -17276.2169  -17276.4718       0.2548   394.3
1.8500      -17276.2169  -17276.4572       0.2403   371.8
1.9000      -17276.2168  -17276.4835       0.2667   412.6
1.9500      -17276.2166  -17276.3746       0.1580   244.4
2.0000      -17276.2170  -17276.4928       0.2759   426.8
2.0500      -17276.2168  -17276.4657       0.2488   385.0
2.1000      -17276.2168  -17276.4447       0.2279   352.6
2.1500      -17276.2167  -17276.3931       0.1764   272.9
2.2000      -17276.2168  -17276.4584       0.2416   373.8
2.2500      -17276.2168  -17276.4390       0.2222   343.8
2.3000      -17276.2168  -17276.4896       0.2728   422.1
2.3500      -17276.2168  -17276.4657       0.2489   385.1
2.4000      -17276.2167  -17276.4109       0.1943   300.6
2.4500      -17276.2168  -17276.4505       0.2337   361.6
2.5000      -17276.2168  -17276.4157       0.1989   307.7
2.5500      -17276.2169  -17276.4671       0.2502   387.2
2.6000      -17276.2166  -17276.4088       0.1923   297.5
2.6500      -17276.2169  -17276.4790       0.2621   405.5
2.7000      -17276.2168  -17276.4480       0.2312   357.7
2.7500      -17276.2168  -17276.4655       0.2487   384.8
2.8000      -17276.2166  -17276.3534       0.1368   211.7
2.8500      -17276.2169  -17276.4740       0.2571   397.8
2.9000      -17276.2167  -17276.4377       0.2209   341.9
2.9500      -17276.2168  -17276.4622       0.2454   379.6
3.0000      -17276.2166  -17276.4247       0.2081   322.0
3.0500      -17276.2168  -17276.4428       0.2260   349.7
3.1000      -17276.2168  -17276.4789       0.2621   405.6
3.1500      -17276.2168  -17276.4413       0.2245   347.3
3.2000      -17276.2167  -17276.4333       0.2166   335.1
3.2500      -17276.2167  -17276.4171       0.2003   310.0
3.3000      -17276.2168  -17276.4837       0.2669   413.0
3.3500      -17276.2169  -17276.4150       0.1981   306.5
3.4000      -17276.2167  -17276.4890       0.2722   421.2
3.4500      -17276.2167  -17276.4040       0.1873   289.8
3.5000      -17276.2169  -17276.4745       0.2576   398.6
3.5500      -17276.2169  -17276.4441       0.2272   351.6
3.6000      -17276.2168  -17276.4401       0.2234   345.6
3.6500      -17276.2167  -17276.3951       0.1784   276.0
3.7000      -17276.2169  -17276.4517       0.2348   363.3
3.7500      -17276.2169  -17276.4760       0.2591   400.9
3.8000      -17276.2168  -17276.4628       0.2460   380.6
3.8500      -17276.2167  -17276.4329       0.2162   334.5
3.9000      -17276.2169  -17276.4084       0.1915   296.4
3.9500      -17276.2168  -17276.4783       0.2615   404.7
4.0000      -17276.2168  -17276.3968       0.1800   278.5
4.0500      -17276.2167  -17276.4493       0.2326   359.9
4.1000      -17276.2168  -17276.4679       0.2511   388.5
4.1500      -17276.2168  -17276.4925       0.2757   426.6
4.2000      -17276.2168  -17276.4305       0.2136   330.5
4.2500      -17276.2167  -17276.4405       0.2238   346.3
4.3000      -17276.2167  -17276.3828       0.1661   257.0
4.3500      -17276.2168  -17276.4617       0.2448   378.8
4.4000      -17276.2168  -17276.4560       0.2392   370.1
4.4500      -17276.2167  -17276.4472       0.2305   356.6
4.5000      -17276.2168  -17276.4647       0.2480   383.7
4.5500      -17276.2169  -17276.4481       0.2312   357.8
4.6000      -17276.2168  -17276.4592       0.2424   375.0
4.6500      -17276.2167  -17276.4266       0.2099   324.8
4.7000      -17276.2168  -17276.4286       0.2118   327.8
4.7500      -17276.2169  -17276.4121       0.1952   302.0
4.8000      -17276.2168  -17276.4674       0.2506   387.7
4.8500      -17276.2167  -17276.3935       0.1768   273.5
4.9000      -17276.2168  -17276.4888       0.2720   420.9
4.9500      -17276.2169  -17276.4558       0.2389   369.7
5.0000      -17276.2168  -17276.4621       0.2453   379.6
5.0500      -17276.2168  -17276.4336       0.2169   335.5
5.1000      -17276.2166  -17276.4018       0.1852   286.5
5.1500      -17276.2168  -17276.4050       0.1881   291.1
5.2000      -17276.2168  -17276.4691       0.2523   390.4
5.2500      -17276.2169  -17276.4861       0.2692   416.5
5.3000      -17276.2167  -17276.4471       0.2305   356.6
5.3500      -17276.2168  -17276.4834       0.2666   412.5
5.4000      -17276.2168  -17276.4020       0.1852   286.6
5.4500      -17276.2169  -17276.4625       0.2456   380.0
5.5000      -17276.2166  -17276.3968       0.1802   278.8
5.5500      -17276.2169  -17276.4511       0.2342   362.4
5.6000      -17276.2168  -17276.4554       0.2386   369.2
5.6500      -17276.2168  -17276.4615       0.2447   378.7
5.7000      -17276.2167  -17276.4122       0.1954   302.4
5.7500      -17276.2168  -17276.4683       0.2515   389.2
5.8000      -17276.2168  -17276.4306       0.2138   330.8
5.8500      -17276.2168  -17276.4308       0.2139   331.0
5.9000      -17276.2167  -17276.4380       0.2214   342.5
5.9500      -17276.2167  -17276.4037       0.1869   289.2
6.0000      -17276.2168  -17276.4497       0.2329   360.4
6.0500      -17276.2168  -17276.4672       0.2503   387.3
6.1000      -17276.2168  -17276.4811       0.2643   409.0
6.1500      -17276.2167  -17276.4513       0.2346   362.9
6.2000      -17276.2168  -17276.4625       0.2456   380.1
6.2500      -17276.2168  -17276.3894       0.1726   267.0
6.3000      -17276.2168  -17276.4539       0.2371   366.8
6.3500      -17276.2167  -17276.3851       0.1684   260.6
6.4000      -17276.2169  -17276.4932       0.2763   427.5
6.4500      -17276.2168  -17276.4948       0.2779   430.0
6.5000      -17276.2169  -17276.4517       0.2348   363.3
6.5500      -17276.2166  -17276.3910       0.1743   269.8
6.6000      -17276.2169  -17276.4528       0.2359   365.1
6.6500      -17276.2168  -17276.4448       0.2279   352.7
6.7000      -17276.2168  -17276.4125       0.1957   302.8
6.7500      -17276.2166  -17276.4346       0.2180   337.2
6.8000      -17276.2169  -17276.4348       0.2180   337.3
6.8500      -17276.2169  -17276.4990       0.2821   436.5
6.9000      -17276.2168  -17276.4034       0.1866   288.7
6.9500      -17276.2167  -17276.4640       0.2473   382.7
7.0000      -17276.2168  -17276.4457       0.2289   354.1
7.0500      -17276.2169  -17276.4595       0.2426   375.4
7.1000      -17276.2168  -17276.4168       0.2000   309.5
7.1500      -17276.2167  -17276.4536       0.2370   366.6
7.2000      -17276.2168  -17276.4174       0.2006   310.4
7.2500      -17276.2169  -17276.4875       0.2706   418.7
7.3000      -17276.2168  -17276.4788       0.2620   405.4
7.3500      -17276.2167  -17276.4012       0.1845   285.4
7.4000      -17276.2167  -17276.4315       0.2147   332.2
7.4500      -17276.2168  -17276.4379       0.2210   342.0
7.5000      -17276.2168  -17276.4862       0.2693   416.7
7.5500      -17276.2168  -17276.4303       0.2135   330.4
7.6000      -17276.2166  -17276.4451       0.2285   353.5
7.6500      -17276.2169  -17276.4444       0.2275   352.0
7.7000      -17276.2168  -17276.4815       0.2647   409.6
7.7500      -17276.2167  -17276.3596       0.1429   221.1
7.8000      -17276.2166  -17276.4337       0.2171   335.9
7.8500      -17276.2169  -17276.4556       0.2387   369.3
7.9000      -17276.2169  -17276.4902       0.2734   423.0
7.9500      -17276.2167  -17276.4353       0.2185   338.1
8.0000      -17276.2166  -17276.4202       0.2035   314.9
8.0500      -17276.2169  -17276.4570       0.2401   371.5
8.1000      -17276.2168  -17276.4532       0.2364   365.8
8.1500      -17276.2168  -17276.4472       0.2304   356.5
8.2000      -17276.2167  -17276.4171       0.2003   310.0
8.2500      -17276.2168  -17276.4852       0.2684   415.3
8.3000      -17276.2168  -17276.4286       0.2118   327.7
8.3500      -17276.2169  -17276.5105       0.2937   454.4
8.4000      -17276.2167  -17276.3981       0.1814   280.7
8.4500      -17276.2167  -17276.4425       0.2258   349.3
8.5000      -17276.2169  -17276.4469       0.2301   356.0
8.5500      -17276.2169  -17276.4832       0.2663   412.1
8.6000      -17276.2167  -17276.3851       0.1684   260.6
8.6500      -17276.2166  -17276.4245       0.2079   321.7
8.7000      -17276.2170  -17276.4792       0.2622   405.7
8.7500      -17276.2169  -17276.4833       0.2664   412.2
8.8000      -17276.2167  -17276.4310       0.2143   331.6
8.8500      -17276.2167  -17276.3767       0.1601   247.7
8.9000      -17276.2170  -17276.4904       0.2734   423.1
8.9500      -17276.2167  -17276.4223       0.2056   318.1
9.0000      -17276.2168  -17276.4519       0.2351   363.7
9.0500      -17276.2167  -17276.4427       0.2259   349.5
9.1000      -17276.2170  -17276.5170       0.3001   464.3
9.1500      -17276.2168  -17276.4447       0.2279   352.6
9.2000      -17276.2169  -17276.4693       0.2524   390.6
9.2500      -17276.2167  -17276.3653       0.1487   230.0
9.3000      -17276.2168  -17276.4411       0.2243   347.0
9.3500      -17276.2169  -17276.4686       0.2517   389.5
9.4000      -17276.2169  -17276.4653       0.2483   384.2
9.4500      -17276.2167  -17276.4453       0.2287   353.8
