Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.3368    -158.8790       0.5422   381.4
0.0500        -158.4276    -158.9293       0.5017   352.8
0.1000        -158.4902    -158.8902       0.3999   281.3
0.1500        -158.2690    -158.8787       0.6097   428.8
0.2000        -158.3871    -158.8918       0.5047   355.0
0.2500        -158.2784    -158.8839       0.6055   425.9
0.3000        -158.3014    -158.8866       0.5853   411.6
0.3500        -158.3927    -158.9026       0.5099   358.6
0.4000        -158.1394    -158.8918       0.7524   529.2
0.4500        -158.2079    -158.8880       0.6800   478.3
0.5000        -158.4695    -158.8920       0.4225   297.2
0.5500        -158.1486    -158.8896       0.7410   521.1
0.6000        -158.3424    -158.8780       0.5356   376.7
0.6500        -158.2886    -158.9323       0.6437   452.7
0.7000        -158.3232    -158.8809       0.5577   392.2
0.7500        -158.4588    -158.8740       0.4152   292.0
0.8000        -158.2895    -158.8901       0.6006   422.4
0.8500        -158.3061    -158.8689       0.5628   395.8
0.9000        -158.7874    -159.2232       0.4357   306.4
0.9500        -158.2101    -158.8849       0.6749   474.6
1.0000        -158.3047    -158.8703       0.5656   397.8
1.0500        -158.3011    -158.8931       0.5919   416.3
1.1000        -158.2028    -158.9935       0.7907   556.1
1.1500        -158.4044    -158.8828       0.4784   336.5
1.2000        -158.4639    -158.8839       0.4200   295.4
1.2500        -158.2843    -158.8761       0.5917   416.2
1.3000        -158.3234    -158.9196       0.5961   419.2
1.3500        -158.2651    -158.9002       0.6351   446.7
1.4000        -158.3633    -158.8549       0.4915   345.7
1.4500        -158.4517    -158.9232       0.4715   331.6
1.5000        -158.2088    -158.9238       0.7151   502.9
1.5500        -158.2683    -158.8688       0.6005   422.3
1.6000        -158.3163    -158.9057       0.5894   414.5
1.6500        -158.2636    -158.9061       0.6424   451.8
1.7000        -158.3964    -158.8751       0.4788   336.7
1.7500        -158.3053    -158.9415       0.6361   447.4
1.8000        -158.2401    -158.8797       0.6395   449.8
1.8500        -158.3946    -158.8910       0.4963   349.1
1.9000        -158.3131    -158.8941       0.5810   408.6
1.9500        -158.3764    -158.8791       0.5027   353.6
2.0000        -158.1453    -158.8894       0.7441   523.4
2.0500        -158.2945    -158.8753       0.5808   408.5
2.1000        -158.5203    -158.8768       0.3565   250.8
2.1500        -158.2591    -158.8817       0.6226   437.9
