Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -76352.9398  -76353.6294       0.6896   444.6
0.0500      -76352.9403  -76353.7325       0.7922   510.7
0.1000      -76352.9395  -76353.7336       0.7941   511.9
0.1500      -76352.9405  -76353.6225       0.6820   439.7
0.2000      -76352.9400  -76353.6757       0.7357   474.3
0.2500      -76352.9402  -76353.7737       0.8335   537.3
0.3000      -76352.9404  -76353.7724       0.8319   536.3
0.3500      -76352.9407  -76353.7048       0.7641   492.6
0.4000      -76352.9399  -76353.6216       0.6817   439.5
0.4500      -76352.9403  -76353.7562       0.8159   526.0
0.5000      -76352.9406  -76353.8277       0.8872   571.9
0.5500      -76352.9396  -76353.7177       0.7781   501.6
0.6000      -76352.9407  -76353.7135       0.7728   498.2
0.6500      -76352.9398  -76353.7290       0.7891   508.8
0.7000      -76352.9403  -76353.6623       0.7220   465.5
0.7500      -76352.9395  -76353.6654       0.7259   468.0
0.8000      -76352.9401  -76353.6061       0.6660   429.4
0.8500      -76352.9397  -76353.7338       0.7941   512.0
0.9000      -76352.9404  -76353.6724       0.7321   472.0
0.9500      -76352.9400  -76353.6253       0.6853   441.8
1.0000      -76352.9404  -76353.8043       0.8639   557.0
1.0500      -76352.9402  -76353.6445       0.7043   454.1
1.1000      -76352.9406  -76353.6789       0.7383   476.0
1.1500      -76352.9395  -76353.5956       0.6561   423.0
1.2000      -76352.9409  -76353.6796       0.7388   476.3
1.2500      -76352.9399  -76353.6120       0.6721   433.3
1.3000      -76352.9410  -76353.5562       0.6153   396.7
1.3500      -76352.9395  -76353.6961       0.7565   487.7
1.4000      -76352.9403  -76353.5554       0.6151   396.5
1.4500      -76352.9398  -76353.7440       0.8042   518.4
1.5000      -76352.9396  -76353.5189       0.5793   373.5
1.5500      -76352.9416  -76353.8152       0.8736   563.2
1.6000      -76352.9395  -76353.7564       0.8169   526.6
1.6500      -76352.9406  -76353.5864       0.6457   416.3
1.7000      -76352.9405  -76353.6752       0.7347   473.7
1.7500      -76352.9393  -76353.6714       0.7321   472.0
1.8000      -76352.9412  -76353.8565       0.9153   590.1
1.8500      -76352.9401  -76353.7205       0.7804   503.1
1.9000      -76352.9399  -76353.5519       0.6120   394.6
1.9500      -76352.9409  -76353.8326       0.8918   574.9
2.0000      -76352.9389  -76353.5133       0.5744   370.3
2.0500      -76352.9411  -76353.7630       0.8219   529.9
2.1000      -76352.9398  -76353.5699       0.6301   406.2
2.1500      -76352.9395  -76353.7187       0.7793   502.4
2.2000      -76352.9413  -76353.6759       0.7346   473.6
2.2500      -76352.9403  -76353.7137       0.7734   498.6
2.3000      -76352.9405  -76353.8279       0.8875   572.1
2.3500      -76352.9407  -76353.6316       0.6909   445.4
2.4000      -76352.9398  -76353.5665       0.6267   404.0
2.4500      -76352.9401  -76353.7075       0.7673   494.7
2.5000      -76352.9404  -76353.7168       0.7764   500.5
2.5500      -76352.9395  -76353.6175       0.6780   437.1
2.6000      -76352.9409  -76353.7124       0.7715   497.4
2.6500      -76352.9403  -76353.6457       0.7054   454.7
2.7000      -76352.9400  -76353.8389       0.8989   579.5
2.7500      -76352.9408  -76353.4600       0.5191   334.7
2.8000      -76352.9398  -76353.6038       0.6640   428.1
2.8500      -76352.9403  -76353.6663       0.7260   468.1
2.9000      -76352.9409  -76353.8582       0.9173   591.4
2.9500      -76352.9394  -76353.6646       0.7252   467.5
3.0000      -76352.9417  -76353.8896       0.9479   611.1
3.0500      -76352.9392  -76353.6284       0.6892   444.3
3.1000      -76352.9403  -76353.6916       0.7513   484.4
3.1500      -76352.9394  -76353.6145       0.6751   435.2
3.2000      -76352.9411  -76353.7883       0.8471   546.2
3.2500      -76352.9397  -76353.4430       0.5033   324.5
3.3000      -76352.9406  -76353.8477       0.9071   584.8
3.3500      -76352.9404  -76353.6355       0.6951   448.2
3.4000      -76352.9402  -76353.8322       0.8920   575.1
3.4500      -76352.9402  -76353.5369       0.5967   384.7
3.5000      -76352.9404  -76353.6716       0.7312   471.4
3.5500      -76352.9405  -76353.8389       0.8984   579.2
3.6000      -76352.9395  -76353.5744       0.6349   409.3
3.6500      -76352.9412  -76353.6304       0.6892   444.3
3.7000      -76352.9391  -76353.6239       0.6848   441.5
3.7500      -76352.9414  -76353.8295       0.8881   572.5
3.8000      -76352.9406  -76353.7973       0.8567   552.3
3.8500      -76352.9399  -76353.8464       0.9065   584.4
3.9000      -76352.9414  -76353.8303       0.8889   573.1
3.9500      -76352.9396  -76353.6143       0.6747   434.9
4.0000      -76352.9400  -76353.5931       0.6532   421.1
4.0500      -76352.9402  -76353.6814       0.7412   477.8
4.1000      -76352.9391  -76353.4427       0.5036   324.7
4.1500      -76352.9408  -76353.7355       0.7947   512.3
4.2000      -76352.9397  -76353.5871       0.6474   417.4
4.2500      -76352.9406  -76353.9533       1.0126   652.8
4.3000      -76352.9403  -76353.7364       0.7960   513.2
