Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -15150.3726  -15151.1341       0.7614   392.7
0.0500      -15150.3715  -15150.8782       0.5068   261.4
0.1000      -15150.3711  -15150.8279       0.4567   235.6
0.1500      -15150.3718  -15150.9720       0.6002   309.5
0.2000      -15150.3708  -15150.8807       0.5099   263.0
0.2500      -15150.3711  -15150.9573       0.5863   302.4
0.3000      -15150.3713  -15150.8782       0.5069   261.4
0.3500      -15150.3715  -15150.8828       0.5113   263.7
0.4000      -15150.3713  -15150.8554       0.4841   249.7
0.4500      -15150.3711  -15150.8987       0.5276   272.1
0.5000      -15150.3710  -15150.9407       0.5697   293.8
0.5500      -15150.3713  -15150.8957       0.5245   270.5
0.6000      -15150.3720  -15150.9436       0.5716   294.8
0.6500      -15150.3712  -15151.0045       0.6334   326.7
0.7000      -15150.3716  -15150.9036       0.5320   274.4
0.7500      -15150.3712  -15150.9038       0.5327   274.7
0.8000      -15150.3705  -15150.7993       0.4288   221.1
0.8500      -15150.3721  -15150.9481       0.5759   297.0
0.9000      -15150.3703  -15150.9363       0.5661   292.0
0.9500      -15150.3721  -15150.9445       0.5724   295.2
1.0000      -15150.3712  -15150.9764       0.6052   312.1
1.0500      -15150.3704  -15150.8481       0.4777   246.4
1.1000      -15150.3722  -15150.9191       0.5469   282.1
1.1500      -15150.3696  -15150.9014       0.5318   274.3
1.2000      -15150.3722  -15151.0156       0.6433   331.8
1.2500      -15150.3715  -15150.8590       0.4875   251.5
1.3000      -15150.3706  -15150.9434       0.5728   295.4
1.3500      -15150.3724  -15150.9726       0.6002   309.5
1.4000      -15150.3702  -15150.8579       0.4877   251.5
1.4500      -15150.3717  -15150.9366       0.5649   291.3
1.5000      -15150.3716  -15151.0384       0.6668   343.9
1.5500      -15150.3705  -15150.9004       0.5299   273.3
1.6000      -15150.3718  -15150.8177       0.4459   230.0
1.6500      -15150.3711  -15150.9940       0.6229   321.3
1.7000      -15150.3717  -15151.0202       0.6485   334.5
1.7500      -15150.3713  -15150.8384       0.4671   240.9
1.8000      -15150.3709  -15150.9864       0.6155   317.5
1.8500      -15150.3719  -15151.0377       0.6658   343.4
1.9000      -15150.3708  -15150.9069       0.5361   276.5
1.9500      -15150.3717  -15150.9008       0.5291   272.9
2.0000      -15150.3709  -15150.8090       0.4381   226.0
2.0500      -15150.3710  -15150.9471       0.5762   297.2
2.1000      -15150.3716  -15150.9829       0.6113   315.3
2.1500      -15150.3705  -15150.9021       0.5315   274.1
2.2000      -15150.3719  -15151.0209       0.6490   334.7
2.2500      -15150.3707  -15150.8536       0.4830   249.1
2.3000      -15150.3714  -15150.9761       0.6048   311.9
2.3500      -15150.3714  -15150.9291       0.5577   287.6
2.4000      -15150.3699  -15150.8533       0.4834   249.3
2.4500      -15150.3720  -15150.9800       0.6080   313.6
2.5000      -15150.3710  -15150.9164       0.5454   281.3
2.5500      -15150.3713  -15150.9523       0.5810   299.7
2.6000      -15150.3724  -15151.0477       0.6754   348.3
2.6500      -15150.3702  -15150.7926       0.4225   217.9
2.7000      -15150.3715  -15150.9430       0.5714   294.7
2.7500      -15150.3713  -15150.9107       0.5395   278.2
2.8000      -15150.3703  -15150.8513       0.4810   248.1
2.8500      -15150.3717  -15150.8802       0.5086   262.3
2.9000      -15150.3698  -15150.7764       0.4066   209.7
2.9500      -15150.3720  -15151.0182       0.6462   333.3
3.0000      -15150.3716  -15150.8350       0.4634   239.0
3.0500      -15150.3702  -15150.9396       0.5695   293.7
3.1000      -15150.3729  -15151.0279       0.6550   337.8
3.1500      -15150.3698  -15150.8316       0.4617   238.1
3.2000      -15150.3725  -15151.0062       0.6338   326.9
3.2500      -15150.3722  -15150.9444       0.5722   295.1
3.3000      -15150.3702  -15150.8732       0.5030   259.4
3.3500      -15150.3728  -15150.9549       0.5821   300.2
3.4000      -15150.3706  -15150.9729       0.6023   310.6
3.4500      -15150.3710  -15150.9310       0.5599   288.8
3.5000      -15150.3718  -15150.9967       0.6249   322.3
3.5500      -15150.3703  -15150.7830       0.4127   212.9
3.6000      -15150.3723  -15151.0095       0.6372   328.6
3.6500      -15150.3707  -15150.9744       0.6037   311.3
3.7000      -15150.3719  -15151.0241       0.6522   336.4
3.7500      -15150.3713  -15150.9834       0.6121   315.7
3.8000      -15150.3711  -15150.8808       0.5097   262.9
3.8500      -15150.3715  -15150.9261       0.5546   286.0
3.9000      -15150.3710  -15150.8986       0.5276   272.1
3.9500      -15150.3720  -15151.0390       0.6670   344.0
4.0000      -15150.3710  -15150.9096       0.5386   277.8
4.0500      -15150.3716  -15151.0308       0.6592   340.0
4.1000      -15150.3718  -15150.8958       0.5240   270.3
4.1500      -15150.3713  -15150.9347       0.5634   290.6
4.2000      -15150.3717  -15150.9333       0.5616   289.7
4.2500      -15150.3713  -15150.8818       0.5106   263.3
4.3000      -15150.3713  -15150.9715       0.6002   309.5
4.3500      -15150.3719  -15150.9889       0.6170   318.2
4.4000      -15150.3708  -15150.8728       0.5020   258.9
4.4500      -15150.3714  -15151.0069       0.6355   327.8
4.5000      -15150.3722  -15151.0088       0.6366   328.3
4.5500      -15150.3705  -15150.9031       0.5326   274.7
4.6000      -15150.3713  -15150.9026       0.5313   274.0
4.6500      -15150.3722  -15151.0177       0.6455   332.9
4.7000      -15150.3702  -15150.7509       0.3807   196.3
4.7500      -15150.3726  -15151.0984       0.7258   374.3
4.8000      -15150.3701  -15150.7933       0.4232   218.3
4.8500      -15150.3717  -15150.9844       0.6127   316.0
4.9000      -15150.3717  -15150.8701       0.4983   257.0
4.9500      -15150.3709  -15150.9402       0.5693   293.6
5.0000      -15150.3714  -15150.9074       0.5359   276.4
5.0500      -15150.3706  -15150.8632       0.4927   254.1
5.1000      -15150.3712  -15150.7941       0.4229   218.1
5.1500      -15150.3710  -15150.9059       0.5349   275.9
5.2000      -15150.3715  -15150.8799       0.5084   262.2
5.2500      -15150.3714  -15150.9048       0.5334   275.1
5.3000      -15150.3716  -15151.0005       0.6289   324.4
5.3500      -15150.3719  -15151.0071       0.6352   327.6
5.4000      -15150.3707  -15150.9048       0.5341   275.4
5.4500      -15150.3724  -15151.0201       0.6477   334.1
5.5000      -15150.3709  -15150.9741       0.6032   311.1
5.5500      -15150.3719  -15150.9504       0.5785   298.4
5.6000      -15150.3726  -15151.0468       0.6742   347.7
5.6500      -15150.3707  -15150.8123       0.4416   227.8
5.7000      -15150.3714  -15150.9791       0.6076   313.4
5.7500      -15150.3713  -15150.9263       0.5551   286.3
5.8000      -15150.3713  -15150.9518       0.5805   299.4
5.8500      -15150.3720  -15150.9037       0.5318   274.3
5.9000      -15150.3711  -15151.0635       0.6924   357.1
5.9500      -15150.3705  -15150.8696       0.4991   257.4
6.0000      -15150.3717  -15150.8474       0.4757   245.4
6.0500      -15150.3706  -15150.8006       0.4300   221.8
6.1000      -15150.3718  -15151.0213       0.6495   335.0
6.1500      -15150.3709  -15150.8020       0.4311   222.3
6.2000      -15150.3708  -15150.8552       0.4844   249.8
6.2500      -15150.3708  -15150.8287       0.4579   236.2
6.3000      -15150.3712  -15150.9594       0.5882   303.4
6.3500      -15150.3706  -15150.9014       0.5308   273.7
6.4000      -15150.3719  -15150.9347       0.5628   290.3
6.4500      -15150.3704  -15150.9282       0.5578   287.7
6.5000      -15150.3713  -15150.9121       0.5407   278.9
6.5500      -15150.3722  -15151.0038       0.6317   325.8
6.6000      -15150.3709  -15150.9747       0.6038   311.4
6.6500      -15150.3710  -15150.8997       0.5288   272.7
6.7000      -15150.3709  -15150.8182       0.4473   230.7
6.7500      -15150.3717  -15150.9303       0.5587   288.1
6.8000      -15150.3714  -15150.9419       0.5705   294.2
6.8500      -15150.3720  -15150.9943       0.6224   321.0
6.9000      -15150.3708  -15150.8380       0.4672   241.0
6.9500      -15150.3718  -15151.0221       0.6502   335.4
7.0000      -15150.3722  -15151.0559       0.6836   352.6
7.0500      -15150.3703  -15150.8324       0.4621   238.4
7.1000      -15150.3726  -15150.9190       0.5464   281.8
7.1500      -15150.3709  -15150.9248       0.5539   285.7
7.2000      -15150.3705  -15150.8162       0.4457   229.9
7.2500      -15150.3722  -15150.9533       0.5811   299.7
7.3000      -15150.3696  -15150.7618       0.3921   202.2
7.3500      -15150.3724  -15151.0233       0.6509   335.7
7.4000      -15150.3717  -15150.9912       0.6195   319.5
7.4500      -15150.3700  -15150.9422       0.5722   295.1
7.5000      -15150.3721  -15151.0321       0.6600   340.4
7.5500      -15150.3708  -15150.8421       0.4712   243.0
7.6000      -15150.3712  -15150.8153       0.4440   229.0
7.6500      -15150.3721  -15150.9548       0.5827   300.5
7.7000      -15150.3703  -15150.7732       0.4029   207.8
7.7500      -15150.3717  -15150.9662       0.5945   306.6
7.8000      -15150.3721  -15150.9994       0.6272   323.5
7.8500      -15150.3703  -15150.8254       0.4551   234.7
7.9000      -15150.3722  -15151.1002       0.7280   375.5
7.9500      -15150.3720  -15150.9857       0.6137   316.5
8.0000      -15150.3722  -15150.9747       0.6025   310.7
8.0500      -15150.3716  -15150.9365       0.5649   291.3
8.1000      -15150.3711  -15150.8715       0.5003   258.0
8.1500      -15150.3717  -15150.9094       0.5377   277.3
8.2000      -15150.3705  -15150.8567       0.4862   250.8
8.2500      -15150.3718  -15150.9387       0.5669   292.4
8.3000      -15150.3709  -15150.9033       0.5324   274.6
8.3500      -15150.3715  -15151.0002       0.6287   324.2
8.4000      -15150.3729  -15150.9618       0.5888   303.7
8.4500      -15150.3694  -15150.8041       0.4348   224.2
8.5000      -15150.3710  -15150.8082       0.4372   225.5
8.5500      -15150.3722  -15150.9212       0.5490   283.2
8.6000      -15150.3694  -15150.7786       0.4092   211.0
8.6500      -15150.3723  -15151.0062       0.6339   326.9
8.7000      -15150.3707  -15150.8648       0.4941   254.8
8.7500      -15150.3711  -15150.8304       0.4593   236.9
8.8000      -15150.3720  -15150.9844       0.6124   315.9
8.8500      -15150.3708  -15151.0105       0.6397   329.9
8.9000      -15150.3708  -15150.9322       0.5615   289.6
8.9500      -15150.3723  -15151.0073       0.6349   327.5
9.0000      -15150.3717  -15150.9633       0.5917   305.2
9.0500      -15150.3717  -15150.9045       0.5328   274.8
9.1000      -15150.3723  -15151.0107       0.6384   329.3
9.1500      -15150.3711  -15150.9415       0.5704   294.2
9.2000      -15150.3711  -15150.8590       0.4878   251.6
9.2500      -15150.3713  -15150.9057       0.5344   275.6
9.3000      -15150.3720  -15150.8569       0.4849   250.1
9.3500      -15150.3716  -15151.0165       0.6448   332.6
9.4000      -15150.3717  -15150.9010       0.5294   273.0
9.4500      -15150.3714  -15150.8914       0.5201   268.2
9.5000      -15150.3704  -15150.8717       0.5013   258.6
9.5500      -15150.3733  -15151.0639       0.6906   356.2
9.6000      -15150.3707  -15150.8628       0.4921   253.8
9.6500      -15150.3709  -15150.8674       0.4965   256.1
9.7000      -15150.3720  -15150.9804       0.6084   313.8
9.7500      -15150.3704  -15150.8075       0.4371   225.4
9.8000      -15150.3717  -15150.8605       0.4888   252.1
9.8500      -15150.3711  -15150.9099       0.5388   277.9
9.9000      -15150.3707  -15150.8408       0.4701   242.4
9.9500      -15150.3717  -15150.9294       0.5577   287.6
10.0000     -15150.3723  -15150.9372       0.5649   291.4
10.0500     -15150.3705  -15150.9429       0.5724   295.2
10.1000     -15150.3717  -15150.9941       0.6223   321.0
10.1500     -15150.3719  -15150.8997       0.5278   272.2
10.2000     -15150.3706  -15150.9507       0.5800   299.2
10.2500     -15150.3729  -15151.0685       0.6956   358.8
10.3000     -15150.3710  -15150.9388       0.5678   292.8
10.3500     -15150.3715  -15150.9922       0.6207   320.1
10.4000     -15150.3716  -15150.9217       0.5501   283.7
10.4500     -15150.3707  -15150.8105       0.4398   226.8
10.5000     -15150.3726  -15150.9952       0.6226   321.1
10.5500     -15150.3729  -15151.0135       0.6406   330.4
10.6000     -15150.3702  -15150.8547       0.4845   249.9
10.6500     -15150.3714  -15150.8407       0.4693   242.0
10.7000     -15150.3715  -15150.8293       0.4579   236.1
10.7500     -15150.3710  -15150.9079       0.5370   276.9
10.8000     -15150.3724  -15150.9147       0.5423   279.7
10.8500     -15150.3724  -15150.9019       0.5295   273.1
10.9000     -15150.3716  -15150.8730       0.5014   258.6
10.9500     -15150.3708  -15150.7857       0.4150   214.0
11.0000     -15150.3728  -15150.9942       0.6214   320.5
11.0500     -15150.3714  -15150.9206       0.5492   283.3
11.1000     -15150.3721  -15150.8490       0.4770   246.0
11.1500     -15150.3730  -15150.9685       0.5955   307.1
11.2000     -15150.3702  -15150.8151       0.4449   229.5
11.2500     -15150.3713  -15150.9798       0.6085   313.9
11.3000     -15150.3724  -15150.9279       0.5555   286.5
