Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.3462    -159.2139       0.8676   353.3
0.0500        -158.3948    -159.2137       0.8189   333.4
0.1000        -158.1951    -159.2245       1.0294   419.1
0.1500        -157.9715    -159.2183       1.2468   507.7
0.2000        -158.2100    -159.2005       0.9905   403.3
0.2500        -158.2903    -159.2416       0.9513   387.3
0.3000        -158.0388    -159.2317       1.1929   485.7
0.3500        -158.4518    -159.2077       0.7559   307.8
0.4000        -158.2617    -159.4680       1.2063   491.2
0.4500        -158.2906    -159.2757       0.9851   401.1
0.5000        -158.1971    -159.2322       1.0351   421.5
0.5500        -158.2714    -159.2120       0.9406   383.0
0.6000        -158.1700    -159.2657       1.0956   446.1
0.6500        -158.1118    -159.1936       1.0817   440.5
0.7000        -158.3077    -159.2231       0.9154   372.7
0.7500        -158.1760    -159.2256       1.0496   427.4
0.8000        -158.0295    -159.1978       1.1683   475.7
0.8500        -158.2700    -159.2253       0.9554   389.0
0.9000        -158.2744    -159.2243       0.9499   386.8
0.9500        -158.3252    -159.2196       0.8944   364.2
1.0000        -158.2425    -159.2021       0.9595   390.7
1.0500        -158.1348    -159.2274       1.0927   444.9
1.1000        -158.1139    -159.2195       1.1056   450.2
1.1500        -158.2052    -159.2074       1.0022   408.1
1.2000        -158.3155    -159.2136       0.8981   365.7
1.2500        -158.2350    -159.2223       0.9873   402.0
1.3000        -158.1900    -159.2265       1.0364   422.0
1.3500        -158.2922    -159.2104       0.9182   373.9
1.4000        -158.1467    -159.2245       1.0778   438.8
1.4500        -158.4513    -159.3533       0.9021   367.3
1.5000        -158.4003    -159.2235       0.8232   335.2
1.5500        -158.0692    -159.2249       1.1557   470.6
1.6000        -158.2098    -159.2287       1.0189   414.9
1.6500        -158.0784    -159.2006       1.1223   457.0
1.7000        -158.1291    -159.1873       1.0581   430.9
1.7500        -158.1029    -159.2222       1.1193   455.7
1.8000        -158.2993    -159.2091       0.9098   370.4
1.8500        -158.2222    -159.2263       1.0041   408.8
1.9000        -158.3610    -159.1968       0.8358   340.3
1.9500        -158.2818    -159.2221       0.9403   382.9
2.0000        -158.4402    -159.2024       0.7623   310.4
2.0500        -157.9796    -159.2215       1.2420   505.7
2.1000        -158.2784    -159.2018       0.9234   376.0
2.1500        -158.1728    -159.2110       1.0382   422.7
2.2000        -158.1745    -159.2178       1.0433   424.8
2.2500        -158.2738    -159.2102       0.9364   381.3
2.3000        -158.2719    -159.1909       0.9190   374.2
2.3500        -158.2129    -159.2168       1.0039   408.7
2.4000        -158.0263    -159.2290       1.2027   489.7
2.4500        -158.3706    -159.2226       0.8520   346.9
2.5000        -158.4231    -159.2426       0.8195   333.7
2.5500        -158.2934    -159.2575       0.9641   392.6
2.6000        -158.2775    -159.2262       0.9488   386.3
2.6500        -158.3143    -159.2104       0.8962   364.9
2.7000        -157.9525    -159.2199       1.2674   516.1
2.7500        -158.4274    -159.2454       0.8180   333.1
2.8000        -158.4858    -159.3001       0.8143   331.6
2.8500        -158.0788    -159.2166       1.1378   463.3
2.9000        -158.3396    -159.2050       0.8654   352.4
2.9500        -158.2461    -159.2222       0.9761   397.5
3.0000        -158.3387    -159.4760       1.1373   463.1
3.0500        -158.1491    -159.2262       1.0771   438.6
3.1000        -158.2980    -159.2203       0.9223   375.5
3.1500        -158.3405    -159.2211       0.8806   358.6
3.2000        -158.2042    -159.2837       1.0795   439.6
3.2500        -158.2210    -159.2257       1.0047   409.1
3.3000        -158.2594    -159.2045       0.9451   384.8
3.3500        -158.2250    -159.2511       1.0262   417.8
3.4000        -158.2821    -159.2230       0.9410   383.1
3.4500        -158.2038    -159.2247       1.0209   415.7
3.5000        -158.1293    -159.2508       1.1215   456.6
3.5500        -158.3017    -159.2019       0.9002   366.5
3.6000        -158.3547    -159.2040       0.8493   345.8
3.6500        -158.1050    -159.2097       1.1047   449.8
3.7000        -158.2405    -159.2208       0.9803   399.2
3.7500        -158.2595    -159.3494       1.0898   443.8
3.8000        -158.2506    -159.2085       0.9579   390.0
3.8500        -158.3037    -159.2130       0.9094   370.3
3.9000        -158.2364    -159.2284       0.9920   403.9
3.9500        -158.2024    -159.2181       1.0157   413.6
4.0000        -158.1738    -159.2707       1.0970   446.7
4.0500        -158.2147    -159.2277       1.0130   412.5
4.1000        -158.2002    -159.2233       1.0231   416.6
4.1500        -158.3861    -159.2193       0.8332   339.3
4.2000        -158.2470    -159.2140       0.9669   393.7
4.2500        -158.2943    -159.2168       0.9225   375.6
4.3000        -158.3844    -159.2199       0.8355   340.2
4.3500        -158.1889    -159.2199       1.0310   419.8
4.4000        -158.1098    -159.2882       1.1784   479.8
4.4500        -158.3439    -159.2160       0.8721   355.1
4.5000        -158.4179    -159.2307       0.8127   330.9
4.5500        -158.2116    -159.2136       1.0019   408.0
4.6000        -158.2346    -159.2418       1.0072   410.1
4.6500        -158.4707    -159.4121       0.9414   383.3
4.7000        -158.5346    -159.3229       0.7883   321.0
4.7500        -158.0250    -159.2114       1.1864   483.1
4.8000        -158.4163    -159.2218       0.8055   328.0
4.8500        -158.1750    -159.2063       1.0314   420.0
4.9000        -158.2105    -159.2125       1.0020   408.0
4.9500        -158.3585    -159.2214       0.8629   351.4
5.0000        -158.1971    -159.2111       1.0141   412.9
5.0500        -158.3562    -159.2125       0.8564   348.7
5.1000        -158.2226    -159.2258       1.0033   408.5
5.1500        -158.1522    -159.2054       1.0532   428.8
5.2000        -158.1276    -159.2131       1.0856   442.0
5.2500        -158.2800    -159.2148       0.9348   380.6
5.3000        -158.1671    -159.3568       1.1897   484.4
5.3500        -157.9093    -159.2424       1.3331   542.8
5.4000        -158.1359    -159.2703       1.1344   461.9
5.4500        -158.2346    -159.2759       1.0412   424.0
5.5000        -158.1206    -159.3025       1.1819   481.3
5.5500        -158.3181    -159.4988       1.1807   480.8
5.6000        -158.3734    -159.2185       0.8451   344.1
5.6500        -158.2918    -159.2329       0.9411   383.2
5.7000        -158.2815    -159.2299       0.9485   386.2
5.7500        -158.2885    -159.2515       0.9630   392.1
5.8000        -158.2687    -159.2530       0.9843   400.8
5.8500        -158.2897    -159.2188       0.9291   378.3
5.9000        -158.1542    -159.2499       1.0957   446.2
5.9500        -158.6144    -159.5819       0.9674   393.9
6.0000        -158.2737    -159.2552       0.9816   399.7
6.0500        -158.2142    -159.2408       1.0266   418.0
6.1000        -158.2545    -159.3105       1.0560   430.0
6.1500        -158.1384    -159.2771       1.1387   463.6
6.2000        -158.2717    -159.2160       0.9443   384.5
6.2500        -158.1570    -159.2323       1.0752   437.8
6.3000        -158.1647    -159.5044       1.3397   545.5
6.3500        -158.4008    -159.2147       0.8139   331.4
6.4000        -158.0725    -159.2250       1.1525   469.3
6.4500        -158.3948    -159.1987       0.8038   327.3
6.5000        -158.1044    -159.2799       1.1755   478.7
6.5500        -158.3620    -159.2434       0.8814   358.9
6.6000        -158.2483    -159.4168       1.1685   475.8
6.6500        -158.2166    -159.2466       1.0300   419.4
6.7000        -158.3213    -159.2505       0.9292   378.3
6.7500        -158.2854    -159.2116       0.9262   377.1
6.8000        -158.4951    -159.2551       0.7600   309.4
6.8500        -158.0365    -159.2490       1.2125   493.7
6.9000        -158.2685    -159.2144       0.9458   385.1
6.9500        -158.2176    -159.2183       1.0007   407.5
7.0000        -158.2797    -159.2139       0.9342   380.4
7.0500        -158.2749    -159.1965       0.9216   375.2
7.1000        -158.3550    -159.2235       0.8685   353.6
7.1500        -158.3628    -159.2317       0.8689   353.8
7.2000        -158.1928    -159.2043       1.0115   411.9
7.2500        -158.2625    -159.2041       0.9416   383.4
7.3000        -158.2154    -159.2386       1.0232   416.6
7.3500        -158.1366    -159.2350       1.0983   447.2
7.4000        -158.4339    -159.2004       0.7665   312.1
7.4500        -158.2162    -159.2273       1.0111   411.7
7.5000        -158.4672    -159.2114       0.7442   303.0
7.5500        -158.0175    -159.2053       1.1878   483.6
7.6000        -158.3150    -159.2033       0.8883   361.7
7.6500        -158.2865    -159.2165       0.9300   378.7
7.7000        -158.4041    -159.2085       0.8044   327.5
7.7500        -158.3472    -159.2135       0.8663   352.7
7.8000        -158.2262    -159.1998       0.9735   396.4
7.8500        -158.3581    -159.2210       0.8629   351.4
7.9000        -158.2279    -159.2175       0.9895   402.9
7.9500        -158.1132    -159.2225       1.1093   451.7
8.0000        -158.2873    -159.2054       0.9182   373.9
8.0500        -158.2543    -159.2171       0.9628   392.0
8.1000        -158.2267    -159.2360       1.0093   411.0
8.1500        -158.3853    -159.2167       0.8314   338.5
8.2000        -158.4536    -159.2189       0.7652   311.6
8.2500        -158.2524    -159.2060       0.9536   388.3
8.3000        -158.3226    -159.2372       0.9145   372.4
8.3500        -158.2615    -159.2191       0.9576   389.9
8.4000        -158.4663    -159.2238       0.7575   308.4
8.4500        -158.2055    -159.2535       1.0480   426.7
8.5000        -158.3930    -159.2152       0.8222   334.8
8.5500        -158.4335    -159.2182       0.7846   319.5
8.6000        -158.1428    -159.2807       1.1379   463.3
8.6500        -158.2874    -159.2045       0.9170   373.4
8.7000        -158.0910    -159.2250       1.1340   461.7
8.7500        -158.2510    -159.2180       0.9670   393.7
8.8000        -158.3277    -159.2068       0.8791   357.9
8.8500        -158.2332    -159.2103       0.9771   397.8
8.9000        -158.3771    -159.2194       0.8423   343.0
8.9500        -158.3828    -159.2135       0.8308   338.3
9.0000        -158.2815    -159.1997       0.9182   373.9
9.0500        -158.1382    -159.2679       1.1298   460.0
9.1000        -158.3510    -159.2181       0.8671   353.1
9.1500        -158.4654    -159.2239       0.7585   308.8
9.2000        -158.3480    -159.2087       0.8607   350.5
9.2500        -158.3568    -159.2133       0.8565   348.8
9.3000        -158.1883    -159.2174       1.0291   419.0
9.3500        -158.1999    -159.2164       1.0165   413.9
9.4000        -158.1387    -159.2368       1.0980   447.1
9.4500        -158.2255    -159.2082       0.9827   400.1
9.5000        -158.4341    -159.2078       0.7737   315.0
9.5500        -158.8126    -159.7658       0.9532   388.1
9.6000        -158.2938    -159.2198       0.9260   377.0
9.6500        -158.1107    -159.2015       1.0908   444.2
9.7000        -158.2149    -159.2163       1.0014   407.8
9.7500        -158.1518    -159.2165       1.0647   433.5
9.8000        -158.1748    -159.2005       1.0256   417.6
9.8500        -158.2199    -159.2120       0.9920   403.9
9.9000        -158.2753    -159.2285       0.9532   388.1
9.9500        -158.3630    -159.2666       0.9036   367.9
10.0000       -158.3716    -159.2233       0.8518   346.8
10.0500       -158.2087    -159.2390       1.0303   419.5
10.1000       -158.0814    -159.2103       1.1289   459.7
10.1500       -158.2288    -159.2130       0.9842   400.7
10.2000       -158.4199    -159.2108       0.7908   322.0
10.2500       -158.2290    -159.1980       0.9690   394.5
10.3000       -158.3533    -159.2061       0.8529   347.3
10.3500       -158.1951    -159.2116       1.0164   413.9
10.4000       -158.3411    -159.2163       0.8752   356.4
10.4500       -158.0863    -159.2000       1.1137   453.5
10.5000       -158.3057    -159.2521       0.9464   385.3
10.5500       -158.5487    -159.4986       0.9500   386.8
10.6000       -158.3051    -159.1984       0.8933   363.7
10.6500       -158.3417    -159.2086       0.8669   353.0
10.7000       -158.2015    -159.1942       0.9927   404.2
10.7500       -158.3235    -159.2411       0.9176   373.6
10.8000       -158.0292    -159.2067       1.1775   479.4
10.8500       -158.1733    -159.1947       1.0214   415.9
10.9000       -158.2801    -159.2961       1.0161   413.7
10.9500       -158.4397    -159.2151       0.7754   315.7
11.0000       -158.1649    -159.2623       1.0974   446.8
