Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -68863.0780  -68863.7676       0.6896   444.6
0.0500      -68863.0791  -68864.0536       0.9745   628.3
0.1000      -68863.0795  -68863.7520       0.6725   433.6
0.1500      -68863.0778  -68863.7033       0.6255   403.3
0.2000      -68863.0788  -68863.9016       0.8228   530.4
0.2500      -68863.0801  -68863.9764       0.8963   577.9
0.3000      -68863.0774  -68863.7676       0.6902   445.0
0.3500      -68863.0787  -68863.6992       0.6205   400.0
0.4000      -68863.0793  -68863.9157       0.8365   539.3
0.4500      -68863.0786  -68863.9338       0.8553   551.4
0.5000      -68863.0787  -68863.8323       0.7536   485.9
0.5500      -68863.0794  -68863.9920       0.9126   588.3
0.6000      -68863.0783  -68863.8399       0.7616   491.0
0.6500      -68863.0785  -68863.5752       0.4967   320.2
0.7000      -68863.0791  -68863.8177       0.7386   476.2
0.7500      -68863.0783  -68863.6094       0.5311   342.4
0.8000      -68863.0783  -68863.8159       0.7377   475.6
0.8500      -68863.0784  -68863.8480       0.7695   496.1
0.9000      -68863.0780  -68863.7016       0.6236   402.1
0.9500      -68863.0790  -68863.8643       0.7854   506.3
1.0000      -68863.0793  -68863.9680       0.8887   573.0
1.0500      -68863.0786  -68863.8776       0.7990   515.1
1.1000      -68863.0782  -68863.6834       0.6052   390.2
1.1500      -68863.0790  -68864.0039       0.9249   596.3
1.2000      -68863.0787  -68863.8555       0.7768   500.8
1.2500      -68863.0784  -68863.6856       0.6072   391.5
1.3000      -68863.0791  -68863.9514       0.8722   562.3
1.3500      -68863.0785  -68863.8093       0.7308   471.1
1.4000      -68863.0784  -68863.7491       0.6707   432.4
1.4500      -68863.0788  -68863.8942       0.8155   525.7
1.5000      -68863.0788  -68863.7516       0.6728   433.8
1.5500      -68863.0788  -68863.9234       0.8445   544.5
1.6000      -68863.0782  -68863.8103       0.7321   472.0
1.6500      -68863.0784  -68863.8165       0.7381   475.9
1.7000      -68863.0787  -68863.9992       0.9205   593.4
1.7500      -68863.0785  -68863.6877       0.6092   392.7
1.8000      -68863.0789  -68863.8423       0.7634   492.2
1.8500      -68863.0790  -68863.9820       0.9030   582.2
1.9000      -68863.0781  -68863.7716       0.6935   447.1
1.9500      -68863.0784  -68863.8993       0.8208   529.2
2.0000      -68863.0791  -68863.8834       0.8044   518.6
2.0500      -68863.0787  -68863.7026       0.6238   402.2
2.1000      -68863.0782  -68863.7054       0.6271   404.3
2.1500      -68863.0781  -68863.6384       0.5602   361.2
2.2000      -68863.0787  -68863.9508       0.8721   562.2
2.2500      -68863.0784  -68863.7305       0.6520   420.4
2.3000      -68863.0788  -68863.9318       0.8530   549.9
2.3500      -68863.0786  -68863.6986       0.6200   399.7
2.4000      -68863.0787  -68864.0109       0.9322   601.0
2.4500      -68863.0783  -68863.7714       0.6931   446.9
2.5000      -68863.0785  -68863.7018       0.6233   401.9
2.5500      -68863.0783  -68863.8011       0.7228   466.0
2.6000      -68863.0788  -68863.8965       0.8177   527.2
2.6500      -68863.0788  -68863.8391       0.7602   490.1
2.7000      -68863.0788  -68863.9883       0.9094   586.3
2.7500      -68863.0783  -68863.8265       0.7481   482.3
2.8000      -68863.0784  -68863.7420       0.6635   427.8
2.8500      -68863.0787  -68863.6943       0.6155   396.8
2.9000      -68863.0788  -68863.8272       0.7484   482.5
2.9500      -68863.0783  -68863.7437       0.6654   429.0
3.0000      -68863.0782  -68863.7871       0.7089   457.0
3.0500      -68863.0784  -68863.8006       0.7222   465.6
3.1000      -68863.0787  -68863.7800       0.7013   452.1
3.1500      -68863.0790  -68863.8830       0.8040   518.4
3.2000      -68863.0787  -68863.8429       0.7641   492.6
3.2500      -68863.0783  -68863.8225       0.7442   479.8
3.3000      -68863.0790  -68863.9036       0.8246   531.6
3.3500      -68863.0789  -68863.7122       0.6334   408.3
3.4000      -68863.0780  -68863.7660       0.6880   443.5
3.4500      -68863.0784  -68863.8619       0.7835   505.1
3.5000      -68863.0797  -68863.8985       0.8188   527.9
3.5500      -68863.0784  -68863.9015       0.8231   530.6
3.6000      -68863.0786  -68863.8114       0.7327   472.4
3.6500      -68863.0794  -68863.8035       0.7241   466.8
3.7000      -68863.0785  -68863.8564       0.7779   501.5
3.7500      -68863.0782  -68863.7952       0.7170   462.3
3.8000      -68863.0800  -68864.0809       1.0009   645.3
3.8500      -68863.0779  -68863.6305       0.5525   356.2
3.9000      -68863.0784  -68863.7800       0.7015   452.3
3.9500      -68863.0795  -68863.7830       0.7035   453.6
4.0000      -68863.0784  -68863.8398       0.7614   490.8
4.0500      -68863.0782  -68863.8871       0.8090   521.5
4.1000      -68863.0791  -68863.9279       0.8487   547.2
4.1500      -68863.0786  -68863.6216       0.5430   350.1
4.2000      -68863.0783  -68863.7054       0.6271   404.3
4.2500      -68863.0788  -68863.6959       0.6170   397.8
4.3000      -68863.0790  -68863.9937       0.9147   589.7
4.3500      -68863.0782  -68863.7842       0.7060   455.2
4.4000      -68863.0783  -68863.8398       0.7616   491.0
4.4500      -68863.0784  -68863.7430       0.6647   428.5
4.5000      -68863.0790  -68864.0291       0.9501   612.5
4.5500      -68863.0785  -68864.0072       0.9287   598.8
4.6000      -68863.0784  -68863.8360       0.7576   488.4
4.6500      -68863.0786  -68863.8703       0.7917   510.4
4.7000      -68863.0786  -68863.8369       0.7582   488.8
4.7500      -68863.0784  -68863.8045       0.7261   468.1
4.8000      -68863.0784  -68864.0299       0.9515   613.4
4.8500      -68863.0785  -68863.6093       0.5308   342.2
4.9000      -68863.0787  -68863.9001       0.8215   529.6
4.9500      -68863.0781  -68863.7188       0.6406   413.0
5.0000      -68863.0785  -68863.7778       0.6992   450.8
5.0500      -68863.0784  -68863.8262       0.7478   482.1
5.1000      -68863.0786  -68863.7538       0.6752   435.3
5.1500      -68863.0782  -68863.5883       0.5101   328.9
5.2000      -68863.0784  -68863.6665       0.5880   379.1
5.2500      -68863.0786  -68863.6739       0.5953   383.8
5.3000      -68863.0786  -68863.9832       0.9046   583.2
5.3500      -68863.0782  -68863.7433       0.6650   428.7
5.4000      -68863.0789  -68864.0226       0.9437   608.4
5.4500      -68863.0784  -68863.7410       0.6626   427.2
5.5000      -68863.0786  -68863.8756       0.7969   513.8
5.5500      -68863.0784  -68863.8259       0.7475   481.9
5.6000      -68863.0785  -68863.9733       0.8948   576.9
5.6500      -68863.0784  -68863.8780       0.7996   515.5
5.7000      -68863.0785  -68863.7988       0.7203   464.4
5.7500      -68863.0785  -68863.5818       0.5033   324.5
5.8000      -68863.0784  -68863.7772       0.6989   450.6
5.8500      -68863.0784  -68863.7909       0.7125   459.3
5.9000      -68863.0785  -68863.9358       0.8574   552.7
5.9500      -68863.0784  -68863.7806       0.7022   452.7
6.0000      -68863.0789  -68863.8331       0.7542   486.2
6.0500      -68863.0784  -68863.9006       0.8222   530.0
6.1000      -68863.0785  -68863.8867       0.8081   521.0
6.1500      -68863.0782  -68863.6359       0.5577   359.5
6.2000      -68863.0786  -68863.8682       0.7896   509.0
6.2500      -68863.0786  -68863.8429       0.7643   492.8
6.3000      -68863.0782  -68863.6449       0.5666   365.3
6.3500      -68863.0784  -68863.6935       0.6151   396.6
6.4000      -68863.0790  -68864.0361       0.9571   617.0
6.4500      -68863.0784  -68863.6182       0.5398   348.0
6.5000      -68863.0781  -68863.6623       0.5843   376.7
6.5500      -68863.0789  -68863.8699       0.7909   509.9
6.6000      -68863.0790  -68863.8579       0.7789   502.2
6.6500      -68863.0783  -68863.7221       0.6439   415.1
6.7000      -68863.0788  -68863.9025       0.8238   531.1
6.7500      -68863.0787  -68863.8615       0.7828   504.7
6.8000      -68863.0785  -68863.9096       0.8311   535.8
6.8500      -68863.0785  -68863.7650       0.6866   442.6
6.9000      -68863.0787  -68863.9285       0.8498   547.8
6.9500      -68863.0785  -68863.8472       0.7687   495.6
7.0000      -68863.0783  -68863.8433       0.7650   493.2
7.0500      -68863.0787  -68863.8126       0.7339   473.1
7.1000      -68863.0784  -68863.7895       0.7111   458.5
7.1500      -68863.0789  -68863.9908       0.9119   587.9
7.2000      -68863.0786  -68863.8432       0.7646   492.9
7.2500      -68863.0783  -68863.6683       0.5900   380.4
7.3000      -68863.0789  -68864.0295       0.9507   612.9
7.3500      -68863.0785  -68863.7396       0.6611   426.2
7.4000      -68863.0782  -68863.6869       0.6086   392.4
7.4500      -68863.0790  -68863.9114       0.8324   536.6
7.5000      -68863.0788  -68863.9333       0.8545   550.9
7.5500      -68863.0780  -68863.6175       0.5395   347.8
7.6000      -68863.0786  -68863.6520       0.5734   369.7
7.6500      -68863.0788  -68863.8485       0.7697   496.3
7.7000      -68863.0786  -68863.8815       0.8029   517.6
7.7500      -68863.0783  -68863.8718       0.7934   511.5
7.8000      -68863.0790  -68863.9919       0.9129   588.5
7.8500      -68863.0786  -68863.7038       0.6253   403.1
7.9000      -68863.0781  -68863.7020       0.6238   402.2
7.9500      -68863.0784  -68863.6976       0.6191   399.2
8.0000      -68863.0788  -68863.9789       0.9001   580.3
