Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.4364    -158.9787       0.5422   381.4
0.0500        -158.2275    -158.8577       0.6302   443.2
0.1000        -158.2679    -158.9020       0.6341   446.0
0.1500        -158.1608    -158.8787       0.7179   504.9
0.2000        -157.9615    -158.9083       0.9468   665.9
0.2500        -158.0524    -158.9368       0.8844   622.0
0.3000        -158.0512    -158.9286       0.8773   617.0
0.3500        -158.0267    -158.9789       0.9522   669.7
0.4000        -157.8945    -158.9495       1.0551   742.0
0.4500        -157.7501    -158.9109       1.1608   816.4
0.5000        -158.0613    -158.9409       0.8796   618.6
0.5500        -157.6377    -158.9022       1.2644   889.3
0.6000        -157.5872    -158.9319       1.3446   945.7
