Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -2105.3496   -2105.5626       0.2130   412.0
0.0500       -2105.3499   -2105.5974       0.2475   478.7
0.1000       -2105.3513   -2105.6949       0.3436   664.5
0.1500       -2105.3513   -2105.7265       0.3751   725.5
0.2000       -2105.3503   -2105.6225       0.2722   526.4
0.2500       -2105.3498   -2105.5648       0.2150   415.9
0.3000       -2105.3501   -2105.5882       0.2381   460.6
0.3500       -2105.3509   -2105.5903       0.2394   463.0
0.4000       -2105.3510   -2105.5660       0.2150   415.8
0.4500       -2105.3502   -2105.5973       0.2472   478.0
0.5000       -2105.3497   -2105.6324       0.2827   546.7
0.5500       -2105.3501   -2105.6295       0.2793   540.3
0.6000       -2105.3517   -2105.6898       0.3381   653.9
0.6500       -2105.3509   -2105.6884       0.3376   652.9
0.7000       -2105.3498   -2105.5782       0.2284   441.7
0.7500       -2105.3495   -2105.4962       0.1466   283.6
0.8000       -2105.3501   -2105.5615       0.2113   408.7
0.8500       -2105.3516   -2105.6540       0.3024   584.8
0.9000       -2105.3509   -2105.6111       0.2602   503.3
0.9500       -2105.3500   -2105.5841       0.2341   452.7
1.0000       -2105.3495   -2105.6426       0.2931   566.9
1.0500       -2105.3512   -2105.6755       0.3243   627.2
1.1000       -2105.3511   -2105.6243       0.2732   528.4
1.1500       -2105.3512   -2105.6314       0.2801   541.8
1.2000       -2105.3494   -2105.5727       0.2234   432.0
1.2500       -2105.3504   -2105.5395       0.1891   365.7
1.3000       -2105.3503   -2105.5555       0.2052   396.9
1.3500       -2105.3518   -2105.6818       0.3300   638.2
1.4000       -2105.3507   -2105.6493       0.2986   577.5
1.4500       -2105.3503   -2105.6211       0.2708   523.7
1.5000       -2105.3495   -2105.5920       0.2425   469.1
1.5500       -2105.3505   -2105.6525       0.3020   584.2
1.6000       -2105.3511   -2105.6286       0.2775   536.7
1.6500       -2105.3517   -2105.6275       0.2758   533.5
1.7000       -2105.3497   -2105.5645       0.2147   415.3
1.7500       -2105.3499   -2105.5537       0.2038   394.1
1.8000       -2105.3498   -2105.5548       0.2050   396.4
1.8500       -2105.3520   -2105.6823       0.3304   639.0
1.9000       -2105.3508   -2105.6664       0.3155   610.3
1.9500       -2105.3510   -2105.6386       0.2876   556.2
2.0000       -2105.3489   -2105.5898       0.2409   465.9
2.0500       -2105.3513   -2105.6522       0.3009   581.9
2.1000       -2105.3507   -2105.5918       0.2411   466.3
2.1500       -2105.3520   -2105.6197       0.2678   517.9
2.2000       -2105.3499   -2105.5706       0.2207   426.8
2.2500       -2105.3501   -2105.5805       0.2304   445.5
2.3000       -2105.3496   -2105.5559       0.2062   398.9
2.3500       -2105.3508   -2105.6591       0.3082   596.1
2.4000       -2105.3515   -2105.7106       0.3592   694.7
2.4500       -2105.3511   -2105.6740       0.3229   624.5
2.5000       -2105.3495   -2105.5651       0.2156   417.0
2.5500       -2105.3499   -2105.5906       0.2407   465.5
2.6000       -2105.3509   -2105.5991       0.2483   480.2
2.6500       -2105.3515   -2105.5914       0.2399   464.0
2.7000       -2105.3504   -2105.5835       0.2331   450.9
2.7500       -2105.3498   -2105.6215       0.2716   525.3
2.8000       -2105.3498   -2105.6141       0.2643   511.3
2.8500       -2105.3516   -2105.6789       0.3273   633.0
2.9000       -2105.3510   -2105.6966       0.3456   668.4
2.9500       -2105.3510   -2105.6521       0.3012   582.5
3.0000       -2105.3490   -2105.5200       0.1710   330.7
3.0500       -2105.3504   -2105.5573       0.2068   400.0
3.1000       -2105.3507   -2105.6064       0.2557   494.5
3.1500       -2105.3516   -2105.6240       0.2723   526.7
