Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.3947    -159.0298       0.6350   377.9
0.0500        -158.3133    -159.0376       0.7243   431.0
0.1000        -158.3426    -159.0300       0.6874   409.1
0.1500        -158.4210    -159.0284       0.6075   361.5
0.2000        -158.3662    -159.0440       0.6779   403.4
0.2500        -158.3538    -159.0216       0.6679   397.4
0.3000        -158.3966    -159.0377       0.6411   381.5
0.3500        -158.3251    -159.0387       0.7136   424.7
0.4000        -158.4144    -159.0181       0.6037   359.3
0.4500        -158.4134    -159.0349       0.6215   369.8
0.5000        -158.2527    -159.0301       0.7774   462.7
0.5500        -158.1719    -159.0254       0.8536   508.0
0.6000        -158.4836    -159.0400       0.5563   331.1
0.6500        -158.2573    -159.0332       0.7759   461.8
0.7000        -158.0033    -159.0419       1.0386   618.1
0.7500        -158.2764    -159.0415       0.7651   455.3
0.8000        -158.3915    -159.0224       0.6309   375.5
0.8500        -158.2096    -159.0382       0.8286   493.1
0.9000        -158.3097    -159.0457       0.7360   438.0
0.9500        -158.3544    -159.0334       0.6790   404.1
1.0000        -158.1214    -159.0353       0.9139   543.9
1.0500        -158.2249    -159.0405       0.8156   485.3
1.1000        -158.3167    -159.0366       0.7200   428.5
1.1500        -158.3272    -159.0207       0.6935   412.7
1.2000        -158.2731    -159.0369       0.7638   454.6
1.2500        -158.3797    -159.0284       0.6486   386.0
1.3000        -158.1721    -159.0305       0.8584   510.8
1.3500        -158.2949    -159.0379       0.7430   442.2
1.4000        -158.1403    -159.0214       0.8811   524.3
1.4500        -158.1480    -159.0325       0.8845   526.4
1.5000        -158.2159    -159.0344       0.8186   487.1
1.5500        -158.3108    -159.0205       0.7097   422.3
1.6000        -158.1439    -159.0333       0.8894   529.3
1.6500        -158.2457    -159.0418       0.7961   473.8
1.7000        -158.2288    -159.0163       0.7875   468.6
1.7500        -158.2449    -159.0309       0.7860   467.8
1.8000        -158.1641    -159.0386       0.8745   520.4
1.8500        -158.2471    -159.0291       0.7820   465.4
1.9000        -158.2792    -159.0313       0.7521   447.6
1.9500        -158.1457    -159.0304       0.8847   526.5
2.0000        -158.4282    -159.0499       0.6216   369.9
2.0500        -158.3387    -159.0375       0.6988   415.8
2.1000        -158.2279    -159.0253       0.7974   474.5
2.1500        -158.2582    -159.0384       0.7803   464.3
2.2000        -158.2520    -159.0464       0.7944   472.8
2.2500        -158.2175    -159.0345       0.8170   486.2
2.3000        -158.2042    -159.0313       0.8270   492.2
2.3500        -157.9830    -159.0439       1.0610   631.4
2.4000        -158.1303    -159.0467       0.9165   545.4
2.4500        -158.2153    -159.0288       0.8135   484.1
2.5000        -158.0792    -159.0266       0.9474   563.8
2.5500        -158.1049    -159.0365       0.9316   554.4
2.6000        -158.2481    -159.0392       0.7911   470.8
2.6500        -158.2735    -159.0371       0.7636   454.4
2.7000        -157.9746    -159.0360       1.0614   631.6
2.7500        -158.3669    -159.0287       0.6618   393.9
2.8000        -158.0307    -159.0247       0.9941   591.6
2.8500        -158.1502    -159.0264       0.8763   521.5
2.9000        -158.0962    -159.0253       0.9290   552.9
2.9500        -158.3116    -159.0398       0.7283   433.4
3.0000        -158.0047    -159.0174       1.0127   602.6
3.0500        -158.0292    -159.0340       1.0048   598.0
3.1000        -158.0695    -159.0392       0.9697   577.1
3.1500        -158.0846    -159.0326       0.9480   564.2
3.2000        -158.1219    -159.0291       0.9072   539.9
