Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -8370.6643   -8371.3700       0.7057   420.0
0.0500       -8370.6667   -8371.8362       1.1695   696.0
0.1000       -8370.6652   -8371.5353       0.8701   517.8
0.1500       -8370.6656   -8371.7048       1.0392   618.4
0.2000       -8370.6648   -8371.4477       0.7830   465.9
0.2500       -8370.6664   -8371.6938       1.0274   611.4
0.3000       -8370.6647   -8371.6736       1.0089   600.4
0.3500       -8370.6683   -8372.0050       1.3367   795.5
0.4000       -8370.6648   -8371.8422       1.1774   700.7
0.4500       -8370.6652   -8371.6072       0.9420   560.6
0.5000       -8370.6664   -8371.9419       1.2755   759.1
0.5500       -8370.6660   -8371.8702       1.2041   716.6
0.6000       -8370.6667   -8371.8646       1.1979   712.9
0.6500       -8370.6647   -8371.5348       0.8700   517.8
0.7000       -8370.6665   -8371.7957       1.1293   672.0
0.7500       -8370.6657   -8371.5455       0.8798   523.6
0.8000       -8370.6651   -8371.7789       1.1138   662.8
0.8500       -8370.6668   -8371.7573       1.0905   648.9
0.9000       -8370.6659   -8371.7682       1.1023   656.0
0.9500       -8370.6645   -8371.3779       0.7134   424.6
1.0000       -8370.6660   -8371.3312       0.6652   395.9
1.0500       -8370.6632   -8371.2286       0.5654   336.5
1.1000       -8370.6662   -8371.7128       1.0467   622.9
1.1500       -8370.6642   -8371.6132       0.9491   564.8
1.2000       -8370.6656   -8371.6041       0.9385   558.5
1.2500       -8370.6659   -8371.6336       0.9676   575.8
1.3000       -8370.6651   -8371.7673       1.1022   655.9
1.3500       -8370.6657   -8371.6710       1.0052   598.2
1.4000       -8370.6661   -8371.7032       1.0371   617.2
1.4500       -8370.6650   -8371.7070       1.0420   620.1
1.5000       -8370.6668   -8372.0801       1.4133   841.0
1.5500       -8370.6663   -8371.6008       0.9344   556.1
1.6000       -8370.6646   -8371.6770       1.0123   602.4
1.6500       -8370.6675   -8371.8211       1.1536   686.5
1.7000       -8370.6661   -8371.6884       1.0223   608.3
1.7500       -8370.6653   -8371.5706       0.9053   538.7
1.8000       -8370.6669   -8371.7128       1.0459   622.4
1.8500       -8370.6649   -8371.5948       0.9300   553.4
1.9000       -8370.6676   -8371.5189       0.8513   506.6
1.9500       -8370.6633   -8371.7017       1.0384   618.0
2.0000       -8370.6660   -8371.5447       0.8787   522.9
2.0500       -8370.6663   -8371.8983       1.2320   733.2
2.1000       -8370.6649   -8371.3978       0.7328   436.1
2.1500       -8370.6657   -8371.7115       1.0458   622.4
2.2000       -8370.6668   -8371.6524       0.9857   586.6
2.2500       -8370.6633   -8371.5652       0.9018   536.7
2.3000       -8370.6686   -8371.6364       0.9679   576.0
2.3500       -8370.6627   -8371.2952       0.6325   376.4
2.4000       -8370.6680   -8371.9494       1.2814   762.6
2.4500       -8370.6636   -8371.4429       0.7793   463.7
2.5000       -8370.6658   -8371.6201       0.9543   567.9
2.5500       -8370.6679   -8371.9011       1.2332   733.9
2.6000       -8370.6663   -8371.5919       0.9255   550.8
2.6500       -8370.6639   -8371.5129       0.8490   505.2
2.7000       -8370.6681   -8371.8748       1.2067   718.1
2.7500       -8370.6642   -8371.7761       1.1119   661.7
2.8000       -8370.6656   -8371.7233       1.0578   629.5
2.8500       -8370.6678   -8371.7874       1.1196   666.3
2.9000       -8370.6630   -8371.5042       0.8412   500.6
2.9500       -8370.6668   -8371.6552       0.9884   588.2
3.0000       -8370.6649   -8371.6098       0.9449   562.3
3.0500       -8370.6660   -8371.7341       1.0681   635.6
3.1000       -8370.6660   -8371.7066       1.0406   619.3
3.1500       -8370.6659   -8371.7479       1.0820   643.9
3.2000       -8370.6652   -8371.7044       1.0392   618.4
3.2500       -8370.6661   -8371.6798       1.0136   603.2
3.3000       -8370.6657   -8371.6430       0.9774   581.6
3.3500       -8370.6651   -8371.6799       1.0147   603.9
3.4000       -8370.6651   -8371.4312       0.7661   455.9
3.4500       -8370.6657   -8371.5366       0.8708   518.2
3.5000       -8370.6672   -8371.7842       1.1170   664.8
