Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.1554    -158.6853       0.5299   409.9
0.0500        -158.3442    -158.7068       0.3627   280.6
0.1000        -158.2983    -158.7431       0.4448   344.1
0.1500        -158.2751    -158.7413       0.4662   360.6
0.2000        -158.3358    -158.7367       0.4009   310.2
0.2500        -158.3085    -158.7349       0.4264   329.9
0.3000        -158.2825    -158.7102       0.4277   330.9
0.3500        -158.3911    -158.7238       0.3327   257.3
0.4000        -158.3230    -158.6951       0.3721   287.8
0.4500        -158.3204    -158.7141       0.3937   304.6
0.5000        -158.3842    -158.7111       0.3268   252.8
0.5500        -158.3202    -158.7033       0.3831   296.4
0.6000        -158.3790    -158.7204       0.3414   264.1
0.6500        -158.3868    -158.6977       0.3108   240.5
0.7000        -158.3402    -158.7175       0.3774   291.9
0.7500        -158.3977    -158.7050       0.3074   237.8
0.8000        -158.3820    -158.7121       0.3301   255.4
0.8500        -158.3636    -158.6983       0.3346   258.9
0.9000        -158.3630    -158.7062       0.3432   265.5
0.9500        -158.3455    -158.7202       0.3748   289.9
1.0000        -158.3416    -158.6946       0.3530   273.1
1.0500        -158.3642    -158.7059       0.3417   264.3
1.1000        -158.3852    -158.7012       0.3160   244.5
1.1500        -158.3347    -158.7172       0.3825   295.9
1.2000        -158.3623    -158.7069       0.3446   266.6
1.2500        -158.2622    -158.7180       0.4557   352.6
1.3000        -158.3852    -158.7243       0.3391   262.3
1.3500        -158.2966    -158.7254       0.4288   331.8
1.4000        -158.2782    -158.7134       0.4352   336.7
1.4500        -158.3701    -158.7254       0.3554   274.9
1.5000        -158.2812    -158.7224       0.4412   341.3
1.5500        -158.2836    -158.7175       0.4339   335.6
1.6000        -158.3436    -158.7323       0.3886   300.6
1.6500        -158.2337    -158.7146       0.4809   372.1
1.7000        -158.2587    -158.7310       0.4723   365.4
1.7500        -158.3721    -158.7219       0.3498   270.6
1.8000        -158.2500    -158.7154       0.4654   360.1
1.8500        -158.3219    -158.7229       0.4010   310.2
1.9000        -158.3297    -158.7206       0.3909   302.4
1.9500        -158.2519    -158.7302       0.4783   370.0
2.0000        -158.3251    -158.7186       0.3935   304.4
2.0500        -158.3603    -158.7259       0.3656   282.8
2.1000        -158.2399    -158.7167       0.4768   368.9
2.1500        -158.3458    -158.7210       0.3752   290.3
2.2000        -158.3569    -158.7254       0.3684   285.0
2.2500        -158.2801    -158.6913       0.4113   318.2
2.3000        -158.3996    -158.7216       0.3220   249.1
2.3500        -158.3272    -158.7039       0.3767   291.4
2.4000        -158.2953    -158.7101       0.4148   320.9
2.4500        -158.4159    -158.7144       0.2985   230.9
2.5000        -158.3598    -158.6902       0.3303   255.5
2.5500        -158.3684    -158.7139       0.3455   267.3
2.6000        -158.4282    -158.6997       0.2715   210.1
2.6500        -158.3333    -158.7185       0.3851   297.9
2.7000        -158.3975    -158.6946       0.2971   229.8
2.7500        -158.3639    -158.7238       0.3599   278.4
2.8000        -158.3325    -158.7155       0.3830   296.3
2.8500        -158.3397    -158.7060       0.3662   283.3
2.9000        -158.3559    -158.7240       0.3682   284.8
2.9500        -158.3100    -158.7021       0.3920   303.3
