Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -6323.3392   -6324.0288       0.6896   444.6
0.0500       -6323.3375   -6323.7750       0.4375   282.0
0.1000       -6323.3383   -6323.7383       0.4000   257.9
0.1500       -6323.3380   -6323.6932       0.3552   229.0
0.2000       -6323.3379   -6323.7274       0.3894   251.1
0.2500       -6323.3385   -6323.8520       0.5135   331.0
0.3000       -6323.3375   -6323.8007       0.4632   298.6
0.3500       -6323.3387   -6323.8413       0.5026   324.0
0.4000       -6323.3375   -6323.7058       0.3684   237.5
0.4500       -6323.3385   -6323.8064       0.4679   301.7
0.5000       -6323.3382   -6323.8728       0.5346   344.6
0.5500       -6323.3385   -6323.8114       0.4729   304.9
0.6000       -6323.3382   -6323.8649       0.5267   339.6
0.6500       -6323.3380   -6323.8161       0.4781   308.2
0.7000       -6323.3383   -6323.7706       0.4322   278.7
0.7500       -6323.3377   -6323.7398       0.4022   259.3
0.8000       -6323.3388   -6323.8218       0.4830   311.4
0.8500       -6323.3381   -6323.8815       0.5434   350.4
0.9000       -6323.3380   -6323.7288       0.3909   252.0
0.9500       -6323.3378   -6323.7218       0.3840   247.5
1.0000       -6323.3377   -6323.6868       0.3491   225.1
1.0500       -6323.3385   -6323.7654       0.4269   275.2
1.1000       -6323.3376   -6323.8067       0.4691   302.4
1.1500       -6323.3385   -6323.8313       0.4928   317.7
1.2000       -6323.3371   -6323.7144       0.3773   243.2
1.2500       -6323.3383   -6323.7115       0.3732   240.6
1.3000       -6323.3380   -6323.7830       0.4449   286.9
1.3500       -6323.3384   -6323.9252       0.5869   378.4
1.4000       -6323.3385   -6323.8173       0.4788   308.7
1.4500       -6323.3374   -6323.7672       0.4298   277.1
1.5000       -6323.3385   -6323.7937       0.4552   293.4
1.5500       -6323.3375   -6323.7767       0.4392   283.2
1.6000       -6323.3387   -6323.8365       0.4978   320.9
1.6500       -6323.3376   -6323.7743       0.4367   281.6
1.7000       -6323.3385   -6323.7781       0.4396   283.4
1.7500       -6323.3377   -6323.6825       0.3447   222.2
1.8000       -6323.3378   -6323.7687       0.4308   277.8
1.8500       -6323.3390   -6323.8863       0.5473   352.8
1.9000       -6323.3378   -6323.8178       0.4800   309.5
1.9500       -6323.3386   -6323.8460       0.5074   327.1
2.0000       -6323.3375   -6323.7331       0.3957   255.1
2.0500       -6323.3383   -6323.7794       0.4410   284.3
2.1000       -6323.3381   -6323.8172       0.4791   308.9
2.1500       -6323.3385   -6323.8808       0.5423   349.6
2.2000       -6323.3385   -6323.9437       0.6052   390.2
2.2500       -6323.3376   -6323.6988       0.3612   232.8
2.3000       -6323.3385   -6323.7546       0.4161   268.2
2.3500       -6323.3379   -6323.7857       0.4479   288.7
2.4000       -6323.3387   -6323.9577       0.6189   399.0
2.4500       -6323.3383   -6323.8733       0.5350   344.9
2.5000       -6323.3377   -6323.6988       0.3611   232.8
2.5500       -6323.3382   -6323.7141       0.3759   242.4
2.6000       -6323.3376   -6323.7377       0.4002   258.0
2.6500       -6323.3387   -6323.9093       0.5705   367.8
2.7000       -6323.3379   -6323.9139       0.5760   371.3
2.7500       -6323.3387   -6323.7966       0.4579   295.2
2.8000       -6323.3379   -6323.7305       0.3926   253.1
2.8500       -6323.3379   -6323.7687       0.4308   277.7
2.9000       -6323.3388   -6323.9249       0.5862   377.9
2.9500       -6323.3375   -6323.8772       0.5398   348.0
3.0000       -6323.3392   -6323.9101       0.5709   368.1
3.0500       -6323.3375   -6323.7516       0.4142   267.0
3.1000       -6323.3382   -6323.7109       0.3727   240.3
3.1500       -6323.3380   -6323.7679       0.4299   277.1
3.2000       -6323.3380   -6323.8388       0.5008   322.9
3.2500       -6323.3388   -6323.8966       0.5578   359.6
3.3000       -6323.3373   -6323.7206       0.3833   247.1
3.3500       -6323.3384   -6323.7021       0.3637   234.5
3.4000       -6323.3371   -6323.6922       0.3551   228.9
3.4500       -6323.3390   -6323.8228       0.4838   311.9
3.5000       -6323.3381   -6323.8605       0.5225   336.8
3.5500       -6323.3379   -6323.8608       0.5229   337.1
3.6000       -6323.3382   -6323.7352       0.3969   255.9
3.6500       -6323.3371   -6323.6883       0.3512   226.4
3.7000       -6323.3385   -6323.7910       0.4526   291.8
3.7500       -6323.3378   -6323.9030       0.5652   364.4
3.8000       -6323.3383   -6323.7980       0.4597   296.4
3.8500       -6323.3371   -6323.6706       0.3335   215.0
3.9000       -6323.3378   -6323.6877       0.3499   225.6
3.9500       -6323.3383   -6323.7674       0.4291   276.6
4.0000       -6323.3372   -6323.8241       0.4869   313.9
4.0500       -6323.3390   -6323.8383       0.4993   321.9
4.1000       -6323.3373   -6323.6717       0.3345   215.6
4.1500       -6323.3377   -6323.6730       0.3353   216.2
4.2000       -6323.3381   -6323.7206       0.3825   246.6
4.2500       -6323.3378   -6323.8495       0.5118   329.9
4.3000       -6323.3383   -6323.7790       0.4407   284.1
4.3500       -6323.3375   -6323.7446       0.4071   262.4
