Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.5410    -159.4087       0.8676   353.3
0.0500        -158.7891    -159.4001       0.6110   248.8
0.1000        -158.5036    -159.4109       0.9073   369.4
0.1500        -158.5609    -159.4089       0.8480   345.3
0.2000        -158.7372    -159.4208       0.6835   278.3
0.2500        -158.6375    -159.3978       0.7603   309.6
0.3000        -158.7372    -159.4057       0.6685   272.2
0.3500        -158.3873    -159.4166       1.0293   419.1
0.4000        -158.7227    -159.4030       0.6802   277.0
0.4500        -158.5099    -159.4054       0.8955   364.6
0.5000        -158.5795    -159.4068       0.8273   336.9
0.5500        -158.7122    -159.3935       0.6813   277.4
0.6000        -158.6622    -159.4046       0.7424   302.3
0.6500        -158.4431    -159.4079       0.9648   392.9
0.7000        -158.5851    -159.4140       0.8289   337.5
0.7500        -158.4443    -159.4036       0.9593   390.6
0.8000        -158.5794    -159.4164       0.8370   340.8
0.8500        -158.4579    -159.4003       0.9424   383.7
0.9000        -158.6794    -159.4046       0.7252   295.3
0.9500        -158.4619    -159.4167       0.9548   388.8
1.0000        -158.3213    -159.4133       1.0920   444.6
1.0500        -158.4033    -159.3917       0.9885   402.5
1.1000        -158.4242    -159.4122       0.9880   402.3
1.1500        -158.4333    -159.4101       0.9768   397.7
1.2000        -158.4369    -159.3923       0.9554   389.0
1.2500        -158.2092    -159.4025       1.1932   485.8
1.3000        -158.3913    -159.4061       1.0148   413.2
1.3500        -158.1573    -159.4003       1.2430   506.1
1.4000        -158.2500    -159.4115       1.1615   472.9
1.4500        -158.4517    -159.4151       0.9634   392.3
1.5000        -158.1279    -159.4064       1.2784   520.5
1.5500        -158.1341    -159.4016       1.2675   516.1
1.6000        -158.2072    -159.4155       1.2082   492.0
1.6500        -158.0677    -159.4050       1.3374   544.5
1.7000        -158.1049    -159.3971       1.2923   526.2
1.7500        -158.0481    -159.4141       1.3660   556.2
1.8000        -158.2211    -159.3994       1.1782   479.8
1.8500        -157.9879    -159.4054       1.4175   577.2
1.9000        -157.8667    -159.4052       1.5384   626.4
1.9500        -158.1155    -159.4180       1.3025   530.4
2.0000        -157.9592    -159.4073       1.4482   589.7
2.0500        -157.9074    -159.4096       1.5023   611.7
2.1000        -158.0802    -159.4029       1.3226   538.5
2.1500        -157.9069    -159.3981       1.4912   607.2
2.2000        -158.1124    -159.3981       1.2858   523.5
2.2500        -157.9687    -159.4093       1.4406   586.6
2.3000        -158.0011    -159.3922       1.3911   566.4
2.3500        -157.9508    -159.4046       1.4539   592.0
2.4000        -158.0452    -159.4035       1.3584   553.1
2.4500        -158.0195    -159.4077       1.3882   565.2
2.5000        -157.9953    -159.3881       1.3928   567.1
2.5500        -157.9263    -159.4066       1.4803   602.7
2.6000        -157.8638    -159.4005       1.5367   625.7
2.6500        -157.9011    -159.4134       1.5123   615.8
2.7000        -157.9594    -159.4027       1.4432   587.6
2.7500        -157.7185    -159.4041       1.6857   686.4
2.8000        -157.8145    -159.4094       1.5949   649.4
2.8500        -157.8906    -159.4039       1.5133   616.2
2.9000        -157.7949    -159.4035       1.6086   655.0
2.9500        -157.7022    -159.3971       1.6949   690.1
3.0000        -157.8706    -159.3993       1.5287   622.4
3.0500        -157.6727    -159.4041       1.7314   705.0
3.1000        -157.7900    -159.3900       1.6000   651.5
3.1500        -157.8620    -159.4113       1.5493   630.8
3.2000        -157.7824    -159.4043       1.6219   660.4
3.2500        -157.5119    -159.4210       1.9091   777.3
3.3000        -157.7586    -159.3961       1.6375   666.8
3.3500        -157.7642    -159.4015       1.6373   666.7
3.4000        -157.6835    -159.4248       1.7413   709.0
3.4500        -157.4635    -159.4040       1.9406   790.2
3.5000        -157.5713    -159.3921       1.8208   741.4
3.5500        -157.5182    -159.4094       1.8912   770.1
3.6000        -157.4367    -159.4033       1.9666   800.8
3.6500        -157.4835    -159.4121       1.9286   785.3
3.7000        -157.3825    -159.4100       2.0276   825.6
3.7500        -157.2922    -159.4073       2.1152   861.3
3.8000        -157.2343    -159.3997       2.1653   881.7
3.8500        -157.2490    -159.4233       2.1743   885.3
3.9000        -157.1197    -159.4186       2.2989   936.1
3.9500        -157.2699    -159.4046       2.1347   869.2
