Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -159.1464    -159.4064       0.2600   335.2
0.0500        -159.1884    -159.4775       0.2891   372.7
0.1000        -159.1047    -159.4410       0.3363   433.6
0.1500        -159.1133    -159.4610       0.3477   448.3
0.2000        -159.0812    -159.4359       0.3546   457.2
0.2500        -159.0267    -159.4894       0.4628   596.7
0.3000        -158.9365    -159.2343       0.2978   384.0
0.3500        -159.0566    -159.5190       0.4624   596.2
0.4000        -159.0661    -159.4130       0.3470   447.4
0.4500        -159.1223    -159.4594       0.3371   434.7
0.5000        -159.0721    -159.4102       0.3381   436.0
0.5500        -159.1487    -159.4570       0.3083   397.6
0.6000        -159.1488    -159.4490       0.3002   387.0
0.6500        -159.1631    -159.4716       0.3085   397.7
0.7000        -159.1610    -159.4540       0.2931   377.9
0.7500        -159.1281    -159.4566       0.3285   423.6
0.8000        -159.1622    -159.4594       0.2971   383.1
0.8500        -159.0928    -159.4275       0.3347   431.5
0.9000        -159.0566    -159.4279       0.3714   478.8
0.9500        -159.0426    -159.3966       0.3540   456.5
1.0000        -159.0231    -159.4277       0.4046   521.7
1.0500        -158.9920    -159.3525       0.3605   464.8
1.1000        -159.0076    -159.3948       0.3872   499.3
1.1500        -158.9760    -159.3801       0.4040   521.0
1.2000        -158.9467    -159.4272       0.4805   619.5
1.2500        -158.9561    -159.3845       0.4284   552.4
1.3000        -158.9915    -159.4386       0.4471   576.4
1.3500        -159.0509    -159.4315       0.3806   490.8
1.4000        -159.0406    -159.4510       0.4104   529.2
1.4500        -159.0933    -159.4446       0.3513   453.0
1.5000        -159.0897    -159.4556       0.3659   471.8
1.5500        -159.1354    -159.4565       0.3211   414.0
1.6000        -159.1156    -159.4223       0.3067   395.5
1.6500        -159.0963    -159.4353       0.3391   437.2
1.7000        -159.1547    -159.4062       0.2514   324.2
1.7500        -159.1198    -159.4232       0.3034   391.2
1.8000        -159.1565    -159.3514       0.1949   251.4
1.8500        -159.1784    -159.4043       0.2259   291.3
1.9000        -159.1651    -159.3778       0.2128   274.3
1.9500        -159.1110    -159.4195       0.3085   397.8
2.0000        -159.0951    -159.3876       0.2925   377.2
2.0500        -159.1259    -159.4484       0.3225   415.8
2.1000        -159.1238    -159.4326       0.3087   398.1
2.1500        -159.1170    -159.4525       0.3355   432.5
2.2000        -159.1244    -159.4613       0.3369   434.4
2.2500        -159.1321    -159.4714       0.3393   437.5
2.3000        -159.1300    -159.4741       0.3441   443.7
2.3500        -159.1128    -159.4396       0.3268   421.3
2.4000        -159.0806    -159.4699       0.3893   501.9
2.4500        -159.0948    -159.4275       0.3327   429.0
2.5000        -159.0712    -159.4418       0.3706   477.9
2.5500        -159.0780    -159.3779       0.2998   386.6
2.6000        -159.1472    -159.4387       0.2915   375.8
2.6500        -159.1085    -159.3945       0.2860   368.8
2.7000        -159.1146    -159.4255       0.3109   400.9
2.7500        -159.1141    -159.4115       0.2975   383.5
2.8000        -159.1967    -159.4581       0.2614   337.0
2.8500        -159.1642    -159.4414       0.2772   357.4
2.9000        -159.1823    -159.4618       0.2795   360.4
2.9500        -159.2057    -159.4863       0.2806   361.9
3.0000        -159.1872    -159.4815       0.2943   379.5
3.0500        -159.1911    -159.4949       0.3038   391.7
3.1000        -159.1551    -159.4569       0.3018   389.2
3.1500        -159.1576    -159.5003       0.3427   441.9
3.2000        -159.1158    -159.4379       0.3222   415.4
3.2500        -159.1550    -159.4539       0.2989   385.4
3.3000        -159.0938    -159.4075       0.3138   404.6
3.3500        -159.1212    -159.4583       0.3370   434.5
3.4000        -159.0772    -159.3994       0.3222   415.4
3.4500        -159.1044    -159.4286       0.3242   418.0
3.5000        -159.1036    -159.4308       0.3272   421.9
3.5500        -159.1460    -159.4492       0.3033   391.0
3.6000        -159.1440    -159.4404       0.2963   382.1
3.6500        -159.1340    -159.4557       0.3218   414.9
3.7000        -159.2090    -159.4971       0.2881   371.5
3.7500        -159.1791    -159.4623       0.2833   365.3
3.8000        -159.2333    -159.5025       0.2692   347.1
3.8500        -159.2332    -159.4512       0.2180   281.1
3.9000        -159.3001    -159.4955       0.1955   252.0
3.9500        -159.2002    -159.4341       0.2339   301.6
4.0000        -159.1758    -159.4658       0.2901   374.0
4.0500        -159.1734    -159.4231       0.2497   321.9
4.1000        -159.1353    -159.4492       0.3138   404.6
4.1500        -159.0860    -159.3922       0.3061   394.7
4.2000        -159.0744    -159.4209       0.3465   446.7
4.2500        -159.0609    -159.4288       0.3680   474.4
4.3000        -159.0251    -159.4147       0.3895   502.3
4.3500        -159.0483    -159.4268       0.3786   488.1
4.4000        -159.0263    -159.4271       0.4008   516.8
4.4500        -159.0745    -159.4807       0.4063   523.8
4.5000        -159.0813    -159.4253       0.3439   443.5
4.5500        -159.1739    -159.4763       0.3024   389.9
4.6000        -159.1956    -159.4356       0.2400   309.5
4.6500        -159.2147    -159.4786       0.2639   340.2
4.7000        -159.1888    -159.4210       0.2323   299.5
4.7500        -159.1358    -159.4605       0.3248   418.8
4.8000        -159.1761    -159.4210       0.2449   315.8
4.8500        -159.1214    -159.4257       0.3042   392.3
4.9000        -159.0921    -159.3834       0.2913   375.5
4.9500        -159.1112    -159.4086       0.2974   383.5
5.0000        -159.0624    -159.4083       0.3460   446.1
5.0500        -159.0407    -159.3791       0.3384   436.3
5.1000        -159.0274    -159.4059       0.3786   488.1
5.1500        -159.0296    -159.4066       0.3770   486.2
5.2000        -158.9811    -159.4490       0.4679   603.3
5.2500        -159.0076    -159.4060       0.3984   513.6
5.3000        -159.0697    -159.4641       0.3944   508.6
5.3500        -159.1122    -159.4241       0.3119   402.2
5.4000        -159.1191    -159.4648       0.3457   445.7
5.4500        -159.1111    -159.4193       0.3082   397.4
5.5000        -159.0847    -159.4643       0.3796   489.5
5.5500        -159.1025    -159.4214       0.3188   411.1
5.6000        -159.0930    -159.4175       0.3245   418.4
5.6500        -159.0653    -159.3930       0.3277   422.5
5.7000        -159.1419    -159.4091       0.2673   344.6
5.7500        -159.0777    -159.4026       0.3248   418.8
5.8000        -159.0815    -159.3682       0.2867   369.7
5.8500        -159.1221    -159.4220       0.2999   386.7
5.9000        -159.1422    -159.3915       0.2493   321.4
5.9500        -159.1547    -159.4380       0.2833   365.3
6.0000        -159.1519    -159.4034       0.2515   324.3
6.0500        -159.2230    -159.4721       0.2491   321.2
6.1000        -159.1754    -159.4309       0.2556   329.5
6.1500        -159.1586    -159.4759       0.3174   409.2
6.2000        -159.1033    -159.4437       0.3404   438.9
6.2500        -159.0649    -159.4877       0.4229   545.2
6.3000        -159.0180    -159.4453       0.4272   550.9
6.3500        -159.0002    -159.4372       0.4371   563.5
6.4000        -158.9550    -159.4428       0.4878   629.0
6.4500        -158.9750    -159.4201       0.4451   573.9
6.5000        -159.0105    -159.4249       0.4143   534.2
