Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -27592.6255  -27593.4631       0.8376   405.0
0.0500      -27592.6246  -27593.2230       0.5984   289.3
0.1000      -27592.6246  -27593.1787       0.5541   267.9
0.1500      -27592.6255  -27593.3305       0.7050   340.9
0.2000      -27592.6252  -27593.3005       0.6753   326.5
0.2500      -27592.6253  -27593.3919       0.7666   370.7
0.3000      -27592.6250  -27593.1787       0.5538   267.8
0.3500      -27592.6252  -27593.3709       0.7456   360.5
0.4000      -27592.6250  -27593.2319       0.6070   293.5
0.4500      -27592.6251  -27593.2301       0.6050   292.5
0.5000      -27592.6252  -27593.4473       0.8221   397.5
0.5500      -27592.6251  -27593.2821       0.6570   317.7
0.6000      -27592.6251  -27593.2626       0.6374   308.2
0.6500      -27592.6249  -27593.2705       0.6456   312.2
0.7000      -27592.6250  -27593.2201       0.5952   287.8
0.7500      -27592.6253  -27593.3011       0.6758   326.8
0.8000      -27592.6256  -27593.4287       0.8031   388.3
0.8500      -27592.6254  -27593.3444       0.7190   347.7
0.9000      -27592.6249  -27593.2042       0.5793   280.1
0.9500      -27592.6253  -27593.3261       0.7008   338.9
1.0000      -27592.6252  -27593.3060       0.6808   329.2
1.0500      -27592.6244  -27593.1110       0.4866   235.3
1.1000      -27592.6252  -27593.3703       0.7451   360.3
1.1500      -27592.6251  -27593.2685       0.6434   311.1
1.2000      -27592.6252  -27593.3021       0.6769   327.3
1.2500      -27592.6254  -27593.4469       0.8215   397.2
1.3000      -27592.6251  -27593.1976       0.5725   276.8
1.3500      -27592.6253  -27593.2960       0.6707   324.3
1.4000      -27592.6253  -27593.3823       0.7570   366.0
1.4500      -27592.6250  -27593.2134       0.5884   284.5
1.5000      -27592.6248  -27593.2794       0.6546   316.5
1.5500      -27592.6249  -27593.2712       0.6462   312.5
1.6000      -27592.6256  -27593.3668       0.7412   358.4
1.6500      -27592.6248  -27593.1979       0.5731   277.1
1.7000      -27592.6252  -27593.2783       0.6532   315.8
1.7500      -27592.6254  -27593.4018       0.7763   375.4
1.8000      -27592.6251  -27593.2589       0.6338   306.5
1.8500      -27592.6249  -27593.2538       0.6289   304.1
1.9000      -27592.6250  -27593.2275       0.6025   291.3
1.9500      -27592.6250  -27593.1775       0.5525   267.1
2.0000      -27592.6250  -27593.3163       0.6913   334.3
2.0500      -27592.6253  -27593.3235       0.6982   337.6
2.1000      -27592.6251  -27593.3020       0.6769   327.3
2.1500      -27592.6253  -27593.3088       0.6835   330.5
2.2000      -27592.6250  -27593.1911       0.5661   273.7
2.2500      -27592.6250  -27593.3502       0.7251   350.6
2.3000      -27592.6248  -27593.2644       0.6396   309.2
2.3500      -27592.6254  -27593.2661       0.6408   309.8
2.4000      -27592.6252  -27593.3395       0.7143   345.4
2.4500      -27592.6253  -27593.3778       0.7526   363.9
2.5000      -27592.6253  -27593.3103       0.6850   331.2
2.5500      -27592.6255  -27593.4217       0.7962   385.0
2.6000      -27592.6255  -27593.4016       0.7760   375.2
2.6500      -27592.6247  -27593.1874       0.5627   272.1
2.7000      -27592.6252  -27593.3497       0.7244   350.3
2.7500      -27592.6253  -27593.3822       0.7570   366.0
2.8000      -27592.6253  -27593.3121       0.6868   332.1
2.8500      -27592.6255  -27593.4022       0.7768   375.6
2.9000      -27592.6251  -27593.2464       0.6214   300.4
2.9500      -27592.6251  -27593.2820       0.6569   317.6
3.0000      -27592.6255  -27593.4799       0.8545   413.1
3.0500      -27592.6253  -27593.3255       0.7002   338.5
3.1000      -27592.6250  -27593.2006       0.5756   278.3
3.1500      -27592.6254  -27593.3381       0.7127   344.6
3.2000      -27592.6255  -27593.2921       0.6667   322.4
3.2500      -27592.6249  -27593.2739       0.6490   313.8
3.3000      -27592.6250  -27593.3140       0.6890   333.2
3.3500      -27592.6255  -27593.2401       0.6146   297.2
3.4000      -27592.6251  -27593.2656       0.6405   309.7
3.4500      -27592.6249  -27593.2549       0.6300   304.6
3.5000      -27592.6254  -27593.3338       0.7083   342.5
3.5500      -27592.6254  -27593.2346       0.6092   294.5
3.6000      -27592.6251  -27593.1688       0.5437   262.9
3.6500      -27592.6256  -27593.2970       0.6714   324.6
3.7000      -27592.6252  -27593.2208       0.5956   288.0
3.7500      -27592.6251  -27593.3123       0.6872   332.3
3.8000      -27592.6249  -27593.2070       0.5821   281.5
3.8500      -27592.6251  -27593.3074       0.6823   329.9
3.9000      -27592.6248  -27593.2167       0.5920   286.2
3.9500      -27592.6255  -27593.3697       0.7442   359.9
4.0000      -27592.6253  -27593.3584       0.7331   354.5
4.0500      -27592.6250  -27593.2446       0.6197   299.6
4.1000      -27592.6255  -27593.3097       0.6842   330.8
4.1500      -27592.6252  -27593.2698       0.6446   311.7
4.2000      -27592.6249  -27593.2794       0.6545   316.5
4.2500      -27592.6250  -27593.2549       0.6299   304.6
4.3000      -27592.6250  -27593.2239       0.5989   289.6
4.3500      -27592.6256  -27593.4225       0.7969   385.3
4.4000      -27592.6246  -27593.1582       0.5336   258.0
4.4500      -27592.6259  -27593.4894       0.8635   417.5
4.5000      -27592.6246  -27593.1530       0.5284   255.5
4.5500      -27592.6248  -27593.1362       0.5114   247.3
4.6000      -27592.6259  -27593.4021       0.7762   375.3
4.6500      -27592.6249  -27593.2405       0.6156   297.7
4.7000      -27592.6253  -27593.3277       0.7024   339.6
4.7500      -27592.6256  -27593.3787       0.7531   364.1
4.8000      -27592.6250  -27593.2817       0.6567   317.5
4.8500      -27592.6249  -27593.2245       0.5996   289.9
4.9000      -27592.6250  -27593.3332       0.7082   342.4
4.9500      -27592.6256  -27593.4425       0.8169   395.0
5.0000      -27592.6247  -27593.1649       0.5402   261.2
5.0500      -27592.6251  -27593.2741       0.6490   313.8
5.1000      -27592.6259  -27593.4953       0.8694   420.4
5.1500      -27592.6250  -27593.2651       0.6401   309.5
5.2000      -27592.6252  -27593.3997       0.7745   374.5
5.2500      -27592.6249  -27593.2209       0.5960   288.2
5.3000      -27592.6254  -27593.3690       0.7436   359.5
5.3500      -27592.6254  -27593.3685       0.7431   359.3
5.4000      -27592.6252  -27593.3364       0.7112   343.9
5.4500      -27592.6256  -27593.4278       0.8022   387.9
5.5000      -27592.6250  -27593.2789       0.6539   316.2
5.5500      -27592.6252  -27593.2642       0.6391   309.0
5.6000      -27592.6253  -27593.2565       0.6312   305.2
5.6500      -27592.6248  -27593.2150       0.5902   285.4
5.7000      -27592.6255  -27593.3842       0.7587   366.9
5.7500      -27592.6250  -27593.2625       0.6375   308.2
5.8000      -27592.6249  -27593.2082       0.5833   282.0
5.8500      -27592.6252  -27593.3013       0.6761   326.9
5.9000      -27592.6247  -27593.0495       0.4248   205.4
5.9500      -27592.6255  -27593.3941       0.7686   371.6
6.0000      -27592.6250  -27593.1732       0.5483   265.1
6.0500      -27592.6254  -27593.2894       0.6640   321.1
6.1000      -27592.6251  -27593.2264       0.6013   290.7
6.1500      -27592.6249  -27593.1737       0.5488   265.3
6.2000      -27592.6251  -27593.2398       0.6147   297.2
6.2500      -27592.6249  -27593.1938       0.5689   275.1
6.3000      -27592.6254  -27593.3209       0.6955   336.3
6.3500      -27592.6251  -27593.1756       0.5506   266.2
6.4000      -27592.6254  -27593.3972       0.7718   373.2
6.4500      -27592.6250  -27593.1908       0.5658   273.6
6.5000      -27592.6248  -27593.1515       0.5268   254.7
6.5500      -27592.6252  -27593.2415       0.6163   298.0
6.6000      -27592.6256  -27593.3057       0.6802   328.9
6.6500      -27592.6249  -27593.2430       0.6181   298.9
6.7000      -27592.6254  -27593.4746       0.8492   410.6
6.7500      -27592.6251  -27593.1713       0.5462   264.1
6.8000      -27592.6257  -27593.3925       0.7668   370.7
6.8500      -27592.6251  -27593.3284       0.7034   340.1
6.9000      -27592.6251  -27593.2846       0.6594   318.8
6.9500      -27592.6254  -27593.3817       0.7563   365.7
7.0000      -27592.6253  -27593.2739       0.6486   313.6
7.0500      -27592.6250  -27593.2135       0.5885   284.5
7.1000      -27592.6250  -27593.1961       0.5711   276.2
7.1500      -27592.6254  -27593.4170       0.7916   382.8
7.2000      -27592.6254  -27593.3847       0.7593   367.1
7.2500      -27592.6256  -27593.3727       0.7470   361.2
7.3000      -27592.6249  -27593.2171       0.5922   286.3
7.3500      -27592.6252  -27593.2182       0.5930   286.7
7.4000      -27592.6252  -27593.3177       0.6925   334.8
7.4500      -27592.6255  -27593.4620       0.8365   404.5
7.5000      -27592.6254  -27593.3358       0.7104   343.5
7.5500      -27592.6245  -27593.1248       0.5002   241.9
7.6000      -27592.6257  -27593.4611       0.8354   403.9
7.6500      -27592.6248  -27593.2646       0.6397   309.3
7.7000      -27592.6256  -27593.4557       0.8301   401.4
7.7500      -27592.6250  -27593.3452       0.7202   348.2
7.8000      -27592.6255  -27593.4105       0.7850   379.5
7.8500      -27592.6253  -27593.3806       0.7553   365.2
7.9000      -27592.6250  -27593.4005       0.7755   375.0
7.9500      -27592.6253  -27593.3439       0.7186   347.5
8.0000      -27592.6247  -27593.1126       0.4879   235.9
8.0500      -27592.6252  -27593.3464       0.7212   348.7
8.1000      -27592.6254  -27593.3314       0.7060   341.4
8.1500      -27592.6254  -27593.4096       0.7842   379.2
8.2000      -27592.6252  -27593.3895       0.7642   369.5
8.2500      -27592.6251  -27593.2534       0.6283   303.8
8.3000      -27592.6253  -27593.3705       0.7452   360.3
8.3500      -27592.6252  -27593.3124       0.6872   332.3
8.4000      -27592.6251  -27593.2978       0.6727   325.3
8.4500      -27592.6253  -27593.2767       0.6514   315.0
8.5000      -27592.6247  -27593.0741       0.4495   217.3
8.5500      -27592.6251  -27593.1126       0.4876   235.8
8.6000      -27592.6252  -27593.2641       0.6389   308.9
8.6500      -27592.6255  -27593.3575       0.7320   354.0
8.7000      -27592.6253  -27593.3104       0.6851   331.3
8.7500      -27592.6256  -27593.2969       0.6713   324.6
8.8000      -27592.6252  -27593.2563       0.6311   305.1
8.8500      -27592.6253  -27593.2332       0.6079   293.9
8.9000      -27592.6252  -27593.3150       0.6898   333.5
8.9500      -27592.6254  -27593.3531       0.7277   351.9
9.0000      -27592.6253  -27593.2377       0.6123   296.1
9.0500      -27592.6252  -27593.3543       0.7291   352.5
9.1000      -27592.6249  -27593.2707       0.6457   312.2
9.1500      -27592.6246  -27593.0654       0.4408   213.2
9.2000      -27592.6251  -27593.3448       0.7198   348.0
9.2500      -27592.6251  -27593.3346       0.7095   343.1
9.3000      -27592.6251  -27593.2579       0.6328   306.0
9.3500      -27592.6251  -27593.3386       0.7135   345.0
9.4000      -27592.6251  -27593.3100       0.6849   331.1
9.4500      -27592.6250  -27593.2262       0.6012   290.7
9.5000      -27592.6254  -27593.2809       0.6555   317.0
9.5500      -27592.6251  -27593.3220       0.6969   337.0
9.6000      -27592.6253  -27593.3072       0.6819   329.7
9.6500      -27592.6255  -27593.3814       0.7559   365.5
9.7000      -27592.6247  -27593.1958       0.5711   276.1
9.7500      -27592.6249  -27593.2043       0.5794   280.2
9.8000      -27592.6249  -27593.3129       0.6880   332.7
9.8500      -27592.6257  -27593.4894       0.8637   417.6
9.9000      -27592.6251  -27593.2714       0.6463   312.5
9.9500      -27592.6255  -27593.5288       0.9033   436.8
10.0000     -27592.6253  -27593.4390       0.8137   393.4
10.0500     -27592.6249  -27593.2189       0.5940   287.2
10.1000     -27592.6248  -27593.2216       0.5967   288.5
10.1500     -27592.6248  -27593.1974       0.5726   276.9
10.2000     -27592.6254  -27593.3907       0.7653   370.0
10.2500     -27592.6254  -27593.4046       0.7792   376.7
10.3000     -27592.6251  -27593.3461       0.7209   348.6
10.3500     -27592.6248  -27593.1093       0.4845   234.3
10.4000     -27592.6250  -27593.3475       0.7224   349.3
10.4500     -27592.6254  -27593.5165       0.8910   430.8
10.5000     -27592.6252  -27593.3009       0.6757   326.7
10.5500     -27592.6247  -27593.2100       0.5853   283.0
10.6000     -27592.6250  -27593.2212       0.5963   288.3
10.6500     -27592.6249  -27593.2194       0.5945   287.5
