Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -159.0508    -159.4281       0.3772   364.8
0.0500        -158.9644    -159.4507       0.4863   470.3
0.1000        -159.0315    -159.4804       0.4489   434.1
0.1500        -159.1663    -159.6064       0.4401   425.6
0.2000        -159.1802    -159.6304       0.4502   435.4
0.2500        -159.2949    -159.7884       0.4935   477.2
0.3000        -159.2234    -159.6364       0.4130   399.3
0.3500        -159.1012    -159.7057       0.6046   584.6
0.4000        -159.1684    -159.6666       0.4982   481.8
0.4500        -158.8840    -159.1973       0.3133   303.0
0.5000        -159.0636    -159.5572       0.4936   477.3
0.5500        -159.1119    -159.6084       0.4966   480.2
0.6000        -159.0264    -159.5793       0.5529   534.6
0.6500        -159.3685    -159.7946       0.4260   412.0
0.7000        -159.0987    -159.6290       0.5303   512.8
0.7500        -159.1729    -159.6593       0.4864   470.4
0.8000        -159.2425    -159.7701       0.5276   510.2
0.8500        -158.9619    -159.4344       0.4725   456.9
0.9000        -159.0273    -159.4730       0.4457   431.0
0.9500        -159.0329    -159.5724       0.5394   521.7
1.0000        -158.9317    -159.4367       0.5050   488.3
1.0500        -159.2440    -159.7184       0.4744   458.8
1.1000        -159.2623    -159.7056       0.4433   428.7
1.1500        -159.1891    -159.5788       0.3897   376.8
1.2000        -159.1941    -159.7300       0.5359   518.3
1.2500        -159.0501    -159.6332       0.5831   563.9
1.3000        -159.0462    -159.4271       0.3809   368.3
1.3500        -159.0525    -159.4550       0.4025   389.3
1.4000        -159.0235    -159.4273       0.4038   390.5
1.4500        -159.1019    -159.5949       0.4930   476.8
1.5000        -159.0731    -159.6150       0.5419   524.0
1.5500        -159.1935    -159.6714       0.4778   462.1
1.6000        -159.2321    -159.6296       0.3975   384.4
1.6500        -159.1442    -159.6807       0.5366   518.9
1.7000        -159.1738    -159.6432       0.4694   454.0
1.7500        -159.0051    -159.5031       0.4980   481.6
1.8000        -159.1018    -159.5764       0.4746   459.0
1.8500        -158.9363    -159.4268       0.4906   474.4
1.9000        -158.9778    -159.5886       0.6108   590.7
1.9500        -159.2290    -159.7481       0.5191   502.0
2.0000        -159.0141    -159.5767       0.5625   544.0
2.0500        -159.3830    -159.7712       0.3882   375.4
2.1000        -159.0536    -159.6537       0.6001   580.3
2.1500        -158.8967    -159.5195       0.6227   602.2
2.2000        -159.1023    -159.6422       0.5399   522.2
2.2500        -158.8225    -159.2762       0.4536   438.7
2.3000        -158.9945    -159.5855       0.5910   571.5
2.3500        -159.1416    -159.7036       0.5619   543.4
2.4000        -159.0551    -159.6189       0.5638   545.2
2.4500        -159.2547    -159.7970       0.5423   524.4
2.5000        -159.1227    -159.6260       0.5032   486.7
2.5500        -159.0587    -159.7006       0.6419   620.7
2.6000        -159.0733    -159.6566       0.5833   564.1
2.6500        -158.6858    -159.3059       0.6201   599.7
2.7000        -158.9629    -159.4412       0.4783   462.5
2.7500        -158.8710    -159.6090       0.7379   713.6
2.8000        -158.8603    -159.5437       0.6835   660.9
2.8500        -159.0666    -159.7516       0.6850   662.4
2.9000        -159.1490    -159.6104       0.4614   446.2
2.9500        -159.0676    -159.6490       0.5814   562.3
3.0000        -158.9398    -159.6795       0.7397   715.3
3.0500        -158.9094    -159.5750       0.6656   643.6
3.1000        -158.8770    -159.4354       0.5584   540.0
