Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.7560    -160.4615       1.7055   338.3
0.0500        -157.7118    -160.4804       2.7687   549.2
0.1000        -157.8758    -160.4102       2.5344   502.7
0.1500        -157.3482    -160.4495       3.1013   615.2
0.2000        -157.4553    -160.5033       3.0480   604.6
0.2500        -158.0525    -160.4475       2.3949   475.1
0.3000        -157.8496    -160.4785       2.6289   521.5
0.3500        -157.7473    -160.4661       2.7188   539.3
0.4000        -157.8839    -160.4724       2.5886   513.5
0.4500        -158.2051    -160.5214       2.3163   459.5
0.5000        -158.0531    -160.4599       2.4068   477.4
0.5500        -157.7536    -160.4801       2.7266   540.9
0.6000        -158.0270    -160.4137       2.3867   473.4
0.6500        -157.5717    -160.4737       2.9020   575.7
0.7000        -157.6841    -160.4856       2.8015   555.7
0.7500        -157.0521    -160.4857       3.4336   681.1
0.8000        -157.7622    -160.4306       2.6683   529.3
0.8500        -157.6147    -160.4178       2.8030   556.0
0.9000        -158.1334    -160.4688       2.3354   463.3
0.9500        -157.7346    -160.4384       2.7038   536.3
1.0000        -157.3819    -160.4215       3.0396   603.0
1.0500        -157.7280    -160.4121       2.6841   532.4
1.1000        -157.5412    -160.4357       2.8945   574.2
1.1500        -157.5586    -160.4379       2.8793   571.2
1.2000        -157.7691    -160.4369       2.6677   529.2
1.2500        -157.6708    -160.4582       2.7875   552.9
1.3000        -157.8429    -160.4319       2.5890   513.6
1.3500        -157.1109    -160.4368       3.3258   659.7
1.4000        -157.4337    -160.4725       3.0388   602.8
1.4500        -157.3358    -160.4190       3.0832   611.6
1.5000        -157.5576    -160.4295       2.8719   569.7
1.5500        -157.2824    -160.4291       3.1467   624.2
1.6000        -157.4184    -160.4763       3.0580   606.6
1.6500        -157.7054    -160.4717       2.7662   548.7
1.7000        -157.3062    -160.4128       3.1066   616.3
1.7500        -157.5820    -160.4201       2.8381   563.0
1.8000        -157.3844    -160.4725       3.0882   612.6
1.8500        -157.3722    -160.4597       3.0875   612.5
1.9000        -157.7360    -160.4700       2.7340   542.3
1.9500        -157.4169    -160.4050       2.9882   592.8
2.0000        -157.2551    -160.5117       3.2566   646.0
2.0500        -157.2397    -160.4639       3.2242   639.6
2.1000        -157.2267    -160.4628       3.2361   641.9
2.1500        -157.4585    -160.4902       3.0317   601.4
2.2000        -157.2507    -160.4923       3.2416   643.0
2.2500        -157.3352    -160.4669       3.1317   621.2
2.3000        -157.7501    -160.3867       2.6366   523.0
2.3500        -157.3883    -160.4420       3.0537   605.8
2.4000        -157.3457    -160.5052       3.1596   626.8
2.4500        -157.1468    -160.4463       3.2995   654.5
2.5000        -157.5395    -160.4445       2.9050   576.3
2.5500        -157.4681    -160.3857       2.9176   578.8
2.6000        -157.2069    -160.4722       3.2653   647.7
2.6500        -158.0266    -160.3425       2.3159   459.4
2.7000        -157.5220    -160.4472       2.9252   580.3
2.7500        -157.5973    -160.4240       2.8267   560.7
2.8000        -157.4169    -160.3907       2.9738   589.9
2.8500        -157.2340    -160.4405       3.2065   636.1
2.9000        -157.5786    -160.4003       2.8217   559.7
2.9500        -157.6534    -160.4433       2.7899   553.4
3.0000        -157.7670    -160.4219       2.6548   526.6
3.0500        -157.2922    -160.4101       3.1178   618.5
3.1000        -157.3550    -160.4439       3.0889   612.7
3.1500        -157.5347    -160.4619       2.9272   580.7
3.2000        -157.3830    -160.3818       2.9988   594.9
3.2500        -157.5497    -160.4312       2.8816   571.6
3.3000        -157.1172    -160.3747       3.2575   646.2
3.3500        -157.2856    -160.4272       3.1417   623.2
3.4000        -157.2905    -160.4532       3.1627   627.4
3.4500        -157.2891    -160.4205       3.1314   621.2
3.5000        -157.3393    -160.4825       3.1433   623.5
3.5500        -157.4091    -160.4310       3.0218   599.4
3.6000        -156.9735    -160.4276       3.4541   685.2
3.6500        -157.1967    -160.3836       3.1869   632.2
3.7000        -156.7214    -160.4325       3.7111   736.2
3.7500        -156.8142    -160.4274       3.6131   716.7
3.8000        -156.8753    -160.3893       3.5140   697.1
3.8500        -156.9459    -160.4183       3.4725   688.8
3.9000        -157.3084    -160.3794       3.0710   609.2
3.9500        -157.1939    -160.4552       3.2613   646.9
4.0000        -157.3432    -160.4399       3.0967   614.3
4.0500        -157.1768    -160.4480       3.2712   648.9
4.1000        -157.3670    -160.4294       3.0625   607.5
4.1500        -157.1844    -160.4673       3.2829   651.2
4.2000        -157.0882    -160.4598       3.3716   668.8
4.2500        -157.1212    -160.4814       3.3603   666.6
4.3000        -157.0245    -160.4615       3.4370   681.8
4.3500        -157.3474    -160.4276       3.0802   611.0
4.4000        -156.6309    -160.4244       3.7935   752.5
4.4500        -157.1964    -160.4062       3.2098   636.7
4.5000        -157.0150    -160.4034       3.3884   672.2
4.5500        -157.1289    -160.4275       3.2986   654.3
4.6000        -157.1173    -160.4149       3.2976   654.1
4.6500        -156.5255    -160.4269       3.9014   773.9
4.7000        -156.6989    -160.4795       3.7806   750.0
4.7500        -156.7047    -160.4636       3.7589   745.6
4.8000        -156.8665    -160.4041       3.5376   701.8
4.8500        -157.1953    -160.3841       3.1889   632.6
4.9000        -156.6839    -160.4426       3.7587   745.6
4.9500        -156.8379    -160.4465       3.6086   715.8
5.0000        -156.6725    -160.4695       3.7970   753.2
5.0500        -157.0629    -160.3812       3.3183   658.2
5.1000        -157.1345    -160.4153       3.2808   650.8
5.1500        -156.7443    -160.4131       3.6688   727.8
5.2000        -156.5657    -160.3905       3.8248   758.7
5.2500        -156.4966    -160.4266       3.9300   779.6
5.3000        -156.8139    -160.4609       3.6470   723.4
5.3500        -156.9794    -160.3269       3.3475   664.0
5.4000        -156.5028    -160.4714       3.9686   787.2
5.4500        -156.6725    -160.4425       3.7701   747.9
5.5000        -156.4124    -160.4275       4.0152   796.5
5.5500        -156.3681    -160.4140       4.0460   802.6
5.6000        -156.3758    -160.4386       4.0628   805.9
5.6500        -156.4936    -160.4173       3.9237   778.3
5.7000        -156.2306    -160.4797       4.2491   842.9
5.7500        -156.4239    -160.3988       3.9748   788.5
5.8000        -156.1704    -160.3730       4.2026   833.7
5.8500        -155.7124    -160.4132       4.7008   932.5
5.9000        -156.1907    -160.4398       4.2491   842.9
5.9500        -156.4711    -160.4134       3.9423   782.0
6.0000        -155.4889    -160.4050       4.9161   975.2
