Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -159.3614    -159.8326       0.4712   405.0
0.0500        -159.3625    -159.7719       0.4094   351.9
0.1000        -159.0763    -159.3813       0.3051   262.2
0.1500        -159.1060    -159.4894       0.3834   329.5
0.2000        -159.5049    -159.8222       0.3173   272.7
0.2500        -159.3530    -159.7264       0.3734   321.0
0.3000        -159.1258    -159.4479       0.3221   276.9
0.3500        -159.4585    -159.7971       0.3386   291.1
0.4000        -159.3910    -159.7746       0.3836   329.7
0.4500        -158.9960    -159.4299       0.4340   373.0
0.5000        -158.8140    -159.1922       0.3782   325.1
0.5500        -159.3567    -159.7860       0.4293   369.0
0.6000        -159.1883    -159.5502       0.3619   311.1
0.6500        -159.0148    -159.4680       0.4532   389.6
0.7000        -159.0050    -159.3773       0.3724   320.1
0.7500        -159.2724    -159.7107       0.4383   376.8
0.8000        -159.0022    -159.4131       0.4109   353.2
0.8500        -159.1019    -159.4684       0.3664   315.0
0.9000        -159.0603    -159.5034       0.4432   380.9
0.9500        -158.9387    -159.2980       0.3593   308.8
1.0000        -159.2237    -159.7267       0.5029   432.3
1.0500        -159.0132    -159.5133       0.5001   429.9
1.1000        -159.1789    -159.6112       0.4323   371.6
1.1500        -158.9900    -159.4603       0.4704   404.3
1.2000        -159.2952    -159.7547       0.4595   395.0
1.2500        -158.9170    -159.4509       0.5339   458.9
1.3000        -159.0110    -159.5028       0.4919   422.8
1.3500        -159.3481    -159.8046       0.4566   392.5
1.4000        -158.8798    -159.3831       0.5033   432.7
1.4500        -158.8565    -159.3308       0.4742   407.7
1.5000        -159.2237    -159.7470       0.5232   449.8
1.5500        -159.1618    -159.6761       0.5143   442.1
1.6000        -158.8617    -159.2784       0.4167   358.2
1.6500        -159.1986    -159.7179       0.5193   446.4
1.7000        -159.0196    -159.5322       0.5125   440.6
1.7500        -158.9434    -159.4752       0.5318   457.1
1.8000        -158.9014    -159.4472       0.5458   469.2
1.8500        -159.2545    -159.7703       0.5158   443.3
1.9000        -158.8308    -159.3213       0.4905   421.6
1.9500        -159.1281    -159.6704       0.5424   466.2
2.0000        -159.1358    -159.6248       0.4890   420.4
2.0500        -158.8925    -159.3856       0.4931   423.8
2.1000        -158.9367    -159.4223       0.4857   417.5
2.1500        -158.7463    -159.1763       0.4300   369.7
2.2000        -158.6739    -159.1721       0.4981   428.2
2.2500        -158.6963    -159.1780       0.4817   414.0
2.3000        -159.0544    -159.5882       0.5338   458.8
2.3500        -159.0131    -159.4891       0.4761   409.2
2.4000        -158.6510    -159.1623       0.5113   439.5
2.4500        -159.0868    -159.6164       0.5295   455.2
2.5000        -159.2246    -159.7733       0.5487   471.6
2.5500        -158.8904    -159.4337       0.5433   467.0
2.6000        -158.9754    -159.4810       0.5056   434.6
2.6500        -159.0519    -159.6168       0.5649   485.6
2.7000        -158.8110    -159.3096       0.4987   428.6
2.7500        -158.7709    -159.2797       0.5089   437.4
2.8000        -158.8152    -159.3117       0.4965   426.8
2.8500        -159.1206    -159.6619       0.5414   465.3
2.9000        -158.7486    -159.2268       0.4782   411.1
2.9500        -158.6437    -159.2246       0.5810   499.4
3.0000        -159.1109    -159.7122       0.6013   516.9
3.0500        -159.1002    -159.7086       0.6085   523.0
3.1000        -159.1006    -159.7663       0.6657   572.2
3.1500        -159.1156    -159.6939       0.5783   497.1
3.2000        -159.0246    -159.6454       0.6209   533.7
3.2500        -159.1548    -159.8123       0.6575   565.2
3.3000        -159.1007    -159.7592       0.6585   566.0
3.3500        -159.0920    -159.6688       0.5769   495.9
3.4000        -158.8044    -159.3780       0.5735   493.0
3.4500        -158.8684    -159.4597       0.5914   508.4
3.5000        -159.1363    -159.7567       0.6204   533.3
3.5500        -159.0774    -159.7292       0.6518   560.3
3.6000        -158.9872    -159.6075       0.6203   533.2
3.6500        -159.0447    -159.6900       0.6452   554.6
3.7000        -159.1338    -159.8033       0.6696   575.5
3.7500        -158.7735    -159.3776       0.6041   519.3
3.8000        -158.8761    -159.4979       0.6217   534.4
3.8500        -159.1913    -159.8017       0.6104   524.7
3.9000        -159.0323    -159.6847       0.6524   560.8
3.9500        -158.7318    -159.3601       0.6282   540.0
4.0000        -159.0749    -159.6649       0.5900   507.2
4.0500        -159.1390    -159.8133       0.6743   579.7
4.1000        -159.0443    -159.7333       0.6890   592.3
4.1500        -158.9523    -159.6770       0.7247   623.0
4.2000        -159.0726    -159.8033       0.7307   628.1
4.2500        -159.0853    -159.7927       0.7074   608.1
4.3000        -158.8594    -159.6344       0.7750   666.2
4.3500        -159.1438    -159.8336       0.6897   592.9
4.4000        -159.0822    -159.7914       0.7092   609.6
4.4500        -159.0575    -159.7707       0.7132   613.0
4.5000        -158.8810    -159.5265       0.6455   554.9
4.5500        -159.0517    -159.7139       0.6622   569.2
4.6000        -159.0599    -159.7444       0.6845   588.4
4.6500        -159.0154    -159.6821       0.6667   573.1
4.7000        -159.1320    -159.8407       0.7087   609.2
4.7500        -159.0464    -159.8051       0.7587   652.2
4.8000        -159.0589    -159.7788       0.7199   618.8
4.8500        -159.0886    -159.8172       0.7286   626.3
4.9000        -159.0799    -159.8210       0.7412   637.1
4.9500        -158.9135    -159.6516       0.7381   634.5
5.0000        -159.0027    -159.7597       0.7570   650.7
5.0500        -159.0306    -159.8374       0.8068   693.5
5.1000        -158.8515    -159.6760       0.8245   708.8
5.1500        -159.0245    -159.7849       0.7604   653.7
5.2000        -158.8815    -159.6950       0.8135   699.3
5.2500        -159.0239    -159.8291       0.8052   692.2
5.3000        -158.9609    -159.7590       0.7981   686.0
5.3500        -158.7076    -159.5258       0.8182   703.3
5.4000        -158.8178    -159.6163       0.7986   686.5
5.4500        -158.9077    -159.7203       0.8126   698.5
5.5000        -158.7470    -159.6119       0.8649   743.5
5.5500        -158.6515    -159.4947       0.8432   724.8
5.6000        -158.6268    -159.4846       0.8579   737.4
5.6500        -158.8533    -159.7714       0.9181   789.2
5.7000        -158.3046    -159.1800       0.8754   752.5
5.7500        -158.5507    -159.4663       0.9157   787.1
5.8000        -158.9142    -159.8142       0.9000   773.6
5.8500        -158.5294    -159.4863       0.9569   822.5
5.9000        -158.4078    -159.2863       0.8785   755.2
5.9500        -158.1597    -159.0577       0.8980   771.9
6.0000        -158.7549    -159.6216       0.8667   745.0
6.0500        -158.8449    -159.7590       0.9141   785.8
6.1000        -158.2276    -159.0889       0.8613   740.4
6.1500        -158.7966    -159.7897       0.9931   853.7
6.2000        -158.9041    -159.8468       0.9427   810.4
6.2500        -158.7398    -159.6957       0.9559   821.7
6.3000        -158.3575    -159.2971       0.9396   807.7
6.3500        -158.9407    -159.8308       0.8901   765.1
6.4000        -158.5391    -159.5639       1.0248   880.9
6.4500        -158.5200    -159.4655       0.9455   812.8
6.5000        -158.5243    -159.4589       0.9345   803.3
6.5500        -158.6525    -159.6502       0.9977   857.6
6.6000        -158.8187    -159.8066       0.9879   849.2
6.6500        -158.3248    -159.3042       0.9794   841.9
6.7000        -158.4340    -159.4066       0.9726   836.0
6.7500        -158.8447    -159.8638       1.0192   876.1
6.8000        -158.8199    -159.8361       1.0162   873.5
6.8500        -158.3371    -159.3189       0.9817   843.9
6.9000        -158.4244    -159.4019       0.9776   840.3
6.9500        -158.7791    -159.7726       0.9934   853.9
7.0000        -158.8166    -159.8532       1.0367   891.1
7.0500        -158.3386    -159.3767       1.0381   892.4
7.1000        -158.6038    -159.6556       1.0518   904.2
