Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -5258.3268   -5258.8559       0.5291   409.3
0.0500       -5258.3275   -5259.0439       0.7163   554.2
0.1000       -5258.3264   -5258.9333       0.6069   469.5
0.1500       -5258.3277   -5258.9574       0.6297   487.2
0.2000       -5258.3272   -5258.8608       0.5336   412.8
0.2500       -5258.3260   -5258.9674       0.6414   496.2
0.3000       -5258.3287   -5259.0419       0.7132   551.8
0.3500       -5258.3266   -5258.9170       0.5904   456.8
0.4000       -5258.3282   -5259.0585       0.7303   565.0
0.4500       -5258.3279   -5258.9485       0.6206   480.1
0.5000       -5258.3293   -5259.1949       0.8656   669.7
0.5500       -5258.3259   -5258.8741       0.5482   424.1
0.6000       -5258.3287   -5259.0587       0.7301   564.8
0.6500       -5258.3285   -5259.0949       0.7665   593.0
0.7000       -5258.3264   -5258.8002       0.4738   366.5
0.7500       -5258.3275   -5258.9470       0.6196   479.3
0.8000       -5258.3290   -5259.2255       0.8964   693.5
0.8500       -5258.3262   -5258.8591       0.5328   412.2
0.9000       -5258.3270   -5258.9810       0.6540   506.0
0.9500       -5258.3287   -5259.1840       0.8553   661.7
1.0000       -5258.3274   -5258.9382       0.6108   472.5
1.0500       -5258.3268   -5258.8361       0.5093   394.0
1.1000       -5258.3271   -5259.0285       0.7015   542.7
1.1500       -5258.3273   -5258.9957       0.6684   517.1
1.2000       -5258.3280   -5258.9930       0.6650   514.5
1.2500       -5258.3278   -5259.0773       0.7495   579.8
1.3000       -5258.3277   -5259.0183       0.6906   534.3
1.3500       -5258.3282   -5259.0559       0.7277   563.0
1.4000       -5258.3272   -5259.0623       0.7350   568.6
1.4500       -5258.3265   -5258.8387       0.5122   396.3
1.5000       -5258.3268   -5258.8295       0.5027   388.9
1.5500       -5258.3279   -5259.1381       0.8101   626.7
1.6000       -5258.3276   -5259.0891       0.7615   589.1
1.6500       -5258.3266   -5258.8046       0.4780   369.8
1.7000       -5258.3282   -5259.0995       0.7712   596.6
1.7500       -5258.3279   -5259.0154       0.6874   531.8
1.8000       -5258.3267   -5258.8935       0.5668   438.5
1.8500       -5258.3279   -5259.1811       0.8532   660.1
1.9000       -5258.3266   -5258.9334       0.6069   469.5
1.9500       -5258.3279   -5258.9477       0.6199   479.5
2.0000       -5258.3273   -5259.0364       0.7091   548.6
2.0500       -5258.3288   -5259.1500       0.8212   635.3
2.1000       -5258.3281   -5258.9863       0.6581   509.1
2.1500       -5258.3269   -5258.9761       0.6492   502.3
2.2000       -5258.3271   -5258.9123       0.5852   452.7
2.2500       -5258.3266   -5258.9487       0.6221   481.3
2.3000       -5258.3281   -5259.1225       0.7944   614.6
2.3500       -5258.3270   -5258.8237       0.4967   384.3
2.4000       -5258.3280   -5258.9847       0.6567   508.1
2.4500       -5258.3286   -5259.0264       0.6978   539.8
2.5000       -5258.3268   -5258.9848       0.6580   509.0
2.5500       -5258.3285   -5259.0559       0.7274   562.7
2.6000       -5258.3264   -5258.8939       0.5675   439.1
2.6500       -5258.3269   -5258.9996       0.6727   520.4
2.7000       -5258.3279   -5259.1020       0.7741   598.8
2.7500       -5258.3271   -5259.0180       0.6909   534.5
2.8000       -5258.3289   -5259.1139       0.7850   607.3
2.8500       -5258.3270   -5259.0253       0.6983   540.2
2.9000       -5258.3275   -5258.9880       0.6604   510.9
2.9500       -5258.3268   -5258.8425       0.5157   399.0
3.0000       -5258.3269   -5259.1144       0.7875   609.3
3.0500       -5258.3269   -5259.0085       0.6816   527.3
3.1000       -5258.3275   -5259.0294       0.7018   543.0
3.1500       -5258.3278   -5259.1135       0.7856   607.8
3.2000       -5258.3289   -5259.0147       0.6858   530.6
