Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -11038.2162  -11039.4162       1.2000   403.6
0.0500      -11038.2174  -11039.5086       1.2912   434.3
0.1000      -11038.2166  -11039.5302       1.3135   441.8
0.1500      -11038.2168  -11039.4792       1.2624   424.6
0.2000      -11038.2164  -11039.4978       1.2813   431.0
0.2500      -11038.2152  -11039.5561       1.3409   451.0
0.3000      -11038.2153  -11039.4973       1.2819   431.2
0.3500      -11038.2169  -11039.6097       1.3928   468.5
0.4000      -11038.2160  -11039.3821       1.1661   392.2
0.4500      -11038.2146  -11039.5471       1.3324   448.2
0.5000      -11038.2150  -11039.5236       1.3085   440.1
0.5500      -11038.2169  -11039.7352       1.5183   510.7
0.6000      -11038.2152  -11039.4573       1.2421   417.8
0.6500      -11038.2160  -11039.6079       1.3918   468.2
0.7000      -11038.2158  -11039.5842       1.3684   460.3
0.7500      -11038.2168  -11039.6504       1.4336   482.2
0.8000      -11038.2160  -11039.6008       1.3847   465.8
0.8500      -11038.2173  -11039.8448       1.6275   547.4
0.9000      -11038.2165  -11039.6323       1.4158   476.2
0.9500      -11038.2180  -11039.4610       1.2430   418.1
1.0000      -11038.2168  -11039.5797       1.3629   458.4
1.0500      -11038.2149  -11039.5085       1.2936   435.1
1.1000      -11038.2149  -11039.5929       1.3780   463.5
1.1500      -11038.2168  -11039.5880       1.3712   461.2
1.2000      -11038.2167  -11039.4740       1.2573   422.9
1.2500      -11038.2196  -11039.6996       1.4801   497.8
1.3000      -11038.2171  -11039.5157       1.2986   436.8
1.3500      -11038.2171  -11039.5881       1.3711   461.2
1.4000      -11038.2157  -11039.4444       1.2287   413.3
1.4500      -11038.2158  -11039.4339       1.2182   409.7
1.5000      -11038.2132  -11039.3098       1.0967   368.9
1.5500      -11038.2204  -11039.7307       1.5104   508.0
1.6000      -11038.2162  -11039.5472       1.3310   447.7
1.6500      -11038.2193  -11039.7648       1.5455   519.8
1.7000      -11038.2183  -11039.7626       1.5444   519.5
1.7500      -11038.2185  -11039.6000       1.3815   464.7
1.8000      -11038.2181  -11039.7167       1.4987   504.1
1.8500      -11038.2169  -11039.3993       1.1824   397.7
1.9000      -11038.2160  -11039.3995       1.1835   398.1
1.9500      -11038.2145  -11039.3821       1.1676   392.7
2.0000      -11038.2135  -11039.3367       1.1231   377.8
2.0500      -11038.2170  -11039.7779       1.5609   525.0
2.1000      -11038.2195  -11039.8655       1.6460   553.7
2.1500      -11038.2161  -11039.7119       1.4957   503.1
2.2000      -11038.2150  -11039.4325       1.2176   409.5
2.2500      -11038.2149  -11039.3361       1.1212   377.1
2.3000      -11038.2163  -11039.4603       1.2440   418.4
2.3500      -11038.2160  -11039.6053       1.3893   467.3
2.4000      -11038.2154  -11039.6150       1.3996   470.8
2.4500      -11038.2170  -11039.7488       1.5319   515.3
2.5000      -11038.2150  -11039.4888       1.2738   428.5
2.5500      -11038.2154  -11039.5766       1.3612   457.8
2.6000      -11038.2147  -11039.4270       1.2122   407.8
2.6500      -11038.2192  -11039.7102       1.4910   501.5
2.7000      -11038.2147  -11039.3680       1.1533   387.9
2.7500      -11038.2201  -11039.7966       1.5765   530.3
2.8000      -11038.2209  -11039.8893       1.6684   561.2
2.8500      -11038.2169  -11039.5942       1.3773   463.3
2.9000      -11038.2160  -11039.6363       1.4203   477.7
2.9500      -11038.2115  -11039.2483       1.0368   348.7
3.0000      -11038.2125  -11039.4279       1.2154   408.8
3.0500      -11038.2161  -11039.6175       1.4015   471.4
3.1000      -11038.2171  -11039.7847       1.5676   527.3
3.1500      -11038.2155  -11039.3383       1.1228   377.7
3.2000      -11038.2155  -11039.6034       1.3879   466.8
3.2500      -11038.2159  -11039.4595       1.2436   418.3
3.3000      -11038.2169  -11039.5964       1.3794   464.0
3.3500      -11038.2160  -11039.5150       1.2989   436.9
3.4000      -11038.2165  -11039.6341       1.4176   476.8
3.4500      -11038.2150  -11039.5910       1.3759   462.8
3.5000      -11038.2157  -11039.4255       1.2098   406.9
3.5500      -11038.2172  -11039.7303       1.5132   509.0
3.6000      -11038.2156  -11039.5748       1.3591   457.2
3.6500      -11038.2205  -11039.8252       1.6047   539.8
3.7000      -11038.2185  -11039.6919       1.4735   495.6
3.7500      -11038.2175  -11039.5745       1.3570   456.5
3.8000      -11038.2164  -11039.6077       1.3913   468.0
3.8500      -11038.2154  -11039.4541       1.2387   416.6
3.9000      -11038.2156  -11039.6062       1.3906   467.7
3.9500      -11038.2148  -11039.4160       1.2012   404.0
4.0000      -11038.2173  -11039.4049       1.1876   399.5
4.0500      -11038.2173  -11039.9403       1.7230   579.6
4.1000      -11038.2159  -11039.7508       1.5349   516.3
4.1500      -11038.2183  -11039.7019       1.4836   499.0
4.2000      -11038.2188  -11039.6884       1.4696   494.3
4.2500      -11038.2226  -11039.9637       1.7411   585.6
4.3000      -11038.2189  -11039.6962       1.4774   496.9
4.3500      -11038.2186  -11039.5764       1.3578   456.7
4.4000      -11038.2184  -11039.7428       1.5244   512.7
4.4500      -11038.2172  -11039.3599       1.1427   384.4
4.5000      -11038.2154  -11039.6873       1.4719   495.1
4.5500      -11038.2184  -11039.6046       1.3863   466.3
4.6000      -11038.2180  -11039.7180       1.5000   504.5
4.6500      -11038.2195  -11039.7886       1.5691   527.8
4.7000      -11038.2189  -11039.7556       1.5367   516.9
4.7500      -11038.2193  -11039.7991       1.5799   531.4
4.8000      -11038.2189  -11039.7008       1.4819   498.5
4.8500      -11038.2202  -11039.8743       1.6541   556.4
4.9000      -11038.2152  -11039.4592       1.2440   418.4
4.9500      -11038.2146  -11039.6759       1.4613   491.5
5.0000      -11038.2125  -11039.2843       1.0718   360.5
5.0500      -11038.2155  -11039.6829       1.4673   493.6
5.1000      -11038.2143  -11039.4356       1.2214   410.8
5.1500      -11038.2156  -11039.6023       1.3867   466.4
5.2000      -11038.2171  -11039.7778       1.5606   524.9
5.2500      -11038.2172  -11039.7516       1.5343   516.1
5.3000      -11038.2157  -11039.6960       1.4804   497.9
5.3500      -11038.2119  -11039.3410       1.1291   379.8
5.4000      -11038.2140  -11039.6310       1.4170   476.6
5.4500      -11038.2134  -11039.4589       1.2454   418.9
5.5000      -11038.2168  -11039.7068       1.4900   501.2
5.5500      -11038.2166  -11039.5738       1.3572   456.5
5.6000      -11038.2149  -11039.6227       1.4078   473.5
5.6500      -11038.2190  -11039.7817       1.5627   525.6
5.7000      -11038.2136  -11039.3151       1.1015   370.5
5.7500      -11038.2190  -11039.7439       1.5249   512.9
5.8000      -11038.2163  -11039.4828       1.2665   426.0
5.8500      -11038.2211  -11039.9149       1.6938   569.7
5.9000      -11038.2174  -11039.6096       1.3922   468.3
5.9500      -11038.2162  -11039.3434       1.1272   379.2
6.0000      -11038.2203  -11039.9119       1.6916   569.0
6.0500      -11038.2153  -11039.4744       1.2590   423.5
6.1000      -11038.2193  -11039.8665       1.6473   554.1
6.1500      -11038.2179  -11039.5201       1.3023   438.0
6.2000      -11038.2214  -11039.9539       1.7325   582.7
6.2500      -11038.2177  -11039.6384       1.4207   477.9
6.3000      -11038.2203  -11039.8112       1.5909   535.1
6.3500      -11038.2152  -11039.5110       1.2958   435.8
6.4000      -11038.2170  -11039.7233       1.5063   506.7
6.4500      -11038.2180  -11039.5382       1.3202   444.1
6.5000      -11038.2177  -11039.6027       1.3850   465.9
6.5500      -11038.2160  -11039.6014       1.3854   466.0
6.6000      -11038.2141  -11039.3925       1.1784   396.4
6.6500      -11038.2173  -11039.6858       1.4684   493.9
6.7000      -11038.2138  -11039.3066       1.0928   367.6
6.7500      -11038.2129  -11039.6034       1.3905   467.7
6.8000      -11038.2122  -11039.4528       1.2407   417.3
6.8500      -11038.2130  -11039.3062       1.0932   367.7
6.9000      -11038.2155  -11039.5641       1.3485   453.6
6.9500      -11038.2187  -11039.7146       1.4959   503.2
7.0000      -11038.2195  -11039.5647       1.3452   452.5
7.0500      -11038.2192  -11039.8922       1.6730   562.7
7.1000      -11038.2196  -11039.6063       1.3867   466.5
7.1500      -11038.2197  -11039.6821       1.4624   491.9
7.2000      -11038.2208  -11039.9567       1.7359   583.9
7.2500      -11038.2203  -11039.8534       1.6331   549.3
7.3000      -11038.2221  -11039.9325       1.7104   575.3
7.3500      -11038.2176  -11039.4219       1.2043   405.1
7.4000      -11038.2217  -11039.8491       1.6274   547.4
7.4500      -11038.2181  -11039.5960       1.3779   463.5
7.5000      -11038.2174  -11039.4997       1.2823   431.3
7.5500      -11038.2155  -11039.6274       1.4119   474.9
7.6000      -11038.2221  -11039.8132       1.5911   535.2
7.6500      -11038.2158  -11039.4383       1.2225   411.2
7.7000      -11038.2180  -11039.6478       1.4298   480.9
7.7500      -11038.2151  -11039.2840       1.0689   359.5
7.8000      -11038.2133  -11039.3708       1.1575   389.3
7.8500      -11038.2170  -11039.5302       1.3132   441.7
7.9000      -11038.2187  -11039.5655       1.3469   453.0
7.9500      -11038.2143  -11039.5976       1.3834   465.3
8.0000      -11038.2189  -11039.5600       1.3410   451.1
8.0500      -11038.2167  -11039.5233       1.3066   439.5
8.1000      -11038.2223  -11039.8670       1.6447   553.2
8.1500      -11038.2164  -11039.4532       1.2367   416.0
8.2000      -11038.2209  -11039.9173       1.6964   570.6
8.2500      -11038.2191  -11039.7814       1.5623   525.5
8.3000      -11038.2181  -11039.8239       1.6058   540.1
8.3500      -11038.2158  -11039.5324       1.3165   442.8
8.4000      -11038.2169  -11039.6438       1.4269   480.0
8.4500      -11038.2205  -11039.8651       1.6446   553.2
8.5000      -11038.2219  -11039.8133       1.5913   535.3
8.5500      -11038.2225  -11040.1243       1.9019   639.7
8.6000      -11038.2206  -11039.7412       1.5206   511.5
8.6500      -11038.2196  -11039.6124       1.3929   468.5
8.7000      -11038.2182  -11039.8024       1.5843   532.9
8.7500      -11038.2199  -11039.7300       1.5101   508.0
8.8000      -11038.2151  -11039.5851       1.3700   460.8
8.8500      -11038.2199  -11039.8311       1.6111   541.9
8.9000      -11038.2161  -11039.7199       1.5038   505.8
8.9500      -11038.2200  -11039.7331       1.5131   509.0
9.0000      -11038.2172  -11039.5652       1.3480   453.4
9.0500      -11038.2240  -11039.7723       1.5484   520.8
9.1000      -11038.2171  -11039.5564       1.3393   450.5
9.1500      -11038.2194  -11039.6455       1.4261   479.7
9.2000      -11038.2155  -11039.4515       1.2360   415.7
9.2500      -11038.2123  -11039.4955       1.2832   431.6
9.3000      -11038.2174  -11039.5843       1.3669   459.8
9.3500      -11038.2136  -11039.4387       1.2251   412.1
9.4000      -11038.2129  -11039.4302       1.2172   409.4
9.4500      -11038.2121  -11039.3874       1.1753   395.3
9.5000      -11038.2175  -11039.5965       1.3790   463.8
9.5500      -11038.2174  -11039.6751       1.4576   490.3
9.6000      -11038.2134  -11039.3391       1.1256   378.6
9.6500      -11038.2198  -11039.5860       1.3661   459.5
9.7000      -11038.2170  -11039.4381       1.2211   410.7
9.7500      -11038.2169  -11039.6421       1.4252   479.4
9.8000      -11038.2128  -11039.3344       1.1216   377.3
9.8500      -11038.2153  -11039.5143       1.2990   436.9
9.9000      -11038.2150  -11039.5063       1.2913   434.4
9.9500      -11038.2169  -11039.5365       1.3196   443.9
10.0000     -11038.2163  -11039.5622       1.3460   452.7
10.0500     -11038.2192  -11039.4862       1.2669   426.1
10.1000     -11038.2152  -11039.4169       1.2017   404.2
10.1500     -11038.2182  -11039.6087       1.3905   467.7
10.2000     -11038.2186  -11039.7841       1.5655   526.6
10.2500     -11038.2185  -11039.5741       1.3556   456.0
10.3000     -11038.2147  -11039.3505       1.1359   382.1
10.3500     -11038.2176  -11039.6409       1.4233   478.7
10.4000     -11038.2162  -11039.3757       1.1595   390.0
10.4500     -11038.2186  -11039.6913       1.4727   495.4
10.5000     -11038.2142  -11039.4580       1.2438   418.4
10.5500     -11038.2176  -11039.4056       1.1880   399.6
10.6000     -11038.2170  -11039.4689       1.2519   421.1
10.6500     -11038.2196  -11039.7777       1.5580   524.1
10.7000     -11038.2180  -11039.6706       1.4526   488.6
10.7500     -11038.2197  -11039.8183       1.5985   537.7
10.8000     -11038.2155  -11039.3003       1.0848   364.9
10.8500     -11038.2164  -11039.4562       1.2398   417.0
10.9000     -11038.2162  -11039.4731       1.2568   422.8
10.9500     -11038.2145  -11039.4960       1.2815   431.1
11.0000     -11038.2143  -11039.5072       1.2929   434.9
11.0500     -11038.2155  -11039.5840       1.3685   460.3
11.1000     -11038.2140  -11039.4795       1.2655   425.7
11.1500     -11038.2194  -11039.7938       1.5745   529.6
11.2000     -11038.2224  -11039.7709       1.5485   520.9
11.2500     -11038.2151  -11039.3882       1.1731   394.6
11.3000     -11038.2141  -11039.4456       1.2315   414.2
11.3500     -11038.2126  -11039.2324       1.0198   343.0
11.4000     -11038.2156  -11039.5630       1.3474   453.2
11.4500     -11038.2144  -11039.3145       1.1001   370.0
11.5000     -11038.2179  -11039.7498       1.5319   515.3
11.5500     -11038.2183  -11039.6999       1.4816   498.4
11.6000     -11038.2182  -11039.7488       1.5306   514.8
11.6500     -11038.2180  -11039.6275       1.4096   474.1
11.7000     -11038.2160  -11039.5242       1.3083   440.1
11.7500     -11038.2185  -11039.8172       1.5987   537.8
11.8000     -11038.2173  -11039.6609       1.4437   485.6
11.8500     -11038.2166  -11039.5683       1.3517   454.7
11.9000     -11038.2182  -11039.8415       1.6232   546.0
11.9500     -11038.2168  -11039.6806       1.4638   492.4
12.0000     -11038.2135  -11039.4565       1.2430   418.1
12.0500     -11038.2161  -11039.6449       1.4288   480.6
12.1000     -11038.2183  -11039.6917       1.4735   495.6
12.1500     -11038.2164  -11039.6700       1.4536   488.9
12.2000     -11038.2141  -11039.5888       1.3747   462.4
12.2500     -11038.2164  -11039.5311       1.3147   442.2
12.3000     -11038.2195  -11039.8160       1.5965   537.0
12.3500     -11038.2165  -11039.7161       1.4996   504.4
12.4000     -11038.2152  -11039.5216       1.3064   439.4
12.4500     -11038.2188  -11039.7566       1.5378   517.3
12.5000     -11038.2169  -11039.5789       1.3619   458.1
12.5500     -11038.2175  -11039.4743       1.2568   422.7
12.6000     -11038.2158  -11039.5907       1.3748   462.4
12.6500     -11038.2190  -11039.7732       1.5542   522.8
12.7000     -11038.2159  -11039.6575       1.4417   484.9
12.7500     -11038.2149  -11039.5645       1.3496   453.9
12.8000     -11038.2161  -11039.5178       1.3018   437.9
12.8500     -11038.2172  -11039.4953       1.2781   429.9
12.9000     -11038.2157  -11039.4296       1.2139   408.3
12.9500     -11038.2172  -11039.5405       1.3233   445.1
13.0000     -11038.2193  -11039.5791       1.3598   457.4
13.0500     -11038.2164  -11039.6346       1.4182   477.0
13.1000     -11038.2137  -11039.3617       1.1479   386.1
13.1500     -11038.2134  -11039.3913       1.1779   396.2
13.2000     -11038.2176  -11039.7244       1.5069   506.9
13.2500     -11038.2149  -11039.4232       1.2082   406.4
13.3000     -11038.2159  -11039.5993       1.3834   465.3
13.3500     -11038.2139  -11039.3077       1.0938   367.9
13.4000     -11038.2125  -11039.3407       1.1282   379.5
13.4500     -11038.2158  -11039.5722       1.3564   456.2
13.5000     -11038.2178  -11039.5932       1.3754   462.6
13.5500     -11038.2161  -11039.8476       1.6315   548.8
13.6000     -11038.2131  -11039.3597       1.1465   385.7
13.6500     -11038.2178  -11039.8079       1.5901   534.8
13.7000     -11038.2191  -11039.8849       1.6657   560.3
13.7500     -11038.2162  -11039.6648       1.4486   487.2
13.8000     -11038.2197  -11039.8755       1.6558   557.0
13.8500     -11038.2174  -11039.4736       1.2562   422.5
13.9000     -11038.2163  -11039.6505       1.4342   482.4
13.9500     -11038.2190  -11039.8956       1.6766   563.9
14.0000     -11038.2197  -11039.6858       1.4661   493.1
14.0500     -11038.2169  -11039.7532       1.5362   516.7
14.1000     -11038.2180  -11039.8383       1.6203   545.0
14.1500     -11038.2183  -11039.7587       1.5405   518.2
14.2000     -11038.2175  -11039.7823       1.5648   526.3
14.2500     -11038.2158  -11039.4884       1.2726   428.0
14.3000     -11038.2166  -11039.7669       1.5503   521.5
14.3500     -11038.2175  -11039.7768       1.5593   524.5
14.4000     -11038.2186  -11039.6694       1.4508   488.0
14.4500     -11038.2135  -11039.5845       1.3710   461.1
14.5000     -11038.2136  -11039.4579       1.2443   418.6
14.5500     -11038.2158  -11039.5206       1.3048   438.9
14.6000     -11038.2187  -11039.6663       1.4477   486.9
