Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -16821.3750  -16822.1288       0.7537   416.5
0.0500      -16821.3737  -16821.8571       0.4835   267.2
0.1000      -16821.3741  -16822.0013       0.6272   346.6
0.1500      -16821.3760  -16822.0138       0.6378   352.5
0.2000      -16821.3768  -16822.1166       0.7398   408.8
0.2500      -16821.3765  -16822.0915       0.7150   395.1
0.3000      -16821.3751  -16821.9804       0.6053   334.5
0.3500      -16821.3744  -16821.8656       0.4912   271.5
0.4000      -16821.3766  -16822.0121       0.6355   351.2
0.4500      -16821.3748  -16821.9733       0.5985   330.7
0.5000      -16821.3746  -16822.0467       0.6721   371.4
0.5500      -16821.3750  -16821.9474       0.5724   316.3
0.6000      -16821.3767  -16822.0931       0.7164   395.9
0.6500      -16821.3765  -16822.0400       0.6635   366.7
0.7000      -16821.3753  -16822.0496       0.6743   372.6
0.7500      -16821.3762  -16822.0264       0.6502   359.3
0.8000      -16821.3761  -16821.9638       0.5878   324.8
0.8500      -16821.3752  -16821.9329       0.5577   308.2
0.9000      -16821.3754  -16821.9978       0.6224   343.9
0.9500      -16821.3761  -16822.0492       0.6730   371.9
1.0000      -16821.3750  -16821.9998       0.6248   345.3
1.0500      -16821.3751  -16822.0314       0.6563   362.7
1.1000      -16821.3758  -16822.0018       0.6260   345.9
1.1500      -16821.3764  -16822.0689       0.6925   382.7
1.2000      -16821.3744  -16821.9573       0.5829   322.1
1.2500      -16821.3748  -16821.9702       0.5954   329.0
1.3000      -16821.3766  -16822.0458       0.6691   369.8
1.3500      -16821.3764  -16822.1204       0.7440   411.1
1.4000      -16821.3743  -16821.9710       0.5967   329.8
1.4500      -16821.3751  -16821.9203       0.5452   301.3
1.5000      -16821.3766  -16822.1762       0.7996   441.9
1.5500      -16821.3762  -16822.0171       0.6409   354.1
1.6000      -16821.3744  -16822.0158       0.6414   354.4
1.6500      -16821.3739  -16821.9953       0.6214   343.4
1.7000      -16821.3750  -16822.0586       0.6836   377.7
1.7500      -16821.3763  -16821.9292       0.5529   305.6
1.8000      -16821.3761  -16822.0202       0.6441   355.9
1.8500      -16821.3748  -16821.7848       0.4100   226.6
1.9000      -16821.3742  -16822.0086       0.6344   350.6
1.9500      -16821.3737  -16821.8323       0.4586   253.4
2.0000      -16821.3769  -16822.1204       0.7436   410.9
2.0500      -16821.3764  -16822.0620       0.6857   378.9
2.1000      -16821.3758  -16822.1952       0.8195   452.8
2.1500      -16821.3748  -16822.0285       0.6537   361.2
