Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.7743    -159.1515       0.3772   364.8
0.0500        -158.6921    -159.0772       0.3851   372.4
0.1000        -158.7196    -159.0994       0.3798   367.3
0.1500        -158.7082    -159.0461       0.3379   326.7
0.2000        -158.8001    -159.1907       0.3907   377.8
0.2500        -158.6744    -159.0648       0.3903   377.5
0.3000        -158.7528    -159.1575       0.4047   391.4
0.3500        -159.0052    -159.3407       0.3355   324.4
0.4000        -158.9596    -159.3511       0.3915   378.6
0.4500        -158.8363    -159.2743       0.4380   423.6
0.5000        -158.8566    -159.2574       0.4008   387.6
0.5500        -158.8522    -159.2575       0.4053   391.9
0.6000        -158.8905    -159.2163       0.3257   315.0
0.6500        -158.7737    -159.1433       0.3696   357.4
0.7000        -158.8721    -159.2389       0.3668   354.7
0.7500        -158.7880    -159.2794       0.4914   475.2
0.8000        -158.8226    -159.2869       0.4642   448.9
0.8500        -158.4906    -159.1034       0.6128   592.6
0.9000        -158.6040    -159.1168       0.5129   496.0
0.9500        -158.7199    -159.1658       0.4459   431.2
1.0000        -158.5019    -159.1619       0.6600   638.2
1.0500        -158.6902    -159.1768       0.4866   470.6
1.1000        -158.6853    -159.2486       0.5633   544.7
1.1500        -158.7954    -159.3157       0.5203   503.2
1.2000        -158.7068    -159.0769       0.3701   357.9
1.2500        -158.6362    -159.2476       0.6114   591.2
1.3000        -158.6283    -159.2596       0.6313   610.5
1.3500        -158.5467    -159.2713       0.7246   700.7
1.4000        -158.4528    -159.2572       0.8044   777.9
1.4500        -158.5657    -159.3098       0.7441   719.6
1.5000        -158.6177    -159.3642       0.7465   721.9
1.5500        -158.5188    -159.3293       0.8106   783.8
1.6000        -158.7141    -159.3599       0.6459   624.6
1.6500        -158.3583    -159.2447       0.8864   857.1
1.7000        -158.4471    -159.3269       0.8798   850.8
1.7500        -158.2402    -159.2500       1.0099   976.6
1.8000        -158.1063    -159.0726       0.9663   934.4
1.8500        -158.3016    -159.1202       0.8187   791.7
1.9000        -157.9153    -159.0323       1.1170  1080.2
1.9500        -158.2603    -159.1100       0.8496   821.6
2.0000        -157.9833    -158.9797       0.9964   963.6
2.0500        -158.0382    -159.2580       1.2197  1179.5
2.1000        -158.1976    -159.3192       1.1216  1084.6
2.1500        -157.9698    -159.3095       1.3397  1295.6
2.2000        -158.1069    -159.2806       1.1737  1135.0
2.2500        -157.9617    -159.3204       1.3587  1313.9
2.3000        -157.8376    -159.1767       1.3391  1295.0
2.3500        -157.8410    -159.2123       1.3714  1326.2
2.4000        -157.8567    -159.3378       1.4810  1432.2
2.4500        -157.8177    -159.3010       1.4833  1434.5
2.5000        -157.6956    -159.2527       1.5571  1505.7
2.5500        -157.7468    -159.2268       1.4801  1431.3
2.6000        -157.6643    -159.1645       1.5003  1450.8
2.6500        -157.4505    -159.1048       1.6543  1599.7
2.7000        -157.5370    -159.2402       1.7032  1647.1
2.7500        -157.3874    -159.2603       1.8730  1811.2
2.8000        -157.4768    -159.3719       1.8951  1832.6
2.8500        -157.3384    -159.3578       2.0194  1952.9
2.9000        -157.5618    -159.3105       1.7487  1691.1
2.9500        -157.4336    -159.4339       2.0003  1934.4
3.0000        -157.4396    -159.3262       1.8866  1824.4
3.0500        -157.2662    -159.4116       2.1454  2074.7
3.1000        -157.1367    -159.3677       2.2310  2157.5
3.1500        -157.1386    -159.4713       2.3327  2255.9
3.2000        -156.8866    -159.3671       2.4805  2398.8
3.2500        -156.9730    -159.1947       2.2217  2148.5
3.3000        -157.0321    -159.3518       2.3197  2243.3
3.3500        -157.1250    -159.2607       2.1357  2065.4
3.4000        -156.8312    -159.3101       2.4789  2397.2
3.4500        -156.7804    -159.3305       2.5501  2466.0
3.5000        -156.9195    -159.4190       2.4995  2417.1
3.5500        -156.7168    -159.4603       2.7435  2653.1
3.6000        -156.7645    -159.3265       2.5621  2477.6
3.6500        -156.5971    -159.3822       2.7851  2693.3
3.7000        -156.6559    -159.3390       2.6831  2594.7
3.7500        -156.4991    -159.3541       2.8550  2760.9
3.8000        -156.3417    -159.2657       2.9241  2827.7
3.8500        -156.3045    -159.3061       3.0017  2902.7
3.9000        -156.2488    -159.3355       3.0867  2985.0
3.9500        -156.2778    -159.1357       2.8579  2763.7
4.0000        -156.2023    -159.2200       3.0177  2918.2
4.0500        -156.2201    -159.1556       2.9356  2838.8
4.1000        -156.1629    -159.1880       3.0252  2925.5
4.1500        -155.9393    -159.2377       3.2984  3189.7
4.2000        -155.8877    -159.1659       3.2782  3170.1
4.2500        -155.7739    -159.4646       3.6906  3569.0
4.3000        -155.7730    -159.3155       3.5425  3425.8
4.3500        -155.5657    -159.4034       3.8377  3711.3
4.4000        -155.6859    -159.3149       3.6290  3509.4
4.4500        -155.7673    -159.3591       3.5918  3473.4
4.5000        -155.5618    -159.2298       3.6680  3547.1
4.5500        -155.6751    -159.1951       3.5200  3404.0
4.6000        -155.4115    -159.1767       3.7653  3641.2
4.6500        -155.4237    -159.1287       3.7050  3582.9
4.7000        -155.4308    -159.1388       3.7080  3585.8
4.7500        -155.0567    -159.1485       4.0918  3956.9
4.8000        -155.1120    -159.0434       3.9313  3801.8
4.8500        -154.9877    -158.9860       3.9984  3866.6
4.9000        -155.0067    -159.1493       4.1426  4006.1
4.9500        -154.7456    -159.0239       4.2783  4137.3
5.0000        -154.8965    -159.1516       4.2551  4114.9
5.0500        -154.6225    -159.1557       4.5332  4383.8
5.1000        -154.8435    -159.2178       4.3743  4230.2
5.1500        -154.7746    -159.2460       4.4714  4324.1
5.2000        -154.8577    -159.1806       4.3229  4180.4
5.2500        -154.8994    -159.1504       4.2510  4110.9
5.3000        -154.6197    -159.2549       4.6352  4482.4
5.3500        -154.6945    -159.3432       4.6487  4495.5
5.4000        -154.5580    -159.1909       4.6330  4480.3
5.4500        -154.6131    -159.1694       4.5563  4406.1
5.5000        -154.5936    -159.1894       4.5958  4444.3
5.5500        -154.3283    -159.1932       4.8649  4704.6
5.6000        -154.4053    -159.1779       4.7726  4615.4
5.6500        -154.1911    -159.1234       4.9323  4769.8
5.7000        -154.0824    -159.3984       5.3160  5140.8
5.7500        -153.8467    -159.2686       5.4220  5243.3
5.8000        -153.8932    -159.1210       5.2278  5055.5
5.8500        -153.9842    -159.0823       5.0981  4930.0
5.9000        -153.9023    -159.1191       5.2168  5044.9
5.9500        -154.0778    -159.1301       5.0523  4885.8
6.0000        -154.2102    -159.1194       4.9092  4747.4
6.0500        -154.0530    -159.1421       5.0891  4921.4
6.1000        -153.8024    -159.0758       5.2734  5099.6
6.1500        -153.9849    -159.1698       5.1849  5014.0
6.2000        -154.0129    -158.9912       4.9783  4814.3
6.2500        -153.9216    -159.0045       5.0829  4915.4
6.3000        -153.5472    -159.0632       5.5160  5334.2
6.3500        -153.4789    -159.0432       5.5642  5380.9
6.4000        -153.7422    -159.0887       5.3465  5170.3
6.4500        -153.8533    -158.8606       5.0073  4842.3
6.5000        -153.8611    -158.8753       5.0142  4849.0
6.5500        -153.6790    -158.9279       5.2490  5076.0
6.6000        -153.4003    -159.2655       5.8652  5671.9
6.6500        -153.7124    -159.0688       5.3564  5179.9
6.7000        -154.1696    -159.0518       4.8822  4721.3
6.7500        -154.3139    -158.9424       4.6285  4476.0
6.8000        -154.0176    -159.1929       5.1753  5004.7
6.8500        -154.0187    -159.1964       5.1778  5007.1
6.9000        -153.4853    -159.1427       5.6574  5471.0
6.9500        -153.7297    -159.1093       5.3795  5202.3
7.0000        -153.7043    -159.1605       5.4562  5276.4
7.0500        -153.6058    -159.1531       5.5473  5364.5
7.1000        -153.4749    -159.1947       5.7198  5531.3
7.1500        -153.9829    -159.2476       5.2647  5091.2
7.2000        -154.2637    -159.2148       4.9511  4788.0
7.2500        -153.6844    -159.1281       5.4436  5264.2
7.3000        -153.1095    -159.3545       6.2450  6039.2
7.3500        -153.0005    -159.3370       6.3365  6127.6
7.4000        -153.6668    -158.9010       5.2342  5061.7
7.4500        -154.1127    -158.9949       4.8822  4721.3
7.5000        -129.5129    -159.3085      29.7956  28813.7
7.5500        -129.3266    -159.3654      30.0388  29048.8
7.6000        -129.3228    -159.2212      29.8984  28913.0
7.6500        -129.1117    -159.2002      30.0885  29096.9
7.7000        -129.1892    -159.2134      30.0243  29034.8
7.7500        -128.9704    -159.1655      30.1951  29200.0
7.8000        -129.1431    -159.3620      30.2189  29223.0
7.8500        -129.3702    -159.3162      29.9460  28959.1
7.9000        -129.4098    -159.3246      29.9148  28928.9
7.9500        -129.1587    -159.2580      30.0993  29107.3
8.0000        -128.9974    -159.2121      30.2147  29219.0
8.0500        -129.1773    -159.1641      29.9868  28998.6
8.1000        -129.3694    -159.3967      30.0273  29037.7
8.1500        -129.4412    -159.4333      29.9921  29003.6
8.2000        -128.9886    -159.2555      30.2669  29269.5
8.2500        -129.1087    -159.1762      30.0675  29076.6
8.3000        -129.0971    -159.2328      30.1357  29142.5
8.3500        -129.0944    -159.1772      30.0828  29091.4
8.4000        -129.1966    -159.2613      30.0648  29073.9
8.4500        -129.2577    -159.3980      30.1403  29147.0
8.5000        -129.2071    -159.3098      30.1026  29110.5
8.5500        -129.0173    -159.1485      30.1312  29138.1
8.6000        -128.9461    -159.2895      30.3434  29343.4
8.6500        -129.0618    -159.2350      30.1732  29178.8
8.7000        -129.3323    -159.3246      29.9923  29003.9
8.7500        -129.2576    -159.3058      30.0483  29058.0
8.8000        -129.1120    -159.4025      30.2906  29292.3
8.8500        -129.0240    -159.1702      30.1462  29152.7
8.9000        -129.0222    -159.2579      30.2357  29239.2
8.9500        -128.8247    -159.1758      30.3511  29350.9
9.0000        -129.1132    -159.2842      30.1710  29176.7
9.0500        -129.3445    -159.3112      29.9667  28979.1
9.1000        -129.2772    -159.2835      30.0063  29017.4
9.1500        -129.3141    -159.2681      29.9540  28966.8
9.2000        -128.9300    -159.2420      30.3120  29313.0
9.2500        -129.1473    -159.2422      30.0949  29103.1
9.3000        -129.3449    -159.3711      30.0262  29036.6
9.3500        -129.4566    -159.4873      30.0307  29041.0
9.4000        -129.1792    -159.4220      30.2428  29246.1
9.4500        -128.9037    -159.2767      30.3730  29372.1
9.5000        -129.0249    -159.2931      30.2682  29270.6
9.5500        -128.7981    -159.2549      30.4568  29453.0
9.6000        -129.0374    -159.2201      30.1827  29188.0
