Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -14080.1224  -14080.8120       0.6896   444.6
0.0500      -14080.1193  -14080.5085       0.3892   250.9
0.1000      -14080.1218  -14080.6554       0.5336   344.0
0.1500      -14080.1192  -14080.5321       0.4129   266.2
0.2000      -14080.1212  -14080.5777       0.4565   294.3
0.2500      -14080.1220  -14080.6750       0.5531   356.6
0.3000      -14080.1195  -14080.4906       0.3711   239.2
0.3500      -14080.1224  -14080.7171       0.5947   383.4
0.4000      -14080.1190  -14080.5507       0.4318   278.4
0.4500      -14080.1210  -14080.6286       0.5076   327.2
0.5000      -14080.1207  -14080.5763       0.4556   293.7
0.5500      -14080.1203  -14080.6027       0.4824   311.0
0.6000      -14080.1221  -14080.7097       0.5876   378.8
0.6500      -14080.1190  -14080.4766       0.3576   230.5
0.7000      -14080.1211  -14080.6636       0.5425   349.7
0.7500      -14080.1202  -14080.6069       0.4867   313.8
0.8000      -14080.1207  -14080.5947       0.4739   305.5
0.8500      -14080.1216  -14080.6961       0.5745   370.4
0.9000      -14080.1203  -14080.4989       0.3786   244.1
0.9500      -14080.1209  -14080.6726       0.5517   355.7
1.0000      -14080.1206  -14080.5353       0.4147   267.4
1.0500      -14080.1208  -14080.6008       0.4800   309.5
1.1000      -14080.1210  -14080.6352       0.5142   331.5
1.1500      -14080.1207  -14080.5523       0.4315   278.2
1.2000      -14080.1202  -14080.6216       0.5014   323.2
1.2500      -14080.1219  -14080.5876       0.4657   300.2
1.3000      -14080.1198  -14080.5561       0.4363   281.3
1.3500      -14080.1213  -14080.6297       0.5084   327.8
1.4000      -14080.1203  -14080.5125       0.3922   252.9
1.4500      -14080.1198  -14080.6036       0.4838   311.9
1.5000      -14080.1219  -14080.6809       0.5590   360.4
1.5500      -14080.1192  -14080.5528       0.4336   279.6
1.6000      -14080.1223  -14080.7511       0.6288   405.4
1.6500      -14080.1200  -14080.4949       0.3750   241.7
1.7000      -14080.1205  -14080.6452       0.5247   338.2
1.7500      -14080.1213  -14080.6154       0.4941   318.6
1.8000      -14080.1194  -14080.4965       0.3771   243.1
1.8500      -14080.1221  -14080.6882       0.5661   365.0
