Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -9904.9107   -9905.7483       0.8376   405.0
0.0500       -9904.9099   -9906.0960       1.1861   573.5
0.1000       -9904.9109   -9905.8767       0.9658   467.0
0.1500       -9904.9107   -9906.0095       1.0988   531.3
0.2000       -9904.9093   -9905.7321       0.8228   397.8
0.2500       -9904.9121   -9906.1195       1.2074   583.8
0.3000       -9904.9107   -9906.1137       1.2030   581.7
0.3500       -9904.9121   -9906.1773       1.2652   611.7
0.4000       -9904.9087   -9905.6318       0.7231   349.6
0.4500       -9904.9129   -9906.1992       1.2864   622.0
0.5000       -9904.9108   -9905.8361       0.9253   447.4
0.5500       -9904.9101   -9905.8644       0.9543   461.4
0.6000       -9904.9105   -9905.8366       0.9261   447.8
0.6500       -9904.9111   -9905.9598       1.0488   507.1
0.7000       -9904.9122   -9906.0875       1.1753   568.3
0.7500       -9904.9108   -9905.9528       1.0419   503.8
0.8000       -9904.9105   -9906.0890       1.1785   569.8
0.8500       -9904.9123   -9906.2369       1.3245   640.4
0.9000       -9904.9110   -9905.8441       0.9331   451.2
0.9500       -9904.9099   -9905.8319       0.9220   445.8
1.0000       -9904.9103   -9905.9294       1.0191   492.7
1.0500       -9904.9114   -9905.7910       0.8797   425.3
1.1000       -9904.9103   -9905.9791       1.0688   516.8
1.1500       -9904.9103   -9905.9469       1.0366   501.2
1.2000       -9904.9115   -9905.8356       0.9241   446.8
1.2500       -9904.9110   -9906.2329       1.3219   639.2
1.3000       -9904.9095   -9905.9779       1.0684   516.6
1.3500       -9904.9104   -9905.9688       1.0584   511.8
1.4000       -9904.9099   -9905.9262       1.0163   491.4
1.4500       -9904.9093   -9905.8089       0.8996   435.0
1.5000       -9904.9096   -9905.7886       0.8790   425.0
1.5500       -9904.9127   -9906.2836       1.3709   662.9
1.6000       -9904.9113   -9906.0477       1.1364   549.5
1.6500       -9904.9108   -9906.1128       1.2020   581.2
1.7000       -9904.9112   -9906.0835       1.1723   566.8
1.7500       -9904.9136   -9906.3304       1.4167   685.0
1.8000       -9904.9108   -9906.1009       1.1901   575.4
1.8500       -9904.9103   -9905.9072       0.9969   482.0
1.9000       -9904.9105   -9905.8520       0.9415   455.2
1.9500       -9904.9117   -9906.1392       1.2275   593.5
2.0000       -9904.9096   -9905.8573       0.9477   458.3
2.0500       -9904.9099   -9906.0218       1.1118   537.6
2.1000       -9904.9100   -9905.7122       0.8022   387.9
2.1500       -9904.9136   -9906.0155       1.1019   532.8
2.2000       -9904.9096   -9905.9618       1.0522   508.7
2.2500       -9904.9131   -9906.3179       1.4049   679.3
2.3000       -9904.9113   -9906.1125       1.2012   580.8
2.3500       -9904.9123   -9906.2641       1.3518   653.6
2.4000       -9904.9094   -9905.9183       1.0089   487.8
2.4500       -9904.9095   -9905.7617       0.8522   412.1
2.5000       -9904.9121   -9906.0632       1.1511   556.6
2.5500       -9904.9102   -9905.7168       0.8066   390.0
2.6000       -9904.9112   -9905.8723       0.9611   464.7
2.6500       -9904.9120   -9906.1424       1.2304   594.9
2.7000       -9904.9113   -9906.1506       1.2393   599.2
2.7500       -9904.9114   -9906.1850       1.2737   615.8
2.8000       -9904.9098   -9905.8599       0.9501   459.4
2.8500       -9904.9102   -9905.8272       0.9171   443.4
