Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.9208    -159.4630       0.5422   381.4
0.0500        -158.9504    -159.6805       0.7301   513.5
0.1000        -158.7701    -159.4811       0.7111   500.1
0.1500        -159.0327    -159.6537       0.6210   436.7
0.2000        -158.9853    -159.6071       0.6219   437.4
0.2500        -158.8041    -159.3392       0.5351   376.3
0.3000        -158.9195    -159.6538       0.7343   516.4
0.3500        -158.9289    -159.6483       0.7193   505.9
0.4000        -158.7891    -159.3565       0.5674   399.1
0.4500        -158.7761    -159.4357       0.6595   463.9
0.5000        -158.7017    -159.3857       0.6840   481.1
0.5500        -158.4367    -159.3064       0.8696   611.6
0.6000        -158.6539    -159.5698       0.9159   644.2
0.6500        -158.6137    -159.5373       0.9236   649.6
0.7000        -158.3986    -159.5120       1.1134   783.1
0.7500        -158.4672    -159.4600       0.9927   698.2
0.8000        -158.3564    -159.5955       1.2391   871.5
