Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -11396.8896  -11397.5792       0.6896   444.6
0.0500      -11396.8890  -11397.4272       0.5382   347.0
0.1000      -11396.8892  -11397.5215       0.6322   407.6
0.1500      -11396.8878  -11397.5347       0.6469   417.1
0.2000      -11396.8886  -11397.5989       0.7103   457.9
0.2500      -11396.8888  -11397.5200       0.6312   406.9
0.3000      -11396.8887  -11397.4678       0.5791   373.3
0.3500      -11396.8893  -11397.5222       0.6329   408.0
0.4000      -11396.8886  -11397.5409       0.6523   420.5
0.4500      -11396.8897  -11397.6364       0.7467   481.4
0.5000      -11396.8886  -11397.5262       0.6376   411.0
0.5500      -11396.8889  -11397.5222       0.6333   408.3
0.6000      -11396.8881  -11397.5099       0.6219   400.9
0.6500      -11396.8875  -11397.4642       0.5767   371.8
0.7000      -11396.8882  -11397.4663       0.5781   372.7
0.7500      -11396.8893  -11397.5267       0.6374   411.0
0.8000      -11396.8893  -11397.4968       0.6075   391.6
0.8500      -11396.8889  -11397.4284       0.5395   347.8
0.9000      -11396.8891  -11397.5241       0.6350   409.4
0.9500      -11396.8879  -11397.4829       0.5949   383.6
1.0000      -11396.8892  -11397.5045       0.6153   396.7
1.0500      -11396.8877  -11397.4816       0.5939   382.9
1.1000      -11396.8879  -11397.3999       0.5120   330.1
1.1500      -11396.8890  -11397.5124       0.6234   401.9
1.2000      -11396.8904  -11397.6831       0.7927   511.0
1.2500      -11396.8893  -11397.4721       0.5828   375.7
1.3000      -11396.8899  -11397.5999       0.7100   457.8
1.3500      -11396.8897  -11397.7138       0.8240   531.2
1.4000      -11396.8889  -11397.5711       0.6822   439.8
1.4500      -11396.8863  -11397.3621       0.4757   306.7
1.5000      -11396.8883  -11397.5094       0.6211   400.4
1.5500      -11396.8891  -11397.6946       0.8055   519.3
1.6000      -11396.8893  -11397.5627       0.6733   434.1
1.6500      -11396.8883  -11397.4526       0.5642   363.8
1.7000      -11396.8898  -11397.6331       0.7433   479.2
1.7500      -11396.8893  -11397.5931       0.7038   453.7
1.8000      -11396.8898  -11397.6123       0.7225   465.8
1.8500      -11396.8875  -11397.5003       0.6128   395.1
1.9000      -11396.8877  -11397.3893       0.5016   323.4
1.9500      -11396.8878  -11397.4319       0.5441   350.8
2.0000      -11396.8894  -11397.6268       0.7374   475.4
2.0500      -11396.8890  -11397.4011       0.5120   330.1
2.1000      -11396.8889  -11397.4217       0.5328   343.5
2.1500      -11396.8899  -11397.6463       0.7564   487.6
2.2000      -11396.8893  -11397.5903       0.7010   452.0
2.2500      -11396.8887  -11397.4327       0.5440   350.7
2.3000      -11396.8880  -11397.4662       0.5782   372.8
2.3500      -11396.8897  -11397.6222       0.7325   472.2
2.4000      -11396.8880  -11397.4748       0.5868   378.3
2.4500      -11396.8910  -11397.5374       0.6465   416.8
2.5000      -11396.8877  -11397.5350       0.6473   417.3
2.5500      -11396.8896  -11397.6666       0.7771   501.0
2.6000      -11396.8873  -11397.4378       0.5504   354.9
2.6500      -11396.8898  -11397.5418       0.6520   420.3
2.7000      -11396.8903  -11397.6345       0.7442   479.8
2.7500      -11396.8881  -11397.5861       0.6980   450.0
2.8000      -11396.8874  -11397.3769       0.4896   315.6
2.8500      -11396.8885  -11397.4517       0.5633   363.1
2.9000      -11396.8909  -11397.7045       0.8136   524.5
2.9500      -11396.8889  -11397.6078       0.7189   463.5
3.0000      -11396.8889  -11397.4400       0.5510   355.2
3.0500      -11396.8867  -11397.4091       0.5223   336.7
3.1000      -11396.8911  -11397.6451       0.7541   486.2
