Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000       -3243.1338   -3243.8055       0.6718   472.5
0.0500       -3243.1302   -3243.6011       0.4708   331.1
0.1000       -3243.1303   -3243.5841       0.4538   319.1
0.1500       -3243.1291   -3243.5365       0.4074   286.5
0.2000       -3243.1286   -3243.5639       0.4353   306.1
0.2500       -3243.1284   -3243.3986       0.2703   190.1
0.3000       -3243.1298   -3243.6901       0.5603   394.1
0.3500       -3243.1307   -3243.5820       0.4513   317.4
0.4000       -3243.1298   -3243.5073       0.3775   265.5
0.4500       -3243.1301   -3243.6735       0.5434   382.2
0.5000       -3243.1312   -3243.5995       0.4683   329.4
0.5500       -3243.1307   -3243.6442       0.5135   361.2
0.6000       -3243.1325   -3243.7572       0.6246   439.3
0.6500       -3243.1323   -3243.6854       0.5532   389.0
0.7000       -3243.1311   -3243.6491       0.5181   364.4
0.7500       -3243.1318   -3243.6973       0.5655   397.7
0.8000       -3243.1293   -3243.5045       0.3751   263.8
0.8500       -3243.1298   -3243.5477       0.4180   294.0
0.9000       -3243.1291   -3243.5866       0.4574   321.7
0.9500       -3243.1283   -3243.4810       0.3527   248.1
1.0000       -3243.1295   -3243.5602       0.4307   302.9
1.0500       -3243.1299   -3243.6015       0.4716   331.7
1.1000       -3243.1289   -3243.5145       0.3855   271.1
1.1500       -3243.1324   -3243.6847       0.5523   388.4
1.2000       -3243.1316   -3243.7050       0.5734   403.3
1.2500       -3243.1311   -3243.5926       0.4615   324.6
1.3000       -3243.1327   -3243.7702       0.6375   448.3
1.3500       -3243.1295   -3243.5460       0.4164   292.9
1.4000       -3243.1292   -3243.5239       0.3947   277.6
1.4500       -3243.1293   -3243.5542       0.4248   298.8
1.5000       -3243.1292   -3243.6019       0.4727   332.4
1.5500       -3243.1293   -3243.5213       0.3920   275.7
1.6000       -3243.1317   -3243.6991       0.5674   399.1
1.6500       -3243.1309   -3243.6549       0.5240   368.5
1.7000       -3243.1305   -3243.5671       0.4366   307.0
1.7500       -3243.1322   -3243.8057       0.6734   473.6
1.8000       -3243.1294   -3243.4892       0.3597   253.0
1.8500       -3243.1293   -3243.6201       0.4909   345.2
1.9000       -3243.1296   -3243.5382       0.4086   287.4
1.9500       -3243.1307   -3243.5874       0.4568   321.2
2.0000       -3243.1302   -3243.6108       0.4807   338.1
2.0500       -3243.1311   -3243.6629       0.5318   374.0
2.1000       -3243.1314   -3243.6223       0.4908   345.2
2.1500       -3243.1303   -3243.5904       0.4601   323.6
2.2000       -3243.1305   -3243.6444       0.5139   361.4
2.2500       -3243.1288   -3243.5232       0.3944   277.4
2.3000       -3243.1285   -3243.5621       0.4336   304.9
2.3500       -3243.1294   -3243.5785       0.4491   315.8
2.4000       -3243.1303   -3243.6056       0.4753   334.3
2.4500       -3243.1306   -3243.6049       0.4743   333.6
2.5000       -3243.1318   -3243.6914       0.5595   393.5
2.5500       -3243.1312   -3243.6277       0.4966   349.2
2.6000       -3243.1302   -3243.6015       0.4713   331.5
2.6500       -3243.1307   -3243.6429       0.5122   360.2
2.7000       -3243.1290   -3243.4610       0.3320   233.5
2.7500       -3243.1291   -3243.6234       0.4942   347.6
2.8000       -3243.1297   -3243.5893       0.4595   323.2
2.8500       -3243.1304   -3243.6576       0.5272   370.8
2.9000       -3243.1299   -3243.5718       0.4419   310.8
2.9500       -3243.1329   -3243.8014       0.6685   470.2
3.0000       -3243.1305   -3243.5415       0.4110   289.1
3.0500       -3243.1321   -3243.7570       0.6249   439.5
3.1000       -3243.1329   -3243.7106       0.5776   406.3
3.1500       -3243.1307   -3243.5906       0.4599   323.5
3.2000       -3243.1316   -3243.6482       0.5167   363.4
3.2500       -3243.1295   -3243.5871       0.4576   321.8
3.3000       -3243.1283   -3243.4783       0.3500   246.2
3.3500       -3243.1288   -3243.5482       0.4194   295.0
3.4000       -3243.1297   -3243.6325       0.5028   353.6
3.4500       -3243.1292   -3243.4850       0.3558   250.2
3.5000       -3243.1324   -3243.7809       0.6485   456.1
3.5500       -3243.1315   -3243.6480       0.5166   363.3
3.6000       -3243.1314   -3243.5861       0.4547   319.8
3.6500       -3243.1313   -3243.7218       0.5905   415.3
3.7000       -3243.1302   -3243.5707       0.4405   309.8
3.7500       -3243.1327   -3243.6525       0.5198   365.6
3.8000       -3243.1310   -3243.6866       0.5556   390.8
3.8500       -3243.1311   -3243.6063       0.4752   334.2
3.9000       -3243.1287   -3243.5010       0.3723   261.8
3.9500       -3243.1288   -3243.6030       0.4742   333.5
4.0000       -3243.1286   -3243.4445       0.3160   222.2
4.0500       -3243.1292   -3243.5912       0.4620   324.9
4.1000       -3243.1300   -3243.6493       0.5193   365.2
4.1500       -3243.1313   -3243.6130       0.4817   338.8
4.2000       -3243.1309   -3243.6192       0.4883   343.4
4.2500       -3243.1309   -3243.7035       0.5726   402.7
4.3000       -3243.1296   -3243.5746       0.4450   313.0
4.3500       -3243.1289   -3243.4702       0.3413   240.0
4.4000       -3243.1301   -3243.6785       0.5484   385.7
4.4500       -3243.1299   -3243.5069       0.3770   265.2
4.5000       -3243.1318   -3243.7169       0.5851   411.5
4.5500       -3243.1313   -3243.6413       0.5100   358.7
4.6000       -3243.1308   -3243.6014       0.4706   331.0
4.6500       -3243.1309   -3243.6671       0.5362   377.1
4.7000       -3243.1297   -3243.5649       0.4352   306.1
4.7500       -3243.1297   -3243.5312       0.4015   282.4
4.8000       -3243.1291   -3243.5697       0.4406   309.9
4.8500       -3243.1287   -3243.5641       0.4354   306.2
