Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.2743    -159.0716       0.7972   385.5
0.0500        -158.0096    -159.0891       1.0795   522.0
0.1000        -157.7751    -159.0804       1.3053   631.1
0.1500        -157.9859    -159.0835       1.0976   530.7
0.2000        -157.9268    -159.0969       1.1701   565.8
0.2500        -158.1339    -159.0831       0.9492   459.0
0.3000        -158.0319    -159.0771       1.0453   505.4
0.3500        -157.8346    -159.0981       1.2635   610.9
0.4000        -157.8767    -159.0760       1.1993   579.9
0.4500        -157.7252    -159.0782       1.3529   654.2
0.5000        -157.8884    -159.0934       1.2049   582.6
0.5500        -158.0349    -159.0565       1.0216   494.0
0.6000        -158.0579    -159.0762       1.0183   492.4
0.6500        -158.0370    -159.0588       1.0218   494.0
0.7000        -157.8300    -159.1123       1.2823   620.0
0.7500        -157.8024    -159.1087       1.3064   631.7
0.8000        -157.5992    -159.0659       1.4668   709.2
0.8500        -157.7040    -159.0713       1.3673   661.1
0.9000        -157.8902    -159.0810       1.1908   575.8
0.9500        -157.8308    -159.0947       1.2639   611.1
1.0000        -157.9394    -159.0881       1.1487   555.4
1.0500        -157.6617    -159.0479       1.3862   670.2
1.1000        -157.9340    -159.0601       1.1261   544.5
1.1500        -157.7141    -159.0792       1.3652   660.1
1.2000        -157.7655    -159.0765       1.3110   633.9
1.2500        -158.1096    -159.0668       0.9572   462.8
1.3000        -157.7553    -159.0237       1.2684   613.3
1.3500        -158.0757    -159.0981       1.0223   494.3
1.4000        -157.9383    -159.0481       1.1098   536.6
1.4500        -157.8369    -159.0606       1.2237   591.7
1.5000        -157.9035    -159.0571       1.1536   557.8
1.5500        -157.8542    -159.0776       1.2234   591.5
1.6000        -157.9260    -159.0665       1.1405   551.5
1.6500        -157.9575    -159.0935       1.1360   549.3
1.7000        -157.7315    -159.0804       1.3489   652.2
1.7500        -158.0684    -159.0641       0.9957   481.4
1.8000        -157.9887    -159.0616       1.0729   518.8
1.8500        -157.9208    -159.0484       1.1276   545.2
1.9000        -157.7203    -159.0651       1.3449   650.3
1.9500        -157.9509    -159.0558       1.1049   534.2
2.0000        -158.0183    -159.1005       1.0822   523.2
2.0500        -157.8043    -159.0559       1.2516   605.2
2.1000        -157.9139    -159.0690       1.1551   558.5
2.1500        -157.6491    -159.0863       1.4371   694.9
2.2000        -157.6590    -159.0431       1.3841   669.2
2.2500        -157.7535    -159.1003       1.3468   651.2
2.3000        -157.6837    -159.0664       1.3827   668.6
2.3500        -157.8966    -159.0877       1.1911   575.9
2.4000        -157.8441    -159.0608       1.2167   588.3
2.4500        -157.7854    -159.0966       1.3112   634.0
2.5000        -158.0090    -159.1165       1.1075   535.5
2.5500        -157.6716    -159.0531       1.3815   668.0
2.6000        -157.7057    -159.0500       1.3443   650.0
2.6500        -157.5164    -159.0849       1.5685   758.4
2.7000        -157.6927    -159.0776       1.3849   669.6
2.7500        -157.6949    -159.0434       1.3485   652.0
2.8000        -157.6517    -159.0589       1.4072   680.4
2.8500        -157.6434    -159.1197       1.4762   713.8
2.9000        -157.7025    -159.0637       1.3612   658.2
2.9500        -157.4572    -159.0714       1.6142   780.5
3.0000        -157.6049    -159.0905       1.4855   718.3
3.0500        -157.6055    -159.0259       1.4204   686.8
3.1000        -157.7472    -159.0749       1.3277   642.0
3.1500        -157.5545    -159.0789       1.5245   737.1
3.2000        -157.5317    -159.0489       1.5172   733.6
3.2500        -157.8293    -159.0919       1.2626   610.5
3.3000        -157.5739    -159.0762       1.5023   726.4
3.3500        -157.7435    -159.1032       1.3598   657.5
3.4000        -157.4615    -159.0561       1.5946   771.0
3.4500        -157.7479    -159.0794       1.3315   643.8
3.5000        -157.7804    -159.1105       1.3300   643.1
3.5500        -157.4862    -159.0407       1.5545   751.7
3.6000        -157.8778    -159.0957       1.2179   588.9
3.6500        -157.4243    -159.0470       1.6226   784.6
3.7000        -157.6712    -159.0696       1.3984   676.2
3.7500        -157.4585    -159.0883       1.6298   788.1
3.8000        -157.4976    -159.0845       1.5869   767.3
3.8500        -157.6831    -159.0974       1.4143   683.8
3.9000        -157.4245    -159.0863       1.6617   803.5
3.9500        -157.5976    -159.0842       1.4866   718.8
4.0000        -157.6749    -159.0740       1.3991   676.5
4.0500        -157.8204    -159.0811       1.2607   609.6
4.1000        -157.7869    -159.1024       1.3155   636.1
4.1500        -157.4938    -159.0613       1.5675   757.9
4.2000        -157.7739    -159.0947       1.3207   638.6
4.2500        -157.5966    -159.0559       1.4593   705.6
4.3000        -158.1432    -159.1369       0.9937   480.5
4.3500        -157.8329    -159.0958       1.2629   610.6
4.4000        -157.7860    -159.0903       1.3043   630.6
4.4500        -157.7982    -159.0885       1.2903   623.9
4.5000        -157.7969    -159.0748       1.2780   617.9
4.5500        -157.6368    -159.0967       1.4599   705.9
4.6000        -157.6126    -159.0391       1.4264   689.7
4.6500        -157.7707    -159.0558       1.2851   621.4
4.7000        -157.8474    -159.0832       1.2357   597.5
4.7500        -157.6437    -159.0424       1.3987   676.3
4.8000        -157.7589    -159.1113       1.3524   653.9
4.8500        -157.6868    -159.0851       1.3984   676.1
4.9000        -157.4744    -159.0842       1.6098   778.4
4.9500        -157.7148    -159.0317       1.3169   636.8
5.0000        -157.6563    -159.0611       1.4048   679.2
5.0500        -157.5420    -159.0618       1.5198   734.9
5.1000        -157.9048    -159.1047       1.1999   580.2
5.1500        -157.6890    -159.0997       1.4107   682.1
5.2000        -157.7395    -159.0411       1.3016   629.3
5.2500        -157.6382    -159.0843       1.4461   699.2
5.3000        -157.7657    -159.0842       1.3186   637.6
5.3500        -157.8388    -159.0789       1.2401   599.6
5.4000        -157.7536    -159.0525       1.2989   628.0
5.4500        -157.8439    -159.0983       1.2544   606.5
5.5000        -157.9184    -159.1063       1.1880   574.4
