Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -26421.9124  -26422.6661       0.7537   416.5
0.0500      -26421.9116  -26422.4270       0.5154   284.8
0.1000      -26421.9124  -26422.7088       0.7964   440.1
0.1500      -26421.9125  -26422.8352       0.9227   509.9
0.2000      -26421.9126  -26422.7005       0.7879   435.4
0.2500      -26421.9130  -26422.7269       0.8139   449.7
0.3000      -26421.9125  -26422.7934       0.8809   486.8
0.3500      -26421.9120  -26422.5952       0.6832   377.5
0.4000      -26421.9129  -26422.7381       0.8252   456.0
0.4500      -26421.9124  -26422.7332       0.8208   453.6
0.5000      -26421.9118  -26422.5492       0.6374   352.2
0.5500      -26421.9128  -26422.6738       0.7610   420.5
0.6000      -26421.9120  -26422.5847       0.6727   371.7
0.6500      -26421.9118  -26422.6031       0.6913   382.0
0.7000      -26421.9125  -26422.7418       0.8293   458.3
0.7500      -26421.9119  -26422.4454       0.5335   294.8
0.8000      -26421.9117  -26422.3882       0.4765   263.3
0.8500      -26421.9126  -26422.7865       0.8739   482.9
0.9000      -26421.9122  -26422.5646       0.6524   360.5
0.9500      -26421.9122  -26422.5897       0.6775   374.4
1.0000      -26421.9126  -26422.7952       0.8826   487.7
1.0500      -26421.9123  -26422.7581       0.8458   467.4
1.1000      -26421.9122  -26422.6759       0.7637   422.0
1.1500      -26421.9127  -26422.7011       0.7884   435.7
1.2000      -26421.9122  -26422.6072       0.6950   384.0
1.2500      -26421.9121  -26422.6207       0.7086   391.6
1.3000      -26421.9131  -26422.9975       1.0844   599.2
1.3500      -26421.9119  -26422.5019       0.5900   326.0
1.4000      -26421.9122  -26422.5363       0.6241   344.9
1.4500      -26421.9128  -26422.8279       0.9151   505.7
1.5000      -26421.9122  -26422.7355       0.8233   455.0
1.5500      -26421.9119  -26422.6133       0.7013   387.6
1.6000      -26421.9126  -26422.7401       0.8275   457.3
1.6500      -26421.9122  -26422.6840       0.7718   426.5
1.7000      -26421.9123  -26422.6689       0.7566   418.1
1.7500      -26421.9126  -26422.6883       0.7757   428.6
1.8000      -26421.9125  -26422.8114       0.8988   496.7
1.8500      -26421.9121  -26422.6822       0.7701   425.6
1.9000      -26421.9122  -26422.6139       0.7017   387.8
1.9500      -26421.9124  -26422.6681       0.7557   417.6
2.0000      -26421.9123  -26422.7328       0.8206   453.5
2.0500      -26421.9125  -26422.8307       0.9183   507.4
2.1000      -26421.9122  -26422.5702       0.6580   363.6
2.1500      -26421.9124  -26422.7009       0.7884   435.7
2.2000      -26421.9122  -26422.6364       0.7242   400.2
2.2500      -26421.9125  -26422.6432       0.7307   403.8
2.3000      -26421.9125  -26422.7901       0.8776   485.0
2.3500      -26421.9125  -26422.6913       0.7789   430.4
2.4000      -26421.9123  -26422.6460       0.7337   405.4
2.4500      -26421.9124  -26422.7208       0.8084   446.7
2.5000      -26421.9123  -26422.8218       0.9095   502.6
2.5500      -26421.9123  -26422.6483       0.7360   406.7
2.6000      -26421.9120  -26422.4971       0.5850   323.3
2.6500      -26421.9123  -26422.8765       0.9642   532.8
2.7000      -26421.9121  -26422.5505       0.6384   352.8
2.7500      -26421.9123  -26422.5903       0.6779   374.6
2.8000      -26421.9120  -26422.6470       0.7350   406.1
2.8500      -26421.9123  -26422.7307       0.8184   452.3
2.9000      -26421.9123  -26422.5261       0.6138   339.2
2.9500      -26421.9125  -26422.7568       0.8443   466.6
3.0000      -26421.9121  -26422.7713       0.8592   474.8
3.0500      -26421.9123  -26422.6386       0.7262   401.3
3.1000      -26421.9120  -26422.5811       0.6691   369.7
3.1500      -26421.9125  -26422.7773       0.8648   477.9
3.2000      -26421.9124  -26422.5861       0.6737   372.3
3.2500      -26421.9125  -26422.6898       0.7773   429.5
3.3000      -26421.9124  -26422.7838       0.8714   481.5
3.3500      -26421.9122  -26422.7331       0.8209   453.6
3.4000      -26421.9122  -26422.5757       0.6635   366.6
3.4500      -26421.9121  -26422.5360       0.6239   344.8
3.5000      -26421.9124  -26422.6858       0.7734   427.4
3.5500      -26421.9123  -26422.7186       0.8063   445.6
3.6000      -26421.9122  -26422.6906       0.7785   430.2
3.6500      -26421.9122  -26422.6773       0.7651   422.8
3.7000      -26421.9125  -26422.6595       0.7471   412.8
3.7500      -26421.9123  -26422.8089       0.8966   495.4
3.8000      -26421.9123  -26422.7874       0.8751   483.6
3.8500      -26421.9119  -26422.4600       0.5482   302.9
3.9000      -26421.9126  -26422.7748       0.8622   476.4
3.9500      -26421.9119  -26422.6392       0.7274   401.9
4.0000      -26421.9126  -26422.8659       0.9533   526.8
4.0500      -26421.9124  -26422.6929       0.7805   431.3
4.1000      -26421.9121  -26422.6431       0.7310   404.0
4.1500      -26421.9126  -26422.8874       0.9748   538.7
4.2000      -26421.9123  -26422.6501       0.7378   407.7
4.2500      -26421.9125  -26422.7987       0.8862   489.7
4.3000      -26421.9123  -26422.6597       0.7473   413.0
4.3500      -26421.9128  -26422.9221       1.0093   557.7
4.4000      -26421.9123  -26422.6177       0.7053   389.8
4.4500      -26421.9121  -26422.5854       0.6733   372.1
4.5000      -26421.9124  -26422.7113       0.7989   441.5
4.5500      -26421.9124  -26422.6829       0.7705   425.8
4.6000      -26421.9118  -26422.5256       0.6138   339.2
4.6500      -26421.9125  -26422.7209       0.8084   446.7
4.7000      -26421.9126  -26422.8028       0.8902   491.9
4.7500      -26421.9120  -26422.5945       0.6825   377.1
4.8000      -26421.9124  -26422.7345       0.8221   454.3
4.8500      -26421.9127  -26422.7437       0.8310   459.2
4.9000      -26421.9121  -26422.5938       0.6817   376.7
4.9500      -26421.9123  -26422.6285       0.7162   395.8
5.0000      -26421.9128  -26422.8006       0.8878   490.6
5.0500      -26421.9120  -26422.6165       0.7044   389.3
5.1000      -26421.9122  -26422.7172       0.8050   444.9
5.1500      -26421.9126  -26422.8677       0.9551   527.8
5.2000      -26421.9119  -26422.4928       0.5809   321.0
5.2500      -26421.9127  -26422.7609       0.8482   468.7
5.3000      -26421.9125  -26422.7077       0.7953   439.5
5.3500      -26421.9122  -26422.6828       0.7706   425.8
5.4000      -26421.9120  -26422.5287       0.6167   340.8
5.4500      -26421.9126  -26422.8229       0.9103   503.0
5.5000      -26421.9123  -26422.7269       0.8146   450.2
5.5500      -26421.9119  -26422.4353       0.5234   289.2
5.6000      -26421.9125  -26422.7137       0.8013   442.8
5.6500      -26421.9123  -26422.7795       0.8673   479.3
5.7000      -26421.9124  -26422.7081       0.7956   439.7
5.7500      -26421.9122  -26422.5567       0.6445   356.1
5.8000      -26421.9122  -26422.6706       0.7584   419.1
5.8500      -26421.9121  -26422.6642       0.7520   415.6
5.9000      -26421.9125  -26422.7513       0.8388   463.5
5.9500      -26421.9122  -26422.6960       0.7838   433.1
6.0000      -26421.9125  -26422.8446       0.9321   515.1
6.0500      -26421.9122  -26422.6217       0.7095   392.1
6.1000      -26421.9120  -26422.4897       0.5777   319.3
6.1500      -26421.9123  -26422.7528       0.8405   464.5
6.2000      -26421.9124  -26422.7970       0.8846   488.9
6.2500      -26421.9127  -26422.7895       0.8769   484.5
6.3000      -26421.9123  -26422.7147       0.8024   443.4
6.3500      -26421.9124  -26422.7986       0.8862   489.7
6.4000      -26421.9123  -26422.6365       0.7241   400.1
6.4500      -26421.9122  -26422.5909       0.6787   375.1
6.5000      -26421.9123  -26422.6404       0.7281   402.3
6.5500      -26421.9126  -26422.8122       0.8996   497.1
6.6000      -26421.9128  -26422.9320       1.0192   563.2
6.6500      -26421.9121  -26422.6891       0.7770   429.4
6.7000      -26421.9126  -26422.6392       0.7266   401.5
6.7500      -26421.9118  -26422.4736       0.5618   310.5
6.8000      -26421.9126  -26422.8099       0.8973   495.9
6.8500      -26421.9123  -26422.5669       0.6546   361.7
6.9000      -26421.9122  -26422.6872       0.7751   428.3
6.9500      -26421.9120  -26422.7127       0.8006   442.4
7.0000      -26421.9123  -26422.7928       0.8805   486.5
7.0500      -26421.9123  -26422.6589       0.7466   412.6
7.1000      -26421.9126  -26422.7650       0.8524   471.0
7.1500      -26421.9127  -26422.7935       0.8807   486.7
7.2000      -26421.9120  -26422.4950       0.5829   322.1
7.2500      -26421.9125  -26422.7373       0.8248   455.8
7.3000      -26421.9124  -26422.6389       0.7265   401.5
7.3500      -26421.9121  -26422.6195       0.7074   390.9
7.4000      -26421.9126  -26422.7226       0.8100   447.6
7.4500      -26421.9124  -26422.5708       0.6585   363.9
7.5000      -26421.9120  -26422.6089       0.6969   385.1
7.5500      -26421.9124  -26422.8216       0.9091   502.4
7.6000      -26421.9124  -26422.7843       0.8719   481.8
7.6500      -26421.9122  -26422.6551       0.7430   410.6
7.7000      -26421.9126  -26422.6794       0.7668   423.7
7.7500      -26421.9119  -26422.4953       0.5834   322.4
7.8000      -26421.9126  -26422.7304       0.8178   451.9
7.8500      -26421.9123  -26422.7125       0.8002   442.2
7.9000      -26421.9120  -26422.5696       0.6575   363.3
7.9500      -26421.9126  -26422.7908       0.8782   485.3
8.0000      -26421.9121  -26422.6349       0.7227   399.4
8.0500      -26421.9122  -26422.6870       0.7748   428.1
8.1000      -26421.9123  -26422.6475       0.7353   406.3
8.1500      -26421.9127  -26422.8691       0.9564   528.5
8.2000      -26421.9122  -26422.6974       0.7852   433.9
8.2500      -26421.9122  -26422.6856       0.7734   427.4
8.3000      -26421.9122  -26422.6159       0.7037   388.9
8.3500      -26421.9125  -26422.5906       0.6781   374.7
8.4000      -26421.9123  -26422.6730       0.7607   420.4
8.4500      -26421.9122  -26422.7155       0.8033   443.9
8.5000      -26421.9127  -26422.9497       1.0370   573.0
8.5500      -26421.9123  -26422.8049       0.8926   493.3
8.6000      -26421.9127  -26422.7295       0.8169   451.4
8.6500      -26421.9123  -26422.5931       0.6808   376.2
8.7000      -26421.9123  -26422.6940       0.7817   432.0
8.7500      -26421.9125  -26422.7497       0.8372   462.6
8.8000      -26421.9123  -26422.6899       0.7776   429.7
8.8500      -26421.9126  -26422.7064       0.7938   438.6
8.9000      -26421.9127  -26422.8854       0.9728   537.5
8.9500      -26421.9126  -26422.7211       0.8085   446.8
9.0000      -26421.9118  -26422.4986       0.5868   324.3
9.0500      -26421.9130  -26422.9338       1.0208   564.1
9.1000      -26421.9123  -26422.6646       0.7523   415.7
9.1500      -26421.9120  -26422.5917       0.6798   375.6
9.2000      -26421.9121  -26422.5537       0.6416   354.5
9.2500      -26421.9124  -26422.6383       0.7258   401.1
9.3000      -26421.9122  -26422.7038       0.7916   437.4
9.3500      -26421.9128  -26422.7781       0.8653   478.2
9.4000      -26421.9121  -26422.5296       0.6175   341.2
9.4500      -26421.9129  -26422.9258       1.0129   559.7
9.5000      -26421.9118  -26422.6216       0.7098   392.2
9.5500      -26421.9129  -26422.8771       0.9642   532.8
9.6000      -26421.9126  -26422.6979       0.7853   433.9
9.6500      -26421.9128  -26422.8386       0.9259   511.6
9.7000      -26421.9122  -26422.6357       0.7235   399.8
9.7500      -26421.9122  -26422.6063       0.6941   383.5
9.8000      -26421.9116  -26422.4095       0.4979   275.1
9.8500      -26421.9128  -26422.8847       0.9719   537.1
9.9000      -26421.9120  -26422.6644       0.7524   415.8
9.9500      -26421.9124  -26422.7109       0.7985   441.2
10.0000     -26421.9122  -26422.6324       0.7201   397.9
10.0500     -26421.9126  -26422.7541       0.8415   465.0
10.1000     -26421.9121  -26422.6108       0.6988   386.1
10.1500     -26421.9130  -26422.9963       1.0833   598.6
10.2000     -26421.9124  -26422.6880       0.7756   428.6
10.2500     -26421.9127  -26422.7531       0.8404   464.4
10.3000     -26421.9122  -26422.6909       0.7787   430.3
10.3500     -26421.9125  -26422.6665       0.7540   416.7
10.4000     -26421.9126  -26422.7490       0.8364   462.2
10.4500     -26421.9127  -26422.9144       1.0018   553.6
10.5000     -26421.9120  -26422.6374       0.7254   400.9
10.5500     -26421.9124  -26422.7638       0.8514   470.5
10.6000     -26421.9118  -26422.4334       0.5216   288.2
10.6500     -26421.9121  -26422.5748       0.6627   366.2
10.7000     -26421.9124  -26422.7087       0.7964   440.1
10.7500     -26421.9123  -26422.6911       0.7788   430.4
10.8000     -26421.9123  -26422.6399       0.7276   402.1
10.8500     -26421.9129  -26422.9182       1.0053   555.5
10.9000     -26421.9125  -26422.7391       0.8266   456.8
10.9500     -26421.9121  -26422.5750       0.6629   366.3
11.0000     -26421.9119  -26422.4488       0.5369   296.7
11.0500     -26421.9127  -26422.8915       0.9788   540.9
11.1000     -26421.9122  -26422.7633       0.8510   470.3
11.1500     -26421.9128  -26422.8095       0.8967   495.5
11.2000     -26421.9122  -26422.6579       0.7456   412.0
11.2500     -26421.9126  -26422.7189       0.8063   445.6
11.3000     -26421.9119  -26422.5205       0.6085   336.3
11.3500     -26421.9123  -26422.6680       0.7557   417.6
11.4000     -26421.9121  -26422.4995       0.5874   324.6
11.4500     -26421.9122  -26422.6949       0.7828   432.6
11.5000     -26421.9125  -26422.7665       0.8540   471.9
11.5500     -26421.9127  -26422.8023       0.8897   491.6
11.6000     -26421.9123  -26422.7091       0.7968   440.3
11.6500     -26421.9130  -26422.8248       0.9117   503.8
11.7000     -26421.9119  -26422.6923       0.7804   431.2
11.7500     -26421.9120  -26422.6100       0.6981   385.7
11.8000     -26421.9125  -26422.6523       0.7398   408.8
11.8500     -26421.9121  -26422.7664       0.8543   472.1
11.9000     -26421.9122  -26422.7288       0.8166   451.3
11.9500     -26421.9129  -26422.7921       0.8792   485.8
12.0000     -26421.9126  -26422.6967       0.7841   433.3
12.0500     -26421.9124  -26422.7336       0.8212   453.8
12.1000     -26421.9127  -26422.8813       0.9687   535.3
12.1500     -26421.9123  -26422.6666       0.7544   416.9
12.2000     -26421.9123  -26422.6906       0.7783   430.1
12.2500     -26421.9127  -26422.8100       0.8973   495.9
12.3000     -26421.9122  -26422.7388       0.8266   456.8
12.3500     -26421.9123  -26422.7623       0.8499   469.7
12.4000     -26421.9128  -26422.8690       0.9562   528.4
12.4500     -26421.9121  -26422.6073       0.6952   384.2
12.5000     -26421.9122  -26422.8178       0.9056   500.4
12.5500     -26421.9126  -26422.7827       0.8701   480.8
12.6000     -26421.9122  -26422.6980       0.7858   434.2
12.6500     -26421.9124  -26422.7712       0.8588   474.6
12.7000     -26421.9125  -26422.9402       1.0277   567.9
12.7500     -26421.9121  -26422.6243       0.7122   393.6
12.8000     -26421.9129  -26422.8072       0.8943   494.2
12.8500     -26421.9118  -26422.5735       0.6616   365.6
12.9000     -26421.9118  -26422.5724       0.6605   365.0
12.9500     -26421.9123  -26422.6390       0.7267   401.6
13.0000     -26421.9122  -26422.6544       0.7421   410.1
13.0500     -26421.9123  -26422.6035       0.6912   382.0
13.1000     -26421.9130  -26423.0319       1.1189   618.3
13.1500     -26421.9121  -26422.6025       0.6904   381.5
13.2000     -26421.9123  -26422.6423       0.7300   403.4
13.2500     -26421.9129  -26422.7873       0.8744   483.2
13.3000     -26421.9120  -26422.6441       0.7320   404.5
13.3500     -26421.9123  -26422.6819       0.7696   425.3
13.4000     -26421.9121  -26422.5720       0.6599   364.7
13.4500     -26421.9123  -26422.6773       0.7650   422.8
13.5000     -26421.9122  -26422.6698       0.7576   418.6
13.5500     -26421.9126  -26422.7233       0.8108   448.0
13.6000     -26421.9120  -26422.5183       0.6063   335.1
13.6500     -26421.9128  -26422.8321       0.9193   508.0
13.7000     -26421.9122  -26422.6968       0.7846   433.6
13.7500     -26421.9122  -26422.7072       0.7950   439.3
13.8000     -26421.9118  -26422.4597       0.5478   302.7
13.8500     -26421.9127  -26422.8293       0.9166   506.5
13.9000     -26421.9121  -26422.6862       0.7741   427.8
13.9500     -26421.9129  -26422.8029       0.8900   491.8
14.0000     -26421.9126  -26422.7391       0.8264   456.7
14.0500     -26421.9124  -26422.6613       0.7488   413.8
14.1000     -26421.9126  -26422.9096       0.9971   551.0
14.1500     -26421.9119  -26422.5956       0.6837   377.8
14.2000     -26421.9123  -26422.5531       0.6409   354.1
14.2500     -26421.9123  -26422.6679       0.7556   417.5
14.3000     -26421.9124  -26422.8341       0.9217   509.4
14.3500     -26421.9127  -26422.6841       0.7714   426.3
14.4000     -26421.9127  -26422.6725       0.7598   419.9
14.4500     -26421.9127  -26422.8547       0.9420   520.5
14.5000     -26421.9126  -26422.9338       1.0213   564.4
14.5500     -26421.9120  -26422.5892       0.6772   374.2
14.6000     -26421.9126  -26422.7412       0.8286   457.9
14.6500     -26421.9122  -26422.7897       0.8775   484.9
14.7000     -26421.9116  -26422.5386       0.6271   346.5
14.7500     -26421.9127  -26422.7752       0.8625   476.6
14.8000     -26421.9126  -26422.7187       0.8061   445.5
14.8500     -26421.9126  -26422.7616       0.8490   469.2
14.9000     -26421.9124  -26422.7672       0.8548   472.3
14.9500     -26421.9133  -26422.9030       0.9897   546.9
15.0000     -26421.9116  -26422.4572       0.5456   301.5
15.0500     -26421.9125  -26422.7312       0.8187   452.4
15.1000     -26421.9129  -26422.8854       0.9724   537.4
