Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -38626.6369  -38626.8865       0.2496   386.2
0.0500      -38626.6370  -38626.9146       0.2776   429.5
0.1000      -38626.6364  -38626.9157       0.2792   432.1
0.1500      -38626.6372  -38626.9194       0.2822   436.6
0.2000      -38626.6366  -38626.8689       0.2322   359.3
0.2500      -38626.6365  -38626.8723       0.2358   364.8
0.3000      -38626.6372  -38626.9405       0.3034   469.4
0.3500      -38626.6366  -38626.9323       0.2956   457.4
0.4000      -38626.6368  -38626.8753       0.2385   369.1
0.4500      -38626.6370  -38626.8659       0.2289   354.2
0.5000      -38626.6365  -38626.8930       0.2565   396.9
0.5500      -38626.6368  -38626.9396       0.3027   468.4
0.6000      -38626.6371  -38626.9204       0.2833   438.4
0.6500      -38626.6363  -38626.8636       0.2272   351.6
0.7000      -38626.6371  -38626.9053       0.2682   414.9
0.7500      -38626.6368  -38626.9479       0.3111   481.3
0.8000      -38626.6365  -38626.9292       0.2928   453.0
0.8500      -38626.6370  -38626.9029       0.2659   411.4
0.9000      -38626.6368  -38626.8818       0.2451   379.2
0.9500      -38626.6366  -38626.9055       0.2689   416.0
1.0000      -38626.6371  -38626.9476       0.3105   480.4
1.0500      -38626.6365  -38626.9069       0.2703   418.3
1.1000      -38626.6367  -38626.8976       0.2609   403.7
1.1500      -38626.6372  -38626.9074       0.2701   418.0
1.2000      -38626.6364  -38626.9124       0.2760   427.0
1.2500      -38626.6370  -38626.9535       0.3165   489.7
1.3000      -38626.6369  -38626.9245       0.2875   444.9
1.3500      -38626.6365  -38626.8813       0.2448   378.8
1.4000      -38626.6370  -38626.8839       0.2469   382.0
1.4500      -38626.6369  -38626.9161       0.2792   432.1
1.5000      -38626.6365  -38626.9288       0.2923   452.2
1.5500      -38626.6372  -38626.9148       0.2776   429.6
1.6000      -38626.6366  -38626.8590       0.2224   344.1
1.6500      -38626.6365  -38626.8840       0.2475   382.9
1.7000      -38626.6371  -38626.9546       0.3174   491.1
1.7500      -38626.6366  -38626.9280       0.2914   450.8
1.8000      -38626.6367  -38626.8850       0.2483   384.1
1.8500      -38626.6370  -38626.8792       0.2422   374.8
1.9000      -38626.6365  -38626.8901       0.2536   392.5
1.9500      -38626.6368  -38626.9344       0.2975   460.3
2.0000      -38626.6371  -38626.9090       0.2719   420.6
2.0500      -38626.6363  -38626.8567       0.2204   341.0
2.1000      -38626.6372  -38626.9271       0.2899   448.5
2.1500      -38626.6368  -38626.9232       0.2864   443.2
2.2000      -38626.6365  -38626.9209       0.2844   440.0
2.2500      -38626.6371  -38626.9240       0.2869   443.9
2.3000      -38626.6368  -38626.8896       0.2528   391.2
2.3500      -38626.6366  -38626.9187       0.2821   436.5
2.4000      -38626.6371  -38626.9438       0.3066   474.4
2.4500      -38626.6366  -38626.9005       0.2640   408.4
2.5000      -38626.6367  -38626.8884       0.2517   389.5
2.5500      -38626.6372  -38626.9148       0.2777   429.6
2.6000      -38626.6364  -38626.9019       0.2655   410.8
2.6500      -38626.6370  -38626.9545       0.3175   491.3
2.7000      -38626.6370  -38626.9361       0.2991   462.8
2.7500      -38626.6364  -38626.8582       0.2218   343.2
2.8000      -38626.6369  -38626.9114       0.2745   424.7
2.8500      -38626.6370  -38626.9306       0.2937   454.4
2.9000      -38626.6364  -38626.9064       0.2700   417.8
2.9500      -38626.6372  -38626.9057       0.2685   415.5
3.0000      -38626.6366  -38626.8546       0.2180   337.3
3.0500      -38626.6365  -38626.8849       0.2483   384.3
3.1000      -38626.6372  -38626.9655       0.3283   508.0
3.1500      -38626.6366  -38626.8967       0.2601   402.5
3.2000      -38626.6368  -38626.8744       0.2377   367.7
3.2500      -38626.6371  -38626.9046       0.2675   413.8
3.3000      -38626.6365  -38626.8992       0.2628   406.5
3.3500      -38626.6368  -38626.9213       0.2845   440.2
3.4000      -38626.6371  -38626.9027       0.2656   411.0
3.4500      -38626.6364  -38626.8581       0.2217   343.1
3.5000      -38626.6371  -38626.8974       0.2603   402.8
3.5500      -38626.6368  -38626.9351       0.2983   461.5
3.6000      -38626.6365  -38626.9015       0.2650   410.0
3.6500      -38626.6371  -38626.9159       0.2788   431.5
3.7000      -38626.6368  -38626.8997       0.2629   406.8
3.7500      -38626.6366  -38626.8972       0.2606   403.3
3.8000      -38626.6372  -38626.9639       0.3267   505.5
3.8500      -38626.6366  -38626.9185       0.2820   436.3
3.9000      -38626.6367  -38626.8763       0.2396   370.7
3.9500      -38626.6372  -38626.8975       0.2604   402.9
4.0000      -38626.6364  -38626.9147       0.2783   430.6
4.0500      -38626.6370  -38626.9520       0.3150   487.4
4.1000      -38626.6369  -38626.9302       0.2933   453.7
4.1500      -38626.6365  -38626.8760       0.2395   370.6
4.2000      -38626.6369  -38626.9037       0.2668   412.8
4.2500      -38626.6370  -38626.9553       0.3182   492.4
4.3000      -38626.6365  -38626.9237       0.2872   444.4
4.3500      -38626.6371  -38626.8928       0.2557   395.6
4.4000      -38626.6367  -38626.8720       0.2353   364.1
4.4500      -38626.6366  -38626.8926       0.2560   396.2
4.5000      -38626.6372  -38626.9262       0.2890   447.2
4.5500      -38626.6365  -38626.9046       0.2681   414.8
4.6000      -38626.6368  -38626.8848       0.2480   383.8
4.6500      -38626.6370  -38626.9072       0.2702   418.0
4.7000      -38626.6365  -38626.9118       0.2753   426.0
4.7500      -38626.6368  -38626.9181       0.2813   435.3
4.8000      -38626.6371  -38626.9083       0.2712   419.7
4.8500      -38626.6364  -38626.8751       0.2387   369.3
4.9000      -38626.6371  -38626.9002       0.2632   407.2
4.9500      -38626.6368  -38626.9124       0.2756   426.4
5.0000      -38626.6365  -38626.9186       0.2820   436.4
5.0500      -38626.6371  -38626.9133       0.2762   427.3
5.1000      -38626.6368  -38626.8892       0.2524   390.6
5.1500      -38626.6366  -38626.9214       0.2848   440.7
5.2000      -38626.6372  -38626.9600       0.3228   499.5
5.2500      -38626.6366  -38626.9128       0.2763   427.5
5.3000      -38626.6367  -38626.8854       0.2488   384.9
5.3500      -38626.6371  -38626.8958       0.2586   400.2
5.4000      -38626.6365  -38626.9193       0.2828   437.6
5.4500      -38626.6370  -38626.9534       0.3164   489.5
5.5000      -38626.6369  -38626.8940       0.2571   397.8
5.5500      -38626.6365  -38626.8725       0.2360   365.2
5.6000      -38626.6369  -38626.9238       0.2869   443.9
5.6500      -38626.6370  -38626.9448       0.3078   476.3
5.7000      -38626.6364  -38626.9087       0.2723   421.3
5.7500      -38626.6372  -38626.9045       0.2674   413.7
5.8000      -38626.6367  -38626.8797       0.2430   376.0
5.8500      -38626.6366  -38626.8977       0.2611   404.0
5.9000      -38626.6371  -38626.9299       0.2928   453.0
5.9500      -38626.6365  -38626.8778       0.2412   373.3
6.0000      -38626.6368  -38626.8972       0.2604   402.9
6.0500      -38626.6371  -38626.9040       0.2669   413.0
6.1000      -38626.6364  -38626.8875       0.2511   388.5
6.1500      -38626.6368  -38626.9265       0.2898   448.3
6.2000      -38626.6371  -38626.9173       0.2802   433.5
6.2500      -38626.6364  -38626.8706       0.2342   362.4
