Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000      -11726.7671  -11727.4567       0.6896   444.6
0.0500      -11726.7669  -11727.7245       0.9576   617.4
0.1000      -11726.7673  -11727.5434       0.7761   500.4
0.1500      -11726.7687  -11727.8155       1.0468   674.9
0.2000      -11726.7664  -11727.6921       0.9257   596.8
0.2500      -11726.7688  -11727.8025       1.0336   666.4
0.3000      -11726.7683  -11727.9212       1.1529   743.3
0.3500      -11726.7667  -11727.6135       0.8468   545.9
0.4000      -11726.7682  -11727.6135       0.8453   545.0
0.4500      -11726.7684  -11727.6858       0.9175   591.5
0.5000      -11726.7654  -11727.3050       0.5396   347.9
0.5500      -11726.7694  -11727.7716       1.0023   646.2
0.6000      -11726.7667  -11727.4436       0.6769   436.4
0.6500      -11726.7676  -11727.7904       1.0228   659.4
0.7000      -11726.7688  -11727.7059       0.9372   604.2
0.7500      -11726.7672  -11727.7397       0.9725   627.0
0.8000      -11726.7682  -11727.8606       1.0924   704.3
0.8500      -11726.7691  -11727.8483       1.0792   695.7
0.9000      -11726.7665  -11727.6248       0.8582   553.3
0.9500      -11726.7680  -11727.6366       0.8686   560.0
1.0000      -11726.7680  -11727.7242       0.9562   616.5
1.0500      -11726.7651  -11727.4261       0.6609   426.1
1.1000      -11726.7690  -11727.7038       0.9348   602.7
1.1500      -11726.7675  -11727.4895       0.7220   465.5
1.2000      -11726.7668  -11727.4319       0.6651   428.8
1.2500      -11726.7680  -11727.6812       0.9132   588.8
1.3000      -11726.7687  -11727.4650       0.6964   449.0
1.3500      -11726.7663  -11727.6725       0.9062   584.2
1.4000      -11726.7685  -11727.7508       0.9823   633.3
1.4500      -11726.7665  -11727.5368       0.7703   496.6
1.5000      -11726.7689  -11727.7643       0.9954   641.7
1.5500      -11726.7677  -11727.6904       0.9227   594.9
1.6000      -11726.7688  -11727.6876       0.9187   592.3
1.6500      -11726.7676  -11727.6373       0.8697   560.7
1.7000      -11726.7685  -11727.5330       0.7645   492.9
1.7500      -11726.7682  -11727.8514       1.0832   698.3
1.8000      -11726.7694  -11727.7348       0.9654   622.4
1.8500      -11726.7672  -11727.6054       0.8382   540.4
1.9000      -11726.7686  -11727.7189       0.9503   612.7
1.9500      -11726.7684  -11727.6961       0.9277   598.1
2.0000      -11726.7690  -11727.8797       1.1107   716.1
2.0500      -11726.7667  -11727.6315       0.8648   557.5
2.1000      -11726.7711  -11727.9262       1.1551   744.7
2.1500      -11726.7652  -11727.7381       0.9729   627.2
2.2000      -11726.7707  -11727.9079       1.1372   733.2
2.2500      -11726.7670  -11727.7394       0.9724   626.9
2.3000      -11726.7691  -11727.7551       0.9860   635.7
2.3500      -11726.7665  -11727.7310       0.9645   621.8
2.4000      -11726.7696  -11727.7698       1.0001   644.8
2.4500      -11726.7670  -11727.5092       0.7422   478.5
2.5000      -11726.7675  -11727.7681       1.0006   645.1
2.5500      -11726.7682  -11727.6707       0.9025   581.9
2.6000      -11726.7683  -11727.8402       1.0719   691.1
2.6500      -11726.7668  -11727.5623       0.7954   512.8
2.7000      -11726.7680  -11727.7669       0.9989   644.0
2.7500      -11726.7669  -11727.6458       0.8789   566.6
2.8000      -11726.7701  -11727.6856       0.9155   590.2
2.8500      -11726.7656  -11727.6498       0.8842   570.0
2.9000      -11726.7701  -11727.8514       1.0813   697.1
2.9500      -11726.7666  -11727.6126       0.8460   545.4
3.0000      -11726.7670  -11727.4811       0.7140   460.3
3.0500      -11726.7688  -11727.5167       0.7480   482.2
3.1000      -11726.7671  -11727.5835       0.8163   526.3
3.1500      -11726.7685  -11727.6953       0.9268   597.5
3.2000      -11726.7662  -11727.5345       0.7683   495.3
3.2500      -11726.7686  -11727.7779       1.0093   650.7
3.3000      -11726.7683  -11727.9170       1.1487   740.6
3.3500      -11726.7682  -11727.6282       0.8600   554.4
3.4000      -11726.7675  -11727.5993       0.8318   536.3
3.4500      -11726.7670  -11727.5238       0.7568   487.9
3.5000      -11726.7693  -11727.7909       1.0216   658.6
3.5500      -11726.7667  -11727.6717       0.9050   583.5
3.6000      -11726.7691  -11727.5146       0.7456   480.7
3.6500      -11726.7675  -11727.5784       0.8109   522.8
3.7000      -11726.7675  -11727.7142       0.9467   610.3
3.7500      -11726.7681  -11727.5434       0.7754   499.9
3.8000      -11726.7689  -11727.8790       1.1101   715.7
3.8500      -11726.7681  -11727.6816       0.9134   588.9
3.9000      -11726.7686  -11727.7412       0.9726   627.0
3.9500      -11726.7658  -11727.4452       0.6794   438.0
4.0000      -11726.7672  -11727.5229       0.7557   487.2
4.0500      -11726.7688  -11727.6931       0.9243   595.9
4.1000      -11726.7662  -11727.5611       0.7949   512.5
4.1500      -11726.7673  -11727.4530       0.6857   442.1
4.2000      -11726.7679  -11727.6346       0.8667   558.7
4.2500      -11726.7663  -11727.4174       0.6511   419.7
4.3000      -11726.7676  -11727.6863       0.9187   592.3
4.3500      -11726.7684  -11727.6263       0.8579   553.1
4.4000      -11726.7666  -11727.7829       1.0163   655.2
4.4500      -11726.7702  -11727.9714       1.2012   774.4
4.5000      -11726.7673  -11727.7405       0.9732   627.4
4.5500      -11726.7672  -11727.6262       0.8590   553.8
4.6000      -11726.7699  -11727.8737       1.1038   711.6
4.6500      -11726.7663  -11727.5272       0.7609   490.6
4.7000      -11726.7690  -11727.7202       0.9512   613.2
4.7500      -11726.7671  -11727.5475       0.7804   503.1
4.8000      -11726.7696  -11727.8045       1.0350   667.2
4.8500      -11726.7659  -11727.4853       0.7194   463.8
4.9000      -11726.7695  -11727.8822       1.1127   717.3
4.9500      -11726.7670  -11727.6275       0.8605   554.7
5.0000      -11726.7686  -11727.9445       1.1759   758.1
