Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.2825    -158.9176       0.6350   377.9
0.0500        -158.3545    -158.9302       0.5757   342.6
0.1000        -158.2217    -158.9511       0.7293   434.0
0.1500        -158.2498    -158.9362       0.6864   408.5
0.2000        -158.2183    -158.9228       0.7046   419.3
0.2500        -158.2682    -158.9300       0.6618   393.9
0.3000        -158.3018    -158.9302       0.6284   374.0
0.3500        -158.2267    -158.9396       0.7128   424.2
0.4000        -158.2737    -158.9248       0.6511   387.5
0.4500        -158.2559    -158.9386       0.6827   406.3
0.5000        -158.1686    -158.9204       0.7518   447.4
0.5500        -158.4023    -158.9125       0.5102   303.6
0.6000        -158.2658    -158.9456       0.6798   404.5
0.6500        -158.3664    -158.9213       0.5549   330.2
0.7000        -158.3616    -159.2009       0.8393   499.4
0.7500        -158.5986    -159.2992       0.7006   416.9
0.8000        -158.3764    -158.9288       0.5524   328.7
0.8500        -158.3467    -158.9467       0.5999   357.0
0.9000        -158.3328    -158.9495       0.6167   367.0
0.9500        -158.1547    -158.9333       0.7787   463.4
1.0000        -158.3369    -158.9343       0.5974   355.5
1.0500        -158.2616    -158.9477       0.6861   408.3
1.1000        -158.3328    -158.9343       0.6015   358.0
1.1500        -158.2197    -158.9444       0.7247   431.2
1.2000        -158.1830    -158.9143       0.7313   435.2
1.2500        -158.1644    -158.9245       0.7601   452.3
1.3000        -158.3218    -158.9449       0.6231   370.8
1.3500        -158.2264    -158.9286       0.7022   417.9
1.4000        -158.3024    -158.9521       0.6497   386.6
1.4500        -158.3440    -158.9468       0.6028   358.7
1.5000        -158.2532    -158.9286       0.6754   401.9
1.5500        -158.2395    -158.9464       0.7069   420.7
1.6000        -158.1105    -158.9250       0.8145   484.7
1.6500        -158.2228    -158.9301       0.7073   420.9
1.7000        -158.2861    -158.9419       0.6558   390.3
1.7500        -158.4785    -158.9435       0.4650   276.7
1.8000        -158.1489    -158.9227       0.7738   460.5
1.8500        -158.2343    -158.9492       0.7148   425.4
1.9000        -158.5067    -159.1139       0.6071   361.3
1.9500        -158.2271    -158.9384       0.7112   423.3
2.0000        -158.2514    -158.9383       0.6869   408.8
2.0500        -158.2740    -158.9394       0.6654   396.0
2.1000        -158.2985    -158.9382       0.6397   380.7
2.1500        -158.3330    -158.9314       0.5985   356.1
2.2000        -158.3287    -158.9431       0.6143   365.6
2.2500        -158.2114    -158.9307       0.7193   428.0
2.3000        -158.3545    -159.0435       0.6890   410.1
2.3500        -158.2154    -158.9566       0.7412   441.1
2.4000        -158.7170    -159.2319       0.5149   306.4
2.4500        -158.2050    -158.9290       0.7240   430.8
2.5000        -158.3093    -158.9347       0.6253   372.1
2.5500        -158.3824    -158.9295       0.5472   325.6
2.6000        -158.4024    -158.9701       0.5677   337.8
2.6500        -158.4873    -159.1459       0.6585   391.9
2.7000        -158.2301    -158.9260       0.6960   414.2
2.7500        -158.1456    -158.9273       0.7817   465.2
2.8000        -158.3444    -159.0735       0.7291   433.9
2.8500        -158.3800    -158.9384       0.5583   332.3
2.9000        -158.3290    -158.9355       0.6065   360.9
2.9500        -158.2480    -158.9397       0.6916   411.6
3.0000        -158.2434    -158.9234       0.6800   404.7
3.0500        -158.4085    -158.9319       0.5234   311.5
3.1000        -158.2254    -158.9080       0.6826   406.2
3.1500        -158.2802    -158.9541       0.6738   401.0
3.2000        -158.2579    -158.9272       0.6693   398.3
3.2500        -158.2577    -159.0086       0.7509   446.9
3.3000        -158.3545    -158.9448       0.5903   351.3
3.3500        -158.2474    -158.9239       0.6764   402.5
3.4000        -158.2610    -158.9440       0.6830   406.5
3.4500        -158.1816    -158.9378       0.7562   450.0
3.5000        -158.2858    -158.9292       0.6435   382.9
3.5500        -158.2519    -158.9357       0.6838   406.9
3.6000        -158.1950    -158.9167       0.7217   429.5
3.6500        -158.3446    -158.9482       0.6035   359.2
3.7000        -158.1945    -158.9475       0.7529   448.1
3.7500        -158.2295    -158.9330       0.7035   418.7
3.8000        -158.1676    -158.9399       0.7723   459.6
3.8500        -158.2133    -158.9432       0.7299   434.4
3.9000        -158.3120    -158.9564       0.6444   383.5
3.9500        -158.1343    -158.9337       0.7995   475.8
4.0000        -158.2717    -158.9424       0.6707   399.2
4.0500        -158.2339    -158.9417       0.7078   421.2
4.1000        -158.3064    -158.9465       0.6401   380.9
4.1500        -158.2705    -158.9395       0.6690   398.1
4.2000        -158.2150    -158.9368       0.7218   429.6
4.2500        -158.5344    -159.1949       0.6606   393.1
4.3000        -158.4834    -159.1374       0.6539   389.2
4.3500        -158.3080    -158.9418       0.6338   377.2
4.4000        -158.3047    -158.9583       0.6536   389.0
4.4500        -158.2987    -159.0150       0.7163   426.3
4.5000        -158.2695    -158.9392       0.6697   398.6
4.5500        -158.2153    -158.9362       0.7210   429.1
4.6000        -158.2329    -158.9217       0.6888   409.9
4.6500        -158.2365    -158.9280       0.6915   411.5
4.7000        -158.2383    -158.9192       0.6809   405.2
4.7500        -158.4068    -158.9337       0.5269   313.6
4.8000        -158.2082    -158.9534       0.7452   443.4
4.8500        -158.2760    -158.9192       0.6432   382.7
4.9000        -158.2339    -158.9366       0.7027   418.2
4.9500        -158.2980    -158.9413       0.6433   382.8
5.0000        -158.5412    -158.9351       0.3940   234.5
5.0500        -158.2692    -158.9476       0.6784   403.7
5.1000        -158.2952    -158.9499       0.6548   389.6
5.1500        -158.4185    -158.9424       0.5240   311.8
5.2000        -158.1810    -158.9385       0.7575   450.8
5.2500        -158.6206    -159.2175       0.5969   355.2
5.3000        -158.2485    -158.9239       0.6754   401.9
5.3500        -158.6576    -159.2819       0.6242   371.5
5.4000        -158.3122    -158.9417       0.6295   374.6
5.4500        -158.3241    -158.9316       0.6074   361.5
5.5000        -158.3863    -158.9325       0.5461   325.0
5.5500        -158.4043    -158.9453       0.5409   321.9
5.6000        -158.2889    -158.9339       0.6449   383.8
5.6500        -158.3323    -158.9602       0.6278   373.6
5.7000        -158.2232    -158.9228       0.6995   416.3
5.7500        -158.3365    -158.9467       0.6102   363.1
5.8000        -158.3986    -158.9338       0.5353   318.5
5.8500        -158.2977    -158.9412       0.6436   383.0
5.9000        -158.1465    -158.9263       0.7798   464.1
5.9500        -158.3362    -158.9164       0.5802   345.3
6.0000        -158.2142    -158.9533       0.7391   439.8
6.0500        -158.4312    -158.9155       0.4844   288.2
6.1000        -158.1678    -158.9297       0.7619   453.4
6.1500        -158.2640    -158.9302       0.6661   396.4
6.2000        -158.3798    -158.9070       0.5273   313.8
6.2500        -158.3474    -158.9692       0.6218   370.0
6.3000        -158.3452    -158.9206       0.5754   342.4
6.3500        -158.2442    -158.9899       0.7458   443.8
6.4000        -158.3656    -159.0163       0.6507   387.2
6.4500        -158.3444    -158.9413       0.5969   355.2
6.5000        -158.2319    -158.9384       0.7066   420.5
6.5500        -158.2547    -158.9371       0.6824   406.1
6.6000        -158.2021    -158.9369       0.7348   437.3
6.6500        -158.4047    -158.9516       0.5469   325.5
6.7000        -158.2122    -158.9227       0.7105   422.8
6.7500        -158.3097    -158.9323       0.6226   370.5
6.8000        -158.3930    -158.9221       0.5291   314.9
6.8500        -158.3100    -158.9430       0.6330   376.7
6.9000        -158.3157    -158.9381       0.6224   370.4
6.9500        -158.2554    -158.9301       0.6747   401.5
7.0000        -158.2486    -158.9234       0.6747   401.5
7.0500        -158.6719    -159.3862       0.7143   425.1
7.1000        -158.2100    -158.9181       0.7081   421.4
7.1500        -158.2349    -158.9264       0.6915   411.5
7.2000        -158.3537    -158.9526       0.5988   356.4
7.2500        -158.3195    -158.8923       0.5728   340.9
7.3000        -158.2696    -159.0217       0.7522   447.6
7.3500        -158.2929    -158.9437       0.6508   387.3
7.4000        -158.3278    -158.9292       0.6014   357.9
7.4500        -158.4129    -159.0992       0.6863   408.4
7.5000        -158.2657    -158.9334       0.6677   397.4
7.5500        -158.3725    -158.9239       0.5514   328.1
7.6000        -158.1103    -158.9276       0.8173   486.4
7.6500        -158.2840    -158.9243       0.6403   381.0
7.7000        -158.4841    -158.9305       0.4464   265.7
7.7500        -158.1557    -158.9266       0.7710   458.8
7.8000        -158.3722    -159.0594       0.6872   408.9
7.8500        -158.3563    -158.9543       0.5980   355.9
7.9000        -158.2457    -158.9484       0.7027   418.2
7.9500        -158.3313    -158.9271       0.5958   354.6
8.0000        -158.2697    -158.9222       0.6525   388.3
8.0500        -158.1102    -158.9295       0.8193   487.6
8.1000        -158.3343    -158.9434       0.6091   362.5
8.1500        -158.3162    -158.9279       0.6117   364.0
8.2000        -158.3707    -158.9156       0.5449   324.2
8.2500        -158.1828    -158.9391       0.7563   450.1
8.3000        -158.1718    -158.9310       0.7592   451.8
8.3500        -158.4141    -159.0190       0.6050   360.0
8.4000        -158.2801    -158.9153       0.6352   378.0
8.4500        -158.3148    -158.9293       0.6146   365.7
8.5000        -158.3639    -158.9457       0.5818   346.3
8.5500        -158.1740    -158.9257       0.7518   447.4
8.6000        -158.2279    -158.9691       0.7411   441.1
8.6500        -158.5215    -159.1717       0.6502   387.0
8.7000        -158.3911    -158.9196       0.5286   314.6
8.7500        -158.3606    -158.9281       0.5675   337.7
8.8000        -158.2929    -158.9238       0.6309   375.5
8.8500        -158.3990    -158.9482       0.5492   326.8
8.9000        -158.2650    -158.9265       0.6615   393.6
8.9500        -158.4442    -158.9440       0.4997   297.4
9.0000        -158.4010    -158.9270       0.5260   313.0
9.0500        -158.3457    -158.9415       0.5958   354.5
