Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000        -158.2326    -158.7038       0.4712   405.0
0.0500        -158.1148    -158.7141       0.5993   515.2
0.1000        -157.9598    -158.6707       0.7109   611.1
0.1500        -158.1391    -158.7593       0.6202   533.1
0.2000        -158.0172    -158.7551       0.7379   634.3
0.2500        -158.2768    -158.7444       0.4676   401.9
0.3000        -158.0414    -158.6947       0.6532   561.5
0.3500        -157.9566    -158.6989       0.7423   638.1
0.4000        -158.1769    -158.7302       0.5533   475.6
0.4500        -157.9669    -158.6672       0.7003   601.9
0.5000        -157.9712    -158.6877       0.7165   615.9
0.5500        -158.1245    -158.6955       0.5710   490.8
0.6000        -157.9643    -158.7163       0.7521   646.5
0.6500        -157.8334    -158.6828       0.8493   730.1
0.7000        -157.9082    -158.6756       0.7674   659.7
0.7500        -157.8702    -158.6521       0.7820   672.2
0.8000        -158.0976    -158.7274       0.6297   541.3
0.8500        -157.7821    -158.6482       0.8661   744.5
0.9000        -157.8379    -158.6702       0.8324   715.5
0.9500        -157.8106    -158.6742       0.8636   742.4
1.0000        -157.7042    -158.6935       0.9893   850.4
1.0500        -157.6350    -158.6602       1.0252   881.2
1.1000        -157.9396    -158.6785       0.7389   635.2
1.1500        -157.8433    -158.6666       0.8233   707.7
1.2000        -157.6949    -158.6767       0.9818   843.9
1.2500        -157.7611    -158.7200       0.9590   824.3
1.3000        -157.6540    -158.6670       1.0130   870.8
1.3500        -157.8689    -158.7242       0.8553   735.2
1.4000        -157.8694    -158.6912       0.8218   706.4
1.4500        -157.7680    -158.7052       0.9373   805.7
